Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[organism part]	Factor Value[cell type]
FCA26_Female_body_adult_5dWT_Luo_sample5_S17	ERS6860649	SAMEA9135848	Drosophila melanogaster	S17	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body	  	organism part	FCA26_Female_body_adult_5dWT_Luo_sample5_S17	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f84bfd1c__FCA26_Female_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003	group 19	sequencing assay	ERX5671941	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003.bam	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003.bam	ERR6032667	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032667/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003.bam	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R1_001.fastq.gz	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_R2_001.fastq.gz	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L003_I1_001.fastq.gz	body	    
FCA26_Female_body_adult_5dWT_Luo_sample5_S17	ERS6860649	SAMEA9135848	Drosophila melanogaster	S17	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body	  	organism part	FCA26_Female_body_adult_5dWT_Luo_sample5_S17	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f84bfd1c__FCA26_Female_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004	group 19	sequencing assay	ERX5671941	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004.bam	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004.bam	ERR6032668	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032668/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004.bam	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R1_001.fastq.gz	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_R2_001.fastq.gz	FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA26_Female_body_adult_5dWT_Luo_sample5_S17_L004_I1_001.fastq.gz	body	    
FCA27_Female_body_adult_5dWT_Luo_sample6_S18	ERS6860650	SAMEA9135849	Drosophila melanogaster	S18	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body	  	organism part	FCA27_Female_body_adult_5dWT_Luo_sample6_S18	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8548b44__FCA27_Female_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001	group 20	sequencing assay	ERX5671942	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001.bam	ERR6032669	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032669/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R1_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_R2_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L001_I1_001.fastq.gz	body	    
FCA27_Female_body_adult_5dWT_Luo_sample6_S18	ERS6860650	SAMEA9135849	Drosophila melanogaster	S18	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body	  	organism part	FCA27_Female_body_adult_5dWT_Luo_sample6_S18	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8548b44__FCA27_Female_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002	group 20	sequencing assay	ERX5671942	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002.bam	ERR6032670	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032670/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R1_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_R2_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L002_I1_001.fastq.gz	body	    
FCA27_Female_body_adult_5dWT_Luo_sample6_S18	ERS6860650	SAMEA9135849	Drosophila melanogaster	S18	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body	  	organism part	FCA27_Female_body_adult_5dWT_Luo_sample6_S18	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8548b44__FCA27_Female_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004	group 20	sequencing assay	ERX5671942	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004.bam	ERR6032672	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032672/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004.bam	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R1_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_R2_001.fastq.gz	FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA27_Female_body_adult_5dWT_Luo_sample6_S18_L004_I1_001.fastq.gz	body	    
FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17	ERS6860679	SAMEA9135878	Drosophila melanogaster	S17	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body wall	  	organism part	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a35ff452__FCA33_Female_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002	  	sequencing assay	ERX5671956	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002.bam	ERR6032707	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032707/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002_R1_001.fastq.gz	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S17_L002_R2_001.fastq.gz	  	  	body wall	    
FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26	ERS6860679	SAMEA9135878	Drosophila melanogaster	S26	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body wall	  	organism part	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a35ff452__FCA33_Female_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002	  	sequencing assay	ERX5671956	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002.bam	ERR6032709	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032709/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002_R1_001.fastq.gz	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S26_L002_R2_001.fastq.gz	  	  	body wall	    
FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18	ERS6860675	SAMEA9135874	Drosophila melanogaster	S18	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body wall	  	organism part	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a350a646__FCA32_Male_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002	  	sequencing assay	ERX5671955	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002.bam	ERR6032703	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032703/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002_R1_001.fastq.gz	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S18_L002_R2_001.fastq.gz	  	  	body wall	    
FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21	ERS6860675	SAMEA9135874	Drosophila melanogaster	S21	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body wall	  	organism part	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a350a646__FCA32_Male_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002	  	sequencing assay	ERX5671955	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002.bam	ERR6032704	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032704/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002_R1_001.fastq.gz	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S21_L002_R2_001.fastq.gz	  	  	body wall	    
FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25	ERS6860675	SAMEA9135874	Drosophila melanogaster	S25	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body wall	  	organism part	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a350a646__FCA32_Male_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002	  	sequencing assay	ERX5671955	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002.bam	ERR6032705	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032705/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002_R1_001.fastq.gz	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S25_L002_R2_001.fastq.gz	  	  	body wall	    
FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28	ERS6860675	SAMEA9135874	Drosophila melanogaster	S28	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body wall	  	organism part	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a350a646__FCA32_Male_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002	  	sequencing assay	ERX5671955	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002.bam	ERR6032706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032706/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002.bam	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002_R1_001.fastq.gz	FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA32_Male_bodyWall_adult_5dWT_Jan_sample1_S28_L002_R2_001.fastq.gz	  	  	body wall	    
FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23	ERS6860679	SAMEA9135878	Drosophila melanogaster	S23	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body wall	  	organism part	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a35ff452__FCA33_Female_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002	  	sequencing assay	ERX5671956	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002.bam	ERR6032708	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032708/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002_R1_001.fastq.gz	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S23_L002_R2_001.fastq.gz	  	  	body wall	    
FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30	ERS6860679	SAMEA9135878	Drosophila melanogaster	S30	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	body wall	  	organism part	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a35ff452__FCA33_Female_bodyWall_adult_5dWT_Jan_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002	  	sequencing assay	ERX5671956	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002.bam	ERR6032710	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032710/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002.bam	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002_R1_001.fastq.gz	FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA33_Female_bodyWall_adult_5dWT_Jan_sample1_S30_L002_R2_001.fastq.gz	  	  	body wall	    
FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11	ERS6860691	SAMEA9135890	Drosophila melanogaster	S11	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	digestive system	  	organism part	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a31353cc__FCA28_Male_gut_adult_5dWT_OBrien_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001	  	sequencing assay	ERX5671959	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001.bam	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001.bam	ERR6032719	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032719/FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001.bam	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001_R1_001.fastq.gz	FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA28_Male_gut_adult_5dWT_OBrien_sample1_S11_L001_R2_001.fastq.gz	  	  	digestive system	    
