sample_accession	experiment_accession	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMEA3680277	ERX1226671	ERR1147667	2937618	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147667/ERR1147667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147667/SLX-8352.N701_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680278	ERX1226672	ERR1147668	1321140	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147668/ERR1147668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147668/SLX-8352.N701_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680279	ERX1226673	ERR1147669	3583937	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147669/ERR1147669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147669/SLX-8352.N701_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680280	ERX1226674	ERR1147670	3429859	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147670/ERR1147670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147670/SLX-8352.N702_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680281	ERX1226675	ERR1147671	2425287	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147671/ERR1147671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147671/SLX-8352.N702_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680282	ERX1226676	ERR1147672	1913058	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147672/ERR1147672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147672/SLX-8352.N702_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680283	ERX1226677	ERR1147673	2732169	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147673/ERR1147673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147673/SLX-8352.N702_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680284	ERX1226678	ERR1147674	2751508	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147674/ERR1147674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147674/SLX-8352.N702_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680285	ERX1226679	ERR1147675	1065865	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147675/ERR1147675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147675/SLX-8352.N702_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680286	ERX1226680	ERR1147676	2035808	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147676/ERR1147676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147676/SLX-8352.N702_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680287	ERX1226681	ERR1147677	3409365	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147677/ERR1147677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147677/SLX-8352.N703_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680288	ERX1226682	ERR1147678	2587583	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147678/ERR1147678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147678/SLX-8352.N703_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680289	ERX1226683	ERR1147679	2873093	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147679/ERR1147679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147679/SLX-8352.N703_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680290	ERX1226684	ERR1147680	3834564	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147680/ERR1147680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147680/SLX-8352.N703_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680291	ERX1226685	ERR1147681	2159828	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147681/ERR1147681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147681/SLX-8352.N703_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680292	ERX1226686	ERR1147682	2998882	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147682/ERR1147682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147682/SLX-8352.N703_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680293	ERX1226687	ERR1147683	3422776	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147683/ERR1147683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147683/SLX-8352.N704_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680294	ERX1226688	ERR1147684	3610441	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147684/ERR1147684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147684/SLX-8352.N704_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680295	ERX1226689	ERR1147685	3104878	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147685/ERR1147685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147685/SLX-8352.N704_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680296	ERX1226690	ERR1147686	2267129	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147686/ERR1147686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147686/SLX-8352.N704_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680297	ERX1226691	ERR1147687	3009637	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147687/ERR1147687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147687/SLX-8352.N704_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680298	ERX1226692	ERR1147688	2887594	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147688/ERR1147688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147688/SLX-8352.N704_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680299	ERX1226693	ERR1147689	2642038	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147689/ERR1147689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147689/SLX-8352.N705_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680300	ERX1226694	ERR1147690	3048582	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147690/ERR1147690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147690/SLX-8352.N705_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680301	ERX1226695	ERR1147691	2883898	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147691/ERR1147691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147691/SLX-8352.N705_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680302	ERX1226696	ERR1147692	2910023	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147692/ERR1147692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147692/SLX-8352.N705_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680303	ERX1226697	ERR1147693	3420265	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147693/ERR1147693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147693/SLX-8352.N705_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680304	ERX1226698	ERR1147694	12491471	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147694/ERR1147694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147694/SLX-8352.N705_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680305	ERX1226699	ERR1147695	3221054	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147695/ERR1147695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147695/SLX-8352.N705_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680306	ERX1226700	ERR1147696	2620682	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147696/ERR1147696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147696/SLX-8352.N706_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680307	ERX1226701	ERR1147697	2923703	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147697/ERR1147697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147697/SLX-8352.N706_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680308	ERX1226702	ERR1147698	2927643	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147698/ERR1147698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147698/SLX-8352.N706_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680309	ERX1226703	ERR1147699	3319680	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147699/ERR1147699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147699/SLX-8352.N706_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680310	ERX1226704	ERR1147700	2775419	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147700/ERR1147700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147700/SLX-8352.N706_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680311	ERX1226705	ERR1147701	1307356	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147701/ERR1147701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147701/SLX-8352.N706_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680312	ERX1226706	ERR1147702	2909071	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147702/ERR1147702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147702/SLX-8352.N707_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680313	ERX1226707	ERR1147703	2674489	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147703/ERR1147703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147703/SLX-8352.N707_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680314	ERX1226708	ERR1147704	2314995	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147704/ERR1147704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147704/SLX-8352.N707_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680315	ERX1226709	ERR1147705	2083469	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147705/ERR1147705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147705/SLX-8352.N707_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680316	ERX1226710	ERR1147706	2571880	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147706/ERR1147706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147706/SLX-8352.N707_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680317	ERX1226711	ERR1147707	2891741	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147707/ERR1147707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147707/SLX-8352.N707_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680318	ERX1226712	ERR1147708	2116359	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147708/ERR1147708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147708/SLX-8352.N708_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680319	ERX1226713	ERR1147709	3290996	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147709/ERR1147709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147709/SLX-8352.N708_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680320	ERX1226714	ERR1147710	2946800	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147710/ERR1147710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147710/SLX-8352.N708_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680321	ERX1226715	ERR1147711	3694027	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147711/ERR1147711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147711/SLX-8352.N708_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680322	ERX1226716	ERR1147712	2702778	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147712/ERR1147712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147712/SLX-8352.N708_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680323	ERX1226717	ERR1147713	3241048	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147713/ERR1147713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147713/SLX-8352.N708_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680324	ERX1226718	ERR1147714	2614598	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147714/ERR1147714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147714/SLX-8352.N708_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680325	ERX1226719	ERR1147715	3542485	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147715/ERR1147715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147715/SLX-8352.N709_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680326	ERX1226720	ERR1147716	3380160	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147716/ERR1147716.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147716/SLX-8352.N709_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680327	ERX1226721	ERR1147717	2815513	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147717/ERR1147717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147717/SLX-8352.N709_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680328	ERX1226722	ERR1147718	2977046	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147718/ERR1147718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147718/SLX-8352.N709_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680329	ERX1226723	ERR1147719	3257545	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147719/ERR1147719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147719/SLX-8352.N709_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680330	ERX1226724	ERR1147720	2242160	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147720/ERR1147720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147720/SLX-8352.N709_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680331	ERX1226725	ERR1147721	3936364	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147721/ERR1147721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147721/SLX-8352.N709_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680332	ERX1226726	ERR1147722	2351081	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147722/ERR1147722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147722/SLX-8352.N710_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680333	ERX1226727	ERR1147723	3108495	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147723/ERR1147723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147723/SLX-8352.N710_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680334	ERX1226728	ERR1147724	2415837	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147724/ERR1147724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147724/SLX-8352.N710_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680335	ERX1226729	ERR1147725	2304479	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147725/ERR1147725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147725/SLX-8352.N710_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680336	ERX1226730	ERR1147726	2212562	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147726/ERR1147726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147726/SLX-8352.N710_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680337	ERX1226731	ERR1147727	1524731	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147727/ERR1147727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147727/SLX-8352.N710_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680338	ERX1226732	ERR1147728	2901067	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147728/ERR1147728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147728/SLX-8352.N711_N502.C677MANXX.s_2.r_1.fq.gz
SAMEA3680339	ERX1226733	ERR1147729	3633984	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147729/ERR1147729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147729/SLX-8352.N711_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680340	ERX1226734	ERR1147730	2929189	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147730/ERR1147730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147730/SLX-8352.N711_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680341	ERX1226735	ERR1147731	2699645	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147731/ERR1147731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147731/SLX-8352.N711_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680342	ERX1226736	ERR1147732	2648206	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147732/ERR1147732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147732/SLX-8352.N711_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680343	ERX1226737	ERR1147733	4060264	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147733/ERR1147733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147733/SLX-8352.N711_N517.C677MANXX.s_2.r_1.fq.gz
SAMEA3680344	ERX1226738	ERR1147734	2791767	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147734/ERR1147734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147734/SLX-8352.N712_N503.C677MANXX.s_2.r_1.fq.gz
SAMEA3680345	ERX1226739	ERR1147735	2491064	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147735/ERR1147735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147735/SLX-8352.N712_N504.C677MANXX.s_2.r_1.fq.gz
SAMEA3680346	ERX1226740	ERR1147736	3217054	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147736/ERR1147736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147736/SLX-8352.N712_N505.C677MANXX.s_2.r_1.fq.gz
SAMEA3680347	ERX1226741	ERR1147737	3255507	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147737/ERR1147737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147737/SLX-8352.N712_N506.C677MANXX.s_2.r_1.fq.gz
SAMEA3680348	ERX1226742	ERR1147738	3175142	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147738/ERR1147738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147738/SLX-8352.N712_N507.C677MANXX.s_2.r_1.fq.gz
SAMEA3680349	ERX1226743	ERR1147739	4084419	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147739/ERR1147739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147739/SLX-8352.N712_N508.C677MANXX.s_2.r_1.fq.gz
SAMEA3680786	ERX1227180	ERR1148176	2713093	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1148176/ERR1148176.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148176/SLX-9558.N701_N503.C677MANXX.s_3.r_1.fq.gz
SAMEA3680787	ERX1227181	ERR1148177	2375984	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1148177/ERR1148177.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148177/SLX-9558.N701_N504.C677MANXX.s_3.r_1.fq.gz
SAMEA3680788	ERX1227182	ERR1148178	2221939	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1148178/ERR1148178.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148178/SLX-9558.N701_N505.C677MANXX.s_3.r_1.fq.gz
SAMEA3680789	ERX1227183	ERR1148179	2331161	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1148179/ERR1148179.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148179/SLX-9558.N701_N506.C677MANXX.s_3.r_1.fq.gz
SAMEA3680790	ERX1227184	ERR1148180	1842912	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1148180/ERR1148180.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148180/SLX-9558.N701_N507.C677MANXX.s_3.r_1.fq.gz
