"libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"cellTypeId"	"cellTypeName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoCellType_abInitio"	"infoCellType_inferred"	"clusterId"	"clusterName"	"infoStage"	"anatAnnotationStatus"	"cellTypeAnnotationStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"RNAseqTags"	"protocol"	"protocolType"	"lib_name"	"sampleTitle"	"comment"	"condition"	"annotatorId"	"lastModificationDate"	"run_accession"	"read_count"	"tax_id"	"scientific_name"	"library_layout"
"ERX3581449"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861786"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000054"	"17th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 16 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060659"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585507"	380459226	9606	"Homo sapiens"	"SINGLE"
"ERX3581450"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861787"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000054"	"17th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 16 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060660"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585508"	376653323	9606	"Homo sapiens"	"SINGLE"
"ERX3581451"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861788"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"Live/dead sorting"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060661"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585509"	352170041	9606	"Homo sapiens"	"SINGLE"
"ERX3581452"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861789"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060662"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585510"	353053394	9606	"Homo sapiens"	"SINGLE"
"ERX3581453"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861790"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060663"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585511"	365003099	9606	"Homo sapiens"	"SINGLE"
"ERX3581454"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861791"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000049"	"12th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 11 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060664"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585512"	360797617	9606	"Homo sapiens"	"SINGLE"
"ERX3581455"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861792"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000049"	"12th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 11 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060665"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585513"	369470659	9606	"Homo sapiens"	"SINGLE"
"ERX3581456"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861793"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000048"	"11th week post-fertilization human stage"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 10 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060666"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585514"	358366078	9606	"Homo sapiens"	"SINGLE"
"ERX3581457"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861794"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000048"	"11th week post-fertilization human stage"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 10 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060667"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585515"	362613560	9606	"Homo sapiens"	"SINGLE"
"ERX3581458"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861795"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000055"	"18th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 17 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060668"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585516"	304736816	9606	"Homo sapiens"	"SINGLE"
"ERX3581459"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861796"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000055"	"18th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 17 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060669"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585517"	333353492	9606	"Homo sapiens"	"SINGLE"
"ERX3581460"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861797"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000052"	"15th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 14 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060670"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585518"	327219641	9606	"Homo sapiens"	"SINGLE"
"ERX3581461"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861798"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000052"	"15th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 14 weeks gestation"	""	"other"	"perfect match"	"M"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060671"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585519"	342442312	9606	"Homo sapiens"	"SINGLE"
"ERX3581464"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861801"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060674"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585522"	354342913	9606	"Homo sapiens"	"SINGLE"
"ERX3581465"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861802"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060675"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585523"	356365669	9606	"Homo sapiens"	"SINGLE"
"ERX3581466"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861803"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060676"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585524"	367082485	9606	"Homo sapiens"	"SINGLE"
"ERX3581467"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861804"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060677"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585525"	371523984	9606	"Homo sapiens"	"SINGLE"
"ERX3581468"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861805"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060678"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585526"	358161766	9606	"Homo sapiens"	"SINGLE"
"ERX3581469"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861806"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060679"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585527"	366746640	9606	"Homo sapiens"	"SINGLE"
"ERX3581470"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861807"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060680"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585528"	350285008	9606	"Homo sapiens"	"SINGLE"
"ERX3581471"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861808"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000047"	"10th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 9 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060681"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585529"	364975085	9606	"Homo sapiens"	"SINGLE"
"ERX3581472"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861809"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000029"	"Carnegie stage 22"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS22)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060682"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585530"	367283804	9606	"Homo sapiens"	"SINGLE"
"ERX3581473"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861810"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000029"	"Carnegie stage 22"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS22)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060683"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585531"	368573813	9606	"Homo sapiens"	"SINGLE"
"ERX3581474"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861811"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000029"	"Carnegie stage 22"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS22)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060684"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585532"	358635695	9606	"Homo sapiens"	"SINGLE"
"ERX3581475"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861812"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000029"	"Carnegie stage 22"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS22)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060685"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585533"	346812518	9606	"Homo sapiens"	"SINGLE"
"ERX3581476"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861813"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000029"	"Carnegie stage 22"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS22)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060686"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585534"	312963416	9606	"Homo sapiens"	"SINGLE"
"ERX3581478"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861815"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060688"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585536"	349542311	9606	"Homo sapiens"	"SINGLE"
"ERX3581479"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861816"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060689"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585537"	348411738	9606	"Homo sapiens"	"SINGLE"
"ERX3581480"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861817"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060690"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585538"	352595415	9606	"Homo sapiens"	"SINGLE"
"ERX3581481"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861818"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060691"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585539"	352599162	9606	"Homo sapiens"	"SINGLE"
"ERX3581482"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861819"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060692"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585540"	372144054	9606	"Homo sapiens"	"SINGLE"
"ERX3581483"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861820"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060693"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585541"	370965916	9606	"Homo sapiens"	"SINGLE"
"ERX3581484"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861821"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000046"	"9th week post-fertilization human stage"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 8 weeks gestation"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060694"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585542"	368161240	9606	"Homo sapiens"	"SINGLE"
"ERX3581486"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861823"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060696"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585544"	372695517	9606	"Homo sapiens"	"SINGLE"
"ERX3581487"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861824"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"liver"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060697"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585545"	387483618	9606	"Homo sapiens"	"SINGLE"
"ERX3581488"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861825"	"UBERON:0002107"	"liver"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"liver"	"CD45-"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060698"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585546"	382560642	9606	"Homo sapiens"	"SINGLE"
"ERX3581489"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861826"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"skin"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060699"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585547"	383297123	9606	"Homo sapiens"	"SINGLE"
"ERX3581490"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861827"	"UBERON:0000014"	"zone of skin"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"skin"	"CD45-"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060700"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585548"	374642504	9606	"Homo sapiens"	"SINGLE"
"ERX3581491"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861828"	"UBERON:0000081"	"metanephros"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"kidney"	"CD45+"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"other"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060701"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585549"	377122282	9606	"Homo sapiens"	"SINGLE"
"ERX3581493"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861830"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000030"	"Carnegie stage 23"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 7 weeks gestation (7 PCW, CS23)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060703"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585551"	362820680	9606	"Homo sapiens"	"SINGLE"
"ERX3581494"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861831"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000021"	"Carnegie stage 14"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 4 weeks gestation (4 PCW, CS14)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060704"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585552"	357767724	9606	"Homo sapiens"	"SINGLE"
"ERX3581495"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861832"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000021"	"Carnegie stage 14"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 4 weeks gestation (4 PCW, CS14)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060705"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585553"	369617109	9606	"Homo sapiens"	"SINGLE"
"ERX3581496"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861833"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000021"	"Carnegie stage 14"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 4 weeks gestation (4 PCW, CS14)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060706"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585554"	376516758	9606	"Homo sapiens"	"SINGLE"
"ERX3581497"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861834"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000021"	"Carnegie stage 14"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 4 weeks gestation (4 PCW, CS14)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060707"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585555"	333465773	9606	"Homo sapiens"	"SINGLE"
"ERX3581498"	"ERP117745"	"Illumina HiSeq 4000"	"ERS3861835"	"UBERON:0001040"	"yolk sac"	"CL:0002371"	"somatic cell"	"HsapDv:0000021"	"Carnegie stage 14"	""	"yolk sac"	"Live/dead sorting"	NA	NA	NA	"embryo at 4 weeks gestation (4 PCW, CS14)"	""	"perfect match"	"perfect match"	"F"	""	""	9606	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"SAMEA6060708"	"PMID:31597962  info age from Supplementary Table1 (age are reported by 'post conception weeks' (PCW))"	""	"ANN"	"2020-04-14"	"ERR3585556"	385997941	9606	"Homo sapiens"	"SINGLE"
