Uberon ID	Uberon name	is_a/part_of relations	Reason for removal
CHEBI:33261	organosulfur compound	is_a CHEBI:26835 sulfur molecular entity - is_a CHEBI:36962 organochalcogen compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33285	heteroorganic entity	is_a CHEBI:50860 organic molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33296	alkali metal molecular entity	is_a CHEBI:33674 s-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33299	alkaline earth molecular entity	is_a CHEBI:33674 s-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33302	pnictogen molecular entity	is_a CHEBI:33675 p-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33303	chalcogen	is_a CHEBI:33560 p-block element atom	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33304	chalcogen molecular entity	is_a CHEBI:33675 p-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33318	main group element atom	is_a CHEBI:33250 atom	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33424	sulfur oxoacid derivative	is_a CHEBI:33241 oxoacid derivative - is_a CHEBI:26835 sulfur molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33560	p-block element atom	is_a CHEBI:33318 main group element atom	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33563	glycolipid	is_a CHEBI:35740 liposaccharide	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33575	carboxylic acid	is_a CHEBI:35605 carbon oxoacid - is_a CHEBI:64709 organic acid - is_a CHEBI:36586 carbonyl compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33579	main group molecular entity	is_a CHEBI:23367 molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33582	carbon group molecular entity	is_a CHEBI:33675 p-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33595	cyclic compound	is_a CHEBI:25367 molecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33608	hydrogen molecular entity	is_a CHEBI:33674 s-block molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33635	polycyclic compound	is_a CHEBI:33595 cyclic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33655	aromatic compound	is_a CHEBI:33595 cyclic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33659	organic aromatic compound	is_a CHEBI:33832 organic cyclic compound - is_a CHEBI:33655 aromatic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33674	s-block molecular entity	is_a CHEBI:33579 main group molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33675	p-block molecular entity	is_a CHEBI:33579 main group molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33692	hydrides	is_a CHEBI:33608 hydrogen molecular entity - is_a CHEBI:37577 heteroatomic molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33694	biomacromolecule	is_a CHEBI:50860 organic molecular entity - is_a CHEBI:33839 macromolecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33695	information biomacromolecule	is_a CHEBI:33694 biomacromolecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33702	polyatomic cation	is_a CHEBI:36916 cation - is_a CHEBI:36358 polyatomic ion	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33832	organic cyclic compound	is_a CHEBI:33595 cyclic compound - is_a CHEBI:72695 organic molecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33833	heteroarene	is_a CHEBI:33659 organic aromatic compound - is_a CHEBI:24532 organic heterocyclic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33837	conjugated protein	is_a CHEBI:36080 protein	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:33839	macromolecule	is_a CHEBI:36357 polyatomic entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35156	calcium salt	is_a CHEBI:36364 alkaline earth salt - is_a CHEBI:22985 calcium molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35186	terpene	is_a CHEBI:24632 hydrocarbon - is_a CHEBI:24913 isoprenoid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35191	triterpene	is_a CHEBI:35186 terpene	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35267	quaternary ammonium ion	is_a CHEBI:35274 ammonium ion	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35274	ammonium ion	is_a CHEBI:33702 polyatomic cation - is_a CHEBI:51143 nitrogen molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35281	onium betaine	is_a CHEBI:27369 zwitterion	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35284	ammonium betaine	is_a CHEBI:26469 quaternary nitrogen compound - is_a CHEBI:35281 onium betaine	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35341	steroid	is_a CHEBI:51958 organic polycyclic compound - is_a CHEBI:18059 lipid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35352	organonitrogen compound	is_a CHEBI:33285 heteroorganic entity - is_a CHEBI:51143 nitrogen molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35479	alkali metal salt	is_a CHEBI:33296 alkali metal molecular entity - is_a CHEBI:24866 salt	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35507	natural product fundamental parent	is_a CHEBI:33245 organic fundamental parent	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35605	carbon oxoacid	is_a CHEBI:36963 organooxygen compound - is_a CHEBI:24833 oxoacid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35692	dicarboxylic acid	is_a CHEBI:33575 carboxylic acid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35701	ester	is_a CHEBI:36963 organooxygen compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35722	sulfated glycosaminoglycan	is_a CHEBI:18085 glycosaminoglycan - is_a CHEBI:35724 carbohydrate sulfate	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35724	carbohydrate sulfate	is_a CHEBI:63299 carbohydrate derivative - is_a CHEBI:25704 organic sulfate - is_a CHEBI:26819 sulfuric ester	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35740	liposaccharide	is_a CHEBI:63299 carbohydrate derivative - is_a CHEBI:18059 lipid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35786	phosphosphingolipid	is_a CHEBI:16247 phospholipid - is_a CHEBI:26739 sphingolipid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:35794	tetrapyrrole fundamental parent	is_a CHEBI:35507 natural product fundamental parent - is_a CHEBI:26932 tetrapyrrole	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36078	cholanoid	is_a CHEBI:35341 steroid	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36080	protein	is_a CHEBI:33695 information biomacromolecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36277	bile acid salt	is_a CHEBI:36078 cholanoid - is_a CHEBI:24868 organic salt	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36309	cyclic tetrapyrrole	is_a CHEBI:26932 tetrapyrrole - is_a CHEBI:47882 cyclic polypyrrole	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36357	polyatomic entity	is_a CHEBI:23367 molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36358	polyatomic ion	is_a CHEBI:36357 polyatomic entity - is_a CHEBI:24870 ion	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36359	phosphorus oxoacid derivative	is_a CHEBI:33241 oxoacid derivative - is_a CHEBI:36360 phosphorus oxoacids and derivatives	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36360	phosphorus oxoacids and derivatives	is_a CHEBI:26082 phosphorus molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36364	alkaline earth salt	is_a CHEBI:24866 salt - is_a CHEBI:33299 alkaline earth molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36498	galactosylceramide	is_a CHEBI:5254 galactolipid - is_a CHEBI:62941 glycosylceramide - is_a CHEBI:23079 cerebroside	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36586	carbonyl compound	is_a CHEBI:36963 organooxygen compound - is_a CHEBI:36587 organic oxo compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36587	organic oxo compound	is_a CHEBI:72695 organic molecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36700	phosphocholines	is_a CHEBI:37734 phosphoric ester - is_a CHEBI:25703 organic phosphate - is_a CHEBI:23217 cholines - is_a CHEBI:23213 choline ester	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36735	biladienes	is_a CHEBI:25046 linear tetrapyrrole	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36916	cation	is_a CHEBI:24870 ion	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36962	organochalcogen compound	is_a CHEBI:33304 chalcogen molecular entity - is_a CHEBI:33285 heteroorganic entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:36963	organooxygen compound	is_a CHEBI:25806 oxygen molecular entity - is_a CHEBI:36962 organochalcogen compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37163	glucan	is_a CHEBI:37164 homopolysaccharide	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37164	homopolysaccharide	is_a CHEBI:18154 polysaccharide	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37175	organic hydride	is_a CHEBI:33692 hydrides	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37395	mucopolysaccharide	is_a CHEBI:18085 glycosaminoglycan	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37397	chondroitin sulfate	is_a CHEBI:37395 mucopolysaccharide - is_a CHEBI:35722 sulfated glycosaminoglycan	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37577	heteroatomic molecular entity	is_a CHEBI:36357 polyatomic entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37622	carboxamide	is_a CHEBI:33256 primary amide - is_a CHEBI:36963 organooxygen compound - is_a CHEBI:35352 organonitrogen compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37734	phosphoric ester	is_a CHEBI:35701 ester - is_a CHEBI:26079 phosphoric acid derivative	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:37826	sulfuric acid derivative	is_a CHEBI:33424 sulfur oxoacid derivative	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:38077	polypyrrole	is_a CHEBI:38101 organonitrogen heterocyclic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:38101	organonitrogen heterocyclic compound	is_a CHEBI:24532 organic heterocyclic compound - is_a CHEBI:35352 organonitrogen compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:38700	organic sodium salt	is_a CHEBI:24868 organic salt - is_a CHEBI:26714 sodium salt	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:39022	inclusion compound	is_a CHEBI:50967 non-covalently-bound molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:39024	clathrate compound	is_a CHEBI:39022 inclusion compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:46662	mineral	is_a CHEBI:60004 mixture	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:46719	calcite	is_a CHEBI:3311 calcium carbonate - is_a CHEBI:46720 carbonate mineral	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:46720	carbonate mineral	is_a CHEBI:46662 mineral - is_a CHEBI:46721 carbonate salt	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:46721	carbonate salt	is_a CHEBI:23016 carbonates	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:46723	phosphate mineral	is_a CHEBI:46662 mineral	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:47882	cyclic polypyrrole	is_a CHEBI:38077 polypyrrole	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:50860	organic molecular entity	is_a CHEBI:33582 carbon group molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:50967	non-covalently-bound molecular entity	is_a CHEBI:36357 polyatomic entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:51143	nitrogen molecular entity	is_a CHEBI:33302 pnictogen molecular entity	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:51151	dipolar compound	is_a CHEBI:72695 organic molecule	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
CHEBI:51958	organic polycyclic compound	is_a CHEBI:33832 organic cyclic compound - is_a CHEBI:33635 polycyclic compound	Removal of subgraph with root ID CHEBI:24431 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
