Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000068037	ENSMUST00000162119	Msa.2436.0_at
ENSMUSG00000068037	ENSMUST00000162389	Msa.2436.0_at
ENSMUSG00000068037	ENSMUST00000159223	Msa.2436.0_at
ENSMUSG00000068037	ENSMUST00000159865	Msa.2436.0_at
ENSMUSG00000068037	ENSMUST00000167152	Msa.2436.0_at
ENSMUSG00000068037	ENSMUST00000165020	Msa.2436.0_at
ENSMUSG00000040620	ENSMUST00000108527	Msa.18986.0_s_at
ENSMUSG00000040620	ENSMUST00000049048	Msa.18986.0_s_at
ENSMUSG00000040620	ENSMUST00000124464	Msa.18986.0_s_at
ENSMUSG00000040620	ENSMUST00000179635	Msa.18986.0_s_at
ENSMUSG00000040620	ENSMUST00000178111	Msa.18986.0_s_at
ENSMUSG00000021832	ENSMUST00000022380	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000227148	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000228026	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000226431	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000228479	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000228831	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000228870	Msa.16907.0_f_at
ENSMUSG00000021832	ENSMUST00000227385	Msa.16907.0_f_at
ENSMUSG00000047108	ENSMUST00000057236	Msa.32815.0_s_at
ENSMUSG00000080888	ENSMUST00000121827	Msa.29684.0_f_at
ENSMUSG00000020907	ENSMUST00000021290	X66196_s_at
ENSMUSG00000031701	ENSMUST00000034138	Msa.25157.0_s_at
ENSMUSG00000075602	ENSMUST00000189068	Msa.30325.0_f_at
ENSMUSG00000075602	ENSMUST00000187994	Msa.30325.0_f_at
ENSMUSG00000075602	ENSMUST00000186526	Msa.30325.0_f_at
ENSMUSG00000075602	ENSMUST00000187171	Msa.30325.0_f_at
ENSMUSG00000075602	ENSMUST00000190188	Msa.30325.0_f_at
ENSMUSG00000028134	ENSMUST00000200097	Msa.40750.0_s_at
ENSMUSG00000028134	ENSMUST00000197833	Msa.40750.0_s_at
ENSMUSG00000028134	ENSMUST00000197387	Msa.40750.0_s_at
ENSMUSG00000028134	ENSMUST00000196203	Msa.40750.0_s_at
ENSMUSG00000028134	ENSMUST00000198733	Msa.40750.0_s_at
ENSMUSG00000028134	ENSMUST00000029780	Msa.40750.0_s_at
ENSMUSG00000005102	ENSMUST00000005233	Msa.20151.0_s_at
ENSMUSG00000005102	ENSMUST00000110874	Msa.20151.0_s_at
ENSMUSG00000005102	ENSMUST00000110872	Msa.20151.0_s_at
ENSMUSG00000005102	ENSMUST00000110870	Msa.20151.0_s_at
ENSMUSG00000005102	ENSMUST00000110869	Msa.20151.0_s_at
ENSMUSG00000005102	ENSMUST00000102527	Msa.20151.0_s_at
ENSMUSG00000022722	ENSMUST00000023405	Msa.23721.0_s_at
ENSMUSG00000022722	ENSMUST00000099646	Msa.23721.0_s_at
ENSMUSG00000022722	ENSMUST00000118438	Msa.23721.0_s_at
ENSMUSG00000022722	ENSMUST00000149797	Msa.23721.0_s_at
ENSMUSG00000019261	ENSMUST00000019405	Msa.19340.0_s_at
ENSMUSG00000019261	ENSMUST00000213083	Msa.19340.0_s_at
ENSMUSG00000019261	ENSMUST00000212227	Msa.19340.0_s_at
ENSMUSG00000019261	ENSMUST00000212143	Msa.19340.0_s_at
ENSMUSG00000000409	ENSMUST00000067240	x03533_s_at
ENSMUSG00000000409	ENSMUST00000102596	x03533_s_at
ENSMUSG00000000409	ENSMUST00000132030	x03533_s_at
ENSMUSG00000000409	ENSMUST00000167288	x03533_s_at
ENSMUSG00000054385	ENSMUST00000066503	X76085_g_at
ENSMUSG00000054385	ENSMUST00000066503	x67279_s_at
ENSMUSG00000054385	ENSMUST00000066503	X76085_at
ENSMUSG00000054385	ENSMUST00000064862	X76085_g_at
ENSMUSG00000054385	ENSMUST00000064862	x67279_s_at
ENSMUSG00000054385	ENSMUST00000064862	X76085_at
ENSMUSG00000054385	ENSMUST00000044547	X76085_g_at
ENSMUSG00000054385	ENSMUST00000044547	x67279_s_at
ENSMUSG00000054385	ENSMUST00000044547	X76085_at
ENSMUSG00000054385	ENSMUST00000145681	X76085_g_at
ENSMUSG00000054385	ENSMUST00000145681	x67279_s_at
ENSMUSG00000054385	ENSMUST00000145681	X76085_at
ENSMUSG00000046532	ENSMUST00000052837	x59411_s_at
ENSMUSG00000002014	ENSMUST00000002090	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000002090	X90582_f_at
ENSMUSG00000002014	ENSMUST00000136544	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000136544	X90582_f_at
ENSMUSG00000002014	ENSMUST00000155552	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000155552	X90582_f_at
ENSMUSG00000002014	ENSMUST00000141721	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000141721	X90582_f_at
ENSMUSG00000002014	ENSMUST00000130738	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000130738	X90582_f_at
ENSMUSG00000002014	ENSMUST00000142829	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000142829	X90582_f_at
ENSMUSG00000002014	ENSMUST00000129239	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000129239	X90582_f_at
ENSMUSG00000002014	ENSMUST00000166518	Msa.2656.0_f_at
ENSMUSG00000002014	ENSMUST00000166518	X90582_f_at
ENSMUSG00000017428	ENSMUST00000017572	Msa.6037.0_s_at
ENSMUSG00000017428	ENSMUST00000147898	Msa.6037.0_s_at
ENSMUSG00000000532	ENSMUST00000000544	Z31663_s_at
ENSMUSG00000022951	ENSMUST00000023672	w91146_s_at
ENSMUSG00000022951	ENSMUST00000023672	W30069_s_at
ENSMUSG00000022951	ENSMUST00000232239	w91146_s_at
ENSMUSG00000022951	ENSMUST00000232239	W30069_s_at
ENSMUSG00000022951	ENSMUST00000231410	w91146_s_at
ENSMUSG00000022951	ENSMUST00000231410	W30069_s_at
ENSMUSG00000022951	ENSMUST00000231813	W30069_s_at
ENSMUSG00000022951	ENSMUST00000232197	w91146_s_at
ENSMUSG00000022951	ENSMUST00000232197	W30069_s_at
ENSMUSG00000022951	ENSMUST00000060005	w91146_s_at
ENSMUSG00000022951	ENSMUST00000060005	W30069_s_at
ENSMUSG00000021806	ENSMUST00000022340	Msa.17384.0_f_at
ENSMUSG00000021806	ENSMUST00000022340	Msa.16747.0_s_at
ENSMUSG00000021806	ENSMUST00000225791	Msa.17384.0_f_at
ENSMUSG00000021806	ENSMUST00000224263	Msa.17384.0_f_at
ENSMUSG00000021806	ENSMUST00000224263	Msa.16747.0_s_at
ENSMUSG00000028369	ENSMUST00000042850	Msa.17785.0_s_at
ENSMUSG00000040284	ENSMUST00000015578	x14092_s_at
ENSMUSG00000026622	ENSMUST00000027931	u95610_s_at
ENSMUSG00000074272	ENSMUST00000098666	X76085_g_at
ENSMUSG00000074272	ENSMUST00000098666	x67279_s_at
ENSMUSG00000074272	ENSMUST00000098669	X76085_g_at
ENSMUSG00000074272	ENSMUST00000098669	x67279_s_at
ENSMUSG00000074272	ENSMUST00000098668	X76085_g_at
ENSMUSG00000074272	ENSMUST00000206717	X76085_g_at
ENSMUSG00000074272	ENSMUST00000206717	x67279_s_at
ENSMUSG00000074272	ENSMUST00000206687	X76085_g_at
ENSMUSG00000074272	ENSMUST00000206676	X76085_g_at
ENSMUSG00000074272	ENSMUST00000206583	X76085_g_at
ENSMUSG00000074272	ENSMUST00000205308	X76085_g_at
ENSMUSG00000084323	ENSMUST00000121572	X73829_f_at
ENSMUSG00000078901	ENSMUST00000109051	Msa.29684.0_f_at
ENSMUSG00000078901	ENSMUST00000098998	Msa.29684.0_f_at
ENSMUSG00000103367	ENSMUST00000194617	x99915_s_at
ENSMUSG00000078898	ENSMUST00000131676	Msa.29684.0_f_at
ENSMUSG00000078898	ENSMUST00000109047	Msa.29684.0_f_at
ENSMUSG00000078812	ENSMUST00000108610	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108612	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108611	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108613	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000043419	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000070996	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000071026	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108609	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108608	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000108607	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000153652	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000152589	Msa.5247.0_s_at
ENSMUSG00000078812	ENSMUST00000164359	Msa.5247.0_s_at
ENSMUSG00000087654	ENSMUST00000132394	Msa.36204.0_s_at
ENSMUSG00000092086	ENSMUST00000071732	Msa.16214.0_f_at
ENSMUSG00000092086	ENSMUST00000071732	Z31267_f_at
ENSMUSG00000037206	ENSMUST00000041477	Msa.25554.0_s_at
ENSMUSG00000037206	ENSMUST00000168864	Msa.25554.0_s_at
ENSMUSG00000037206	ENSMUST00000217578	Msa.25554.0_s_at
ENSMUSG00000031808	ENSMUST00000212889	Msa.1331.0_s_at
ENSMUSG00000031808	ENSMUST00000034267	Msa.1331.0_s_at
ENSMUSG00000031808	ENSMUST00000212211	Msa.1331.0_s_at
ENSMUSG00000031808	ENSMUST00000211811	Msa.1331.0_s_at
ENSMUSG00000074129	ENSMUST00000150350	X51528_f_at
ENSMUSG00000074129	ENSMUST00000150350	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209812	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209812	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000211037	X51528_f_at
ENSMUSG00000074129	ENSMUST00000211037	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210073	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210073	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210967	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210967	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210792	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210792	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209927	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209711	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209212	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209212	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210191	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210191	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209967	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209967	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209626	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209626	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209815	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209815	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210918	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210918	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000211494	X51528_f_at
ENSMUSG00000074129	ENSMUST00000211494	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000211438	X51528_f_at
ENSMUSG00000074129	ENSMUST00000211438	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000210134	X51528_f_at
ENSMUSG00000074129	ENSMUST00000210134	Msa.3380.0_f_at
ENSMUSG00000074129	ENSMUST00000209965	X51528_f_at
ENSMUSG00000074129	ENSMUST00000209965	Msa.3380.0_f_at
ENSMUSG00000090841	ENSMUST00000218813	Msa.7093.0_s_at
ENSMUSG00000090841	ENSMUST00000218713	Msa.7093.0_s_at
ENSMUSG00000090841	ENSMUST00000219100	Msa.7093.0_s_at
ENSMUSG00000022216	ENSMUST00000174484	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000174259	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000172941	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000173544	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000174791	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000228834	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000173388	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000174563	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000172738	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000089619	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000174148	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000173113	Msa.41995.0_s_at
ENSMUSG00000022216	ENSMUST00000174419	Msa.41995.0_s_at
ENSMUSG00000023034	ENSMUST00000228985	x16995_s_at
ENSMUSG00000023034	ENSMUST00000023779	x16995_s_at
ENSMUSG00000023034	ENSMUST00000231153	x16995_s_at
ENSMUSG00000006818	ENSMUST00000007012	x04972_s_at
ENSMUSG00000006818	ENSMUST00000233897	x04972_s_at
ENSMUSG00000030397	ENSMUST00000239292	Msa.24500.0_s_at
ENSMUSG00000030397	ENSMUST00000239292	Msa.16736.0_s_at
ENSMUSG00000030397	ENSMUST00000239292	Msa.25670.0_s_at
ENSMUSG00000030397	ENSMUST00000085715	Msa.24500.0_s_at
ENSMUSG00000030397	ENSMUST00000085715	Msa.16736.0_s_at
ENSMUSG00000030397	ENSMUST00000085715	Msa.25670.0_s_at
ENSMUSG00000030397	ENSMUST00000207767	Msa.24500.0_s_at
ENSMUSG00000030397	ENSMUST00000207767	Msa.16736.0_s_at
ENSMUSG00000030397	ENSMUST00000207767	Msa.25670.0_s_at
ENSMUSG00000030397	ENSMUST00000209058	Msa.24500.0_s_at
ENSMUSG00000030397	ENSMUST00000209058	Msa.16736.0_s_at
ENSMUSG00000030397	ENSMUST00000209058	Msa.25670.0_s_at
ENSMUSG00000051510	ENSMUST00000058162	w61431_s_at
ENSMUSG00000051510	ENSMUST00000106182	w61431_s_at
ENSMUSG00000019929	ENSMUST00000105287	X53929_s_at
ENSMUSG00000019929	ENSMUST00000163448	X53929_s_at
ENSMUSG00000019929	ENSMUST00000219539	X53929_s_at
ENSMUSG00000028010	ENSMUST00000029643	w48388_g_at
ENSMUSG00000028010	ENSMUST00000134174	w48388_g_at
ENSMUSG00000028010	ENSMUST00000143545	w48388_g_at
ENSMUSG00000028010	ENSMUST00000127864	w48388_g_at
ENSMUSG00000028010	ENSMUST00000128441	w48388_g_at
ENSMUSG00000078896	ENSMUST00000109042	Msa.29684.0_f_at
ENSMUSG00000078896	ENSMUST00000109002	Msa.29684.0_f_at
ENSMUSG00000078896	ENSMUST00000143490	Msa.29684.0_f_at
ENSMUSG00000037434	ENSMUST00000044954	Msa.1684.0_at
ENSMUSG00000078652	ENSMUST00000142640	Msa.3275.0_s_at
ENSMUSG00000078652	ENSMUST00000019470	Msa.3275.0_s_at
ENSMUSG00000078652	ENSMUST00000151385	Msa.3275.0_s_at
ENSMUSG00000078652	ENSMUST00000131170	Msa.3275.0_s_at
ENSMUSG00000015441	ENSMUST00000022757	x14094_s_at
ENSMUSG00000095545	ENSMUST00000179061	Msa.29684.0_f_at
ENSMUSG00000095545	ENSMUST00000131041	Msa.29684.0_f_at
ENSMUSG00000078889	ENSMUST00000109020	Msa.29684.0_f_at
ENSMUSG00000078889	ENSMUST00000123863	Msa.29684.0_f_at
ENSMUSG00000033055	ENSMUST00000040676	Msa.38804.0_s_at
ENSMUSG00000033055	ENSMUST00000133541	Msa.38804.0_s_at
ENSMUSG00000033055	ENSMUST00000153003	Msa.38804.0_s_at
ENSMUSG00000033055	ENSMUST00000229322	Msa.38804.0_s_at
ENSMUSG00000033055	ENSMUST00000128631	Msa.38804.0_s_at
ENSMUSG00000007207	ENSMUST00000005509	Msa.13479.0_s_at
ENSMUSG00000068923	ENSMUST00000107505	Msa.3551.0_s_at
ENSMUSG00000068923	ENSMUST00000183267	Msa.3551.0_s_at
ENSMUSG00000068923	ENSMUST00000090945	Msa.3551.0_s_at
ENSMUSG00000062624	ENSMUST00000067328	Msa.36946.0_f_at
ENSMUSG00000083481	ENSMUST00000118709	X73829_f_at
ENSMUSG00000112808	ENSMUST00000218296	Z46757_s_at
ENSMUSG00000027684	ENSMUST00000172694	Msa.1297.0_at
ENSMUSG00000027684	ENSMUST00000173495	Msa.1297.0_at
ENSMUSG00000027684	ENSMUST00000108270	Msa.1297.0_at
ENSMUSG00000027684	ENSMUST00000108271	Msa.1297.0_at
ENSMUSG00000027684	ENSMUST00000173059	Msa.1297.0_at
ENSMUSG00000033955	ENSMUST00000126309	w97018_s_at
ENSMUSG00000033955	ENSMUST00000048400	w97018_s_at
ENSMUSG00000033955	ENSMUST00000111605	w97018_s_at
ENSMUSG00000047880	ENSMUST00000215293	X71788_s_at
ENSMUSG00000047880	ENSMUST00000062215	X71788_s_at
ENSMUSG00000047880	ENSMUST00000179828	X71788_s_at
ENSMUSG00000007739	ENSMUST00000173867	Msa.534.0_f_at
ENSMUSG00000007739	ENSMUST00000020562	Msa.534.0_f_at
ENSMUSG00000007739	ENSMUST00000145912	Msa.534.0_f_at
ENSMUSG00000007739	ENSMUST00000174689	Msa.534.0_f_at
ENSMUSG00000032246	ENSMUST00000213643	Msa.32120.0_s_at
ENSMUSG00000032246	ENSMUST00000034777	Msa.32120.0_s_at
ENSMUSG00000032246	ENSMUST00000163820	Msa.32120.0_s_at
ENSMUSG00000032246	ENSMUST00000215870	Msa.32120.0_s_at
ENSMUSG00000032246	ENSMUST00000214633	Msa.32120.0_s_at
ENSMUSG00000032246	ENSMUST00000215968	Msa.32120.0_s_at
ENSMUSG00000076928	ENSMUST00000198398	TCRa_at
ENSMUSG00000076928	ENSMUST00000103740	TCRa_at
ENSMUSG00000025510	ENSMUST00000211522	Msa.33047.0_at
ENSMUSG00000025510	ENSMUST00000211522	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000106000	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000106000	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000209892	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000209892	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000177840	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000177840	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000209698	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000209698	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000209988	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000209988	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000211071	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000211071	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000058746	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000058746	Msa.33047.0_at
ENSMUSG00000025510	ENSMUST00000058746	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000210058	Msa.8112.0_s_at
ENSMUSG00000025510	ENSMUST00000210058	Msa.33047.0_at
ENSMUSG00000025510	ENSMUST00000210058	Msa.33047.0_g_at
ENSMUSG00000025510	ENSMUST00000210308	Msa.8112.0_s_at
ENSMUSG00000061518	ENSMUST00000081180	Msa.583.0_f_at
ENSMUSG00000061518	ENSMUST00000193210	Msa.583.0_f_at
ENSMUSG00000061518	ENSMUST00000195151	Msa.583.0_f_at
ENSMUSG00000061518	ENSMUST00000191790	Msa.583.0_f_at
ENSMUSG00000061518	ENSMUST00000192859	Msa.583.0_f_at
ENSMUSG00000061518	ENSMUST00000193235	Msa.583.0_f_at
ENSMUSG00000118161	ENSMUST00000236305	Msa.1150.0_f_at
ENSMUSG00000022174	ENSMUST00000022781	Msa.23697.0_s_at
ENSMUSG00000022174	ENSMUST00000128231	Msa.23697.0_s_at
ENSMUSG00000020248	ENSMUST00000130911	X55316_s_at
ENSMUSG00000020248	ENSMUST00000143749	X55316_s_at
ENSMUSG00000020248	ENSMUST00000145561	X55316_s_at
ENSMUSG00000020248	ENSMUST00000129640	X55316_s_at
ENSMUSG00000008999	ENSMUST00000009143	X56906_s_at
ENSMUSG00000058603	ENSMUST00000121497	X74856_f_at
ENSMUSG00000058603	ENSMUST00000121497	Msa.43198.0_f_at
ENSMUSG00000026914	ENSMUST00000028278	Y13071_s_at
ENSMUSG00000026914	ENSMUST00000154627	Y13071_s_at
ENSMUSG00000026914	ENSMUST00000125388	Y13071_s_at
ENSMUSG00000035148	ENSMUST00000040161	Msa.36737.0_s_at
ENSMUSG00000056854	ENSMUST00000078229	Msa.1095.0_at
ENSMUSG00000112063	ENSMUST00000218420	x13450_s_at
ENSMUSG00000037706	ENSMUST00000037941	X59047_s_at
ENSMUSG00000037706	ENSMUST00000037941	Msa.4788.0_s_at
ENSMUSG00000037706	ENSMUST00000128762	Msa.4788.0_s_at
ENSMUSG00000037706	ENSMUST00000207448	X59047_s_at
ENSMUSG00000037706	ENSMUST00000141954	X59047_s_at
ENSMUSG00000037706	ENSMUST00000208278	X59047_s_at
ENSMUSG00000037706	ENSMUST00000132303	X59047_s_at
ENSMUSG00000084349	ENSMUST00000120557	Y00225_s_at
ENSMUSG00000096014	ENSMUST00000180353	Msa.1991.0_s_at
ENSMUSG00000030688	ENSMUST00000163799	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000163799	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000032927	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000032927	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000210192	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000210192	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000172630	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000174291	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000174291	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000167888	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000167888	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000173270	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000173270	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000174083	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000174140	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000174140	Msa.9624.0_s_at
ENSMUSG00000030688	ENSMUST00000164479	Z31174_s_at
ENSMUSG00000030688	ENSMUST00000164479	Msa.9624.0_s_at
ENSMUSG00000027999	ENSMUST00000029629	w29651_s_at
ENSMUSG00000027999	ENSMUST00000196838	w29651_s_at
ENSMUSG00000027999	ENSMUST00000196736	w29651_s_at
ENSMUSG00000037025	ENSMUST00000109964	Msa.30975.0_s_at
ENSMUSG00000037025	ENSMUST00000047315	Msa.30975.0_s_at
ENSMUSG00000037025	ENSMUST00000146242	Msa.30975.0_s_at
ENSMUSG00000022175	ENSMUST00000022782	w11864_s_at
ENSMUSG00000022175	ENSMUST00000228407	w11864_s_at
ENSMUSG00000022175	ENSMUST00000226472	w11864_s_at
ENSMUSG00000034993	ENSMUST00000040430	Msa.31653.0_s_at
ENSMUSG00000089989	ENSMUST00000209467	X51528_f_at
ENSMUSG00000089989	ENSMUST00000209467	Msa.3380.0_f_at
ENSMUSG00000004665	ENSMUST00000004784	Msa.2326.0_f_at
ENSMUSG00000089756	ENSMUST00000108949	Msa.29684.0_f_at
ENSMUSG00000078891	ENSMUST00000109032	Msa.29684.0_f_at
ENSMUSG00000078891	ENSMUST00000178432	Msa.29684.0_f_at
ENSMUSG00000061086	ENSMUST00000018800	Msa.976.0_f_at
ENSMUSG00000061086	ENSMUST00000153761	Msa.976.0_f_at
ENSMUSG00000061086	ENSMUST00000106957	Msa.976.0_f_at
ENSMUSG00000061086	ENSMUST00000130588	Msa.976.0_f_at
ENSMUSG00000061086	ENSMUST00000106956	Msa.976.0_f_at
ENSMUSG00000017868	ENSMUST00000018012	Msa.30177.0_s_at
ENSMUSG00000017868	ENSMUST00000018012	Msa.37477.0_s_at
ENSMUSG00000017868	ENSMUST00000117123	Msa.30177.0_s_at
ENSMUSG00000017868	ENSMUST00000117123	Msa.37477.0_s_at
ENSMUSG00000062908	ENSMUST00000072697	Msa.1660.0_f_at
ENSMUSG00000079018	ENSMUST00000188845	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000065408	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000179762	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000187347	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000191216	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000185200	Msa.21652.0_f_at
ENSMUSG00000079018	ENSMUST00000185372	Msa.21652.0_f_at
ENSMUSG00000056569	ENSMUST00000070758	Msa.1042.0_at
ENSMUSG00000056569	ENSMUST00000238908	Msa.1042.0_at
ENSMUSG00000056569	ENSMUST00000111334	Msa.1042.0_at
ENSMUSG00000056569	ENSMUST00000238940	Msa.1042.0_at
ENSMUSG00000082587	ENSMUST00000120104	Msa.16214.0_f_at
ENSMUSG00000022710	ENSMUST00000160405	Z31283_s_at
ENSMUSG00000022710	ENSMUST00000160326	Z31283_s_at
ENSMUSG00000022710	ENSMUST00000161046	Z31283_s_at
ENSMUSG00000022710	ENSMUST00000162445	Z31283_s_at
ENSMUSG00000037014	ENSMUST00000109962	Msa.1521.0_s_at
ENSMUSG00000074743	ENSMUST00000099270	X14432_s_at
ENSMUSG00000021622	ENSMUST00000022122	Msa.7336.0_s_at
ENSMUSG00000021622	ENSMUST00000022122	Msa.22711.0_s_at
ENSMUSG00000016554	ENSMUST00000100484	Z31134_s_at
ENSMUSG00000016554	ENSMUST00000229413	Z31134_s_at
ENSMUSG00000016554	ENSMUST00000230419	Z31134_s_at
ENSMUSG00000016554	ENSMUST00000229784	Z31134_s_at
ENSMUSG00000044338	ENSMUST00000057019	Msa.30804.0_s_at
ENSMUSG00000090704	ENSMUST00000166597	Msa.2790.0_f_at
ENSMUSG00000016756	ENSMUST00000224953	Msa.2978.0_at
ENSMUSG00000016756	ENSMUST00000050859	Msa.2978.0_at
ENSMUSG00000016756	ENSMUST00000224819	Msa.2978.0_at
ENSMUSG00000016756	ENSMUST00000110391	Msa.2978.0_at
ENSMUSG00000016756	ENSMUST00000224657	Msa.2978.0_at
ENSMUSG00000016756	ENSMUST00000167746	Msa.2978.0_at
ENSMUSG00000089951	ENSMUST00000108995	Msa.29684.0_f_at
ENSMUSG00000089951	ENSMUST00000127687	Msa.29684.0_f_at
ENSMUSG00000089951	ENSMUST00000172025	Msa.29684.0_f_at
ENSMUSG00000045179	ENSMUST00000135107	Msa.1992.0_s_at
ENSMUSG00000001833	ENSMUST00000165594	Msa.11147.0_s_at
ENSMUSG00000001833	ENSMUST00000217598	Msa.11147.0_s_at
ENSMUSG00000001833	ENSMUST00000115272	Msa.11147.0_s_at
ENSMUSG00000094257	ENSMUST00000178107	Msa.20664.0_s_at
ENSMUSG00000095199	ENSMUST00000238585	Msa.29684.0_f_at
ENSMUSG00000095199	ENSMUST00000238250	Msa.29684.0_f_at
ENSMUSG00000095199	ENSMUST00000238206	Msa.29684.0_f_at
ENSMUSG00000095199	ENSMUST00000238365	Msa.29684.0_f_at
