Gene stable ID	Transcript stable ID	AFFY MOE430B probe
ENSMUSG00000027104	ENSMUST00000129555	1437777_at
ENSMUSG00000056941	ENSMUST00000071852	1456264_at
ENSMUSG00000098212	ENSMUST00000182397	1444597_at
ENSMUSG00000045039	ENSMUST00000128119	1460586_at
ENSMUSG00000045039	ENSMUST00000153077	1460586_at
ENSMUSG00000034173	ENSMUST00000041466	1429671_at
ENSMUSG00000034173	ENSMUST00000077320	1429671_at
ENSMUSG00000068252	ENSMUST00000089469	1436271_at
ENSMUSG00000068252	ENSMUST00000229434	1436271_at
ENSMUSG00000051728	ENSMUST00000062638	1456445_at
ENSMUSG00000090066	ENSMUST00000163080	1447870_x_at
ENSMUSG00000090066	ENSMUST00000163080	1430786_at
ENSMUSG00000069971	ENSMUST00000093342	1442275_at
ENSMUSG00000034509	ENSMUST00000171172	1415720_s_at
ENSMUSG00000039639	ENSMUST00000051705	1441035_at
ENSMUSG00000116693	ENSMUST00000232607	1458008_at
ENSMUSG00000115270	ENSMUST00000226138	1454445_at
ENSMUSG00000043639	ENSMUST00000161856	1429024_at
ENSMUSG00000028070	ENSMUST00000029708	1415727_at
ENSMUSG00000116628	ENSMUST00000231846	1453629_at
ENSMUSG00000048782	ENSMUST00000117543	1453259_at
ENSMUSG00000048782	ENSMUST00000150991	1453259_at
ENSMUSG00000048782	ENSMUST00000169913	1453259_at
ENSMUSG00000010064	ENSMUST00000167868	1446013_at
ENSMUSG00000010064	ENSMUST00000010208	1446013_at
ENSMUSG00000010064	ENSMUST00000194895	1446013_at
ENSMUSG00000010064	ENSMUST00000193932	1446013_at
ENSMUSG00000010064	ENSMUST00000177567	1446013_at
ENSMUSG00000031949	ENSMUST00000034427	1444049_at
ENSMUSG00000027300	ENSMUST00000028761	1439867_at
ENSMUSG00000027300	ENSMUST00000028761	1457242_at
ENSMUSG00000027474	ENSMUST00000127898	1435600_s_at
ENSMUSG00000027474	ENSMUST00000238488	1435600_s_at
ENSMUSG00000027474	ENSMUST00000109800	1435600_s_at
ENSMUSG00000046856	ENSMUST00000050536	1460123_at
ENSMUSG00000029229	ENSMUST00000075452	1429050_at
ENSMUSG00000029229	ENSMUST00000075452	1444018_at
ENSMUSG00000029229	ENSMUST00000075452	1445911_at
ENSMUSG00000016255	ENSMUST00000016399	1444214_at
ENSMUSG00000033790	ENSMUST00000205779	1457282_x_at
ENSMUSG00000033790	ENSMUST00000205718	1457282_x_at
ENSMUSG00000033790	ENSMUST00000205718	1439923_at
ENSMUSG00000023033	ENSMUST00000108909	1439889_at
ENSMUSG00000023033	ENSMUST00000108909	1457412_at
ENSMUSG00000023033	ENSMUST00000201438	1458693_at
ENSMUSG00000023033	ENSMUST00000202349	1458693_at
ENSMUSG00000023033	ENSMUST00000108910	1439889_at
ENSMUSG00000023033	ENSMUST00000108910	1457412_at
ENSMUSG00000023033	ENSMUST00000082209	1439889_at
ENSMUSG00000023033	ENSMUST00000082209	1457412_at
ENSMUSG00000039512	ENSMUST00000114849	1446161_at
ENSMUSG00000027478	ENSMUST00000140811	1442655_at
ENSMUSG00000029134	ENSMUST00000202886	1430666_at
ENSMUSG00000029134	ENSMUST00000201578	1431535_at
ENSMUSG00000029134	ENSMUST00000202220	1430666_at
ENSMUSG00000029134	ENSMUST00000202220	1437893_at
ENSMUSG00000029134	ENSMUST00000201313	1430666_at
ENSMUSG00000029134	ENSMUST00000202201	1430666_at
ENSMUSG00000029134	ENSMUST00000202453	1457837_at
ENSMUSG00000029134	ENSMUST00000202453	1437893_at
ENSMUSG00000029134	ENSMUST00000202687	1437893_at
ENSMUSG00000029134	ENSMUST00000101376	1430666_at
ENSMUSG00000029134	ENSMUST00000101376	1437893_at
ENSMUSG00000105808	ENSMUST00000197347	1435776_at
ENSMUSG00000037703	ENSMUST00000089561	1441963_at
ENSMUSG00000037703	ENSMUST00000110260	1441963_at
ENSMUSG00000037703	ENSMUST00000045761	1441963_at
ENSMUSG00000105652	ENSMUST00000200254	1454269_s_at
ENSMUSG00000105652	ENSMUST00000197683	1454269_s_at
ENSMUSG00000097831	ENSMUST00000180527	1430426_at
ENSMUSG00000114045	ENSMUST00000223001	1460098_at
ENSMUSG00000086075	ENSMUST00000140833	1446862_at
ENSMUSG00000086075	ENSMUST00000156391	1446862_at
ENSMUSG00000020847	ENSMUST00000121287	1444409_at
ENSMUSG00000020847	ENSMUST00000021208	1431695_at
ENSMUSG00000027520	ENSMUST00000239483	1456783_at
ENSMUSG00000027520	ENSMUST00000114132	1456783_at
ENSMUSG00000027520	ENSMUST00000029025	1456783_at
ENSMUSG00000033722	ENSMUST00000185937	1435175_at
ENSMUSG00000033722	ENSMUST00000186156	1435175_at
ENSMUSG00000033722	ENSMUST00000035914	1435175_at
ENSMUSG00000036478	ENSMUST00000038377	1442018_at
ENSMUSG00000027612	ENSMUST00000135945	1442921_at
ENSMUSG00000021645	ENSMUST00000151389	1438489_at
ENSMUSG00000063172	ENSMUST00000152717	1458645_at
ENSMUSG00000063172	ENSMUST00000137911	1458645_at
ENSMUSG00000050612	ENSMUST00000050236	1437266_at
ENSMUSG00000050612	ENSMUST00000233702	1437266_at
ENSMUSG00000076909	ENSMUST00000103721	1439595_at
ENSMUSG00000040659	ENSMUST00000036854	1437478_s_at
ENSMUSG00000026649	ENSMUST00000129651	1429181_at
ENSMUSG00000026649	ENSMUST00000151340	1429181_at
ENSMUSG00000026649	ENSMUST00000027959	1429181_at
ENSMUSG00000026649	ENSMUST00000127394	1429181_at
ENSMUSG00000026649	ENSMUST00000143623	1429181_at
ENSMUSG00000026649	ENSMUST00000124157	1429181_at
ENSMUSG00000023153	ENSMUST00000131599	1460451_at
ENSMUSG00000023153	ENSMUST00000023920	1460451_at
ENSMUSG00000023153	ENSMUST00000145796	1460451_at
ENSMUSG00000023153	ENSMUST00000178188	1460451_at
ENSMUSG00000023153	ENSMUST00000178238	1460451_at
ENSMUSG00000034932	ENSMUST00000145452	1456788_at
ENSMUSG00000093726	ENSMUST00000175674	1445298_at
ENSMUSG00000035506	ENSMUST00000122314	1458918_at
ENSMUSG00000035506	ENSMUST00000059056	1458918_at
ENSMUSG00000078210	ENSMUST00000132554	1454216_at
ENSMUSG00000031965	ENSMUST00000052946	1453351_at
ENSMUSG00000096916	ENSMUST00000180502	1438757_at
ENSMUSG00000096916	ENSMUST00000180024	1438757_at
ENSMUSG00000053783	ENSMUST00000066408	1436593_at
ENSMUSG00000067567	ENSMUST00000087916	1428933_at
ENSMUSG00000085316	ENSMUST00000126467	1441160_at
ENSMUSG00000085316	ENSMUST00000128305	1441160_at
ENSMUSG00000062510	ENSMUST00000078259	1455852_at
ENSMUSG00000074476	ENSMUST00000098942	1431087_at
ENSMUSG00000074476	ENSMUST00000217382	1431087_at
ENSMUSG00000074476	ENSMUST00000213665	1431087_at
ENSMUSG00000074476	ENSMUST00000216057	1431087_at
ENSMUSG00000074476	ENSMUST00000214149	1431087_at
ENSMUSG00000043460	ENSMUST00000229441	1439743_at
ENSMUSG00000043460	ENSMUST00000229441	1456202_at
ENSMUSG00000043460	ENSMUST00000088592	1456202_at
ENSMUSG00000027351	ENSMUST00000028829	1428777_at
ENSMUSG00000027351	ENSMUST00000028829	1452911_at
ENSMUSG00000027351	ENSMUST00000028829	1460116_s_at
ENSMUSG00000021966	ENSMUST00000022537	1429578_at
ENSMUSG00000039198	ENSMUST00000125199	1431518_at
ENSMUSG00000039198	ENSMUST00000036690	1431518_at
ENSMUSG00000108187	ENSMUST00000203778	1431540_at
ENSMUSG00000023940	ENSMUST00000024736	1439510_at
ENSMUSG00000028034	ENSMUST00000166984	1446084_at
ENSMUSG00000028034	ENSMUST00000198046	1442109_at
ENSMUSG00000030031	ENSMUST00000032107	1441275_at
ENSMUSG00000030031	ENSMUST00000032107	1433902_at
ENSMUSG00000030031	ENSMUST00000119582	1441275_at
ENSMUSG00000030031	ENSMUST00000119582	1433902_at
ENSMUSG00000076910	ENSMUST00000103722	1439595_at
ENSMUSG00000052951	ENSMUST00000147294	1455416_at
ENSMUSG00000076911	ENSMUST00000103723	1439595_at
ENSMUSG00000031210	ENSMUST00000139205	1430699_at
ENSMUSG00000031210	ENSMUST00000033554	1430699_at
ENSMUSG00000031210	ENSMUST00000130276	1430699_at
ENSMUSG00000031210	ENSMUST00000137479	1430699_at
ENSMUSG00000045275	ENSMUST00000113804	1436086_at
ENSMUSG00000045275	ENSMUST00000233151	1436086_at
ENSMUSG00000045275	ENSMUST00000154445	1443096_at
ENSMUSG00000045275	ENSMUST00000233889	1443096_at
ENSMUSG00000045275	ENSMUST00000054855	1436086_at
ENSMUSG00000023952	ENSMUST00000165686	1442305_at
ENSMUSG00000016921	ENSMUST00000130411	1447898_s_at
ENSMUSG00000010608	ENSMUST00000182255	1437862_at
ENSMUSG00000039621	ENSMUST00000036719	1434069_at
ENSMUSG00000039621	ENSMUST00000099080	1434069_at
ENSMUSG00000039621	ENSMUST00000109246	1434069_at
ENSMUSG00000039621	ENSMUST00000136974	1434069_at
ENSMUSG00000020846	ENSMUST00000021207	1429764_at
ENSMUSG00000020846	ENSMUST00000021207	1429765_at
ENSMUSG00000041459	ENSMUST00000084125	1436318_at
ENSMUSG00000041459	ENSMUST00000188380	1436318_at
ENSMUSG00000041459	ENSMUST00000045180	1436318_at
ENSMUSG00000041459	ENSMUST00000147391	1436318_at
ENSMUSG00000041459	ENSMUST00000105699	1436318_at
ENSMUSG00000041459	ENSMUST00000165113	1436318_at
ENSMUSG00000041459	ENSMUST00000172073	1436318_at
ENSMUSG00000041459	ENSMUST00000105702	1436318_at
ENSMUSG00000114284	ENSMUST00000225122	1454272_at
ENSMUSG00000036104	ENSMUST00000037649	1455922_at
ENSMUSG00000036104	ENSMUST00000212506	1455922_at
ENSMUSG00000036104	ENSMUST00000131884	1455922_at
ENSMUSG00000027613	ENSMUST00000109638	1431582_at
ENSMUSG00000066842	ENSMUST00000074783	1438532_at
ENSMUSG00000066842	ENSMUST00000137197	1438532_at
ENSMUSG00000066842	ENSMUST00000151899	1438532_at
ENSMUSG00000021583	ENSMUST00000169114	1439068_at
ENSMUSG00000032745	ENSMUST00000047627	1430981_s_at
ENSMUSG00000032745	ENSMUST00000091236	1430981_s_at
ENSMUSG00000032745	ENSMUST00000136471	1430981_s_at
ENSMUSG00000113771	ENSMUST00000222495	1459359_at
ENSMUSG00000049538	ENSMUST00000080145	1439604_at
ENSMUSG00000049538	ENSMUST00000123552	1439604_at
ENSMUSG00000073374	ENSMUST00000188481	1435909_at
ENSMUSG00000073374	ENSMUST00000097289	1435909_at
ENSMUSG00000024728	ENSMUST00000181567	1429640_at
ENSMUSG00000024728	ENSMUST00000180678	1429640_at
ENSMUSG00000024728	ENSMUST00000078770	1429640_at
ENSMUSG00000051674	ENSMUST00000087181	1455079_at
ENSMUSG00000051674	ENSMUST00000113558	1455079_at
ENSMUSG00000051674	ENSMUST00000063882	1455079_at
ENSMUSG00000073771	ENSMUST00000153924	1429792_at
ENSMUSG00000073771	ENSMUST00000153924	1437606_at
ENSMUSG00000073771	ENSMUST00000097915	1429792_at
ENSMUSG00000073771	ENSMUST00000097915	1437606_at
ENSMUSG00000073771	ENSMUST00000183310	1429792_at
ENSMUSG00000073771	ENSMUST00000125896	1429792_at
ENSMUSG00000073771	ENSMUST00000125896	1437606_at
ENSMUSG00000073771	ENSMUST00000153303	1429792_at
ENSMUSG00000073771	ENSMUST00000153303	1437606_at
ENSMUSG00000073771	ENSMUST00000181979	1429792_at
ENSMUSG00000073771	ENSMUST00000181979	1437606_at
ENSMUSG00000038679	ENSMUST00000165201	1438214_at
ENSMUSG00000038679	ENSMUST00000165201	1434286_at
ENSMUSG00000038679	ENSMUST00000184458	1438214_at
ENSMUSG00000038679	ENSMUST00000183757	1438214_at
ENSMUSG00000038679	ENSMUST00000183421	1457445_at
ENSMUSG00000026535	ENSMUST00000000266	1457666_s_at
ENSMUSG00000027349	ENSMUST00000028825	1460037_at
ENSMUSG00000065954	ENSMUST00000084512	1429591_at
ENSMUSG00000065954	ENSMUST00000084512	1429590_at
ENSMUSG00000065954	ENSMUST00000084512	1454909_at
ENSMUSG00000065954	ENSMUST00000084030	1429591_at
ENSMUSG00000065954	ENSMUST00000084030	1429590_at
ENSMUSG00000065954	ENSMUST00000084030	1454909_at
ENSMUSG00000065954	ENSMUST00000209441	1429591_at
ENSMUSG00000065954	ENSMUST00000209441	1429590_at
ENSMUSG00000051435	ENSMUST00000105780	1439190_at
ENSMUSG00000051435	ENSMUST00000137618	1439190_at
ENSMUSG00000051435	ENSMUST00000036701	1439190_at
ENSMUSG00000051435	ENSMUST00000105779	1439190_at
ENSMUSG00000107898	ENSMUST00000205067	1458231_at
ENSMUSG00000098015	ENSMUST00000182210	1435876_at
ENSMUSG00000098015	ENSMUST00000204519	1435876_at
ENSMUSG00000072812	ENSMUST00000128258	1436520_at
ENSMUSG00000072812	ENSMUST00000101010	1436520_at
ENSMUSG00000031928	ENSMUST00000034405	1441990_at
ENSMUSG00000031928	ENSMUST00000115632	1441990_at
ENSMUSG00000033114	ENSMUST00000099441	1453300_at
ENSMUSG00000033114	ENSMUST00000221572	1453300_at
ENSMUSG00000033114	ENSMUST00000223461	1453300_at
ENSMUSG00000027962	ENSMUST00000196449	1436003_at
ENSMUSG00000029600	ENSMUST00000156356	1457119_at
ENSMUSG00000029600	ENSMUST00000147596	1457119_at
ENSMUSG00000020525	ENSMUST00000020835	1434142_at
ENSMUSG00000063651	ENSMUST00000167591	1429540_at
ENSMUSG00000063651	ENSMUST00000076276	1429540_at
ENSMUSG00000101189	ENSMUST00000187517	1440794_x_at
ENSMUSG00000101189	ENSMUST00000187517	1440793_at
ENSMUSG00000102408	ENSMUST00000193317	1430884_at
ENSMUSG00000102408	ENSMUST00000195635	1430884_at
ENSMUSG00000051652	ENSMUST00000057608	1431251_at
ENSMUSG00000051652	ENSMUST00000057608	1458399_at
ENSMUSG00000052504	ENSMUST00000064405	1455426_at
ENSMUSG00000039728	ENSMUST00000056442	1442177_at
ENSMUSG00000039728	ENSMUST00000207753	1442177_at
ENSMUSG00000029601	ENSMUST00000069259	1453305_at
ENSMUSG00000029601	ENSMUST00000094391	1453305_at
ENSMUSG00000039774	ENSMUST00000045041	1437760_at
ENSMUSG00000039774	ENSMUST00000107744	1437760_at
ENSMUSG00000027524	ENSMUST00000162473	1441923_s_at
ENSMUSG00000051705	ENSMUST00000051039	1437307_at
ENSMUSG00000051705	ENSMUST00000051039	1454084_a_at
ENSMUSG00000051705	ENSMUST00000051039	1438102_at
ENSMUSG00000051705	ENSMUST00000163586	1437307_at
ENSMUSG00000051705	ENSMUST00000163586	1454084_a_at
ENSMUSG00000051705	ENSMUST00000163586	1438102_at
ENSMUSG00000051705	ENSMUST00000216329	1437307_at
ENSMUSG00000051705	ENSMUST00000216329	1454084_a_at
ENSMUSG00000051705	ENSMUST00000217093	1437307_at
ENSMUSG00000051705	ENSMUST00000217093	1454084_a_at
ENSMUSG00000051705	ENSMUST00000213257	1437307_at
ENSMUSG00000051705	ENSMUST00000213257	1454084_a_at
ENSMUSG00000051705	ENSMUST00000216045	1437307_at
ENSMUSG00000051705	ENSMUST00000216045	1454084_a_at
ENSMUSG00000051705	ENSMUST00000177963	1437307_at
ENSMUSG00000051705	ENSMUST00000177963	1454084_a_at
ENSMUSG00000051705	ENSMUST00000177963	1438102_at
ENSMUSG00000052760	ENSMUST00000159320	1440214_at
ENSMUSG00000052760	ENSMUST00000159122	1440214_at
ENSMUSG00000052760	ENSMUST00000064788	1440214_at
ENSMUSG00000052760	ENSMUST00000162038	1440214_at
ENSMUSG00000052760	ENSMUST00000161453	1440214_at
ENSMUSG00000098137	ENSMUST00000182643	1458231_at
ENSMUSG00000022858	ENSMUST00000161286	1444509_at
ENSMUSG00000022858	ENSMUST00000232411	1446496_at
ENSMUSG00000022858	ENSMUST00000159946	1441466_at
ENSMUSG00000102375	ENSMUST00000194146	1431174_at
ENSMUSG00000084795	ENSMUST00000156804	1439822_at
ENSMUSG00000084795	ENSMUST00000128053	1439822_at
ENSMUSG00000026824	ENSMUST00000067101	1444025_at
ENSMUSG00000026824	ENSMUST00000067101	1455374_at
ENSMUSG00000026824	ENSMUST00000112632	1444025_at
ENSMUSG00000026824	ENSMUST00000112632	1455374_at
ENSMUSG00000091017	ENSMUST00000171798	1438587_at
ENSMUSG00000039096	ENSMUST00000040487	1440875_a_at
ENSMUSG00000039096	ENSMUST00000040487	1437449_at
ENSMUSG00000039096	ENSMUST00000132274	1440875_a_at
ENSMUSG00000039096	ENSMUST00000132274	1437449_at
ENSMUSG00000108379	ENSMUST00000205913	1439219_at
ENSMUSG00000108379	ENSMUST00000205795	1439219_at
ENSMUSG00000020246	ENSMUST00000020478	1428617_at
ENSMUSG00000020246	ENSMUST00000020478	1438328_at
ENSMUSG00000020246	ENSMUST00000160681	1428617_at
ENSMUSG00000020246	ENSMUST00000160681	1438328_at
ENSMUSG00000020246	ENSMUST00000160681	1428618_at
ENSMUSG00000022401	ENSMUST00000163754	1437926_at
ENSMUSG00000022401	ENSMUST00000041609	1437926_at
ENSMUSG00000068180	ENSMUST00000159937	1445526_at
ENSMUSG00000020900	ENSMUST00000102611	1452740_at
ENSMUSG00000020900	ENSMUST00000018887	1452740_at
ENSMUSG00000020900	ENSMUST00000139059	1452740_at
ENSMUSG00000020900	ENSMUST00000092984	1452740_at
ENSMUSG00000042901	ENSMUST00000109166	1439901_at
ENSMUSG00000042901	ENSMUST00000193359	1439901_at
ENSMUSG00000033066	ENSMUST00000041611	1445685_at
ENSMUSG00000033066	ENSMUST00000108682	1457270_at
ENSMUSG00000033066	ENSMUST00000108682	1445685_at
ENSMUSG00000022682	ENSMUST00000023363	1415725_at
ENSMUSG00000040521	ENSMUST00000040560	1452698_at
ENSMUSG00000040521	ENSMUST00000138556	1452698_at
ENSMUSG00000040521	ENSMUST00000140564	1452698_at
ENSMUSG00000040521	ENSMUST00000145476	1452698_at
ENSMUSG00000040521	ENSMUST00000120547	1432170_at
ENSMUSG00000086555	ENSMUST00000124555	1439603_at
ENSMUSG00000078247	ENSMUST00000160932	1457337_at
ENSMUSG00000078247	ENSMUST00000162826	1436627_at
ENSMUSG00000078247	ENSMUST00000159731	1436627_at
ENSMUSG00000078247	ENSMUST00000161890	1436627_at
ENSMUSG00000003123	ENSMUST00000149349	1432180_at
ENSMUSG00000003123	ENSMUST00000105177	1432180_at
ENSMUSG00000108181	ENSMUST00000203368	1431409_at
ENSMUSG00000040620	ENSMUST00000108527	1429191_at
ENSMUSG00000040620	ENSMUST00000108527	1438765_at
ENSMUSG00000040620	ENSMUST00000146203	1438765_at
ENSMUSG00000040620	ENSMUST00000049048	1438765_at
ENSMUSG00000040620	ENSMUST00000124464	1438765_at
ENSMUSG00000030897	ENSMUST00000033187	1445339_at
ENSMUSG00000030897	ENSMUST00000210344	1445339_at
ENSMUSG00000040848	ENSMUST00000043338	1435141_at
ENSMUSG00000040848	ENSMUST00000043338	1435142_at
ENSMUSG00000040848	ENSMUST00000192185	1435141_at
ENSMUSG00000040848	ENSMUST00000192185	1435142_at
ENSMUSG00000089712	ENSMUST00000212669	1445349_at
ENSMUSG00000089712	ENSMUST00000159142	1445349_at
ENSMUSG00000107582	ENSMUST00000204450	1435876_at
ENSMUSG00000029468	ENSMUST00000100737	1439787_at
ENSMUSG00000029468	ENSMUST00000100737	1419853_a_at
ENSMUSG00000029468	ENSMUST00000121489	1439787_at
ENSMUSG00000029468	ENSMUST00000121489	1419853_a_at
ENSMUSG00000029468	ENSMUST00000197102	1439787_at
ENSMUSG00000029468	ENSMUST00000197102	1419853_a_at
ENSMUSG00000029468	ENSMUST00000197042	1439787_at
ENSMUSG00000029468	ENSMUST00000197042	1419853_a_at
ENSMUSG00000111866	ENSMUST00000214469	1454170_at
ENSMUSG00000000530	ENSMUST00000000542	1435825_at
ENSMUSG00000000530	ENSMUST00000120754	1435825_at
ENSMUSG00000056413	ENSMUST00000151450	1433556_at
ENSMUSG00000056413	ENSMUST00000110865	1433556_at
ENSMUSG00000056413	ENSMUST00000196271	1433556_at
ENSMUSG00000056413	ENSMUST00000126762	1433556_at
ENSMUSG00000056413	ENSMUST00000123748	1433556_at
ENSMUSG00000035878	ENSMUST00000039742	1442349_at
ENSMUSG00000035878	ENSMUST00000039742	1435691_at
ENSMUSG00000035878	ENSMUST00000125983	1447310_at
ENSMUSG00000105729	ENSMUST00000196714	1454581_at
ENSMUSG00000030292	ENSMUST00000032433	1429675_at
ENSMUSG00000030292	ENSMUST00000148099	1429675_at
ENSMUSG00000089889	ENSMUST00000160231	1456161_at
ENSMUSG00000089889	ENSMUST00000198455	1456161_at
ENSMUSG00000089889	ENSMUST00000198455	1445557_at
ENSMUSG00000089889	ENSMUST00000162890	1456161_at
ENSMUSG00000105545	ENSMUST00000198822	1432596_at
ENSMUSG00000044309	ENSMUST00000062562	1434152_at
ENSMUSG00000044309	ENSMUST00000062562	1429272_a_at
ENSMUSG00000034457	ENSMUST00000037353	1440085_at
ENSMUSG00000035181	ENSMUST00000040583	1435241_at
ENSMUSG00000035181	ENSMUST00000220369	1435241_at
ENSMUSG00000096606	ENSMUST00000178124	1455739_at
ENSMUSG00000024349	ENSMUST00000235495	1447621_s_at
ENSMUSG00000024349	ENSMUST00000237919	1447621_s_at
ENSMUSG00000024349	ENSMUST00000115728	1447621_s_at
ENSMUSG00000024349	ENSMUST00000235496	1447621_s_at
ENSMUSG00000024349	ENSMUST00000237853	1447621_s_at
ENSMUSG00000024349	ENSMUST00000235218	1447621_s_at
ENSMUSG00000024349	ENSMUST00000236926	1447621_s_at
ENSMUSG00000091636	ENSMUST00000169935	1457558_at
ENSMUSG00000091636	ENSMUST00000169935	1441166_at
ENSMUSG00000091636	ENSMUST00000233983	1457558_at
ENSMUSG00000091636	ENSMUST00000233983	1441166_at
ENSMUSG00000043569	ENSMUST00000052500	1432477_at
ENSMUSG00000034731	ENSMUST00000226342	1459906_at
ENSMUSG00000034731	ENSMUST00000226342	1438310_at
ENSMUSG00000034731	ENSMUST00000226342	1457213_a_at
ENSMUSG00000034731	ENSMUST00000227537	1459906_at
ENSMUSG00000034731	ENSMUST00000227537	1457213_a_at
ENSMUSG00000034731	ENSMUST00000228362	1459906_at
ENSMUSG00000034731	ENSMUST00000228362	1457213_a_at
ENSMUSG00000034731	ENSMUST00000227767	1457213_a_at
ENSMUSG00000034731	ENSMUST00000074729	1457213_a_at
ENSMUSG00000031701	ENSMUST00000034138	1429476_s_at
ENSMUSG00000061838	ENSMUST00000204224	1435841_s_at
ENSMUSG00000061838	ENSMUST00000079847	1435841_s_at
ENSMUSG00000025321	ENSMUST00000026360	1436223_at
ENSMUSG00000086241	ENSMUST00000127576	1432192_at
ENSMUSG00000032624	ENSMUST00000096766	1429612_at
ENSMUSG00000032624	ENSMUST00000049503	1429612_at
ENSMUSG00000032624	ENSMUST00000112363	1429612_at
ENSMUSG00000032624	ENSMUST00000234460	1429612_at
ENSMUSG00000032624	ENSMUST00000234584	1429612_at
ENSMUSG00000032624	ENSMUST00000235121	1429612_at
ENSMUSG00000105572	ENSMUST00000198540	1458757_at
ENSMUSG00000055371	ENSMUST00000127316	1440034_at
ENSMUSG00000114680	ENSMUST00000223738	1440550_at
ENSMUSG00000021189	ENSMUST00000021606	1434408_at
ENSMUSG00000021189	ENSMUST00000021606	1440855_at
ENSMUSG00000021182	ENSMUST00000222204	1446847_at
ENSMUSG00000021182	ENSMUST00000223509	1446847_at
ENSMUSG00000021182	ENSMUST00000223416	1453330_at
ENSMUSG00000021182	ENSMUST00000223097	1453330_at
ENSMUSG00000031010	ENSMUST00000089302	1441334_at
ENSMUSG00000076915	ENSMUST00000103727	1446476_at
ENSMUSG00000097545	ENSMUST00000180610	1435453_at
ENSMUSG00000000409	ENSMUST00000067240	1439146_s_at
ENSMUSG00000000409	ENSMUST00000102596	1439146_s_at
ENSMUSG00000000409	ENSMUST00000123640	1439145_at
ENSMUSG00000000409	ENSMUST00000139957	1439145_at
ENSMUSG00000000409	ENSMUST00000139957	1439146_s_at
ENSMUSG00000000409	ENSMUST00000134336	1439145_at
ENSMUSG00000000409	ENSMUST00000134336	1439146_s_at
ENSMUSG00000000409	ENSMUST00000167288	1439146_s_at
ENSMUSG00000032580	ENSMUST00000182792	1441319_at
ENSMUSG00000032580	ENSMUST00000182073	1444971_at
ENSMUSG00000107468	ENSMUST00000204297	1432627_at
ENSMUSG00000107468	ENSMUST00000204297	1458940_at
ENSMUSG00000063972	ENSMUST00000112877	1428826_at
ENSMUSG00000063972	ENSMUST00000112877	1428825_at
ENSMUSG00000063972	ENSMUST00000123342	1445872_at
ENSMUSG00000063972	ENSMUST00000128688	1445872_at
ENSMUSG00000063972	ENSMUST00000142113	1445872_at
ENSMUSG00000063972	ENSMUST00000168098	1428826_at
ENSMUSG00000063972	ENSMUST00000168098	1428825_at
ENSMUSG00000063972	ENSMUST00000076275	1428826_at
ENSMUSG00000063972	ENSMUST00000076275	1428825_at
ENSMUSG00000018476	ENSMUST00000094077	1447612_x_at
ENSMUSG00000018476	ENSMUST00000094077	1456610_at
ENSMUSG00000018476	ENSMUST00000094077	1453285_at
ENSMUSG00000018476	ENSMUST00000156562	1442643_at
ENSMUSG00000046532	ENSMUST00000052837	1455647_at
ENSMUSG00000046532	ENSMUST00000052837	1437064_at
