Gene stable ID	Transcript stable ID	AFFY RG U34A probe
ENSRNOG00000054757	ENSRNOT00000088323	L01115_at
ENSRNOG00000054757	ENSRNOT00000082699	L01115_at
ENSRNOG00000053772	ENSRNOT00000090110	U56822_at
ENSRNOG00000020355	ENSRNOT00000027597	Y08139_at
ENSRNOG00000006444	ENSRNOT00000008737	rc_AI136977_at
ENSRNOG00000006444	ENSRNOT00000008737	rc_AI136977_g_at
ENSRNOG00000006444	ENSRNOT00000008737	rc_AI231547_at
ENSRNOG00000016451	ENSRNOT00000022150	D26439_at
ENSRNOG00000059445	ENSRNOT00000082463	rc_AA894233_g_at
ENSRNOG00000059445	ENSRNOT00000082463	rc_AA894233_at
ENSRNOG00000010761	ENSRNOT00000014505	rc_AI170380_at
ENSRNOG00000010761	ENSRNOT00000014505	rc_AI170380_g_at
ENSRNOG00000003668	ENSRNOT00000004865	X89699cds_at
ENSRNOG00000024568	ENSRNOT00000039728	rc_AA875268_at
ENSRNOG00000061429	ENSRNOT00000081725	AF022774_g_at
ENSRNOG00000061429	ENSRNOT00000081725	AF022774_at
ENSRNOG00000018522	ENSRNOT00000025446	X15958_at
ENSRNOG00000007539	ENSRNOT00000010092	Y07704_g_at
ENSRNOG00000007539	ENSRNOT00000010092	Y07704_at
ENSRNOG00000038478	ENSRNOT00000058640	M64986_g_at
ENSRNOG00000016385	ENSRNOT00000022246	M35162_at
ENSRNOG00000016385	ENSRNOT00000022246	L08496cds_s_at
ENSRNOG00000020744	ENSRNOT00000028181	U18942_at
ENSRNOG00000019518	ENSRNOT00000026457	L27061_g_at
ENSRNOG00000019518	ENSRNOT00000026457	L27061_at
ENSRNOG00000001762	ENSRNOT00000002403	rc_AA925887_at
ENSRNOG00000016695	ENSRNOT00000022679	U65656_at
ENSRNOG00000017786	ENSRNOT00000024084	J00692_at
ENSRNOG00000010407	ENSRNOT00000014028	rc_AA892300_at
ENSRNOG00000010407	ENSRNOT00000085675	rc_AA892300_at
ENSRNOG00000010407	ENSRNOT00000014030	rc_AA892300_at
ENSRNOG00000032777	ENSRNOT00000046460	X14671cds_s_at
ENSRNOG00000011559	ENSRNOT00000015579	rc_AA944422_at
ENSRNOG00000054459	ENSRNOT00000078640	rc_AA894212_at
ENSRNOG00000049096	ENSRNOT00000073555	U67911_s_at
ENSRNOG00000049096	ENSRNOT00000073555	U67913_s_at
ENSRNOG00000054433	ENSRNOT00000085468	J00771_at
ENSRNOG00000051858	ENSRNOT00000072444	X51706cds_g_at
ENSRNOG00000007806	ENSRNOT00000010429	L12384_at
ENSRNOG00000002970	ENSRNOT00000003974	rc_AA893074_at
ENSRNOG00000028156	ENSRNOT00000039296	AB000778_s_at
ENSRNOG00000028156	ENSRNOT00000039296	U88986_s_at
ENSRNOG00000028156	ENSRNOT00000039296	U69550_at
ENSRNOG00000028156	ENSRNOT00000039308	AB000778_s_at
ENSRNOG00000028156	ENSRNOT00000039308	U88986_s_at
ENSRNOG00000028156	ENSRNOT00000039308	U69550_at
ENSRNOG00000028156	ENSRNOT00000091545	U88986_s_at
ENSRNOG00000017843	ENSRNOT00000024096	rc_AI105044_at
ENSRNOG00000003745	ENSRNOT00000089841	M63282_at
ENSRNOG00000003745	ENSRNOT00000005085	M63282_at
ENSRNOG00000048470	ENSRNOT00000073155	rc_AI009132_at
ENSRNOG00000028629	ENSRNOT00000031164	rc_AA799664_at
ENSRNOG00000028629	ENSRNOT00000031164	D30040_at
ENSRNOG00000052574	ENSRNOT00000090712	rc_AI145490_at
ENSRNOG00000008364	ENSRNOT00000011230	rc_AA926149_g_at
ENSRNOG00000008364	ENSRNOT00000011230	M11670_at
ENSRNOG00000017438	ENSRNOT00000023667	U97142_at
ENSRNOG00000017438	ENSRNOT00000023667	rc_AI070721_s_at
ENSRNOG00000058877	ENSRNOT00000083966	U53855_at
ENSRNOG00000008992	ENSRNOT00000045513	AF027331_at
ENSRNOG00000003476	ENSRNOT00000004717	X63253cds_s_at
ENSRNOG00000003476	ENSRNOT00000004717	X63995_at
ENSRNOG00000033734	ENSRNOT00000047682	M80829_at
ENSRNOG00000033734	ENSRNOT00000084986	M80829_at
ENSRNOG00000033734	ENSRNOT00000050284	M80829_at
ENSRNOG00000001658	ENSRNOT00000079955	U21087_at
ENSRNOG00000001658	ENSRNOT00000066940	U21087_at
ENSRNOG00000013962	ENSRNOT00000066643	AF034863_at
ENSRNOG00000015898	ENSRNOT00000021758	X13412cds_at
ENSRNOG00000015898	ENSRNOT00000021758	X13412cds_g_at
ENSRNOG00000015898	ENSRNOT00000056430	X13412cds_at
ENSRNOG00000015898	ENSRNOT00000056430	X13412cds_g_at
ENSRNOG00000021128	ENSRNOT00000028685	D86039_g_at
ENSRNOG00000021128	ENSRNOT00000028685	D86039_at
ENSRNOG00000001284	ENSRNOT00000001730	D87748_at
ENSRNOG00000004424	ENSRNOT00000005845	L10336_at
ENSRNOG00000051532	ENSRNOT00000085683	X14181cds_s_at
ENSRNOG00000051532	ENSRNOT00000085683	rc_AA799899_i_at
ENSRNOG00000028543	ENSRNOT00000031418	X02610_g_at
ENSRNOG00000028543	ENSRNOT00000031418	X02610_at
ENSRNOG00000046621	ENSRNOT00000072666	D64061_at
ENSRNOG00000009439	ENSRNOT00000013608	M81088_at
ENSRNOG00000057009	ENSRNOT00000079166	L27843_s_at
ENSRNOG00000058898	ENSRNOT00000088391	U50842_at
ENSRNOG00000058898	ENSRNOT00000090258	U50842_at
ENSRNOG00000006589	ENSRNOT00000008608	rc_AI009801_at
ENSRNOG00000006589	ENSRNOT00000008608	S73424_s_at
ENSRNOG00000005115	ENSRNOT00000006964	rc_AA860055_at
ENSRNOG00000027260	ENSRNOT00000038439	M86341_g_at
ENSRNOG00000027260	ENSRNOT00000038439	M86341_at
ENSRNOG00000017863	ENSRNOT00000024336	U51584_s_at
ENSRNOG00000017863	ENSRNOT00000024336	U51583_at
ENSRNOG00000017863	ENSRNOT00000046013	U51584_s_at
ENSRNOG00000017863	ENSRNOT00000046013	U51583_at
ENSRNOG00000043124	ENSRNOT00000065366	E12742exon_s_at
ENSRNOG00000043124	ENSRNOT00000065366	E12746cds_s_at
ENSRNOG00000043124	ENSRNOT00000065366	E12743exon_s_at
ENSRNOG00000046313	ENSRNOT00000073915	D14441_at
ENSRNOG00000006735	ENSRNOT00000092196	S79760_at
ENSRNOG00000006735	ENSRNOT00000008898	S79760_at
ENSRNOG00000047699	ENSRNOT00000073049	U97061_at
ENSRNOG00000049361	ENSRNOT00000078820	AJ003148cds_s_at
ENSRNOG00000012682	ENSRNOT00000017651	D42156cds_at
ENSRNOG00000058202	ENSRNOT00000091927	D38261_at
ENSRNOG00000023633	ENSRNOT00000031175	rc_AA875025_at
ENSRNOG00000007104	ENSRNOT00000040255	U38653_s_at
ENSRNOG00000007104	ENSRNOT00000040255	U38812_s_at
ENSRNOG00000007104	ENSRNOT00000040255	M64699_s_at
ENSRNOG00000007104	ENSRNOT00000040255	M64698_s_at
ENSRNOG00000007104	ENSRNOT00000064025	U38653_s_at
ENSRNOG00000007104	ENSRNOT00000064025	U38812_s_at
ENSRNOG00000007104	ENSRNOT00000064025	J05510_at
ENSRNOG00000007104	ENSRNOT00000064025	M64699_s_at
ENSRNOG00000007104	ENSRNOT00000064025	M64698_s_at
ENSRNOG00000007104	ENSRNOT00000041130	U38653_s_at
ENSRNOG00000007104	ENSRNOT00000041130	U38812_s_at
ENSRNOG00000007104	ENSRNOT00000041130	J05510_at
ENSRNOG00000007104	ENSRNOT00000041130	M64699_s_at
ENSRNOG00000007104	ENSRNOT00000041130	M64698_s_at
ENSRNOG00000007104	ENSRNOT00000043646	U38653_s_at
ENSRNOG00000007104	ENSRNOT00000043646	U38812_s_at
ENSRNOG00000007104	ENSRNOT00000043646	J05510_at
ENSRNOG00000007104	ENSRNOT00000043646	M64698_s_at
ENSRNOG00000007104	ENSRNOT00000082723	U38653_s_at
ENSRNOG00000007104	ENSRNOT00000082723	U38812_s_at
ENSRNOG00000007104	ENSRNOT00000082723	J05510_at
ENSRNOG00000007104	ENSRNOT00000082723	M64699_s_at
ENSRNOG00000007104	ENSRNOT00000082723	M64698_s_at
ENSRNOG00000030154	ENSRNOT00000051252	M33936_s_at
ENSRNOG00000030154	ENSRNOT00000088209	M33936_s_at
ENSRNOG00000030154	ENSRNOT00000083686	M33936_s_at
ENSRNOG00000005024	ENSRNOT00000006708	rc_AA892308_at
ENSRNOG00000052646	ENSRNOT00000079764	M28654cds_at
ENSRNOG00000052646	ENSRNOT00000079764	AF075250_at
ENSRNOG00000010841	ENSRNOT00000014388	D84485_at
ENSRNOG00000016962	ENSRNOT00000080930	rc_AI171959_at
ENSRNOG00000016962	ENSRNOT00000022818	rc_AI171959_at
ENSRNOG00000017418	ENSRNOT00000023935	X51536cds_at
ENSRNOG00000017418	ENSRNOT00000023935	X51536cds_g_at
ENSRNOG00000030515	ENSRNOT00000060871	U81036_s_at
ENSRNOG00000030515	ENSRNOT00000060871	L11002_at
ENSRNOG00000030515	ENSRNOT00000060871	U81035_s_at
ENSRNOG00000030515	ENSRNOT00000051512	L11002_at
ENSRNOG00000030515	ENSRNOT00000051512	U81035_s_at
ENSRNOG00000030515	ENSRNOT00000044972	L11002_at
ENSRNOG00000030515	ENSRNOT00000044972	U81035_s_at
ENSRNOG00000014610	ENSRNOT00000092125	AF039890mRNA_s_at
ENSRNOG00000014610	ENSRNOT00000092125	M25073_at
ENSRNOG00000014610	ENSRNOT00000092125	AF039891_s_at
ENSRNOG00000014610	ENSRNOT00000020002	AF039890mRNA_s_at
ENSRNOG00000014610	ENSRNOT00000020002	M25073_at
ENSRNOG00000024376	ENSRNOT00000051473	U27186_at
ENSRNOG00000016777	ENSRNOT00000022706	rc_AA892753_s_at
ENSRNOG00000058011	ENSRNOT00000088277	L13039_s_at
ENSRNOG00000003983	ENSRNOT00000005346	rc_AA891049_at
ENSRNOG00000009421	ENSRNOT00000013829	J05031_g_at
ENSRNOG00000009421	ENSRNOT00000013829	J05031_at
ENSRNOG00000009421	ENSRNOT00000013829	rc_AI102838_s_at
ENSRNOG00000008157	ENSRNOT00000011292	rc_AI145494_g_at
ENSRNOG00000008157	ENSRNOT00000011292	M27925_at
ENSRNOG00000006174	ENSRNOT00000064696	U08256_at
ENSRNOG00000009761	ENSRNOT00000013228	U59241_at
ENSRNOG00000061499	ENSRNOT00000077502	U42413_at
ENSRNOG00000061499	ENSRNOT00000083354	U42413_at
ENSRNOG00000061499	ENSRNOT00000089544	U42413_at
ENSRNOG00000016580	ENSRNOT00000022348	rc_AI013853_at
ENSRNOG00000033942	ENSRNOT00000044626	D13211_s_at
ENSRNOG00000060202	ENSRNOT00000085918	U56863_at
ENSRNOG00000007901	ENSRNOT00000010512	AJ004912_s_at
ENSRNOG00000007901	ENSRNOT00000010512	X97443_s_at
ENSRNOG00000011181	ENSRNOT00000014970	U67914_at
ENSRNOG00000047067	ENSRNOT00000071701	X93352_at
ENSRNOG00000036814	ENSRNOT00000087076	M58758_g_at
ENSRNOG00000036814	ENSRNOT00000087076	M58758_at
ENSRNOG00000036814	ENSRNOT00000055238	M58758_g_at
ENSRNOG00000036814	ENSRNOT00000055238	M58758_at
ENSRNOG00000010147	ENSRNOT00000013585	AA848546_at
ENSRNOG00000010147	ENSRNOT00000013585	rc_AA848545_at
ENSRNOG00000011413	ENSRNOT00000015466	M58287_s_at
ENSRNOG00000011413	ENSRNOT00000015420	M58287_s_at
ENSRNOG00000011413	ENSRNOT00000015420	M62763complete_seq_at
ENSRNOG00000011413	ENSRNOT00000088049	M58287_s_at
ENSRNOG00000011413	ENSRNOT00000088049	M62763complete_seq_at
ENSRNOG00000022999	ENSRNOT00000010320	rc_AA866299_at
ENSRNOG00000022999	ENSRNOT00000010320	rc_AA866299_g_at
ENSRNOG00000042467	ENSRNOT00000010229	rc_AA875437_at
ENSRNOG00000004342	ENSRNOT00000006618	AF082124_s_at
ENSRNOG00000004342	ENSRNOT00000006618	AF082125_s_at
ENSRNOG00000053979	ENSRNOT00000087007	X12748cds_s_at
ENSRNOG00000053979	ENSRNOT00000089504	X12748cds_s_at
ENSRNOG00000053979	ENSRNOT00000083713	X12748cds_s_at
ENSRNOG00000006807	ENSRNOT00000086505	X02284_at
ENSRNOG00000006807	ENSRNOT00000086505	rc_AA892395_s_at
ENSRNOG00000006807	ENSRNOT00000086505	X02291exon_s_at
ENSRNOG00000006807	ENSRNOT00000009111	X02284_at
ENSRNOG00000006807	ENSRNOT00000009111	rc_AA892395_s_at
ENSRNOG00000006807	ENSRNOT00000009111	X02291exon_s_at
ENSRNOG00000014173	ENSRNOT00000019560	U82626_at
ENSRNOG00000014173	ENSRNOT00000054686	U82626_at
ENSRNOG00000001422	ENSRNOT00000059530	rc_AA874897_at
ENSRNOG00000001422	ENSRNOT00000080068	rc_AA874897_at
ENSRNOG00000010944	ENSRNOT00000044613	U41853_at
ENSRNOG00000010944	ENSRNOT00000044613	rc_AI009098_at
ENSRNOG00000001402	ENSRNOT00000001899	rc_AA892504_at
ENSRNOG00000029134	ENSRNOT00000045699	AF081144_s_at
ENSRNOG00000029134	ENSRNOT00000043971	AF081144_s_at
ENSRNOG00000002640	ENSRNOT00000003625	rc_AI070106_s_at
ENSRNOG00000047014	ENSRNOT00000073871	AB007688_s_at
ENSRNOG00000047014	ENSRNOT00000078266	AB007688_s_at
ENSRNOG00000047014	ENSRNOT00000071804	AF093267_s_at
ENSRNOG00000047014	ENSRNOT00000071804	AB007688_s_at
ENSRNOG00000047014	ENSRNOT00000071804	AF093268_s_at
ENSRNOG00000013594	ENSRNOT00000018620	rc_AI234950_at
ENSRNOG00000009345	ENSRNOT00000012676	rc_AI228110_s_at
ENSRNOG00000020872	ENSRNOT00000086669	X78985cds_s_at
ENSRNOG00000020872	ENSRNOT00000086669	D10728_at
ENSRNOG00000020872	ENSRNOT00000054812	X78985cds_s_at
ENSRNOG00000020872	ENSRNOT00000054812	D10728_at
ENSRNOG00000020872	ENSRNOT00000065376	X78985cds_s_at
ENSRNOG00000020872	ENSRNOT00000065376	D10728_at
ENSRNOG00000020872	ENSRNOT00000082482	X78985cds_s_at
ENSRNOG00000020872	ENSRNOT00000082482	D10728_at
ENSRNOG00000037162	ENSRNOT00000040229	rc_AI639172_s_at
ENSRNOG00000001611	ENSRNOT00000002194	rc_AA817997_at
ENSRNOG00000001611	ENSRNOT00000002194	rc_AA817997_g_at
ENSRNOG00000020016	ENSRNOT00000027150	rc_AA799718_at
ENSRNOG00000021144	ENSRNOT00000028703	X64403_at
ENSRNOG00000010283	ENSRNOT00000013701	X55288_at
ENSRNOG00000012623	ENSRNOT00000017692	L12383_at
ENSRNOG00000014928	ENSRNOT00000020123	AF029105_at
ENSRNOG00000020277	ENSRNOT00000027505	AF000114_at
ENSRNOG00000019000	ENSRNOT00000026032	D31874_at
ENSRNOG00000019000	ENSRNOT00000057673	D31874_at
ENSRNOG00000019000	ENSRNOT00000050005	D31874_at
ENSRNOG00000005360	ENSRNOT00000077868	rc_H33750_at
ENSRNOG00000005360	ENSRNOT00000066250	rc_H33750_at
ENSRNOG00000005360	ENSRNOT00000065294	rc_H33750_at
ENSRNOG00000005048	ENSRNOT00000006783	S69160_s_at
ENSRNOG00000005048	ENSRNOT00000006783	D17469_at
ENSRNOG00000005048	ENSRNOT00000006783	S69161_s_at
ENSRNOG00000014641	ENSRNOT00000019660	rc_AA891037_g_at
ENSRNOG00000014641	ENSRNOT00000019660	rc_AA891037_at
ENSRNOG00000029401	ENSRNOT00000042699	M22323_at
ENSRNOG00000012142	ENSRNOT00000087526	rc_AA893260_at
ENSRNOG00000024808	ENSRNOT00000037133	AF068261_s_at
ENSRNOG00000024808	ENSRNOT00000037133	D88190_s_at
ENSRNOG00000024808	ENSRNOT00000087122	AF068261_s_at
ENSRNOG00000017601	ENSRNOT00000023659	S81448_s_at
ENSRNOG00000017601	ENSRNOT00000023659	J05035_at
ENSRNOG00000017601	ENSRNOT00000023659	J05035_g_at
ENSRNOG00000009326	ENSRNOT00000012371	X87884mRNA_s_at
ENSRNOG00000003849	ENSRNOT00000005204	AF033109_at
ENSRNOG00000003849	ENSRNOT00000005204	AF033109_g_at
ENSRNOG00000016253	ENSRNOT00000022346	U12973_at
ENSRNOG00000016253	ENSRNOT00000089941	U12973_at
ENSRNOG00000061230	ENSRNOT00000084390	X59149_at
ENSRNOG00000061230	ENSRNOT00000080945	X59149_at
ENSRNOG00000013535	ENSRNOT00000018246	D25290_at
ENSRNOG00000033335	ENSRNOT00000046288	X90355_at
ENSRNOG00000014327	ENSRNOT00000019311	X81193_at
ENSRNOG00000002042	ENSRNOT00000002807	L06986_at
ENSRNOG00000004062	ENSRNOT00000005461	Z50051_at
ENSRNOG00000059057	ENSRNOT00000085012	rc_AA891749_at
ENSRNOG00000012686	ENSRNOT00000016976	K01878cds_s_at
ENSRNOG00000004332	ENSRNOT00000006087	M37394_at
ENSRNOG00000001766	ENSRNOT00000002407	M58040_at
ENSRNOG00000006695	ENSRNOT00000085995	AB011369_s_at
ENSRNOG00000006695	ENSRNOT00000045314	AB011369_s_at
ENSRNOG00000006695	ENSRNOT00000085849	AB011369_s_at
ENSRNOG00000042164	ENSRNOT00000063869	L08134_at
ENSRNOG00000019295	ENSRNOT00000026177	M83676_at
ENSRNOG00000021097	ENSRNOT00000077462	X70900_at
ENSRNOG00000021097	ENSRNOT00000028644	X70900_at
ENSRNOG00000021097	ENSRNOT00000079631	X70900_at
ENSRNOG00000006578	ENSRNOT00000008700	M58677mRNA_at
ENSRNOG00000050424	ENSRNOT00000077826	AF044574_at
ENSRNOG00000050424	ENSRNOT00000027518	AF044574_at
ENSRNOG00000050424	ENSRNOT00000027518	AF044574_g_at
ENSRNOG00000002360	ENSRNOT00000003240	X57514_at
ENSRNOG00000052415	ENSRNOT00000081140	D10026_s_at
ENSRNOG00000052415	ENSRNOT00000080203	D10026_s_at
ENSRNOG00000046272	ENSRNOT00000086193	rc_AI104524_s_at
ENSRNOG00000046272	ENSRNOT00000065584	rc_AI104524_s_at
ENSRNOG00000020877	ENSRNOT00000028323	M17523mRNA_g_at
ENSRNOG00000013674	ENSRNOT00000037901	L41686mRNA_at
ENSRNOG00000031576	ENSRNOT00000042058	U67083_at
ENSRNOG00000031576	ENSRNOT00000070821	U67083_at
ENSRNOG00000049771	ENSRNOT00000001669	X67654_at
ENSRNOG00000033164	ENSRNOT00000077725	rc_AI169735_g_at
ENSRNOG00000033164	ENSRNOT00000077725	M20406_at
ENSRNOG00000033164	ENSRNOT00000034845	rc_AI169735_g_at
ENSRNOG00000033164	ENSRNOT00000034845	M20406_at
ENSRNOG00000050899	ENSRNOT00000043950	X13549_s_at
ENSRNOG00000012815	ENSRNOT00000087866	AF022729_at
ENSRNOG00000012815	ENSRNOT00000017714	AF022729_at
ENSRNOG00000034177	ENSRNOT00000045096	U69279_at
ENSRNOG00000009629	ENSRNOT00000013354	U60578cds_s_at
ENSRNOG00000009629	ENSRNOT00000013354	X58294_at
ENSRNOG00000004072	ENSRNOT00000036666	X74800_at
ENSRNOG00000015674	ENSRNOT00000021357	rc_AA893781_g_at
ENSRNOG00000056550	ENSRNOT00000088169	rc_AA894258_at
ENSRNOG00000019776	ENSRNOT00000026870	AF009604_at
ENSRNOG00000019776	ENSRNOT00000079989	AF009604_at
ENSRNOG00000001129	ENSRNOT00000064900	U58857_at
ENSRNOG00000003541	ENSRNOT00000004723	rc_AI235344_at
ENSRNOG00000012999	ENSRNOT00000091464	U75392_s_at
ENSRNOG00000012999	ENSRNOT00000017472	U75392_s_at
ENSRNOG00000059381	ENSRNOT00000087452	rc_AI639387_at
ENSRNOG00000029528	ENSRNOT00000045275	M88347_s_at
ENSRNOG00000029528	ENSRNOT00000042432	M88347_s_at
ENSRNOG00000018693	ENSRNOT00000086919	M21770_at
ENSRNOG00000018693	ENSRNOT00000086919	K02817cds_s_at
ENSRNOG00000018693	ENSRNOT00000025254	M21770_at
ENSRNOG00000018693	ENSRNOT00000025254	K02817cds_s_at
ENSRNOG00000020749	ENSRNOT00000028152	S76511_s_at
ENSRNOG00000020749	ENSRNOT00000028152	U49729_at
ENSRNOG00000020749	ENSRNOT00000028152	U59184_at
ENSRNOG00000017613	ENSRNOT00000023712	rc_AA891891_at
ENSRNOG00000003833	ENSRNOT00000005190	rc_AA892005_at
ENSRNOG00000037456	ENSRNOT00000085661	AF020758_g_at
ENSRNOG00000037456	ENSRNOT00000085661	AF028603_s_at
ENSRNOG00000037456	ENSRNOT00000085661	AF020757_s_at
ENSRNOG00000037456	ENSRNOT00000085661	U14414_at
ENSRNOG00000037456	ENSRNOT00000056694	AF020756_s_at
ENSRNOG00000037456	ENSRNOT00000056694	AF020758_g_at
ENSRNOG00000037456	ENSRNOT00000056694	AF028603_s_at
ENSRNOG00000037456	ENSRNOT00000056694	AF020757_s_at
ENSRNOG00000037456	ENSRNOT00000056694	U14414_at
ENSRNOG00000037456	ENSRNOT00000056693	AF020756_s_at
ENSRNOG00000037456	ENSRNOT00000056693	AF020758_g_at
ENSRNOG00000037456	ENSRNOT00000056693	AF028603_s_at
ENSRNOG00000037456	ENSRNOT00000056693	AF020757_s_at
ENSRNOG00000037456	ENSRNOT00000056692	AF020756_s_at
ENSRNOG00000037456	ENSRNOT00000056692	AF020758_at
ENSRNOG00000037456	ENSRNOT00000056692	AF020758_g_at
ENSRNOG00000037456	ENSRNOT00000056692	AF028603_s_at
ENSRNOG00000037456	ENSRNOT00000056692	AF020757_s_at
ENSRNOG00000037456	ENSRNOT00000056692	U14414_at
ENSRNOG00000037456	ENSRNOT00000081447	AF020756_s_at
ENSRNOG00000037456	ENSRNOT00000081447	AF020758_g_at
ENSRNOG00000037456	ENSRNOT00000081447	AF028603_s_at
ENSRNOG00000037456	ENSRNOT00000081447	AF020757_s_at
ENSRNOG00000037456	ENSRNOT00000081447	U14414_at
ENSRNOG00000019706	ENSRNOT00000026702	U25967_at
ENSRNOG00000057762	ENSRNOT00000077873	X53378cds_s_at
ENSRNOG00000046794	ENSRNOT00000075270	rc_AA894160_at
ENSRNOG00000010284	ENSRNOT00000050249	AB018049_s_at
ENSRNOG00000010284	ENSRNOT00000078793	AB018049_s_at
ENSRNOG00000012659	ENSRNOT00000016984	AF054826_at
ENSRNOG00000019456	ENSRNOT00000046126	rc_AA892250_at
ENSRNOG00000011573	ENSRNOT00000079678	E13557cds_s_at
ENSRNOG00000011573	ENSRNOT00000079678	M64755_at
ENSRNOG00000011573	ENSRNOT00000016205	E13557cds_s_at
ENSRNOG00000011573	ENSRNOT00000016205	M64755_at
ENSRNOG00000026745	ENSRNOT00000058817	S56508_s_at
ENSRNOG00000026745	ENSRNOT00000030760	S56508_s_at
ENSRNOG00000004662	ENSRNOT00000042108	rc_AI231807_g_at
ENSRNOG00000004662	ENSRNOT00000042108	rc_AI231807_at
ENSRNOG00000017237	ENSRNOT00000023226	rc_AA875154_at
ENSRNOG00000007834	ENSRNOT00000010720	rc_AI230395_at
ENSRNOG00000007834	ENSRNOT00000010720	E12829cds_at
ENSRNOG00000049181	ENSRNOT00000074274	U57391_g_at
ENSRNOG00000049181	ENSRNOT00000074274	U57391_at
ENSRNOG00000049181	ENSRNOT00000071241	U57391_g_at
ENSRNOG00000049181	ENSRNOT00000071241	U57391_at
ENSRNOG00000014248	ENSRNOT00000019283	AF041838_g_at
ENSRNOG00000014248	ENSRNOT00000019283	AF041838_at
ENSRNOG00000011145	ENSRNOT00000014925	U16253_at
ENSRNOG00000011145	ENSRNOT00000033672	U16253_at
ENSRNOG00000035456	ENSRNOT00000053579	U95162_at
ENSRNOG00000035456	ENSRNOT00000053579	U95161_s_at
ENSRNOG00000016337	ENSRNOT00000022254	U76379_s_at
ENSRNOG00000016337	ENSRNOT00000022254	X78855_s_at
ENSRNOG00000016337	ENSRNOT00000022068	U76379_s_at
ENSRNOG00000016337	ENSRNOT00000022068	X78855_s_at
ENSRNOG00000020266	ENSRNOT00000047450	rc_AA963674_at
ENSRNOG00000020266	ENSRNOT00000047450	rc_AI178750_at
ENSRNOG00000020266	ENSRNOT00000047450	rc_AA892801_g_at
ENSRNOG00000020266	ENSRNOT00000047450	rc_AA892801_at
ENSRNOG00000055561	ENSRNOT00000078900	X58389cds_s_at
ENSRNOG00000015655	ENSRNOT00000021162	U26595_at
ENSRNOG00000015655	ENSRNOT00000021162	rc_AI145502_s_at
ENSRNOG00000054274	ENSRNOT00000081206	M88751_at
ENSRNOG00000022155	ENSRNOT00000029055	rc_AA892997_at
ENSRNOG00000010119	ENSRNOT00000013858	Y13148cds_at
ENSRNOG00000009867	ENSRNOT00000013516	U03491_at
ENSRNOG00000009867	ENSRNOT00000013516	U03491_g_at
ENSRNOG00000015320	ENSRNOT00000090051	D13124_s_at
ENSRNOG00000015320	ENSRNOT00000020676	D13124_s_at
ENSRNOG00000030126	ENSRNOT00000068108	X94351_at
ENSRNOG00000030126	ENSRNOT00000080071	X94351_at
ENSRNOG00000052140	ENSRNOT00000085766	AF029690_at
ENSRNOG00000005257	ENSRNOT00000041717	X57986mRNA_s_at
ENSRNOG00000005257	ENSRNOT00000041717	X57986mRNA_r_at
ENSRNOG00000003147	ENSRNOT00000059255	Y08355cds#2_at
ENSRNOG00000003147	ENSRNOT00000004308	rc_AI639167_at
ENSRNOG00000011511	ENSRNOT00000034723	rc_AA892246_at
ENSRNOG00000019302	ENSRNOT00000082121	L20821_at
ENSRNOG00000019302	ENSRNOT00000026224	L20821_at
ENSRNOG00000008047	ENSRNOT00000043572	M86235_at
ENSRNOG00000012447	ENSRNOT00000016626	rc_AA891571_at
ENSRNOG00000030387	ENSRNOT00000084867	K02814_g_at
ENSRNOG00000030387	ENSRNOT00000058479	K02814_g_at
ENSRNOG00000030387	ENSRNOT00000078131	M14369exon#2_at
ENSRNOG00000030387	ENSRNOT00000078131	K02814_g_at
ENSRNOG00000055956	ENSRNOT00000085875	rc_AA894148_s_at
ENSRNOG00000008812	ENSRNOT00000011838	rc_AA866454_g_at
ENSRNOG00000008812	ENSRNOT00000011838	rc_AA866454_at
ENSRNOG00000029993	ENSRNOT00000043533	U68168_at
ENSRNOG00000051483	ENSRNOT00000080422	U25264_at
ENSRNOG00000051483	ENSRNOT00000078917	U25264_at
ENSRNOG00000010588	ENSRNOT00000074212	rc_AA799494_at
ENSRNOG00000018822	ENSRNOT00000025576	U60282_at
ENSRNOG00000020369	ENSRNOT00000050760	X17012mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000050760	X16703_i_at
ENSRNOG00000020369	ENSRNOT00000050760	E00988mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000050760	X16703_r_at
ENSRNOG00000020369	ENSRNOT00000080246	X17012mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000080246	X16703_i_at
ENSRNOG00000020369	ENSRNOT00000080246	E00988mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000080246	X16703_r_at
ENSRNOG00000020369	ENSRNOT00000073850	X17012mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000073850	X16703_i_at
ENSRNOG00000020369	ENSRNOT00000073850	E00988mRNA_s_at
ENSRNOG00000020369	ENSRNOT00000073850	X16703_r_at
ENSRNOG00000003653	ENSRNOT00000004917	J04473_at
ENSRNOG00000003653	ENSRNOT00000004917	rc_AI171734_s_at
ENSRNOG00000001957	ENSRNOT00000002680	M86758_at
ENSRNOG00000001957	ENSRNOT00000002680	S76489_s_at
ENSRNOG00000019974	ENSRNOT00000027073	rc_AA818888_at
ENSRNOG00000009250	ENSRNOT00000012434	M77850_at
ENSRNOG00000001143	ENSRNOT00000086716	AF039218_at
ENSRNOG00000001143	ENSRNOT00000086716	AF070065_at
