Gene stable ID	Transcript stable ID	AFFY MG U74Bv2 probe
ENSMUSG00000024039	ENSMUST00000236853	112199_f_at
ENSMUSG00000024039	ENSMUST00000067801	162610_at
ENSMUSG00000024039	ENSMUST00000118504	162610_at
ENSMUSG00000024039	ENSMUST00000078509	162610_at
ENSMUSG00000024039	ENSMUST00000235180	162610_at
ENSMUSG00000024039	ENSMUST00000151597	162610_at
ENSMUSG00000039621	ENSMUST00000036719	111412_at
ENSMUSG00000039621	ENSMUST00000099080	111412_at
ENSMUSG00000039621	ENSMUST00000109246	111412_at
ENSMUSG00000039621	ENSMUST00000136974	111412_at
ENSMUSG00000020846	ENSMUST00000021207	111360_at
ENSMUSG00000041459	ENSMUST00000084125	109393_at
ENSMUSG00000041459	ENSMUST00000188380	109393_at
ENSMUSG00000041459	ENSMUST00000189041	109393_at
ENSMUSG00000041459	ENSMUST00000187937	109393_at
ENSMUSG00000041459	ENSMUST00000186317	109393_at
ENSMUSG00000041459	ENSMUST00000045180	109393_at
ENSMUSG00000041459	ENSMUST00000147391	109393_at
ENSMUSG00000041459	ENSMUST00000105699	109393_at
ENSMUSG00000041459	ENSMUST00000165113	109393_at
ENSMUSG00000041459	ENSMUST00000172073	109393_at
ENSMUSG00000041459	ENSMUST00000105702	109393_at
ENSMUSG00000006219	ENSMUST00000006381	115028_at
ENSMUSG00000006219	ENSMUST00000105784	115028_at
ENSMUSG00000006219	ENSMUST00000105785	115028_at
ENSMUSG00000030050	ENSMUST00000032129	162546_at
ENSMUSG00000054733	ENSMUST00000067927	107117_at
ENSMUSG00000054733	ENSMUST00000210428	107117_at
ENSMUSG00000054733	ENSMUST00000210363	107117_at
ENSMUSG00000036104	ENSMUST00000037649	108561_at
ENSMUSG00000036104	ENSMUST00000212506	108561_at
ENSMUSG00000036104	ENSMUST00000131884	108561_at
ENSMUSG00000089810	ENSMUST00000162209	117273_at
ENSMUSG00000049672	ENSMUST00000112674	111108_at
ENSMUSG00000049672	ENSMUST00000112674	163410_at
ENSMUSG00000049672	ENSMUST00000062369	111108_at
ENSMUSG00000049672	ENSMUST00000062369	163410_at
ENSMUSG00000049672	ENSMUST00000112676	111108_at
ENSMUSG00000049672	ENSMUST00000112676	163410_at
ENSMUSG00000066842	ENSMUST00000074783	116731_at
ENSMUSG00000066842	ENSMUST00000137197	116731_at
ENSMUSG00000066842	ENSMUST00000151899	116731_at
ENSMUSG00000021583	ENSMUST00000169114	111273_at
ENSMUSG00000032745	ENSMUST00000047627	107956_at
ENSMUSG00000032745	ENSMUST00000091236	107956_at
ENSMUSG00000032745	ENSMUST00000136471	107956_at
ENSMUSG00000032086	ENSMUST00000078111	109384_at
ENSMUSG00000032086	ENSMUST00000078111	162553_at
ENSMUSG00000032086	ENSMUST00000034591	109384_at
ENSMUSG00000032086	ENSMUST00000034591	162553_at
ENSMUSG00000032086	ENSMUST00000159970	109384_at
ENSMUSG00000032086	ENSMUST00000159970	162553_at
ENSMUSG00000009035	ENSMUST00000074991	108541_at
ENSMUSG00000009035	ENSMUST00000178522	108541_at
ENSMUSG00000009035	ENSMUST00000228002	108541_at
ENSMUSG00000038679	ENSMUST00000165201	110414_at
ENSMUSG00000038679	ENSMUST00000165201	116303_at
ENSMUSG00000038679	ENSMUST00000165201	115333_at
ENSMUSG00000038679	ENSMUST00000184458	110414_at
ENSMUSG00000038679	ENSMUST00000184458	115333_at
ENSMUSG00000038679	ENSMUST00000183757	110414_at
ENSMUSG00000038679	ENSMUST00000183757	115333_at
ENSMUSG00000038679	ENSMUST00000183997	110414_at
ENSMUSG00000038679	ENSMUST00000184885	110414_at
ENSMUSG00000038679	ENSMUST00000077935	110414_at
ENSMUSG00000065954	ENSMUST00000084512	112375_at
ENSMUSG00000065954	ENSMUST00000084512	111533_at
ENSMUSG00000065954	ENSMUST00000084030	112375_at
ENSMUSG00000065954	ENSMUST00000084030	111533_at
ENSMUSG00000065954	ENSMUST00000209441	111533_at
ENSMUSG00000046836	ENSMUST00000057062	111157_at
ENSMUSG00000046836	ENSMUST00000057062	110421_at
ENSMUSG00000046836	ENSMUST00000163528	111157_at
ENSMUSG00000046836	ENSMUST00000163528	110421_at
ENSMUSG00000046836	ENSMUST00000194327	110421_at
ENSMUSG00000046836	ENSMUST00000195054	111157_at
ENSMUSG00000046836	ENSMUST00000193326	111157_at
ENSMUSG00000046836	ENSMUST00000192829	111157_at
ENSMUSG00000098015	ENSMUST00000182210	111516_r_at
ENSMUSG00000098015	ENSMUST00000204519	111516_r_at
ENSMUSG00000072812	ENSMUST00000128258	113246_at
ENSMUSG00000072812	ENSMUST00000124526	105063_at
ENSMUSG00000072812	ENSMUST00000101010	113246_at
ENSMUSG00000029600	ENSMUST00000031599	112051_at
ENSMUSG00000029600	ENSMUST00000140554	112051_at
ENSMUSG00000029600	ENSMUST00000177800	112051_at
ENSMUSG00000020525	ENSMUST00000020835	163859_f_at
ENSMUSG00000020525	ENSMUST00000020835	113918_at
ENSMUSG00000063651	ENSMUST00000167591	162861_at
ENSMUSG00000063651	ENSMUST00000076276	162861_at
ENSMUSG00000045333	ENSMUST00000165770	108809_at
ENSMUSG00000045333	ENSMUST00000109655	108809_at
ENSMUSG00000045333	ENSMUST00000052250	108809_at
ENSMUSG00000051652	ENSMUST00000057608	115285_at
ENSMUSG00000029601	ENSMUST00000069259	164113_at
ENSMUSG00000029601	ENSMUST00000094391	164113_at
ENSMUSG00000111128	ENSMUST00000216609	117273_at
ENSMUSG00000042790	ENSMUST00000161203	104984_at
ENSMUSG00000042790	ENSMUST00000161203	117327_at
ENSMUSG00000042790	ENSMUST00000058720	104984_at
ENSMUSG00000042790	ENSMUST00000058720	117327_at
ENSMUSG00000042790	ENSMUST00000161187	117327_at
ENSMUSG00000042790	ENSMUST00000162369	117327_at
ENSMUSG00000042790	ENSMUST00000162699	104984_at
ENSMUSG00000042790	ENSMUST00000162699	117327_at
ENSMUSG00000042790	ENSMUST00000160699	104984_at
ENSMUSG00000042790	ENSMUST00000215005	104984_at
ENSMUSG00000027524	ENSMUST00000162473	114192_at
ENSMUSG00000027524	ENSMUST00000029030	114192_at
ENSMUSG00000027524	ENSMUST00000137369	114192_at
ENSMUSG00000022858	ENSMUST00000161286	104917_at
ENSMUSG00000039096	ENSMUST00000040487	110611_at
ENSMUSG00000039096	ENSMUST00000132274	110611_at
ENSMUSG00000108379	ENSMUST00000205913	112473_at
ENSMUSG00000108379	ENSMUST00000205795	112473_at
ENSMUSG00000028161	ENSMUST00000070198	112874_at
ENSMUSG00000028161	ENSMUST00000070198	163643_i_at
ENSMUSG00000028161	ENSMUST00000130768	111216_at
ENSMUSG00000020246	ENSMUST00000020478	163328_at
ENSMUSG00000020246	ENSMUST00000160681	105178_at
ENSMUSG00000020246	ENSMUST00000160681	163328_at
ENSMUSG00000033105	ENSMUST00000159013	107541_at
ENSMUSG00000033105	ENSMUST00000162475	107541_at
ENSMUSG00000033105	ENSMUST00000048678	107541_at
ENSMUSG00000033105	ENSMUST00000160671	107541_at
ENSMUSG00000033105	ENSMUST00000159172	107541_at
ENSMUSG00000020900	ENSMUST00000102611	109721_at
ENSMUSG00000020900	ENSMUST00000018887	109721_at
ENSMUSG00000020900	ENSMUST00000139059	109721_at
ENSMUSG00000020900	ENSMUST00000092984	109721_at
ENSMUSG00000031931	ENSMUST00000216372	163283_at
ENSMUSG00000031931	ENSMUST00000214456	163283_at
ENSMUSG00000031931	ENSMUST00000034406	163283_at
ENSMUSG00000042901	ENSMUST00000109166	109700_at
ENSMUSG00000042901	ENSMUST00000193625	109700_at
ENSMUSG00000042901	ENSMUST00000194652	109700_at
ENSMUSG00000042901	ENSMUST00000193359	109700_at
ENSMUSG00000042901	ENSMUST00000195268	109700_at
ENSMUSG00000033066	ENSMUST00000108682	113537_at
ENSMUSG00000078247	ENSMUST00000079529	164164_at
ENSMUSG00000078247	ENSMUST00000239232	164164_at
ENSMUSG00000078247	ENSMUST00000159791	164164_at
ENSMUSG00000040620	ENSMUST00000108527	107361_at
ENSMUSG00000040848	ENSMUST00000043338	111682_at
ENSMUSG00000040848	ENSMUST00000043338	104837_at
ENSMUSG00000040848	ENSMUST00000043338	106189_at
ENSMUSG00000040848	ENSMUST00000192185	111682_at
ENSMUSG00000040848	ENSMUST00000192185	104837_at
ENSMUSG00000040848	ENSMUST00000192185	106189_at
ENSMUSG00000040848	ENSMUST00000192565	106189_at
ENSMUSG00000107582	ENSMUST00000204450	111516_r_at
ENSMUSG00000029468	ENSMUST00000100737	116210_at
ENSMUSG00000029468	ENSMUST00000100737	112403_at
ENSMUSG00000029468	ENSMUST00000121489	116210_at
ENSMUSG00000029468	ENSMUST00000121489	112403_at
ENSMUSG00000029468	ENSMUST00000197102	116210_at
ENSMUSG00000029468	ENSMUST00000197102	112403_at
ENSMUSG00000029468	ENSMUST00000197042	116210_at
ENSMUSG00000029468	ENSMUST00000197042	112403_at
ENSMUSG00000000530	ENSMUST00000000542	163190_at
ENSMUSG00000000530	ENSMUST00000120754	163190_at
ENSMUSG00000021832	ENSMUST00000022380	163228_at
ENSMUSG00000056413	ENSMUST00000151450	117116_at
ENSMUSG00000056413	ENSMUST00000151450	108866_at
ENSMUSG00000056413	ENSMUST00000110865	117116_at
ENSMUSG00000056413	ENSMUST00000110865	108866_at
ENSMUSG00000056413	ENSMUST00000196271	117116_at
ENSMUSG00000056413	ENSMUST00000196271	108866_at
ENSMUSG00000056413	ENSMUST00000126762	117116_at
ENSMUSG00000056413	ENSMUST00000126762	108866_at
ENSMUSG00000056413	ENSMUST00000123748	117116_at
ENSMUSG00000056413	ENSMUST00000123748	108866_at
ENSMUSG00000047108	ENSMUST00000057236	163101_r_at
ENSMUSG00000089889	ENSMUST00000160231	163369_at
ENSMUSG00000089889	ENSMUST00000198455	163369_at
ENSMUSG00000089889	ENSMUST00000162890	163369_at
ENSMUSG00000090093	ENSMUST00000109060	114117_f_at
ENSMUSG00000090093	ENSMUST00000108929	114117_f_at
ENSMUSG00000044309	ENSMUST00000062562	111681_f_at
ENSMUSG00000001844	ENSMUST00000001900	162800_at
ENSMUSG00000001844	ENSMUST00000159813	162800_at
ENSMUSG00000001844	ENSMUST00000161915	162800_at
ENSMUSG00000001844	ENSMUST00000162287	162800_at
ENSMUSG00000001844	ENSMUST00000159941	162800_at
ENSMUSG00000001844	ENSMUST00000162941	162800_at
ENSMUSG00000035181	ENSMUST00000040583	112355_at
ENSMUSG00000035181	ENSMUST00000220369	112355_at
ENSMUSG00000091636	ENSMUST00000169935	108943_at
ENSMUSG00000091636	ENSMUST00000233983	108943_at
ENSMUSG00000034731	ENSMUST00000226342	112690_at
ENSMUSG00000034731	ENSMUST00000226342	164003_at
ENSMUSG00000034731	ENSMUST00000227537	164003_at
ENSMUSG00000034731	ENSMUST00000228362	164003_at
ENSMUSG00000034731	ENSMUST00000227767	164003_at
ENSMUSG00000034731	ENSMUST00000074729	164003_at
ENSMUSG00000061838	ENSMUST00000204224	105014_at
ENSMUSG00000078903	ENSMUST00000109056	114117_f_at
ENSMUSG00000078903	ENSMUST00000109058	114117_f_at
ENSMUSG00000078903	ENSMUST00000165892	114117_f_at
ENSMUSG00000025321	ENSMUST00000026360	114164_at
ENSMUSG00000025321	ENSMUST00000026360	106886_at
ENSMUSG00000068696	ENSMUST00000090473	163579_at
ENSMUSG00000034430	ENSMUST00000113539	113053_at
ENSMUSG00000034430	ENSMUST00000075117	117039_at
ENSMUSG00000034430	ENSMUST00000203493	113053_at
ENSMUSG00000032624	ENSMUST00000096766	163106_at
ENSMUSG00000032624	ENSMUST00000049503	163106_at
ENSMUSG00000032624	ENSMUST00000112363	163106_at
ENSMUSG00000032624	ENSMUST00000234460	163106_at
ENSMUSG00000032624	ENSMUST00000235121	163106_at
ENSMUSG00000023122	ENSMUST00000023886	163151_at
ENSMUSG00000041733	ENSMUST00000040421	113212_at
ENSMUSG00000041733	ENSMUST00000129024	113212_at
ENSMUSG00000055371	ENSMUST00000102759	113629_at
ENSMUSG00000021884	ENSMUST00000156431	116841_at
ENSMUSG00000021884	ENSMUST00000022437	116841_at
ENSMUSG00000021884	ENSMUST00000140078	116841_at
ENSMUSG00000021884	ENSMUST00000139501	116841_at
ENSMUSG00000021884	ENSMUST00000167066	116841_at
ENSMUSG00000021884	ENSMUST00000165955	116841_at
ENSMUSG00000021884	ENSMUST00000171414	116841_at
ENSMUSG00000021884	ENSMUST00000127204	116841_at
ENSMUSG00000021189	ENSMUST00000021606	164151_at
ENSMUSG00000021189	ENSMUST00000021606	113310_f_at
ENSMUSG00000021189	ENSMUST00000021606	113311_r_at
ENSMUSG00000021182	ENSMUST00000223416	164159_at
ENSMUSG00000021182	ENSMUST00000223097	164159_at
ENSMUSG00000037594	ENSMUST00000037014	107368_at
ENSMUSG00000073478	ENSMUST00000139056	113461_at
ENSMUSG00000073478	ENSMUST00000194375	113461_at
ENSMUSG00000032580	ENSMUST00000182659	107393_at
ENSMUSG00000032580	ENSMUST00000182659	114275_at
ENSMUSG00000032580	ENSMUST00000182659	114011_at
ENSMUSG00000032580	ENSMUST00000183307	107393_at
ENSMUSG00000032580	ENSMUST00000183307	113319_at
ENSMUSG00000032580	ENSMUST00000183307	114275_at
ENSMUSG00000032580	ENSMUST00000183307	114011_at
ENSMUSG00000032580	ENSMUST00000194801	114275_at
ENSMUSG00000032580	ENSMUST00000194801	114011_at
ENSMUSG00000032580	ENSMUST00000182371	107393_at
ENSMUSG00000032580	ENSMUST00000182371	114275_at
ENSMUSG00000032580	ENSMUST00000182371	114011_at
ENSMUSG00000032580	ENSMUST00000035199	107393_at
ENSMUSG00000032580	ENSMUST00000035199	114275_at
ENSMUSG00000032580	ENSMUST00000035199	114011_at
ENSMUSG00000032580	ENSMUST00000182026	114011_at
ENSMUSG00000032580	ENSMUST00000182215	114011_at
ENSMUSG00000032580	ENSMUST00000182332	114011_at
ENSMUSG00000032580	ENSMUST00000182421	107393_at
ENSMUSG00000032580	ENSMUST00000182304	107393_at
ENSMUSG00000032580	ENSMUST00000182022	113319_at
ENSMUSG00000032580	ENSMUST00000183248	113319_at
ENSMUSG00000032580	ENSMUST00000182073	105487_at
ENSMUSG00000104610	ENSMUST00000197127	115238_at
ENSMUSG00000030049	ENSMUST00000032128	162547_at
ENSMUSG00000037499	ENSMUST00000046770	113997_at
ENSMUSG00000042404	ENSMUST00000129564	110330_at
ENSMUSG00000042404	ENSMUST00000098914	110330_at
ENSMUSG00000042404	ENSMUST00000141139	110330_at
ENSMUSG00000063972	ENSMUST00000112877	114723_at
ENSMUSG00000063972	ENSMUST00000112877	107016_at
ENSMUSG00000063972	ENSMUST00000168098	114723_at
ENSMUSG00000063972	ENSMUST00000168098	107016_at
ENSMUSG00000063972	ENSMUST00000076275	114723_at
ENSMUSG00000063972	ENSMUST00000076275	107016_at
ENSMUSG00000018476	ENSMUST00000094077	113141_at
ENSMUSG00000018476	ENSMUST00000094077	109520_at
ENSMUSG00000046532	ENSMUST00000052837	116856_at
ENSMUSG00000033014	ENSMUST00000029444	113059_at
ENSMUSG00000033014	ENSMUST00000029444	110374_at
ENSMUSG00000033014	ENSMUST00000106860	110374_at
ENSMUSG00000033014	ENSMUST00000197365	110374_at
ENSMUSG00000000532	ENSMUST00000000544	114363_at
ENSMUSG00000085436	ENSMUST00000129364	105263_at
ENSMUSG00000085436	ENSMUST00000142338	105263_at
ENSMUSG00000039849	ENSMUST00000145327	117241_at
ENSMUSG00000039849	ENSMUST00000041643	117241_at
ENSMUSG00000039849	ENSMUST00000041643	116154_at
ENSMUSG00000039849	ENSMUST00000122810	117241_at
ENSMUSG00000026504	ENSMUST00000056773	105608_at
ENSMUSG00000026504	ENSMUST00000133305	105608_at
ENSMUSG00000026504	ENSMUST00000027785	105608_at
ENSMUSG00000026504	ENSMUST00000123409	105608_at
ENSMUSG00000012117	ENSMUST00000144668	114721_at
ENSMUSG00000012117	ENSMUST00000144668	113155_at
ENSMUSG00000012117	ENSMUST00000146241	114721_at
ENSMUSG00000012117	ENSMUST00000146241	113155_at
ENSMUSG00000012117	ENSMUST00000105887	113155_at
ENSMUSG00000012117	ENSMUST00000012262	114721_at
ENSMUSG00000012117	ENSMUST00000012262	113155_at
ENSMUSG00000012117	ENSMUST00000134096	114721_at
ENSMUSG00000012117	ENSMUST00000134096	113155_at
ENSMUSG00000012117	ENSMUST00000142660	114721_at
ENSMUSG00000012117	ENSMUST00000142660	113155_at
ENSMUSG00000012117	ENSMUST00000105889	113155_at
ENSMUSG00000026796	ENSMUST00000028135	110334_at
ENSMUSG00000026796	ENSMUST00000151607	110334_at
ENSMUSG00000021338	ENSMUST00000125901	112877_at
ENSMUSG00000021338	ENSMUST00000151566	112877_at
ENSMUSG00000021338	ENSMUST00000072889	112877_at
ENSMUSG00000021338	ENSMUST00000110398	112877_at
ENSMUSG00000027575	ENSMUST00000108862	112374_at
ENSMUSG00000027575	ENSMUST00000029092	112374_at
ENSMUSG00000027575	ENSMUST00000145629	112374_at
ENSMUSG00000027575	ENSMUST00000136590	112374_at
ENSMUSG00000027575	ENSMUST00000108860	112374_at
ENSMUSG00000027575	ENSMUST00000108859	112374_at
ENSMUSG00000027575	ENSMUST00000184394	112374_at
ENSMUSG00000027575	ENSMUST00000148908	112374_at
ENSMUSG00000005882	ENSMUST00000136933	117057_at
ENSMUSG00000005882	ENSMUST00000136933	113140_at
ENSMUSG00000005882	ENSMUST00000152818	113140_at
ENSMUSG00000005882	ENSMUST00000151078	113140_at
ENSMUSG00000005882	ENSMUST00000109632	117057_at
ENSMUSG00000005882	ENSMUST00000109632	113140_at
ENSMUSG00000005882	ENSMUST00000109636	117057_at
ENSMUSG00000005882	ENSMUST00000109636	113140_at
ENSMUSG00000005882	ENSMUST00000152766	117057_at
ENSMUSG00000005882	ENSMUST00000152766	113140_at
ENSMUSG00000005882	ENSMUST00000161484	113140_at
ENSMUSG00000005882	ENSMUST00000006036	117057_at
ENSMUSG00000005882	ENSMUST00000139232	117057_at
ENSMUSG00000005882	ENSMUST00000139232	113140_at
ENSMUSG00000005882	ENSMUST00000123790	117057_at
ENSMUSG00000005882	ENSMUST00000133726	117057_at
ENSMUSG00000005882	ENSMUST00000141501	117057_at
ENSMUSG00000005882	ENSMUST00000146995	117057_at
ENSMUSG00000005882	ENSMUST00000146995	107327_at
ENSMUSG00000005882	ENSMUST00000162258	117057_at
ENSMUSG00000005882	ENSMUST00000162749	117057_at
ENSMUSG00000005882	ENSMUST00000155680	117057_at
ENSMUSG00000005882	ENSMUST00000142655	117057_at
ENSMUSG00000070034	ENSMUST00000143363	115080_f_at
ENSMUSG00000070034	ENSMUST00000143363	115081_r_at
ENSMUSG00000070034	ENSMUST00000152399	115080_f_at
ENSMUSG00000070034	ENSMUST00000152399	115081_r_at
ENSMUSG00000070034	ENSMUST00000151690	115080_f_at
ENSMUSG00000070034	ENSMUST00000151690	115081_r_at
ENSMUSG00000070034	ENSMUST00000150114	113838_at
ENSMUSG00000070034	ENSMUST00000130727	113838_at
ENSMUSG00000020231	ENSMUST00000160048	114468_at
ENSMUSG00000020231	ENSMUST00000159807	114468_at
ENSMUSG00000020231	ENSMUST00000036033	114468_at
ENSMUSG00000020231	ENSMUST00000159486	114468_at
ENSMUSG00000020231	ENSMUST00000105417	114468_at
ENSMUSG00000021012	ENSMUST00000110104	107038_r_at
ENSMUSG00000021012	ENSMUST00000110104	107037_f_at
ENSMUSG00000021012	ENSMUST00000222461	107038_r_at
ENSMUSG00000021012	ENSMUST00000222461	107037_f_at
ENSMUSG00000021012	ENSMUST00000057000	107038_r_at
ENSMUSG00000021012	ENSMUST00000057000	107037_f_at
ENSMUSG00000021012	ENSMUST00000110105	107038_r_at
ENSMUSG00000021012	ENSMUST00000110105	107037_f_at
ENSMUSG00000021012	ENSMUST00000222146	107038_r_at
ENSMUSG00000021012	ENSMUST00000222146	107037_f_at
ENSMUSG00000021012	ENSMUST00000222632	107038_r_at
ENSMUSG00000021012	ENSMUST00000222632	107037_f_at
ENSMUSG00000008429	ENSMUST00000008573	162549_at
ENSMUSG00000032571	ENSMUST00000191268	106667_at
ENSMUSG00000032571	ENSMUST00000065778	106667_at
ENSMUSG00000032571	ENSMUST00000189691	106667_at
ENSMUSG00000032571	ENSMUST00000214254	106667_at
ENSMUSG00000039834	ENSMUST00000041361	115048_at
ENSMUSG00000039834	ENSMUST00000183830	115048_at
ENSMUSG00000057074	ENSMUST00000044602	164228_at
ENSMUSG00000026469	ENSMUST00000027741	109972_at
ENSMUSG00000026469	ENSMUST00000111775	109972_at
ENSMUSG00000026469	ENSMUST00000192359	105913_at
ENSMUSG00000028369	ENSMUST00000042850	164056_at
ENSMUSG00000115022	ENSMUST00000167175	116841_at
ENSMUSG00000028641	ENSMUST00000121111	108045_at
ENSMUSG00000028641	ENSMUST00000030393	108045_at
ENSMUSG00000028641	ENSMUST00000153940	108045_at
ENSMUSG00000028641	ENSMUST00000102662	108045_at
ENSMUSG00000028641	ENSMUST00000136278	108045_at
ENSMUSG00000028641	ENSMUST00000081606	108045_at
ENSMUSG00000028641	ENSMUST00000142361	108045_at
ENSMUSG00000028641	ENSMUST00000134548	108045_at
ENSMUSG00000028641	ENSMUST00000127087	108045_at
ENSMUSG00000057606	ENSMUST00000112027	116571_at
ENSMUSG00000057606	ENSMUST00000150054	116571_at
ENSMUSG00000108503	ENSMUST00000206478	116995_at
ENSMUSG00000060188	ENSMUST00000200880	114990_at
ENSMUSG00000060188	ENSMUST00000074040	114990_at
ENSMUSG00000027716	ENSMUST00000029271	163908_at
ENSMUSG00000091623	ENSMUST00000166606	107317_at
ENSMUSG00000091623	ENSMUST00000046721	107317_at
ENSMUSG00000021621	ENSMUST00000022121	163767_at
ENSMUSG00000021621	ENSMUST00000178637	163767_at
ENSMUSG00000021621	ENSMUST00000178084	163767_at
ENSMUSG00000019699	ENSMUST00000111159	105742_at
ENSMUSG00000019699	ENSMUST00000111160	105742_at
ENSMUSG00000078899	ENSMUST00000121393	114117_f_at
ENSMUSG00000078899	ENSMUST00000109050	114117_f_at
ENSMUSG00000035491	ENSMUST00000048382	163159_at
ENSMUSG00000035469	ENSMUST00000043227	105423_at
ENSMUSG00000035469	ENSMUST00000174009	105423_at
ENSMUSG00000035469	ENSMUST00000022551	105423_at
ENSMUSG00000048495	ENSMUST00000162686	163735_at
ENSMUSG00000048495	ENSMUST00000097732	163735_at
ENSMUSG00000048495	ENSMUST00000079998	163735_at
ENSMUSG00000048495	ENSMUST00000162663	163735_at
ENSMUSG00000048495	ENSMUST00000161727	163735_at
ENSMUSG00000048495	ENSMUST00000160837	163735_at
ENSMUSG00000048495	ENSMUST00000161092	163735_at
ENSMUSG00000022108	ENSMUST00000228637	111727_at
ENSMUSG00000078695	ENSMUST00000107583	109755_at
ENSMUSG00000078695	ENSMUST00000107584	109755_at
ENSMUSG00000078695	ENSMUST00000107585	109755_at
ENSMUSG00000020491	ENSMUST00000073924	163394_at
ENSMUSG00000060012	ENSMUST00000224503	114213_at
ENSMUSG00000071234	ENSMUST00000095550	105365_at
ENSMUSG00000071234	ENSMUST00000222422	105365_at
ENSMUSG00000016940	ENSMUST00000103035	109173_at
ENSMUSG00000016940	ENSMUST00000106533	109173_at
ENSMUSG00000016940	ENSMUST00000143775	109173_at
ENSMUSG00000078897	ENSMUST00000109045	114117_f_at
ENSMUSG00000078897	ENSMUST00000109046	114117_f_at
ENSMUSG00000029650	ENSMUST00000118527	117042_at
ENSMUSG00000029650	ENSMUST00000031655	117042_at
ENSMUSG00000029650	ENSMUST00000152064	117042_at
ENSMUSG00000061887	ENSMUST00000030367	117147_at
ENSMUSG00000061887	ENSMUST00000030367	112680_at
ENSMUSG00000061887	ENSMUST00000072753	112680_at
ENSMUSG00000061887	ENSMUST00000097934	112680_at
ENSMUSG00000061887	ENSMUST00000146659	117147_at
ENSMUSG00000061887	ENSMUST00000146659	112680_at
ENSMUSG00000061887	ENSMUST00000141963	117147_at
ENSMUSG00000061887	ENSMUST00000141963	112680_at
ENSMUSG00000061887	ENSMUST00000124936	117147_at
ENSMUSG00000061887	ENSMUST00000124936	112680_at
ENSMUSG00000061887	ENSMUST00000133827	117147_at
ENSMUSG00000061887	ENSMUST00000133827	112680_at
ENSMUSG00000061887	ENSMUST00000136487	117147_at
ENSMUSG00000061887	ENSMUST00000136487	112680_at
ENSMUSG00000008658	ENSMUST00000056416	116949_at
ENSMUSG00000008658	ENSMUST00000056416	163632_at
ENSMUSG00000008658	ENSMUST00000229741	116949_at
ENSMUSG00000008658	ENSMUST00000229741	163632_at
