Gene stable ID	Transcript stable ID	AFFY MOE430A probe
ENSMUSG00000088008	ENSMUST00000157383	1423575_a_at
ENSMUSG00000064450	ENSMUST00000082516	1450150_a_at
ENSMUSG00000064390	ENSMUST00000082456	1422475_a_at
ENSMUSG00000098774	ENSMUST00000183859	1453111_a_at
ENSMUSG00000098774	ENSMUST00000183859	1439410_x_at
ENSMUSG00000098774	ENSMUST00000183859	1456176_x_at
ENSMUSG00000106169	ENSMUST00000196776	1421197_a_at
ENSMUSG00000065160	ENSMUST00000083226	1455904_at
ENSMUSG00000065160	ENSMUST00000083226	1436222_at
ENSMUSG00000088929	ENSMUST00000158304	1436558_at
ENSMUSG00000093133	ENSMUST00000175392	1454793_x_at
ENSMUSG00000093133	ENSMUST00000175392	1419653_a_at
ENSMUSG00000093133	ENSMUST00000175392	1438371_x_at
ENSMUSG00000064612	ENSMUST00000082678	1448252_a_at
ENSMUSG00000099059	ENSMUST00000183523	1450200_s_at
ENSMUSG00000099059	ENSMUST00000183523	1421326_at
ENSMUSG00000095221	ENSMUST00000179812	1418550_x_at
ENSMUSG00000096082	ENSMUST00000178062	1427598_at
ENSMUSG00000076010	ENSMUST00000102056	1450832_at
ENSMUSG00000064751	ENSMUST00000082817	1455319_x_at
ENSMUSG00000064751	ENSMUST00000082817	1437610_x_at
ENSMUSG00000064751	ENSMUST00000082817	1436760_a_at
ENSMUSG00000089253	ENSMUST00000158628	1417298_at
ENSMUSG00000076138	ENSMUST00000102184	1424635_at
ENSMUSG00000065013	ENSMUST00000083079	1428055_at
ENSMUSG00000099081	ENSMUST00000185047	1426771_at
ENSMUSG00000064440	ENSMUST00000082506	1424843_a_at
ENSMUSG00000064440	ENSMUST00000082506	1436222_at
ENSMUSG00000102478	ENSMUST00000191852	1426854_a_at
ENSMUSG00000102478	ENSMUST00000195236	1426854_a_at
ENSMUSG00000073489	ENSMUST00000111214	1419603_at
ENSMUSG00000073489	ENSMUST00000111214	1452348_s_at
ENSMUSG00000032193	ENSMUST00000034713	1450383_at
ENSMUSG00000032193	ENSMUST00000034713	1421821_at
ENSMUSG00000032193	ENSMUST00000213114	1450383_at
ENSMUSG00000032193	ENSMUST00000213114	1421821_at
ENSMUSG00000032193	ENSMUST00000214359	1431947_at
ENSMUSG00000032193	ENSMUST00000217613	1431947_at
ENSMUSG00000032193	ENSMUST00000214549	1450383_at
ENSMUSG00000032193	ENSMUST00000214549	1421821_at
ENSMUSG00000032079	ENSMUST00000121598	1417610_at
ENSMUSG00000032079	ENSMUST00000214202	1417610_at
ENSMUSG00000032079	ENSMUST00000215458	1417610_at
ENSMUSG00000032079	ENSMUST00000034584	1417610_at
ENSMUSG00000042622	ENSMUST00000229130	1418936_at
ENSMUSG00000042622	ENSMUST00000096350	1418936_at
ENSMUSG00000042622	ENSMUST00000163691	1418936_at
ENSMUSG00000042622	ENSMUST00000229285	1418936_at
ENSMUSG00000024754	ENSMUST00000025663	1424711_at
ENSMUSG00000024754	ENSMUST00000025663	1451458_at
ENSMUSG00000024754	ENSMUST00000096194	1424711_at
ENSMUSG00000024754	ENSMUST00000096194	1451458_at
ENSMUSG00000038437	ENSMUST00000044730	1451685_at
ENSMUSG00000038437	ENSMUST00000044730	1425360_at
ENSMUSG00000038437	ENSMUST00000155835	1451685_at
ENSMUSG00000038437	ENSMUST00000155835	1425360_at
ENSMUSG00000038437	ENSMUST00000107586	1451685_at
ENSMUSG00000038437	ENSMUST00000107586	1425360_at
ENSMUSG00000021585	ENSMUST00000222588	1426098_a_at
ENSMUSG00000021585	ENSMUST00000222588	1451413_at
ENSMUSG00000021585	ENSMUST00000223206	1426098_a_at
ENSMUSG00000021585	ENSMUST00000223206	1451413_at
ENSMUSG00000021585	ENSMUST00000223033	1426098_a_at
ENSMUSG00000021585	ENSMUST00000223033	1451413_at
ENSMUSG00000021585	ENSMUST00000223126	1426098_a_at
ENSMUSG00000021585	ENSMUST00000223126	1451413_at
ENSMUSG00000021585	ENSMUST00000065629	1426098_a_at
ENSMUSG00000021585	ENSMUST00000065629	1451413_at
ENSMUSG00000021585	ENSMUST00000220738	1426098_a_at
ENSMUSG00000021585	ENSMUST00000223309	1426098_a_at
ENSMUSG00000017831	ENSMUST00000017975	1416426_at
ENSMUSG00000081344	ENSMUST00000121320	1415833_x_at
ENSMUSG00000081344	ENSMUST00000121320	1437413_x_at
ENSMUSG00000081344	ENSMUST00000121320	1438859_x_at
ENSMUSG00000029648	ENSMUST00000031653	1454037_a_at
ENSMUSG00000029648	ENSMUST00000031653	1419300_at
ENSMUSG00000029648	ENSMUST00000110529	1454037_a_at
ENSMUSG00000029648	ENSMUST00000110529	1451756_at
ENSMUSG00000029648	ENSMUST00000031652	1454037_a_at
ENSMUSG00000001506	ENSMUST00000001547	1423669_at
ENSMUSG00000001506	ENSMUST00000001547	1455494_at
ENSMUSG00000031245	ENSMUST00000033597	1418152_at
ENSMUSG00000059775	ENSMUST00000077208	1415876_a_at
ENSMUSG00000059775	ENSMUST00000212102	1415876_a_at
ENSMUSG00000051220	ENSMUST00000056904	1424766_at
ENSMUSG00000005681	ENSMUST00000111321	1417950_a_at
ENSMUSG00000005681	ENSMUST00000005824	1417950_a_at
ENSMUSG00000005681	ENSMUST00000111320	1417950_a_at
ENSMUSG00000005681	ENSMUST00000111319	1417950_a_at
ENSMUSG00000037544	ENSMUST00000043296	1455730_at
ENSMUSG00000037544	ENSMUST00000177822	1455730_at
ENSMUSG00000037544	ENSMUST00000180299	1455730_at
ENSMUSG00000037544	ENSMUST00000178661	1455730_at
ENSMUSG00000024222	ENSMUST00000079413	1448231_at
ENSMUSG00000024222	ENSMUST00000079413	1416125_at
ENSMUSG00000024222	ENSMUST00000114792	1448231_at
ENSMUSG00000024222	ENSMUST00000114792	1416125_at
ENSMUSG00000024222	ENSMUST00000233102	1448231_at
ENSMUSG00000024222	ENSMUST00000233102	1416125_at
ENSMUSG00000024222	ENSMUST00000233870	1448231_at
ENSMUSG00000024222	ENSMUST00000233372	1448231_at
ENSMUSG00000024222	ENSMUST00000233372	1416125_at
ENSMUSG00000024222	ENSMUST00000177939	1448231_at
ENSMUSG00000024222	ENSMUST00000177939	1416125_at
ENSMUSG00000031320	ENSMUST00000033683	1416276_a_at
ENSMUSG00000031320	ENSMUST00000155028	1416276_a_at
ENSMUSG00000051989	ENSMUST00000063641	1417402_at
ENSMUSG00000051989	ENSMUST00000118064	1417402_at
ENSMUSG00000054675	ENSMUST00000067853	1451344_at
ENSMUSG00000054675	ENSMUST00000160374	1451344_at
ENSMUSG00000028017	ENSMUST00000029653	1418093_a_at
ENSMUSG00000028017	ENSMUST00000197079	1418093_a_at
ENSMUSG00000028017	ENSMUST00000199615	1418093_a_at
ENSMUSG00000028017	ENSMUST00000197250	1418093_a_at
ENSMUSG00000054414	ENSMUST00000067485	1450697_at
ENSMUSG00000053897	ENSMUST00000081978	1448482_at
ENSMUSG00000053897	ENSMUST00000081978	1416832_at
ENSMUSG00000053897	ENSMUST00000029810	1448482_at
ENSMUSG00000053897	ENSMUST00000029810	1416832_at
ENSMUSG00000053897	ENSMUST00000133810	1448482_at
ENSMUSG00000053897	ENSMUST00000133810	1416832_at
ENSMUSG00000053897	ENSMUST00000167390	1448482_at
ENSMUSG00000053897	ENSMUST00000167390	1416832_at
ENSMUSG00000053897	ENSMUST00000180196	1448482_at
ENSMUSG00000053897	ENSMUST00000180196	1416832_at
ENSMUSG00000031246	ENSMUST00000033598	1436997_x_at
ENSMUSG00000031246	ENSMUST00000033598	1428107_at
ENSMUSG00000031246	ENSMUST00000033598	1421871_at
ENSMUSG00000033854	ENSMUST00000221240	1431613_a_at
ENSMUSG00000033854	ENSMUST00000110113	1431613_a_at
ENSMUSG00000033854	ENSMUST00000221305	1431613_a_at
ENSMUSG00000033854	ENSMUST00000221906	1431613_a_at
ENSMUSG00000094672	ENSMUST00000162046	1421719_at
ENSMUSG00000094672	ENSMUST00000233160	1421719_at
ENSMUSG00000094672	ENSMUST00000233622	1421719_at
ENSMUSG00000040276	ENSMUST00000114873	1449381_a_at
ENSMUSG00000040276	ENSMUST00000045896	1449381_a_at
ENSMUSG00000040276	ENSMUST00000045896	1449380_at
ENSMUSG00000040276	ENSMUST00000232437	1449381_a_at
ENSMUSG00000040276	ENSMUST00000232437	1449380_at
ENSMUSG00000040276	ENSMUST00000231669	1449381_a_at
ENSMUSG00000040276	ENSMUST00000231669	1449380_at
ENSMUSG00000040276	ENSMUST00000097360	1449381_a_at
ENSMUSG00000040276	ENSMUST00000231350	1449381_a_at
ENSMUSG00000040276	ENSMUST00000114872	1449381_a_at
ENSMUSG00000040276	ENSMUST00000232225	1449381_a_at
ENSMUSG00000040276	ENSMUST00000231854	1449381_a_at
ENSMUSG00000010406	ENSMUST00000010550	1460701_a_at
ENSMUSG00000010406	ENSMUST00000010550	1415762_x_at
ENSMUSG00000010406	ENSMUST00000010550	1415761_at
ENSMUSG00000010406	ENSMUST00000228871	1415761_at
ENSMUSG00000010406	ENSMUST00000199153	1455366_at
ENSMUSG00000010406	ENSMUST00000199153	1415761_at
ENSMUSG00000010406	ENSMUST00000200217	1415761_at
ENSMUSG00000010406	ENSMUST00000199195	1460701_a_at
ENSMUSG00000010406	ENSMUST00000199195	1415762_x_at
ENSMUSG00000010406	ENSMUST00000199195	1415761_at
ENSMUSG00000010406	ENSMUST00000199689	1460701_a_at
ENSMUSG00000010406	ENSMUST00000199689	1415762_x_at
ENSMUSG00000010406	ENSMUST00000199689	1415761_at
ENSMUSG00000010406	ENSMUST00000196273	1460701_a_at
ENSMUSG00000020163	ENSMUST00000138428	1448292_at
ENSMUSG00000020163	ENSMUST00000020372	1448292_at
ENSMUSG00000020163	ENSMUST00000141683	1448292_at
ENSMUSG00000057346	ENSMUST00000089452	1424518_at
ENSMUSG00000057346	ENSMUST00000081776	1424518_at
ENSMUSG00000057346	ENSMUST00000231161	1424518_at
ENSMUSG00000022099	ENSMUST00000022694	1460223_a_at
ENSMUSG00000022099	ENSMUST00000110984	1460223_a_at
ENSMUSG00000022099	ENSMUST00000228295	1460223_a_at
ENSMUSG00000022099	ENSMUST00000228001	1460223_a_at
ENSMUSG00000022099	ENSMUST00000228009	1460223_a_at
ENSMUSG00000022099	ENSMUST00000228824	1460223_a_at
ENSMUSG00000022099	ENSMUST00000022695	1460223_a_at
ENSMUSG00000009585	ENSMUST00000175714	1417470_at
ENSMUSG00000009585	ENSMUST00000177006	1417470_at
ENSMUSG00000009585	ENSMUST00000175752	1417470_at
ENSMUSG00000009585	ENSMUST00000176325	1417470_at
ENSMUSG00000009585	ENSMUST00000023054	1417470_at
ENSMUSG00000009585	ENSMUST00000230135	1417470_at
ENSMUSG00000009585	ENSMUST00000176644	1417470_at
ENSMUSG00000009585	ENSMUST00000230741	1417470_at
ENSMUSG00000009585	ENSMUST00000175827	1417470_at
ENSMUSG00000009585	ENSMUST00000109620	1417470_at
ENSMUSG00000009585	ENSMUST00000165537	1417470_at
ENSMUSG00000020137	ENSMUST00000218842	1421177_at
ENSMUSG00000020137	ENSMUST00000020346	1421177_at
ENSMUSG00000058715	ENSMUST00000079957	1418340_at
ENSMUSG00000058715	ENSMUST00000193973	1418340_at
ENSMUSG00000058715	ENSMUST00000150997	1418340_at
ENSMUSG00000026883	ENSMUST00000112992	1433558_at
ENSMUSG00000026883	ENSMUST00000156669	1433558_at
ENSMUSG00000026883	ENSMUST00000112983	1433558_at
ENSMUSG00000026883	ENSMUST00000112987	1433558_at
ENSMUSG00000026883	ENSMUST00000112986	1433558_at
ENSMUSG00000026883	ENSMUST00000065001	1433558_at
ENSMUSG00000026883	ENSMUST00000112981	1433558_at
ENSMUSG00000026883	ENSMUST00000091010	1433558_at
ENSMUSG00000026883	ENSMUST00000145698	1433558_at
ENSMUSG00000026883	ENSMUST00000135741	1433558_at
ENSMUSG00000036934	ENSMUST00000047749	1454136_a_at
ENSMUSG00000038312	ENSMUST00000040833	1423695_at
ENSMUSG00000027187	ENSMUST00000028610	1416429_a_at
ENSMUSG00000027187	ENSMUST00000028610	1416430_at
ENSMUSG00000023403	ENSMUST00000024171	1425317_x_at
ENSMUSG00000023403	ENSMUST00000024171	1454138_a_at
ENSMUSG00000023403	ENSMUST00000163954	1425317_x_at
ENSMUSG00000023403	ENSMUST00000163954	1454138_a_at
ENSMUSG00000023403	ENSMUST00000172459	1425317_x_at
ENSMUSG00000023403	ENSMUST00000172459	1454138_a_at
ENSMUSG00000023403	ENSMUST00000167846	1454138_a_at
ENSMUSG00000010830	ENSMUST00000010974	1418538_at
ENSMUSG00000048163	ENSMUST00000201931	1449127_at
ENSMUSG00000048163	ENSMUST00000100874	1449127_at
ENSMUSG00000048163	ENSMUST00000201194	1449127_at
ENSMUSG00000048163	ENSMUST00000202555	1449127_at
ENSMUSG00000048163	ENSMUST00000199109	1449127_at
ENSMUSG00000030505	ENSMUST00000140656	1431768_a_at
ENSMUSG00000030505	ENSMUST00000140656	1454008_at
ENSMUSG00000030505	ENSMUST00000032715	1431768_a_at
ENSMUSG00000030505	ENSMUST00000032715	1426749_at
ENSMUSG00000030505	ENSMUST00000152127	1431768_a_at
ENSMUSG00000030505	ENSMUST00000152127	1454008_at
ENSMUSG00000030505	ENSMUST00000147401	1431768_a_at
ENSMUSG00000030505	ENSMUST00000148996	1431768_a_at
ENSMUSG00000030505	ENSMUST00000148996	1454008_at
ENSMUSG00000030505	ENSMUST00000145666	1431768_a_at
ENSMUSG00000030505	ENSMUST00000146052	1431768_a_at
ENSMUSG00000028546	ENSMUST00000106603	1450258_a_at
ENSMUSG00000028546	ENSMUST00000106603	1452894_at
ENSMUSG00000028546	ENSMUST00000106603	1428741_at
ENSMUSG00000028546	ENSMUST00000102723	1450258_a_at
ENSMUSG00000028546	ENSMUST00000102723	1452894_at
ENSMUSG00000028546	ENSMUST00000102723	1428741_at
ENSMUSG00000028546	ENSMUST00000106598	1450258_a_at
ENSMUSG00000028546	ENSMUST00000106598	1452894_at
ENSMUSG00000028546	ENSMUST00000106598	1428741_at
ENSMUSG00000028546	ENSMUST00000106597	1450258_a_at
ENSMUSG00000028546	ENSMUST00000106597	1452894_at
ENSMUSG00000028546	ENSMUST00000106597	1428741_at
ENSMUSG00000028546	ENSMUST00000102722	1450258_a_at
ENSMUSG00000028546	ENSMUST00000102722	1452894_at
ENSMUSG00000028546	ENSMUST00000102722	1428741_at
ENSMUSG00000028546	ENSMUST00000106600	1450258_a_at
ENSMUSG00000028546	ENSMUST00000106600	1452894_at
ENSMUSG00000028546	ENSMUST00000106600	1428741_at
ENSMUSG00000028546	ENSMUST00000106601	1450258_a_at
ENSMUSG00000028546	ENSMUST00000106601	1452894_at
ENSMUSG00000028546	ENSMUST00000106601	1428741_at
ENSMUSG00000028546	ENSMUST00000153200	1450258_a_at
ENSMUSG00000028546	ENSMUST00000153200	1428741_at
ENSMUSG00000034566	ENSMUST00000141474	1435112_a_at
ENSMUSG00000034566	ENSMUST00000137563	1435112_a_at
ENSMUSG00000034566	ENSMUST00000137563	1423676_at
ENSMUSG00000034566	ENSMUST00000106537	1435112_a_at
ENSMUSG00000034566	ENSMUST00000106537	1423676_at
ENSMUSG00000034566	ENSMUST00000043931	1435112_a_at
ENSMUSG00000034566	ENSMUST00000043931	1423676_at
ENSMUSG00000034566	ENSMUST00000073791	1435112_a_at
ENSMUSG00000034566	ENSMUST00000073791	1423676_at
ENSMUSG00000034566	ENSMUST00000137754	1435112_a_at
ENSMUSG00000034566	ENSMUST00000137754	1423676_at
ENSMUSG00000034566	ENSMUST00000138779	1435112_a_at
ENSMUSG00000034566	ENSMUST00000138779	1423676_at
ENSMUSG00000034566	ENSMUST00000180072	1435112_a_at
ENSMUSG00000034566	ENSMUST00000180072	1423676_at
ENSMUSG00000084331	ENSMUST00000122020	1423418_at
ENSMUSG00000062949	ENSMUST00000154051	1452496_at
ENSMUSG00000062949	ENSMUST00000133295	1452496_at
ENSMUSG00000062949	ENSMUST00000033480	1452496_at
ENSMUSG00000062949	ENSMUST00000101527	1452496_at
ENSMUSG00000034403	ENSMUST00000113792	1451792_a_at
ENSMUSG00000034403	ENSMUST00000113792	1426449_a_at
ENSMUSG00000034403	ENSMUST00000113792	1452083_a_at
ENSMUSG00000034403	ENSMUST00000113792	1426448_at
ENSMUSG00000034403	ENSMUST00000036354	1451792_a_at
ENSMUSG00000034403	ENSMUST00000036354	1426449_a_at
ENSMUSG00000034403	ENSMUST00000036354	1452083_a_at
ENSMUSG00000034403	ENSMUST00000036354	1426448_at
ENSMUSG00000034403	ENSMUST00000113797	1426449_a_at
ENSMUSG00000034403	ENSMUST00000113797	1452083_a_at
ENSMUSG00000034403	ENSMUST00000113797	1426448_at
ENSMUSG00000034403	ENSMUST00000113790	1426449_a_at
ENSMUSG00000034403	ENSMUST00000113790	1452083_a_at
ENSMUSG00000034403	ENSMUST00000113790	1426448_at
ENSMUSG00000034403	ENSMUST00000167246	1451792_a_at
ENSMUSG00000034403	ENSMUST00000167246	1426449_a_at
ENSMUSG00000034403	ENSMUST00000167246	1452083_a_at
ENSMUSG00000034403	ENSMUST00000167246	1426448_at
ENSMUSG00000033308	ENSMUST00000039177	1427946_s_at
ENSMUSG00000033308	ENSMUST00000039177	1427945_at
ENSMUSG00000095474	ENSMUST00000238499	1452640_at
ENSMUSG00000095474	ENSMUST00000178457	1452640_at
ENSMUSG00000022556	ENSMUST00000228868	1424622_at
ENSMUSG00000022556	ENSMUST00000228757	1424622_at
ENSMUSG00000022556	ENSMUST00000226872	1424622_at
ENSMUSG00000022556	ENSMUST00000072838	1424622_at
ENSMUSG00000022556	ENSMUST00000227478	1424622_at
ENSMUSG00000022556	ENSMUST00000228371	1424622_at
ENSMUSG00000022556	ENSMUST00000226860	1424622_at
ENSMUSG00000022556	ENSMUST00000229363	1424622_at
ENSMUSG00000022556	ENSMUST00000226238	1424622_at
ENSMUSG00000022556	ENSMUST00000228781	1424622_at
ENSMUSG00000022556	ENSMUST00000230505	1424622_at
ENSMUSG00000022556	ENSMUST00000228688	1424622_at
ENSMUSG00000090272	ENSMUST00000220623	1452348_s_at
ENSMUSG00000090272	ENSMUST00000186442	1452231_x_at
ENSMUSG00000090272	ENSMUST00000186442	1426906_at
ENSMUSG00000090272	ENSMUST00000186442	1452348_s_at
ENSMUSG00000090272	ENSMUST00000188804	1452231_x_at
ENSMUSG00000090272	ENSMUST00000188804	1426906_at
ENSMUSG00000090272	ENSMUST00000188804	1452348_s_at
ENSMUSG00000090272	ENSMUST00000189474	1452231_x_at
ENSMUSG00000090272	ENSMUST00000189474	1426906_at
ENSMUSG00000090272	ENSMUST00000189474	1452348_s_at
ENSMUSG00000090272	ENSMUST00000190071	1419858_at
ENSMUSG00000090272	ENSMUST00000190071	1452348_s_at
ENSMUSG00000025323	ENSMUST00000026367	1421504_at
ENSMUSG00000025323	ENSMUST00000026367	1437508_at
ENSMUSG00000025323	ENSMUST00000222314	1421504_at
ENSMUSG00000038997	ENSMUST00000044089	1420468_at
ENSMUSG00000038997	ENSMUST00000198849	1420468_at
ENSMUSG00000021670	ENSMUST00000022176	1427229_at
ENSMUSG00000021670	ENSMUST00000168855	1427229_at
ENSMUSG00000021670	ENSMUST00000170287	1451766_at
ENSMUSG00000021670	ENSMUST00000169202	1451766_at
ENSMUSG00000028159	ENSMUST00000029806	1421936_at
ENSMUSG00000028159	ENSMUST00000029806	1421937_at
ENSMUSG00000028159	ENSMUST00000136613	1421936_at
ENSMUSG00000028159	ENSMUST00000136613	1421937_at
ENSMUSG00000028159	ENSMUST00000184222	1421936_at
ENSMUSG00000028159	ENSMUST00000184222	1421937_at
ENSMUSG00000028159	ENSMUST00000124827	1421936_at
ENSMUSG00000028159	ENSMUST00000124827	1421937_at
ENSMUSG00000086438	ENSMUST00000200329	1427828_at
ENSMUSG00000114034	ENSMUST00000222831	1438986_x_at
ENSMUSG00000025946	ENSMUST00000027083	1452129_at
ENSMUSG00000040966	ENSMUST00000046959	1419117_at
ENSMUSG00000016253	ENSMUST00000109075	1416198_at
ENSMUSG00000016253	ENSMUST00000016397	1416198_at
ENSMUSG00000016253	ENSMUST00000139390	1416198_at
ENSMUSG00000016253	ENSMUST00000137986	1416198_at
ENSMUSG00000000708	ENSMUST00000000724	1434037_s_at
ENSMUSG00000000708	ENSMUST00000000724	1450821_at
ENSMUSG00000000708	ENSMUST00000171072	1450821_at
ENSMUSG00000000792	ENSMUST00000000809	1422113_at
ENSMUSG00000105937	ENSMUST00000196772	1430999_a_at
ENSMUSG00000030769	ENSMUST00000033035	1428752_at
ENSMUSG00000030769	ENSMUST00000167299	1428752_at
ENSMUSG00000114755	ENSMUST00000058004	1450581_at
ENSMUSG00000006378	ENSMUST00000006544	1417823_at
ENSMUSG00000006378	ENSMUST00000006544	1417824_at
ENSMUSG00000006378	ENSMUST00000229276	1417823_at
ENSMUSG00000006378	ENSMUST00000229276	1417824_at
ENSMUSG00000020848	ENSMUST00000021209	1420667_at
ENSMUSG00000020848	ENSMUST00000021209	1420666_at
ENSMUSG00000024646	ENSMUST00000235725	1416727_a_at
ENSMUSG00000024646	ENSMUST00000160180	1416727_a_at
ENSMUSG00000024646	ENSMUST00000025549	1416727_a_at
ENSMUSG00000024646	ENSMUST00000236742	1416727_a_at
ENSMUSG00000024646	ENSMUST00000163083	1416727_a_at
ENSMUSG00000024646	ENSMUST00000235254	1416727_a_at
ENSMUSG00000024646	ENSMUST00000159837	1416727_a_at
ENSMUSG00000083796	ENSMUST00000119442	1451184_at
ENSMUSG00000083796	ENSMUST00000119442	1428262_s_at
ENSMUSG00000020687	ENSMUST00000093923	1426076_at
ENSMUSG00000020687	ENSMUST00000106962	1426076_at
ENSMUSG00000020687	ENSMUST00000106961	1426076_at
ENSMUSG00000021975	ENSMUST00000043914	1436896_at
ENSMUSG00000021975	ENSMUST00000239450	1436896_at
ENSMUSG00000118591	ENSMUST00000239361	1422141_s_at
ENSMUSG00000118591	ENSMUST00000239361	1460416_s_at
ENSMUSG00000118591	ENSMUST00000239361	1435792_at
ENSMUSG00000118591	ENSMUST00000239361	1422140_at
ENSMUSG00000023829	ENSMUST00000233691	1418118_at
ENSMUSG00000023829	ENSMUST00000024596	1418118_at
ENSMUSG00000023829	ENSMUST00000233601	1418118_at
ENSMUSG00000038709	ENSMUST00000154540	1420333_at
ENSMUSG00000038709	ENSMUST00000102897	1420333_at
ENSMUSG00000038709	ENSMUST00000239406	1420333_at
ENSMUSG00000031166	ENSMUST00000033506	1451728_at
ENSMUSG00000031166	ENSMUST00000033506	1425490_a_at
ENSMUSG00000031166	ENSMUST00000133292	1451728_at
ENSMUSG00000031166	ENSMUST00000133292	1425490_a_at
ENSMUSG00000031166	ENSMUST00000130832	1451728_at
ENSMUSG00000031166	ENSMUST00000130832	1425490_a_at
ENSMUSG00000031166	ENSMUST00000127062	1425490_a_at
ENSMUSG00000031166	ENSMUST00000115623	1425490_a_at
ENSMUSG00000031166	ENSMUST00000131929	1425490_a_at
ENSMUSG00000020673	ENSMUST00000021005	1420600_at
ENSMUSG00000031700	ENSMUST00000034136	1434542_at
ENSMUSG00000031700	ENSMUST00000034136	1455007_s_at
ENSMUSG00000031700	ENSMUST00000034136	1438385_s_at
ENSMUSG00000031700	ENSMUST00000132932	1434542_at
ENSMUSG00000031700	ENSMUST00000132932	1455007_s_at
ENSMUSG00000031700	ENSMUST00000132932	1438385_s_at
ENSMUSG00000031700	ENSMUST00000143846	1434542_at
ENSMUSG00000031700	ENSMUST00000143846	1455007_s_at
ENSMUSG00000032741	ENSMUST00000046426	1451772_at
ENSMUSG00000032741	ENSMUST00000046426	1434930_at
ENSMUSG00000032741	ENSMUST00000046426	1451771_at
ENSMUSG00000016256	ENSMUST00000016400	1417869_s_at
ENSMUSG00000016256	ENSMUST00000016400	1417868_a_at
ENSMUSG00000016256	ENSMUST00000016400	1417870_x_at
ENSMUSG00000021977	ENSMUST00000022548	1423469_at
ENSMUSG00000021977	ENSMUST00000162674	1423469_at
ENSMUSG00000021977	ENSMUST00000159858	1423469_at
ENSMUSG00000024091	ENSMUST00000024897	1416465_a_at
ENSMUSG00000024091	ENSMUST00000024897	1448349_at
ENSMUSG00000024091	ENSMUST00000024897	1416466_at
ENSMUSG00000024091	ENSMUST00000232686	1416466_at
ENSMUSG00000039110	ENSMUST00000040692	1424363_at
ENSMUSG00000039110	ENSMUST00000239238	1424363_at
ENSMUSG00000039110	ENSMUST00000093945	1424363_at
ENSMUSG00000039110	ENSMUST00000123496	1424363_at
ENSMUSG00000027611	ENSMUST00000029140	1420664_s_at
ENSMUSG00000027611	ENSMUST00000143493	1420664_s_at
ENSMUSG00000027611	ENSMUST00000155095	1420664_s_at
ENSMUSG00000027611	ENSMUST00000132608	1420664_s_at
ENSMUSG00000118430	ENSMUST00000238631	1452640_at
ENSMUSG00000078213	ENSMUST00000105011	1424537_at
ENSMUSG00000026623	ENSMUST00000110855	1435327_at
ENSMUSG00000026623	ENSMUST00000110855	1424349_a_at
ENSMUSG00000026623	ENSMUST00000110855	1424350_s_at
ENSMUSG00000026623	ENSMUST00000110855	1435326_at
ENSMUSG00000026623	ENSMUST00000110856	1424349_a_at
ENSMUSG00000026623	ENSMUST00000110856	1424350_s_at
ENSMUSG00000118483	ENSMUST00000238503	1452640_at
ENSMUSG00000022864	ENSMUST00000231973	1429897_a_at
ENSMUSG00000022864	ENSMUST00000231973	1424724_a_at
ENSMUSG00000022864	ENSMUST00000231973	1451466_at
ENSMUSG00000022864	ENSMUST00000231973	1424725_at
ENSMUSG00000022864	ENSMUST00000232052	1429897_a_at
ENSMUSG00000022864	ENSMUST00000232052	1424724_a_at
ENSMUSG00000022864	ENSMUST00000232052	1451466_at
ENSMUSG00000022864	ENSMUST00000232052	1424725_at
ENSMUSG00000022864	ENSMUST00000114220	1429897_a_at
