Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000025537	ENSMUST00000026617	97094_at
ENSMUSG00000026496	ENSMUST00000027777	101957_f_at
ENSMUSG00000026496	ENSMUST00000193238	101957_f_at
ENSMUSG00000026496	ENSMUST00000191833	101957_f_at
ENSMUSG00000026496	ENSMUST00000195560	101957_f_at
ENSMUSG00000053411	ENSMUST00000109616	97555_at
ENSMUSG00000053411	ENSMUST00000089293	97555_at
ENSMUSG00000053411	ENSMUST00000176639	97555_at
ENSMUSG00000117338	ENSMUST00000233710	99093_at
ENSMUSG00000024217	ENSMUST00000232873	94313_at
ENSMUSG00000024217	ENSMUST00000137581	94313_at
ENSMUSG00000024217	ENSMUST00000233752	94313_at
ENSMUSG00000024217	ENSMUST00000233657	94313_at
ENSMUSG00000024217	ENSMUST00000071006	94313_at
ENSMUSG00000045103	ENSMUST00000114000	93623_at
ENSMUSG00000045103	ENSMUST00000239269	93623_at
ENSMUSG00000045103	ENSMUST00000239019	93623_at
ENSMUSG00000045103	ENSMUST00000113991	93623_at
ENSMUSG00000026536	ENSMUST00000009340	94224_s_at
ENSMUSG00000026574	ENSMUST00000027861	96742_at
ENSMUSG00000027104	ENSMUST00000124737	162010_r_at
ENSMUSG00000027104	ENSMUST00000124737	98455_at
ENSMUSG00000027104	ENSMUST00000112010	162010_r_at
ENSMUSG00000027104	ENSMUST00000112010	98455_at
ENSMUSG00000027104	ENSMUST00000090802	162010_r_at
ENSMUSG00000027104	ENSMUST00000090802	98455_at
ENSMUSG00000027104	ENSMUST00000055833	162010_r_at
ENSMUSG00000027104	ENSMUST00000055833	98455_at
ENSMUSG00000027104	ENSMUST00000112007	162010_r_at
ENSMUSG00000027104	ENSMUST00000112007	98455_at
ENSMUSG00000027104	ENSMUST00000112016	162010_r_at
ENSMUSG00000027104	ENSMUST00000112016	98455_at
ENSMUSG00000027104	ENSMUST00000156455	162010_r_at
ENSMUSG00000027104	ENSMUST00000156455	98455_at
ENSMUSG00000027104	ENSMUST00000100009	162010_r_at
ENSMUSG00000027104	ENSMUST00000100009	98455_at
ENSMUSG00000056941	ENSMUST00000071852	97419_at
ENSMUSG00000056941	ENSMUST00000147822	97419_at
ENSMUSG00000056941	ENSMUST00000109782	97419_at
ENSMUSG00000032562	ENSMUST00000192615	99598_g_at
ENSMUSG00000032562	ENSMUST00000192615	99596_f_at
ENSMUSG00000032562	ENSMUST00000055704	99598_g_at
ENSMUSG00000032562	ENSMUST00000055704	99597_at
ENSMUSG00000032562	ENSMUST00000055704	99596_f_at
ENSMUSG00000032562	ENSMUST00000193538	99598_g_at
ENSMUSG00000032562	ENSMUST00000193538	99597_at
ENSMUSG00000032562	ENSMUST00000193538	99596_f_at
ENSMUSG00000032562	ENSMUST00000195231	99598_g_at
ENSMUSG00000032562	ENSMUST00000195231	99597_at
ENSMUSG00000032562	ENSMUST00000195231	99596_f_at
ENSMUSG00000032562	ENSMUST00000193372	99598_g_at
ENSMUSG00000032562	ENSMUST00000193372	99597_at
ENSMUSG00000026573	ENSMUST00000027860	103199_at
ENSMUSG00000024213	ENSMUST00000025050	101977_at
ENSMUSG00000024213	ENSMUST00000231742	101977_at
ENSMUSG00000024213	ENSMUST00000133048	101977_at
ENSMUSG00000024213	ENSMUST00000062397	101977_at
ENSMUSG00000034509	ENSMUST00000171172	95565_at
ENSMUSG00000034391	ENSMUST00000224467	96162_at
ENSMUSG00000034391	ENSMUST00000225445	96162_at
ENSMUSG00000034391	ENSMUST00000223789	96162_at
ENSMUSG00000034391	ENSMUST00000225015	96162_at
ENSMUSG00000034391	ENSMUST00000037718	96162_at
ENSMUSG00000039639	ENSMUST00000051705	98825_at
ENSMUSG00000039639	ENSMUST00000166707	98825_at
ENSMUSG00000118607	ENSMUST00000113407	101846_r_at
ENSMUSG00000118607	ENSMUST00000113407	101845_s_at
ENSMUSG00000118607	ENSMUST00000239236	101846_r_at
ENSMUSG00000118607	ENSMUST00000239236	101845_s_at
ENSMUSG00000027433	ENSMUST00000028921	97475_at
ENSMUSG00000030278	ENSMUST00000113089	102016_at
ENSMUSG00000030278	ENSMUST00000032416	102016_at
ENSMUSG00000035804	ENSMUST00000039652	97658_f_at
ENSMUSG00000035804	ENSMUST00000039652	97659_r_at
ENSMUSG00000017740	ENSMUST00000124372	100370_at
ENSMUSG00000017740	ENSMUST00000202623	100370_at
ENSMUSG00000017740	ENSMUST00000202223	100370_at
ENSMUSG00000017740	ENSMUST00000099092	100370_at
ENSMUSG00000017740	ENSMUST00000202479	100370_at
ENSMUSG00000017740	ENSMUST00000208579	100370_at
ENSMUSG00000017740	ENSMUST00000202136	100370_at
ENSMUSG00000033970	ENSMUST00000038131	160072_at
ENSMUSG00000033970	ENSMUST00000127366	160072_at
ENSMUSG00000033970	ENSMUST00000156667	160072_at
ENSMUSG00000033970	ENSMUST00000145106	160072_at
ENSMUSG00000033970	ENSMUST00000140067	160072_at
ENSMUSG00000021779	ENSMUST00000091471	98795_at
ENSMUSG00000021779	ENSMUST00000022303	98795_at
ENSMUSG00000021779	ENSMUST00000022304	98795_at
ENSMUSG00000018909	ENSMUST00000098266	100473_at
ENSMUSG00000018909	ENSMUST00000179755	100473_at
ENSMUSG00000028070	ENSMUST00000029708	161359_s_at
ENSMUSG00000028070	ENSMUST00000029708	94032_at
ENSMUSG00000059995	ENSMUST00000145484	93923_at
ENSMUSG00000059995	ENSMUST00000141516	93923_at
ENSMUSG00000059995	ENSMUST00000137387	93923_at
ENSMUSG00000059995	ENSMUST00000107134	93923_at
ENSMUSG00000059995	ENSMUST00000073234	93923_at
ENSMUSG00000059995	ENSMUST00000107132	93923_at
ENSMUSG00000027381	ENSMUST00000110341	99418_at
ENSMUSG00000027381	ENSMUST00000110341	100988_at
ENSMUSG00000027381	ENSMUST00000110341	99419_g_at
ENSMUSG00000027381	ENSMUST00000146023	99418_at
ENSMUSG00000027381	ENSMUST00000103210	100988_at
ENSMUSG00000027381	ENSMUST00000103210	99419_g_at
ENSMUSG00000027381	ENSMUST00000103211	99419_g_at
ENSMUSG00000027381	ENSMUST00000132201	99418_at
ENSMUSG00000027381	ENSMUST00000019281	100988_at
ENSMUSG00000027381	ENSMUST00000019281	99419_g_at
ENSMUSG00000046062	ENSMUST00000052529	95609_at
ENSMUSG00000046062	ENSMUST00000122956	95609_at
ENSMUSG00000025027	ENSMUST00000237294	101591_at
ENSMUSG00000025027	ENSMUST00000236058	101591_at
ENSMUSG00000025027	ENSMUST00000238001	101591_at
ENSMUSG00000025027	ENSMUST00000182877	101591_at
ENSMUSG00000025027	ENSMUST00000235453	101591_at
ENSMUSG00000025027	ENSMUST00000183108	101591_at
ENSMUSG00000032293	ENSMUST00000034843	94975_at
ENSMUSG00000023033	ENSMUST00000201518	104505_at
ENSMUSG00000023033	ENSMUST00000108909	104505_at
ENSMUSG00000023033	ENSMUST00000108909	104504_at
ENSMUSG00000023033	ENSMUST00000201549	104505_at
ENSMUSG00000023033	ENSMUST00000201549	104504_at
ENSMUSG00000023033	ENSMUST00000108908	104505_at
ENSMUSG00000023033	ENSMUST00000108908	104504_at
ENSMUSG00000023033	ENSMUST00000200963	104505_at
ENSMUSG00000023033	ENSMUST00000200963	104504_at
ENSMUSG00000023033	ENSMUST00000202702	104505_at
ENSMUSG00000023033	ENSMUST00000202971	104505_at
ENSMUSG00000023033	ENSMUST00000108910	104505_at
ENSMUSG00000023033	ENSMUST00000108910	104504_at
ENSMUSG00000023033	ENSMUST00000082209	104505_at
ENSMUSG00000023033	ENSMUST00000082209	104504_at
ENSMUSG00000039512	ENSMUST00000114849	103773_at
ENSMUSG00000016252	ENSMUST00000016396	93596_i_at
ENSMUSG00000016252	ENSMUST00000149191	93596_i_at
ENSMUSG00000016252	ENSMUST00000153132	93596_i_at
ENSMUSG00000025509	ENSMUST00000164016	96348_at
ENSMUSG00000025509	ENSMUST00000026583	96348_at
ENSMUSG00000025509	ENSMUST00000064151	96348_at
ENSMUSG00000025509	ENSMUST00000169665	96348_at
ENSMUSG00000025509	ENSMUST00000164924	96348_at
ENSMUSG00000025509	ENSMUST00000165487	96348_at
ENSMUSG00000025509	ENSMUST00000169723	96348_at
ENSMUSG00000028640	ENSMUST00000030391	92275_at
ENSMUSG00000028640	ENSMUST00000128406	92275_at
ENSMUSG00000028640	ENSMUST00000122982	92275_at
ENSMUSG00000028640	ENSMUST00000099058	92275_at
ENSMUSG00000028640	ENSMUST00000170744	92275_at
ENSMUSG00000022724	ENSMUST00000023407	102340_at
ENSMUSG00000022724	ENSMUST00000160571	102340_at
ENSMUSG00000079043	ENSMUST00000110262	104157_at
ENSMUSG00000079043	ENSMUST00000179273	104157_at
ENSMUSG00000025902	ENSMUST00000027035	92996_at
ENSMUSG00000025902	ENSMUST00000027035	92997_g_at
ENSMUSG00000025902	ENSMUST00000195555	92996_at
ENSMUSG00000025902	ENSMUST00000195555	92997_g_at
ENSMUSG00000025902	ENSMUST00000192650	92996_at
ENSMUSG00000025902	ENSMUST00000192650	92997_g_at
ENSMUSG00000025902	ENSMUST00000116652	92997_g_at
ENSMUSG00000025902	ENSMUST00000192505	92996_at
ENSMUSG00000025902	ENSMUST00000192505	92997_g_at
ENSMUSG00000025902	ENSMUST00000191647	92996_at
ENSMUSG00000025902	ENSMUST00000191647	92997_g_at
ENSMUSG00000025902	ENSMUST00000191939	92996_at
ENSMUSG00000025902	ENSMUST00000191939	92997_g_at
ENSMUSG00000025902	ENSMUST00000192913	92996_at
ENSMUSG00000025902	ENSMUST00000192913	92997_g_at
ENSMUSG00000094502	ENSMUST00000199933	99885_at
ENSMUSG00000094502	ENSMUST00000199933	92470_f_at
ENSMUSG00000094502	ENSMUST00000199933	100721_f_at
ENSMUSG00000094502	ENSMUST00000199933	100376_f_at
ENSMUSG00000094502	ENSMUST00000103539	99885_at
ENSMUSG00000094502	ENSMUST00000103539	92470_f_at
ENSMUSG00000094502	ENSMUST00000103539	100721_f_at
ENSMUSG00000094502	ENSMUST00000103539	100376_f_at
ENSMUSG00000045867	ENSMUST00000220279	102951_at
ENSMUSG00000045867	ENSMUST00000220279	102952_g_at
ENSMUSG00000045867	ENSMUST00000053594	102951_at
ENSMUSG00000045867	ENSMUST00000053594	102952_g_at
ENSMUSG00000045867	ENSMUST00000217809	102951_at
ENSMUSG00000045867	ENSMUST00000217809	102952_g_at
ENSMUSG00000051159	ENSMUST00000050551	160705_at
ENSMUSG00000051159	ENSMUST00000101336	160705_at
ENSMUSG00000051159	ENSMUST00000134887	160705_at
ENSMUSG00000051159	ENSMUST00000130589	160705_at
ENSMUSG00000051159	ENSMUST00000136277	160705_at
ENSMUSG00000036478	ENSMUST00000038377	93104_at
ENSMUSG00000024218	ENSMUST00000114848	96691_at
ENSMUSG00000024218	ENSMUST00000233106	96691_at
ENSMUSG00000024218	ENSMUST00000233439	96691_at
ENSMUSG00000024218	ENSMUST00000155667	96691_at
ENSMUSG00000024218	ENSMUST00000025057	96691_at
ENSMUSG00000027612	ENSMUST00000029141	160665_at
ENSMUSG00000021645	ENSMUST00000022147	103620_s_at
ENSMUSG00000021645	ENSMUST00000143937	103620_s_at
ENSMUSG00000021645	ENSMUST00000147306	103620_s_at
ENSMUSG00000063172	ENSMUST00000152717	104085_at
ENSMUSG00000063172	ENSMUST00000106749	104085_at
ENSMUSG00000063172	ENSMUST00000046558	104085_at
ENSMUSG00000040659	ENSMUST00000036854	160100_at
ENSMUSG00000022157	ENSMUST00000015594	97779_at
ENSMUSG00000022157	ENSMUST00000225107	97779_at
ENSMUSG00000034932	ENSMUST00000046114	99630_at
ENSMUSG00000034932	ENSMUST00000145452	99630_at
ENSMUSG00000067010	ENSMUST00000176594	100679_at
ENSMUSG00000067010	ENSMUST00000079163	100679_at
ENSMUSG00000067010	ENSMUST00000232815	100679_at
ENSMUSG00000067010	ENSMUST00000233053	100679_at
ENSMUSG00000039997	ENSMUST00000123708	93321_at
ENSMUSG00000039997	ENSMUST00000156895	93321_at
ENSMUSG00000039997	ENSMUST00000128430	93321_at
ENSMUSG00000039997	ENSMUST00000042228	93321_at
ENSMUSG00000039997	ENSMUST00000081216	93321_at
ENSMUSG00000027827	ENSMUST00000049230	102725_at
ENSMUSG00000027827	ENSMUST00000161404	102725_at
ENSMUSG00000027827	ENSMUST00000161979	102725_at
ENSMUSG00000045104	ENSMUST00000060477	101990_at
ENSMUSG00000029458	ENSMUST00000031414	160113_at
ENSMUSG00000029458	ENSMUST00000140996	160113_at
ENSMUSG00000029458	ENSMUST00000111765	160113_at
ENSMUSG00000029458	ENSMUST00000127703	160113_at
ENSMUSG00000029458	ENSMUST00000196897	160113_at
ENSMUSG00000096074	ENSMUST00000103541	92470_f_at
ENSMUSG00000056515	ENSMUST00000070673	96811_at
ENSMUSG00000028057	ENSMUST00000029692	92376_at
ENSMUSG00000028057	ENSMUST00000170377	92376_at
ENSMUSG00000028057	ENSMUST00000166234	92376_at
ENSMUSG00000028057	ENSMUST00000172333	92376_at
ENSMUSG00000028057	ENSMUST00000172252	92376_at
ENSMUSG00000031103	ENSMUST00000114958	98289_at
ENSMUSG00000031103	ENSMUST00000033429	98289_at
ENSMUSG00000029819	ENSMUST00000031843	103235_at
ENSMUSG00000043962	ENSMUST00000080919	94261_at
ENSMUSG00000043962	ENSMUST00000080919	94262_at
ENSMUSG00000043962	ENSMUST00000140390	94261_at
ENSMUSG00000043962	ENSMUST00000140390	94262_at
ENSMUSG00000043962	ENSMUST00000163459	94261_at
ENSMUSG00000043962	ENSMUST00000163459	94262_at
ENSMUSG00000043962	ENSMUST00000154702	94261_at
ENSMUSG00000043962	ENSMUST00000154702	94262_at
ENSMUSG00000028979	ENSMUST00000052060	98481_at
ENSMUSG00000027230	ENSMUST00000028663	102231_at
ENSMUSG00000040314	ENSMUST00000015583	92924_at
ENSMUSG00000040314	ENSMUST00000225312	92924_at
ENSMUSG00000005483	ENSMUST00000005620	96254_at
ENSMUSG00000005483	ENSMUST00000212300	96254_at
ENSMUSG00000022156	ENSMUST00000089549	102728_f_at
ENSMUSG00000022156	ENSMUST00000089549	102688_f_at
ENSMUSG00000052160	ENSMUST00000063888	103299_at
ENSMUSG00000052160	ENSMUST00000221115	103299_at
ENSMUSG00000052160	ENSMUST00000222886	103299_at
ENSMUSG00000054889	ENSMUST00000124830	94247_at
ENSMUSG00000054889	ENSMUST00000127906	94247_at
ENSMUSG00000023940	ENSMUST00000024736	103928_at
ENSMUSG00000025137	ENSMUST00000026129	103914_at
ENSMUSG00000025137	ENSMUST00000106188	103914_at
ENSMUSG00000025137	ENSMUST00000124504	103914_at
ENSMUSG00000025137	ENSMUST00000143502	103914_at
ENSMUSG00000025137	ENSMUST00000134671	103914_at
ENSMUSG00000028034	ENSMUST00000166984	160248_at
ENSMUSG00000028034	ENSMUST00000166984	94395_at
ENSMUSG00000028034	ENSMUST00000166984	160988_r_at
ENSMUSG00000028034	ENSMUST00000200524	160248_at
ENSMUSG00000028034	ENSMUST00000200524	160988_r_at
ENSMUSG00000028034	ENSMUST00000196739	160248_at
ENSMUSG00000028034	ENSMUST00000196739	160988_r_at
ENSMUSG00000028034	ENSMUST00000196695	160248_at
ENSMUSG00000028034	ENSMUST00000196695	160988_r_at
ENSMUSG00000028034	ENSMUST00000199876	160248_at
ENSMUSG00000028034	ENSMUST00000199876	94395_at
ENSMUSG00000028034	ENSMUST00000199876	160988_r_at
ENSMUSG00000028034	ENSMUST00000200452	160248_at
ENSMUSG00000028034	ENSMUST00000200452	160988_r_at
ENSMUSG00000028034	ENSMUST00000199918	160248_at
ENSMUSG00000028034	ENSMUST00000199918	160988_r_at
ENSMUSG00000028034	ENSMUST00000198405	160248_at
ENSMUSG00000028034	ENSMUST00000198405	160988_r_at
ENSMUSG00000028034	ENSMUST00000200056	160248_at
ENSMUSG00000028034	ENSMUST00000198539	160248_at
ENSMUSG00000028034	ENSMUST00000198539	94395_at
ENSMUSG00000028034	ENSMUST00000198539	160988_r_at
ENSMUSG00000028034	ENSMUST00000198046	160248_at
ENSMUSG00000028034	ENSMUST00000198046	160988_r_at
ENSMUSG00000028034	ENSMUST00000200207	160248_at
ENSMUSG00000028034	ENSMUST00000200207	160988_r_at
ENSMUSG00000028034	ENSMUST00000106121	160248_at
ENSMUSG00000028034	ENSMUST00000106121	160988_r_at
ENSMUSG00000059256	ENSMUST00000082093	102728_f_at
ENSMUSG00000059256	ENSMUST00000082093	102688_f_at
ENSMUSG00000025858	ENSMUST00000026976	99447_at
ENSMUSG00000025858	ENSMUST00000124420	99447_at
ENSMUSG00000023952	ENSMUST00000169383	104144_at
ENSMUSG00000023952	ENSMUST00000024748	104144_at
ENSMUSG00000023952	ENSMUST00000172170	104144_at
ENSMUSG00000023952	ENSMUST00000169778	104144_at
ENSMUSG00000023952	ENSMUST00000169798	104144_at
ENSMUSG00000023952	ENSMUST00000167681	104144_at
ENSMUSG00000023952	ENSMUST00000166663	104144_at
ENSMUSG00000016921	ENSMUST00000193611	160182_at
ENSMUSG00000016921	ENSMUST00000130411	160182_at
ENSMUSG00000016921	ENSMUST00000017065	160182_at
ENSMUSG00000010608	ENSMUST00000048155	97816_at
ENSMUSG00000010608	ENSMUST00000182450	97816_at
ENSMUSG00000026630	ENSMUST00000194833	93465_at
ENSMUSG00000026630	ENSMUST00000193771	93465_at
ENSMUSG00000026630	ENSMUST00000027943	93465_at
ENSMUSG00000026630	ENSMUST00000192268	93465_at
ENSMUSG00000026630	ENSMUST00000191621	93465_at
ENSMUSG00000026751	ENSMUST00000112883	101665_at
ENSMUSG00000026751	ENSMUST00000112883	100700_s_at
ENSMUSG00000026751	ENSMUST00000112883	100701_r_at
ENSMUSG00000026751	ENSMUST00000028084	101665_at
ENSMUSG00000026751	ENSMUST00000028084	100700_s_at
ENSMUSG00000026751	ENSMUST00000028084	100701_r_at
ENSMUSG00000026751	ENSMUST00000149690	101666_at
ENSMUSG00000020846	ENSMUST00000021207	96791_at
ENSMUSG00000041459	ENSMUST00000084125	160377_at
ENSMUSG00000041459	ENSMUST00000084125	104324_at
ENSMUSG00000041459	ENSMUST00000188134	104324_at
ENSMUSG00000041459	ENSMUST00000188380	104324_at
ENSMUSG00000041459	ENSMUST00000188488	104324_at
ENSMUSG00000041459	ENSMUST00000186729	104324_at
ENSMUSG00000041459	ENSMUST00000187937	160377_at
ENSMUSG00000041459	ENSMUST00000105699	160377_at
ENSMUSG00000041459	ENSMUST00000186711	160377_at
ENSMUSG00000041459	ENSMUST00000190630	160377_at
ENSMUSG00000041459	ENSMUST00000190696	160377_at
ENSMUSG00000041459	ENSMUST00000186947	160377_at
ENSMUSG00000041459	ENSMUST00000165113	160377_at
ENSMUSG00000041459	ENSMUST00000165113	104324_at
ENSMUSG00000041459	ENSMUST00000172073	160377_at
ENSMUSG00000041459	ENSMUST00000172073	104324_at
ENSMUSG00000041459	ENSMUST00000105702	160377_at
ENSMUSG00000041459	ENSMUST00000105702	104324_at
ENSMUSG00000068877	ENSMUST00000090848	100596_at
ENSMUSG00000068877	ENSMUST00000173849	100596_at
ENSMUSG00000068877	ENSMUST00000174377	100596_at
ENSMUSG00000020357	ENSMUST00000020617	104417_at
ENSMUSG00000020357	ENSMUST00000020617	104416_at
ENSMUSG00000020211	ENSMUST00000148665	92196_f_at
ENSMUSG00000020211	ENSMUST00000148665	92197_r_at
ENSMUSG00000020211	ENSMUST00000139461	92196_f_at
ENSMUSG00000020211	ENSMUST00000139461	92197_r_at
ENSMUSG00000031885	ENSMUST00000052209	93547_at
ENSMUSG00000031885	ENSMUST00000052209	93546_s_at
ENSMUSG00000031885	ENSMUST00000109392	93547_at
ENSMUSG00000031885	ENSMUST00000109392	93546_s_at
ENSMUSG00000031885	ENSMUST00000109395	93547_at
ENSMUSG00000031885	ENSMUST00000109395	93546_s_at
ENSMUSG00000031885	ENSMUST00000109394	93547_at
ENSMUSG00000031885	ENSMUST00000109394	93546_s_at
ENSMUSG00000032085	ENSMUST00000034590	93541_at
ENSMUSG00000032085	ENSMUST00000216035	93541_at
ENSMUSG00000032085	ENSMUST00000215509	93541_at
ENSMUSG00000027613	ENSMUST00000029142	94826_at
ENSMUSG00000027613	ENSMUST00000138962	94826_at
ENSMUSG00000027613	ENSMUST00000134278	94826_at
ENSMUSG00000027613	ENSMUST00000129830	94826_at
ENSMUSG00000027613	ENSMUST00000154841	94826_at
ENSMUSG00000049672	ENSMUST00000112674	96474_at
ENSMUSG00000049672	ENSMUST00000112674	96836_r_at
ENSMUSG00000049672	ENSMUST00000062369	96474_at
ENSMUSG00000049672	ENSMUST00000062369	96836_r_at
ENSMUSG00000049672	ENSMUST00000112676	96474_at
ENSMUSG00000049672	ENSMUST00000112676	96836_r_at
ENSMUSG00000107684	ENSMUST00000203252	94478_at
ENSMUSG00000005687	ENSMUST00000005830	95061_at
ENSMUSG00000005687	ENSMUST00000005830	97701_at
ENSMUSG00000005687	ENSMUST00000136937	95061_at
ENSMUSG00000005687	ENSMUST00000136937	97701_at
ENSMUSG00000005687	ENSMUST00000139489	95061_at
ENSMUSG00000005687	ENSMUST00000139489	97701_at
ENSMUSG00000005687	ENSMUST00000155520	95061_at
ENSMUSG00000005687	ENSMUST00000135017	95061_at
ENSMUSG00000005687	ENSMUST00000135017	97701_at
ENSMUSG00000019433	ENSMUST00000019577	93732_f_at
ENSMUSG00000019433	ENSMUST00000019577	93733_r_at
ENSMUSG00000026535	ENSMUST00000000266	94774_at
ENSMUSG00000024078	ENSMUST00000024882	160223_at
ENSMUSG00000024078	ENSMUST00000234568	160223_at
ENSMUSG00000024078	ENSMUST00000234705	160223_at
ENSMUSG00000024078	ENSMUST00000234628	160223_at
ENSMUSG00000016257	ENSMUST00000016401	96871_at
ENSMUSG00000016257	ENSMUST00000117442	96871_at
ENSMUSG00000046836	ENSMUST00000057062	96079_at
ENSMUSG00000046836	ENSMUST00000163528	96079_at
ENSMUSG00000046836	ENSMUST00000194327	96079_at
ENSMUSG00000031928	ENSMUST00000034405	94376_s_at
ENSMUSG00000031928	ENSMUST00000115632	94376_s_at
ENSMUSG00000051256	ENSMUST00000101070	93579_at
ENSMUSG00000051256	ENSMUST00000204254	93579_at
ENSMUSG00000027962	ENSMUST00000029574	92558_at
ENSMUSG00000027962	ENSMUST00000029574	92560_g_at
ENSMUSG00000027962	ENSMUST00000196449	92559_at
ENSMUSG00000027962	ENSMUST00000196449	92560_g_at
ENSMUSG00000027962	ENSMUST00000196309	92559_at
ENSMUSG00000027962	ENSMUST00000196309	92560_g_at
ENSMUSG00000025432	ENSMUST00000026500	102249_at
ENSMUSG00000025432	ENSMUST00000129173	102249_at
ENSMUSG00000025477	ENSMUST00000106098	97858_at
ENSMUSG00000025477	ENSMUST00000106098	97859_at
ENSMUSG00000025477	ENSMUST00000026550	97858_at
ENSMUSG00000025477	ENSMUST00000026550	97859_at
ENSMUSG00000025477	ENSMUST00000097975	97858_at
ENSMUSG00000025477	ENSMUST00000097975	97859_at
ENSMUSG00000034837	ENSMUST00000010205	99860_at
ENSMUSG00000034837	ENSMUST00000194802	99860_at
ENSMUSG00000034837	ENSMUST00000195849	99860_at
ENSMUSG00000034837	ENSMUST00000195129	99860_at
ENSMUSG00000034837	ENSMUST00000193188	99860_at
ENSMUSG00000034837	ENSMUST00000194153	99860_at
ENSMUSG00000031134	ENSMUST00000140384	97848_at
ENSMUSG00000031134	ENSMUST00000098470	97847_at
ENSMUSG00000031134	ENSMUST00000114730	97847_at
ENSMUSG00000031134	ENSMUST00000114726	97847_at
ENSMUSG00000052504	ENSMUST00000064405	95298_at
ENSMUSG00000052504	ENSMUST00000232049	95298_at
ENSMUSG00000059713	ENSMUST00000030606	102374_at
ENSMUSG00000033191	ENSMUST00000184261	99936_at
ENSMUSG00000033191	ENSMUST00000184261	161184_f_at
ENSMUSG00000033191	ENSMUST00000047421	99936_at
ENSMUSG00000033191	ENSMUST00000047421	161184_f_at
ENSMUSG00000027524	ENSMUST00000162473	100766_at
ENSMUSG00000027524	ENSMUST00000029030	100766_at
ENSMUSG00000027524	ENSMUST00000140908	100766_at
ENSMUSG00000027524	ENSMUST00000137369	100766_at
ENSMUSG00000022858	ENSMUST00000161286	160364_at
ENSMUSG00000022858	ENSMUST00000023564	160364_at
ENSMUSG00000022858	ENSMUST00000162413	160364_at
ENSMUSG00000022858	ENSMUST00000161774	160364_at
ENSMUSG00000022858	ENSMUST00000232411	160364_at
ENSMUSG00000025945	ENSMUST00000027082	97579_f_at
ENSMUSG00000025945	ENSMUST00000027082	103026_f_at
ENSMUSG00000025945	ENSMUST00000027082	104171_f_at
ENSMUSG00000025945	ENSMUST00000114027	97579_f_at
ENSMUSG00000025945	ENSMUST00000114027	103026_f_at
ENSMUSG00000025945	ENSMUST00000114027	104171_f_at
ENSMUSG00000002010	ENSMUST00000052761	93029_at
ENSMUSG00000002010	ENSMUST00000156299	93029_at
ENSMUSG00000002010	ENSMUST00000129070	93029_at
ENSMUSG00000002010	ENSMUST00000148419	93029_at
ENSMUSG00000002010	ENSMUST00000130119	93029_at
ENSMUSG00000002010	ENSMUST00000140944	93029_at
ENSMUSG00000002010	ENSMUST00000142707	93029_at
ENSMUSG00000002010	ENSMUST00000129367	93029_at
ENSMUSG00000002010	ENSMUST00000145341	93029_at
ENSMUSG00000026824	ENSMUST00000067101	101188_at
ENSMUSG00000026824	ENSMUST00000112632	101188_at
