Gene stable ID	Transcript stable ID	AFFY Rhesus probe
ENSMMUG00000010970	ENSMMUT00000059184	Mmu.4422.1.S1_s_at
ENSMMUG00000010970	ENSMMUT00000059184	Mmu.8798.1.S1_s_at
ENSMMUG00000010970	ENSMMUT00000059184	Mmu.8798.1.S1_at
ENSMMUG00000022884	ENSMMUT00000089056	MmugDNA.41364.1.S1_at
ENSMMUG00000022884	ENSMMUT00000089056	MmugDNA.15517.1.S1_at
ENSMMUG00000022884	ENSMMUT00000089056	MmugDNA.15149.1.S1_at
ENSMMUG00000019994	ENSMMUT00000054448	MmugDNA.40746.1.S1_at
ENSMMUG00000010970	ENSMMUT00000060883	MmugDNA.20120.1.S1_at
ENSMMUG00000010970	ENSMMUT00000060883	Mmu.4422.1.S1_s_at
ENSMMUG00000010970	ENSMMUT00000060883	Mmu.8798.1.S1_s_at
ENSMMUG00000010970	ENSMMUT00000060883	Mmu.8798.1.S1_at
ENSMMUG00000010970	ENSMMUT00000060883	MmuSTS.587.1.S1_at
ENSMMUG00000022199	ENSMMUT00000099982	MmugDNA.40738.1.S1_at
ENSMMUG00000022199	ENSMMUT00000099982	MmuSTS.1112.1.S1_at
ENSMMUG00000015150	ENSMMUT00000064799	MmugDNA.31718.1.S1_at
ENSMMUG00000008917	ENSMMUT00000012465	MmugDNA.17370.1.S1_s_at
ENSMMUG00000008917	ENSMMUT00000012465	MmugDNA.17370.1.S1_at
ENSMMUG00000022199	ENSMMUT00000075353	MmugDNA.40738.1.S1_at
ENSMMUG00000022199	ENSMMUT00000075353	MmuSTS.1112.1.S1_at
ENSMMUG00000011221	ENSMMUT00000015699	MmugDNA.4567.1.S1_at
ENSMMUG00000015150	ENSMMUT00000047310	MmugDNA.31718.1.S1_at
ENSMMUG00000019994	ENSMMUT00000069525	MmugDNA.40746.1.S1_at
ENSMMUG00000011221	ENSMMUT00000015701	MmugDNA.4567.1.S1_at
ENSMMUG00000015150	ENSMMUT00000021242	MmugDNA.9555.1.S1_at
ENSMMUG00000015150	ENSMMUT00000021242	MmugDNA.19581.1.S1_at
ENSMMUG00000001803	ENSMMUT00000002537	MmugDNA.23660.1.S1_at
ENSMMUG00000001803	ENSMMUT00000002537	MmugDNA.27314.1.S1_at
ENSMMUG00000022199	ENSMMUT00000031219	MmugDNA.40738.1.S1_at
ENSMMUG00000022199	ENSMMUT00000031219	MmuSTS.1112.1.S1_at
ENSMMUG00000059457	ENSMMUT00000101681	MmuSTS.610.1.S1_at
ENSMMUG00000059457	ENSMMUT00000089649	MmuSTS.610.1.S1_at
ENSMMUG00000019994	ENSMMUT00000092072	MmugDNA.40746.1.S1_at
ENSMMUG00000059457	ENSMMUT00000098661	MmuSTS.610.1.S1_at
ENSMMUG00000056485	ENSMMUT00000109157	MmugDNA.17373.1.S1_at
ENSMMUG00000022173	ENSMMUT00000073303	MmugDNA.31976.1.S1_at
ENSMMUG00000022173	ENSMMUT00000073303	MmugDNA.26207.1.S1_at
ENSMMUG00000022199	ENSMMUT00000056117	MmuSTS.1112.1.S1_at
ENSMMUG00000056485	ENSMMUT00000108523	MmugDNA.17373.1.S1_at
ENSMMUG00000056485	ENSMMUT00000006827	MmugDNA.17373.1.S1_at
ENSMMUG00000006022	ENSMMUT00000007219	MmugDNA.28482.1.S1_at
ENSMMUG00000032222	ENSMMUT00000047498	MmuSTS.610.1.S1_at
ENSMMUG00000019994	ENSMMUT00000108862	MmugDNA.40746.1.S1_at
ENSMMUG00000006022	ENSMMUT00000099402	MmugDNA.28482.1.S1_at
ENSMMUG00000031291	ENSMMUT00000102293	MmugDNA.9164.1.S1_at
ENSMMUG00000012185	ENSMMUT00000045256	MmugDNA.11328.1.S1_at
ENSMMUG00000012185	ENSMMUT00000045259	MmugDNA.11328.1.S1_at
ENSMMUG00000031291	ENSMMUT00000008769	MmugDNA.9164.1.S1_at
ENSMMUG00000052576	ENSMMUT00000093619	MmugDNA.26383.1.S1_at
ENSMMUG00000010961	ENSMMUT00000075151	MmugDNA.37957.1.S1_at
ENSMMUG00000010961	ENSMMUT00000075151	MmugDNA.11441.1.S1_at
ENSMMUG00000047853	ENSMMUT00000108679	MmugDNA.17373.1.S1_at
ENSMMUG00000047853	ENSMMUT00000059672	MmugDNA.17373.1.S1_at
ENSMMUG00000010961	ENSMMUT00000077311	MmugDNA.37957.1.S1_at
ENSMMUG00000010961	ENSMMUT00000077311	MmugDNA.11441.1.S1_at
ENSMMUG00000045584	ENSMMUT00000067416	MmugDNA.31188.1.S1_at
ENSMMUG00000019994	ENSMMUT00000057388	MmugDNA.40746.1.S1_at
ENSMMUG00000013857	ENSMMUT00000019447	MmuSTS.4435.1.S1_at
ENSMMUG00000013857	ENSMMUT00000019447	MmugDNA.23572.1.S1_s_at
ENSMMUG00000031291	ENSMMUT00000095772	MmugDNA.9164.1.S1_at
ENSMMUG00000038517	ENSMMUT00000058741	MmugDNA.25410.1.S1_at
ENSMMUG00000015142	ENSMMUT00000095926	MmugDNA.9555.1.S1_at
ENSMMUG00000015142	ENSMMUT00000095926	MmugDNA.19581.1.S1_at
ENSMMUG00000015056	ENSMMUT00000021102	MmuSTS.1144.1.S1_at
ENSMMUG00000019994	ENSMMUT00000072714	MmugDNA.40746.1.S1_at
ENSMMUG00000015056	ENSMMUT00000101459	MmuSTS.1144.1.S1_at
ENSMMUG00000021387	ENSMMUT00000030106	MmugDNA.11007.1.S1_at
ENSMMUG00000044778	ENSMMUT00000067939	MmugDNA.17376.1.S1_at
ENSMMUG00000064796	ENSMMUT00000087067	MmugDNA.7117.1.S1_at
ENSMMUG00000003262	ENSMMUT00000067480	MmugDNA.12923.1.S1_at
ENSMMUG00000022170	ENSMMUT00000031182	MmuSTS.3367.1.S1_at
ENSMMUG00000015142	ENSMMUT00000083231	MmugDNA.9555.1.S1_at
ENSMMUG00000015142	ENSMMUT00000083231	MmugDNA.19581.1.S1_at
ENSMMUG00000019994	ENSMMUT00000101388	MmugDNA.40746.1.S1_at
ENSMMUG00000006868	ENSMMUT00000009602	MmuSTS.2130.1.S1_s_at
ENSMMUG00000003262	ENSMMUT00000045463	MmugDNA.12923.1.S1_at
ENSMMUG00000022170	ENSMMUT00000090738	MmuSTS.3367.1.S1_at
ENSMMUG00000022170	ENSMMUT00000090738	MmugDNA.7597.1.S1_at
ENSMMUG00000022170	ENSMMUT00000090738	MmugDNA.43289.1.S1_at
ENSMMUG00000022170	ENSMMUT00000090738	MmugDNA.8977.1.S1_at
ENSMMUG00000022170	ENSMMUT00000061370	MmuSTS.3367.1.S1_at
ENSMMUG00000008435	ENSMMUT00000064811	MmugDNA.16763.1.S1_at
ENSMMUG00000049733	ENSMMUT00000106035	MmugDNA.26514.1.S1_at
ENSMMUG00000008435	ENSMMUT00000011794	MmugDNA.16763.1.S1_at
ENSMMUG00000006865	ENSMMUT00000009600	MmuSTS.1111.1.S1_at
ENSMMUG00000049733	ENSMMUT00000095311	MmugDNA.26514.1.S1_at
ENSMMUG00000019994	ENSMMUT00000093829	MmugDNA.40746.1.S1_at
ENSMMUG00000019287	ENSMMUT00000027089	MmugDNA.31324.1.S1_at
ENSMMUG00000049733	ENSMMUT00000087258	MmugDNA.26514.1.S1_at
ENSMMUG00000015142	ENSMMUT00000047313	MmugDNA.9555.1.S1_at
ENSMMUG00000015142	ENSMMUT00000076159	MmugDNA.9555.1.S1_at
ENSMMUG00000019287	ENSMMUT00000068962	MmugDNA.31324.1.S1_at
ENSMMUG00000013090	ENSMMUT00000018360	MmugDNA.22364.1.S1_at
ENSMMUG00000053940	ENSMMUT00000091105	MmugDNA.24798.1.S1_at
ENSMMUG00000015142	ENSMMUT00000021235	MmugDNA.9555.1.S1_at
ENSMMUG00000032677	ENSMMUT00000048411	MmugDNA.23231.1.S1_at
ENSMMUG00000005634	ENSMMUT00000007923	MmugDNA.10394.1.S1_at
ENSMMUG00000005634	ENSMMUT00000007923	MmugDNA.18526.1.S1_at
ENSMMUG00000045550	ENSMMUT00000057235	MmugDNA.16158.1.S1_at
ENSMMUG00000016982	ENSMMUT00000023865	MmugDNA.28180.1.S1_at
ENSMMUG00000016982	ENSMMUT00000023865	MmuSTS.3469.1.S1_at
ENSMMUG00000016982	ENSMMUT00000082796	MmugDNA.28180.1.S1_at
ENSMMUG00000016982	ENSMMUT00000082796	MmuSTS.3469.1.S1_at
ENSMMUG00000022168	ENSMMUT00000091256	MmugDNA.13398.1.S1_at
ENSMMUG00000043598	ENSMMUT00000053628	MmugDNA.21122.1.S1_at
ENSMMUG00000061167	ENSMMUT00000085085	MmugDNA.11288.1.S1_s_at
ENSMMUG00000061167	ENSMMUT00000085085	MmugDNA.18010.1.S1_at
ENSMMUG00000022168	ENSMMUT00000031180	MmugDNA.13398.1.S1_at
ENSMMUG00000045959	ENSMMUT00000070183	MmugDNA.406.1.S1_s_at
ENSMMUG00000055481	ENSMMUT00000088169	MmugDNA.13966.1.S1_s_at
ENSMMUG00000055481	ENSMMUT00000088169	MmuSTS.3129.1.S1_at
ENSMMUG00000021750	ENSMMUT00000030608	MmugDNA.17897.1.S1_at
ENSMMUG00000031430	ENSMMUT00000063673	MmugDNA.32112.1.S1_at
ENSMMUG00000016982	ENSMMUT00000078014	MmugDNA.28180.1.S1_at
ENSMMUG00000016982	ENSMMUT00000078014	MmuSTS.3469.1.S1_at
ENSMMUG00000019815	ENSMMUT00000027842	MmugDNA.1222.1.S1_at
ENSMMUG00000022168	ENSMMUT00000082339	MmugDNA.13398.1.S1_at
ENSMMUG00000055481	ENSMMUT00000087682	MmugDNA.13966.1.S1_s_at
ENSMMUG00000055481	ENSMMUT00000087682	MmuSTS.3129.1.S1_at
ENSMMUG00000031430	ENSMMUT00000078255	MmugDNA.32112.1.S1_at
ENSMMUG00000031430	ENSMMUT00000078255	MmugDNA.36359.1.S1_at
ENSMMUG00000031430	ENSMMUT00000045261	MmugDNA.32112.1.S1_at
ENSMMUG00000031430	ENSMMUT00000045261	MmugDNA.36359.1.S1_at
ENSMMUG00000064805	ENSMMUT00000094703	MmugDNA.2337.1.S1_at
ENSMMUG00000001349	ENSMMUT00000097136	MmugDNA.14128.1.S1_at
ENSMMUG00000064805	ENSMMUT00000105576	MmugDNA.2337.1.S1_at
ENSMMUG00000051591	ENSMMUT00000088164	MmugDNA.32112.1.S1_at
ENSMMUG00000059169	ENSMMUT00000105358	MmugDNA.284.1.S1_at
ENSMMUG00000021862	ENSMMUT00000030759	MmuSTS.1138.1.S1_at
ENSMMUG00000013738	ENSMMUT00000019290	MmuSTS.3507.1.S1_at
ENSMMUG00000016984	ENSMMUT00000023876	MmugDNA.35445.1.S1_at
ENSMMUG00000016984	ENSMMUT00000023876	MmugDNA.35445.1.S1_s_at
ENSMMUG00000016984	ENSMMUT00000023876	MmugDNA.39811.1.S1_at
ENSMMUG00000001349	ENSMMUT00000103335	MmugDNA.14128.1.S1_at
ENSMMUG00000008990	ENSMMUT00000073155	MmugDNA.24869.1.S1_at
ENSMMUG00000008990	ENSMMUT00000073155	MmugDNA.40886.1.S1_at
ENSMMUG00000015924	ENSMMUT00000046673	MmugDNA.12109.1.S1_at
ENSMMUG00000008990	ENSMMUT00000012556	MmugDNA.40886.1.S1_at
ENSMMUG00000015924	ENSMMUT00000086265	MmugDNA.12109.1.S1_at
ENSMMUG00000019812	ENSMMUT00000093480	MmugDNA.27430.1.S1_at
ENSMMUG00000019812	ENSMMUT00000093480	MmugDNA.31662.1.S1_at
ENSMMUG00000019812	ENSMMUT00000093480	MmugDNA.19631.1.S1_at
ENSMMUG00000008990	ENSMMUT00000069026	MmugDNA.40886.1.S1_at
ENSMMUG00000015924	ENSMMUT00000022395	MmugDNA.12109.1.S1_at
ENSMMUG00000053964	ENSMMUT00000093656	MmugDNA.18453.1.S1_at
ENSMMUG00000019812	ENSMMUT00000095443	MmugDNA.27430.1.S1_at
ENSMMUG00000019812	ENSMMUT00000095443	MmugDNA.31662.1.S1_at
ENSMMUG00000019812	ENSMMUT00000095443	MmugDNA.19631.1.S1_at
ENSMMUG00000011732	ENSMMUT00000016429	MmugDNA.5156.1.S1_at
ENSMMUG00000001349	ENSMMUT00000109492	MmugDNA.14128.1.S1_at
ENSMMUG00000018872	ENSMMUT00000026530	MmugDNA.16387.1.S1_at
ENSMMUG00000019914	ENSMMUT00000044484	MmugDNA.7909.1.S1_at
ENSMMUG00000019914	ENSMMUT00000044484	MmuSTS.1588.1.S1_at
ENSMMUG00000019812	ENSMMUT00000047398	MmugDNA.27430.1.S1_at
ENSMMUG00000019812	ENSMMUT00000047398	MmugDNA.31662.1.S1_at
ENSMMUG00000019812	ENSMMUT00000047398	MmugDNA.19631.1.S1_at
ENSMMUG00000011732	ENSMMUT00000098769	MmugDNA.5156.1.S1_at
ENSMMUG00000020834	ENSMMUT00000029306	MmugDNA.38102.1.S1_at
ENSMMUG00000019914	ENSMMUT00000087931	MmugDNA.7909.1.S1_at
ENSMMUG00000019914	ENSMMUT00000087931	MmuSTS.1588.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021825	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021825	MmugDNA.19892.1.S1_s_at
ENSMMUG00000015555	ENSMMUT00000021825	MmugDNA.8039.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021825	MmuSTS.3984.1.S1_at
ENSMMUG00000011222	ENSMMUT00000108935	MmugDNA.34738.1.S1_at
ENSMMUG00000011222	ENSMMUT00000108935	MmugDNA.22749.1.S1_at
ENSMMUG00000064729	ENSMMUT00000093600	MmuSTS.1819.1.S1_at
ENSMMUG00000064729	ENSMMUT00000093600	MmuSTS.1819.1.S1_a_at
ENSMMUG00000001349	ENSMMUT00000106852	MmugDNA.14128.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021830	MmugDNA.8039.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021830	MmuSTS.3984.1.S1_at
ENSMMUG00000015555	ENSMMUT00000047316	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000047316	MmugDNA.19892.1.S1_s_at
ENSMMUG00000015555	ENSMMUT00000047316	MmugDNA.8039.1.S1_at
ENSMMUG00000015555	ENSMMUT00000047316	MmuSTS.3984.1.S1_at
ENSMMUG00000011222	ENSMMUT00000095610	MmugDNA.34738.1.S1_at
ENSMMUG00000011222	ENSMMUT00000095610	MmugDNA.22749.1.S1_at
ENSMMUG00000009773	ENSMMUT00000074263	MmugDNA.6812.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021822	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021822	MmugDNA.19892.1.S1_s_at
ENSMMUG00000015555	ENSMMUT00000021822	MmuSTS.3984.1.S1_at
ENSMMUG00000005618	ENSMMUT00000007900	MmugDNA.6849.1.S1_at
ENSMMUG00000019914	ENSMMUT00000044485	MmugDNA.7909.1.S1_at
ENSMMUG00000019914	ENSMMUT00000044485	MmuSTS.1588.1.S1_at
ENSMMUG00000054613	ENSMMUT00000101487	MmugDNA.38497.1.S1_at
ENSMMUG00000011733	ENSMMUT00000045262	MmugDNA.8687.1.S1_at
ENSMMUG00000042618	ENSMMUT00000078413	MmugDNA.5537.1.S1_at
ENSMMUG00000011222	ENSMMUT00000092139	MmugDNA.34738.1.S1_at
ENSMMUG00000011222	ENSMMUT00000092139	MmugDNA.22749.1.S1_at
ENSMMUG00000005618	ENSMMUT00000098157	MmugDNA.6849.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021820	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021820	MmugDNA.19892.1.S1_s_at
ENSMMUG00000015555	ENSMMUT00000021820	MmugDNA.8039.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021820	MmuSTS.3984.1.S1_at
ENSMMUG00000011711	ENSMMUT00000056298	MmugDNA.31780.1.S1_s_at
ENSMMUG00000015922	ENSMMUT00000022390	MmugDNA.19238.1.S1_at
ENSMMUG00000017740	ENSMMUT00000024938	MmugDNA.38417.1.S1_at
ENSMMUG00000016215	ENSMMUT00000047350	MmugDNA.10262.1.S1_at
ENSMMUG00000016215	ENSMMUT00000047350	MmugDNA.10262.1.S1_s_at
ENSMMUG00000005740	ENSMMUT00000008060	MmuSTS.4749.1.S1_at
ENSMMUG00000008992	ENSMMUT00000012560	MmugDNA.39366.1.S1_at
ENSMMUG00000008992	ENSMMUT00000012560	MmuSTS.721.1.S1_at
ENSMMUG00000009773	ENSMMUT00000013655	MmugDNA.6812.1.S1_at
ENSMMUG00000019806	ENSMMUT00000092798	MmugDNA.704.1.S1_at
ENSMMUG00000008992	ENSMMUT00000044847	MmugDNA.39366.1.S1_at
ENSMMUG00000008992	ENSMMUT00000044847	MmuSTS.721.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021823	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021823	MmugDNA.19892.1.S1_s_at
ENSMMUG00000015555	ENSMMUT00000021823	MmugDNA.8039.1.S1_at
ENSMMUG00000015555	ENSMMUT00000021823	MmuSTS.3984.1.S1_at
ENSMMUG00000019914	ENSMMUT00000027977	MmuSTS.1588.1.S1_at
ENSMMUG00000015555	ENSMMUT00000100321	MmugDNA.27227.1.S1_at
ENSMMUG00000015555	ENSMMUT00000100321	MmugDNA.19892.1.S1_s_at
ENSMMUG00000001264	ENSMMUT00000001790	MmugDNA.4381.1.S1_at
ENSMMUG00000001264	ENSMMUT00000001790	MmugDNA.15871.1.S1_at
ENSMMUG00000011222	ENSMMUT00000015702	MmugDNA.34738.1.S1_at
ENSMMUG00000011222	ENSMMUT00000015702	MmugDNA.22749.1.S1_at
ENSMMUG00000011711	ENSMMUT00000095111	MmugDNA.31780.1.S1_at
ENSMMUG00000011711	ENSMMUT00000095111	MmugDNA.31780.1.S1_s_at
ENSMMUG00000015922	ENSMMUT00000022391	MmugDNA.37092.1.S1_at
ENSMMUG00000008992	ENSMMUT00000012562	MmugDNA.39366.1.S1_at
ENSMMUG00000008992	ENSMMUT00000012562	MmuSTS.721.1.S1_at
ENSMMUG00000011735	ENSMMUT00000016433	MmugDNA.32774.1.S1_at
ENSMMUG00000016214	ENSMMUT00000022784	MmuSTS.4092.1.S1_at
ENSMMUG00000011711	ENSMMUT00000076075	MmugDNA.34572.1.S1_at
ENSMMUG00000011711	ENSMMUT00000076075	MmugDNA.31780.1.S1_s_at
ENSMMUG00000011711	ENSMMUT00000076075	MmuSTS.4029.1.S1_at
ENSMMUG00000011222	ENSMMUT00000075873	MmugDNA.34738.1.S1_at
ENSMMUG00000011222	ENSMMUT00000075873	MmugDNA.22749.1.S1_at
ENSMMUG00000011711	ENSMMUT00000016407	MmugDNA.34572.1.S1_at
ENSMMUG00000011711	ENSMMUT00000016407	MmugDNA.31780.1.S1_s_at
ENSMMUG00000011711	ENSMMUT00000016407	MmuSTS.4029.1.S1_at
ENSMMUG00000019806	ENSMMUT00000104753	MmugDNA.704.1.S1_at
ENSMMUG00000011711	ENSMMUT00000075832	MmugDNA.34572.1.S1_at
ENSMMUG00000011711	ENSMMUT00000075832	MmugDNA.31780.1.S1_s_at
ENSMMUG00000011711	ENSMMUT00000075832	MmuSTS.4029.1.S1_at
ENSMMUG00000019806	ENSMMUT00000027836	MmugDNA.704.1.S1_at
ENSMMUG00000008992	ENSMMUT00000069004	MmugDNA.39366.1.S1_at
ENSMMUG00000008992	ENSMMUT00000069004	MmuSTS.721.1.S1_at
ENSMMUG00000011711	ENSMMUT00000070477	MmugDNA.34572.1.S1_at
ENSMMUG00000011711	ENSMMUT00000070477	MmugDNA.31780.1.S1_s_at
ENSMMUG00000011711	ENSMMUT00000070477	MmuSTS.4029.1.S1_at
ENSMMUG00000019914	ENSMMUT00000096766	MmugDNA.7909.1.S1_at
ENSMMUG00000019914	ENSMMUT00000096766	MmuSTS.1588.1.S1_at
ENSMMUG00000044175	ENSMMUT00000054483	MmugDNA.40966.1.S1_at
ENSMMUG00000009773	ENSMMUT00000013654	MmugDNA.6812.1.S1_at
ENSMMUG00000015922	ENSMMUT00000107881	MmugDNA.37092.1.S1_at
ENSMMUG00000015922	ENSMMUT00000107881	MmugDNA.24932.1.S1_s_at
ENSMMUG00000015922	ENSMMUT00000107881	MmugDNA.24932.1.S1_at
ENSMMUG00000015922	ENSMMUT00000107881	MmuSTS.1317.1.S1_at
ENSMMUG00000002492	ENSMMUT00000047518	MmugDNA.38264.1.S1_at
ENSMMUG00000002492	ENSMMUT00000047518	MmugDNA.16781.1.S1_at
ENSMMUG00000011711	ENSMMUT00000074111	MmugDNA.34572.1.S1_at
ENSMMUG00000011711	ENSMMUT00000074111	MmugDNA.31780.1.S1_s_at
ENSMMUG00000011711	ENSMMUT00000074111	MmuSTS.4029.1.S1_at
ENSMMUG00000001264	ENSMMUT00000065916	MmugDNA.4381.1.S1_at
ENSMMUG00000001264	ENSMMUT00000065916	MmugDNA.15871.1.S1_at
ENSMMUG00000001264	ENSMMUT00000065916	MmugDNA.15942.1.S1_at
ENSMMUG00000001264	ENSMMUT00000065916	MmugDNA.15942.1.S1_s_at
ENSMMUG00000051719	ENSMMUT00000080103	MmunewRS.959.1.S1_at
ENSMMUG00000054650	ENSMMUT00000094438	MmugDNA.34920.1.S1_at
ENSMMUG00000058332	ENSMMUT00000105122	MmugDNA.35777.1.S1_at
ENSMMUG00000043588	ENSMMUT00000061504	MmugDNA.32205.1.S1_s_at
ENSMMUG00000043588	ENSMMUT00000061504	MmuSTS.2276.1.S1_x_at
ENSMMUG00000043588	ENSMMUT00000061504	MmugDNA.32205.1.S1_x_at
ENSMMUG00000043588	ENSMMUT00000061504	MmuSTS.2276.1.S1_at
ENSMMUG00000043588	ENSMMUT00000061504	MmugDNA.32205.1.S1_at
ENSMMUG00000056940	ENSMMUT00000092737	MmugDNA.1668.1.S1_at
ENSMMUG00000063749	ENSMMUT00000107999	MmugDNA.19026.1.S1_at
ENSMMUG00000063749	ENSMMUT00000107999	MmugDNA.21505.1.S1_at
ENSMMUG00000005740	ENSMMUT00000081430	MmuSTS.4749.1.S1_at
ENSMMUG00000039099	ENSMMUT00000059778	MmugDNA.33329.1.S1_at
ENSMMUG00000001966	ENSMMUT00000002780	MmugDNA.4966.1.S1_at
ENSMMUG00000039099	ENSMMUT00000106074	MmugDNA.33329.1.S1_at
ENSMMUG00000017104	ENSMMUT00000047356	MmuSTS.4290.1.S1_at
ENSMMUG00000008638	ENSMMUT00000082895	MmugDNA.28216.1.S1_at
ENSMMUG00000008638	ENSMMUT00000082895	MmugDNA.16475.1.S1_at
ENSMMUG00000017104	ENSMMUT00000024057	MmuSTS.4290.1.S1_at
ENSMMUG00000005619	ENSMMUT00000007901	MmuSTS.1589.1.S1_at
ENSMMUG00000032231	ENSMMUT00000107122	MmugDNA.33123.1.S1_at
ENSMMUG00000017104	ENSMMUT00000024052	MmuSTS.4290.1.S1_at
ENSMMUG00000032231	ENSMMUT00000079734	MmugDNA.33123.1.S1_at
ENSMMUG00000049843	ENSMMUT00000002784	MmuSTS.3076.1.S1_at
ENSMMUG00000005619	ENSMMUT00000084678	MmuSTS.1589.1.S1_at
ENSMMUG00000005619	ENSMMUT00000084678	MmugDNA.26488.1.S1_at
ENSMMUG00000032231	ENSMMUT00000070194	MmugDNA.33123.1.S1_at
ENSMMUG00000062996	ENSMMUT00000096276	MmuSTS.3076.1.S1_at
ENSMMUG00000062996	ENSMMUT00000087862	MmuSTS.3076.1.S1_at
ENSMMUG00000013602	ENSMMUT00000019104	MmuSTS.3942.1.S1_at
ENSMMUG00000013602	ENSMMUT00000084162	MmuSTS.3942.1.S1_at
ENSMMUG00000005619	ENSMMUT00000055578	MmuSTS.1589.1.S1_at
ENSMMUG00000017104	ENSMMUT00000024049	MmuSTS.4290.1.S1_at
ENSMMUG00000032231	ENSMMUT00000076662	MmugDNA.33123.1.S1_at
ENSMMUG00000049286	ENSMMUT00000045974	MmunewRS.974.1.S1_s_at
ENSMMUG00000032231	ENSMMUT00000090706	MmugDNA.33123.1.S1_at
ENSMMUG00000013602	ENSMMUT00000019106	MmuSTS.3942.1.S1_at
ENSMMUG00000012479	ENSMMUT00000107791	MmuSTS.1584.1.S1_at
ENSMMUG00000012479	ENSMMUT00000107791	MmugDNA.21425.1.S1_at
ENSMMUG00000014874	ENSMMUT00000020864	MmugDNA.32456.1.S1_at
ENSMMUG00000005619	ENSMMUT00000071224	MmuSTS.1589.1.S1_at
ENSMMUG00000064556	ENSMMUT00000102827	MmugDNA.10833.1.S1_at
ENSMMUG00000064556	ENSMMUT00000102827	MmugDNA.38071.1.S1_s_at
ENSMMUG00000053735	ENSMMUT00000092226	MmugDNA.15190.1.S1_at
ENSMMUG00000059260	ENSMMUT00000098654	MmugDNA.33172.1.S1_at
ENSMMUG00000059260	ENSMMUT00000098654	MmugDNA.22080.1.S1_at
ENSMMUG00000014874	ENSMMUT00000020867	MmugDNA.32456.1.S1_at
ENSMMUG00000016812	ENSMMUT00000023632	MmugDNA.11507.1.S1_at
ENSMMUG00000016812	ENSMMUT00000023632	MmugDNA.11749.1.S1_at
ENSMMUG00000003581	ENSMMUT00000046382	MmugDNA.20467.1.S1_at
ENSMMUG00000014874	ENSMMUT00000020866	MmugDNA.32456.1.S1_at
ENSMMUG00000014874	ENSMMUT00000020866	MmugDNA.28879.1.S1_at
ENSMMUG00000003581	ENSMMUT00000005069	MmugDNA.20467.1.S1_at
ENSMMUG00000017103	ENSMMUT00000024047	MmugDNA.8224.1.S1_at
ENSMMUG00000008638	ENSMMUT00000103211	MmugDNA.28216.1.S1_at
ENSMMUG00000008638	ENSMMUT00000103211	MmugDNA.16475.1.S1_at
ENSMMUG00000008549	ENSMMUT00000011955	MmugDNA.17663.1.S1_at
ENSMMUG00000012479	ENSMMUT00000017497	MmuSTS.1584.1.S1_at
ENSMMUG00000012479	ENSMMUT00000017497	MmugDNA.21425.1.S1_at
ENSMMUG00000056341	ENSMMUT00000086668	MmuSTS.1824.1.S1_at
ENSMMUG00000005619	ENSMMUT00000102232	MmuSTS.1589.1.S1_at
ENSMMUG00000050804	ENSMMUT00000060060	MmugDNA.17855.1.S1_at
ENSMMUG00000003581	ENSMMUT00000005072	MmugDNA.20467.1.S1_at
ENSMMUG00000014876	ENSMMUT00000046981	MmugDNA.3217.1.S1_at
ENSMMUG00000014876	ENSMMUT00000046981	MmugDNA.3220.1.S1_at
ENSMMUG00000016812	ENSMMUT00000023621	MmugDNA.11749.1.S1_at
ENSMMUG00000000352	ENSMMUT00000000511	MmugDNA.15942.1.S1_s_at
ENSMMUG00000008549	ENSMMUT00000103075	MmugDNA.17663.1.S1_at
ENSMMUG00000058456	ENSMMUT00000080177	MmugDNA.40607.1.S1_at
ENSMMUG00000005635	ENSMMUT00000007925	Mmu.7164.1.S1_at
ENSMMUG00000005635	ENSMMUT00000007925	MmugDNA.36071.1.S1_at
ENSMMUG00000005635	ENSMMUT00000007925	MmunewRS.268.1.S1_s_at
ENSMMUG00000001967	ENSMMUT00000002781	MmuSTS.1818.1.S1_s_at
ENSMMUG00000001967	ENSMMUT00000002781	MmunewRS.1005.1.S1_at
ENSMMUG00000053723	ENSMMUT00000106184	MmugDNA.17881.1.S1_at
ENSMMUG00000013596	ENSMMUT00000019096	MmugDNA.217.1.S1_at
ENSMMUG00000015081	ENSMMUT00000021137	MmugDNA.22627.1.S1_at
ENSMMUG00000003579	ENSMMUT00000005066	MmugDNA.20898.1.S1_at
ENSMMUG00000023382	ENSMMUT00000078501	MmugDNA.28750.1.S1_at
ENSMMUG00000023382	ENSMMUT00000078501	MmuSTS.4142.1.S1_at
ENSMMUG00000023382	ENSMMUT00000078501	MmugDNA.23037.1.S1_at
