Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000116898	ENSMUST00000231565	137517_at
ENSMUSG00000033845	ENSMUST00000130201	135304_at
ENSMUSG00000033845	ENSMUST00000156816	135304_at
ENSMUSG00000112639	ENSMUST00000217956	128523_at
ENSMUSG00000112639	ENSMUST00000217874	128523_at
ENSMUSG00000061080	ENSMUST00000187695	135748_at
ENSMUSG00000061080	ENSMUST00000099761	135748_at
ENSMUSG00000061080	ENSMUST00000099761	167597_at
ENSMUSG00000036357	ENSMUST00000057645	135331_at
ENSMUSG00000027849	ENSMUST00000132325	139531_at
ENSMUSG00000027849	ENSMUST00000117221	139531_at
ENSMUSG00000027849	ENSMUST00000090697	139531_at
ENSMUSG00000020258	ENSMUST00000036382	133793_at
ENSMUSG00000020258	ENSMUST00000112543	133793_at
ENSMUSG00000020258	ENSMUST00000217417	133793_at
ENSMUSG00000040997	ENSMUST00000180359	167324_at
ENSMUSG00000040997	ENSMUST00000199338	167324_at
ENSMUSG00000039804	ENSMUST00000153905	130774_at
ENSMUSG00000115289	ENSMUST00000226696	131700_at
ENSMUSG00000115289	ENSMUST00000228430	131700_at
ENSMUSG00000115289	ENSMUST00000228116	131700_at
ENSMUSG00000052560	ENSMUST00000088649	167842_r_at
ENSMUSG00000052560	ENSMUST00000088649	166262_f_at
ENSMUSG00000052560	ENSMUST00000064391	167842_r_at
ENSMUSG00000052560	ENSMUST00000064391	166262_f_at
ENSMUSG00000027010	ENSMUST00000151937	129870_at
ENSMUSG00000063971	ENSMUST00000023781	138799_at
ENSMUSG00000042121	ENSMUST00000159592	129268_at
ENSMUSG00000042121	ENSMUST00000159592	168280_r_at
ENSMUSG00000042121	ENSMUST00000112298	129268_at
ENSMUSG00000042121	ENSMUST00000112298	168280_r_at
ENSMUSG00000042121	ENSMUST00000162396	137727_at
ENSMUSG00000042121	ENSMUST00000162322	137727_at
ENSMUSG00000021007	ENSMUST00000048402	165426_f_at
ENSMUSG00000021007	ENSMUST00000101144	165426_f_at
ENSMUSG00000021007	ENSMUST00000101146	165426_f_at
ENSMUSG00000021007	ENSMUST00000152482	165426_f_at
ENSMUSG00000037395	ENSMUST00000110849	140329_at
ENSMUSG00000037395	ENSMUST00000073279	140329_at
ENSMUSG00000037395	ENSMUST00000192158	140329_at
ENSMUSG00000037395	ENSMUST00000194750	140329_at
ENSMUSG00000024673	ENSMUST00000169159	133531_at
ENSMUSG00000024673	ENSMUST00000185851	133531_at
ENSMUSG00000027811	ENSMUST00000029388	165681_at
ENSMUSG00000033597	ENSMUST00000024958	129867_at
ENSMUSG00000033597	ENSMUST00000234717	129867_at
ENSMUSG00000040163	ENSMUST00000036592	167647_r_at
ENSMUSG00000040163	ENSMUST00000111622	167647_r_at
ENSMUSG00000041757	ENSMUST00000038295	129094_r_at
ENSMUSG00000041757	ENSMUST00000190208	129094_r_at
ENSMUSG00000041757	ENSMUST00000105082	129094_r_at
ENSMUSG00000027994	ENSMUST00000153506	129247_at
ENSMUSG00000033943	ENSMUST00000046717	166407_at
ENSMUSG00000033943	ENSMUST00000046717	166075_r_at
ENSMUSG00000033943	ENSMUST00000122889	166407_at
ENSMUSG00000033943	ENSMUST00000079934	166407_at
ENSMUSG00000033943	ENSMUST00000079934	166075_r_at
ENSMUSG00000033943	ENSMUST00000110774	166407_at
ENSMUSG00000033943	ENSMUST00000110774	166075_r_at
ENSMUSG00000033943	ENSMUST00000110773	166407_at
ENSMUSG00000033943	ENSMUST00000110773	166075_r_at
ENSMUSG00000016487	ENSMUST00000016631	167153_r_at
ENSMUSG00000016487	ENSMUST00000111623	167153_r_at
ENSMUSG00000016487	ENSMUST00000123902	167153_r_at
ENSMUSG00000079614	ENSMUST00000237700	166637_i_at
ENSMUSG00000074527	ENSMUST00000134982	139275_at
ENSMUSG00000036986	ENSMUST00000085673	166786_i_at
ENSMUSG00000036986	ENSMUST00000114136	166786_i_at
ENSMUSG00000036986	ENSMUST00000135310	166786_i_at
ENSMUSG00000036986	ENSMUST00000126690	166786_i_at
ENSMUSG00000036986	ENSMUST00000148628	166786_i_at
ENSMUSG00000032376	ENSMUST00000127569	133687_at
ENSMUSG00000032376	ENSMUST00000139547	133687_at
ENSMUSG00000019146	ENSMUST00000019290	168489_r_at
ENSMUSG00000108049	ENSMUST00000204835	137346_at
ENSMUSG00000028132	ENSMUST00000128909	166633_i_at
ENSMUSG00000028132	ENSMUST00000029777	166633_i_at
ENSMUSG00000028132	ENSMUST00000155309	166633_i_at
ENSMUSG00000087461	ENSMUST00000149707	129420_at
ENSMUSG00000030048	ENSMUST00000032127	165811_at
ENSMUSG00000071753	ENSMUST00000232283	136259_at
ENSMUSG00000071753	ENSMUST00000144853	136259_at
ENSMUSG00000071753	ENSMUST00000140023	136259_at
ENSMUSG00000071753	ENSMUST00000125930	136259_at
ENSMUSG00000071753	ENSMUST00000232525	136259_at
ENSMUSG00000071753	ENSMUST00000232525	136203_r_at
ENSMUSG00000071753	ENSMUST00000096426	136259_at
ENSMUSG00000042213	ENSMUST00000220845	166355_f_at
ENSMUSG00000042213	ENSMUST00000221069	166355_f_at
ENSMUSG00000028457	ENSMUST00000107942	166192_at
ENSMUSG00000028457	ENSMUST00000107937	166192_at
ENSMUSG00000084234	ENSMUST00000119710	167695_f_at
ENSMUSG00000085265	ENSMUST00000134584	170422_at
ENSMUSG00000100890	ENSMUST00000187123	171253_at
ENSMUSG00000021219	ENSMUST00000186848	129833_at
ENSMUSG00000021219	ENSMUST00000200911	129833_at
ENSMUSG00000021219	ENSMUST00000202210	129833_at
ENSMUSG00000021219	ENSMUST00000186458	129833_at
ENSMUSG00000021219	ENSMUST00000186081	129833_at
ENSMUSG00000021219	ENSMUST00000186323	129833_at
ENSMUSG00000021219	ENSMUST00000185674	129833_at
ENSMUSG00000022245	ENSMUST00000119146	166760_s_at
ENSMUSG00000022245	ENSMUST00000116613	166760_s_at
ENSMUSG00000022245	ENSMUST00000055281	166760_s_at
ENSMUSG00000051228	ENSMUST00000050434	131275_at
ENSMUSG00000072878	ENSMUST00000090061	165522_r_at
ENSMUSG00000059187	ENSMUST00000125951	138179_at
ENSMUSG00000113902	ENSMUST00000222608	133205_at
ENSMUSG00000031558	ENSMUST00000173107	133964_at
ENSMUSG00000029851	ENSMUST00000031879	130121_at
ENSMUSG00000118604	ENSMUST00000232361	136259_at
ENSMUSG00000003923	ENSMUST00000092430	166785_f_at
ENSMUSG00000066477	ENSMUST00000160979	133327_f_at
ENSMUSG00000066477	ENSMUST00000160017	133327_f_at
ENSMUSG00000066477	ENSMUST00000160842	133327_f_at
ENSMUSG00000057672	ENSMUST00000005616	166579_i_at
ENSMUSG00000057672	ENSMUST00000144258	166579_i_at
ENSMUSG00000057672	ENSMUST00000132945	166579_i_at
ENSMUSG00000057672	ENSMUST00000128523	166579_i_at
ENSMUSG00000057672	ENSMUST00000138898	166579_i_at
ENSMUSG00000101693	ENSMUST00000189590	135815_at
ENSMUSG00000042284	ENSMUST00000061673	168284_i_at
ENSMUSG00000042284	ENSMUST00000061673	167435_at
ENSMUSG00000078954	ENSMUST00000168811	129273_at
ENSMUSG00000078954	ENSMUST00000169075	129273_at
ENSMUSG00000078954	ENSMUST00000172307	129273_at
ENSMUSG00000078954	ENSMUST00000006029	129273_at
ENSMUSG00000002799	ENSMUST00000075827	165694_at
ENSMUSG00000002799	ENSMUST00000223304	165694_at
ENSMUSG00000072763	ENSMUST00000092720	140565_f_at
ENSMUSG00000012042	ENSMUST00000012186	166147_f_at
ENSMUSG00000012042	ENSMUST00000199804	166147_f_at
ENSMUSG00000012042	ENSMUST00000199293	166147_f_at
ENSMUSG00000022629	ENSMUST00000088614	166472_i_at
ENSMUSG00000022629	ENSMUST00000109287	166472_i_at
ENSMUSG00000022629	ENSMUST00000067205	166472_i_at
ENSMUSG00000022629	ENSMUST00000109288	166472_i_at
ENSMUSG00000022629	ENSMUST00000100304	166472_i_at
ENSMUSG00000085203	ENSMUST00000150252	135195_at
ENSMUSG00000035133	ENSMUST00000219443	168904_at
ENSMUSG00000035133	ENSMUST00000217820	168904_at
ENSMUSG00000087403	ENSMUST00000195280	140851_at
ENSMUSG00000087403	ENSMUST00000148326	140851_at
ENSMUSG00000087403	ENSMUST00000149098	140851_at
ENSMUSG00000087403	ENSMUST00000181635	140851_at
ENSMUSG00000029651	ENSMUST00000085558	166513_at
ENSMUSG00000029651	ENSMUST00000110515	166513_at
ENSMUSG00000029651	ENSMUST00000071878	166513_at
ENSMUSG00000029651	ENSMUST00000146425	166513_at
ENSMUSG00000029651	ENSMUST00000110514	166513_at
ENSMUSG00000029651	ENSMUST00000152105	166513_at
ENSMUSG00000029651	ENSMUST00000085554	166513_at
ENSMUSG00000042961	ENSMUST00000058593	167448_i_at
ENSMUSG00000042961	ENSMUST00000096494	167448_i_at
ENSMUSG00000042961	ENSMUST00000160207	167448_i_at
ENSMUSG00000027823	ENSMUST00000029405	138060_at
ENSMUSG00000106668	ENSMUST00000199490	165943_f_at
ENSMUSG00000105906	ENSMUST00000200568	165943_f_at
ENSMUSG00000106567	ENSMUST00000198927	135610_at
ENSMUSG00000079053	ENSMUST00000131961	136625_at
ENSMUSG00000022229	ENSMUST00000007340	168163_at
ENSMUSG00000105594	ENSMUST00000196584	136691_at
ENSMUSG00000059540	ENSMUST00000129686	166062_f_at
ENSMUSG00000059540	ENSMUST00000103042	166062_f_at
ENSMUSG00000059540	ENSMUST00000129745	166062_f_at
ENSMUSG00000059540	ENSMUST00000129006	166062_f_at
ENSMUSG00000059540	ENSMUST00000136145	166062_f_at
ENSMUSG00000059540	ENSMUST00000125892	166062_f_at
ENSMUSG00000059540	ENSMUST00000126844	166062_f_at
ENSMUSG00000117840	ENSMUST00000236587	131858_at
ENSMUSG00000118080	ENSMUST00000235808	131858_at
ENSMUSG00000020672	ENSMUST00000142046	168419_f_at
ENSMUSG00000020672	ENSMUST00000021004	168419_f_at
ENSMUSG00000020672	ENSMUST00000149710	168419_f_at
ENSMUSG00000020672	ENSMUST00000133324	168419_f_at
ENSMUSG00000052572	ENSMUST00000231777	167045_at
ENSMUSG00000052572	ENSMUST00000107196	167045_at
ENSMUSG00000052572	ENSMUST00000074273	167045_at
ENSMUSG00000052572	ENSMUST00000238619	167045_at
ENSMUSG00000052572	ENSMUST00000238467	167045_at
ENSMUSG00000052572	ENSMUST00000238608	167045_at
ENSMUSG00000052572	ENSMUST00000107193	167045_at
ENSMUSG00000052572	ENSMUST00000098308	167045_at
ENSMUSG00000052572	ENSMUST00000138389	167045_at
ENSMUSG00000037112	ENSMUST00000176824	140661_at
ENSMUSG00000074892	ENSMUST00000113800	165561_r_at
ENSMUSG00000074892	ENSMUST00000099497	165561_r_at
ENSMUSG00000084885	ENSMUST00000130625	139504_at
ENSMUSG00000084885	ENSMUST00000145515	139504_at
ENSMUSG00000084885	ENSMUST00000157022	139504_at
ENSMUSG00000001870	ENSMUST00000146839	129150_at
ENSMUSG00000032786	ENSMUST00000123115	132171_at
ENSMUSG00000032786	ENSMUST00000214989	132171_at
ENSMUSG00000032333	ENSMUST00000034883	131386_at
ENSMUSG00000032333	ENSMUST00000216877	131386_at
ENSMUSG00000032333	ENSMUST00000216864	131386_at
ENSMUSG00000056679	ENSMUST00000137840	136290_at
ENSMUSG00000053819	ENSMUST00000106402	169012_s_at
ENSMUSG00000053819	ENSMUST00000106399	169012_s_at
ENSMUSG00000053819	ENSMUST00000066466	169012_s_at
ENSMUSG00000053819	ENSMUST00000199300	169012_s_at
ENSMUSG00000053819	ENSMUST00000145454	169012_s_at
ENSMUSG00000053819	ENSMUST00000131869	169012_s_at
ENSMUSG00000053819	ENSMUST00000106400	169012_s_at
ENSMUSG00000053819	ENSMUST00000200171	169012_s_at
ENSMUSG00000053819	ENSMUST00000171289	169012_s_at
ENSMUSG00000053819	ENSMUST00000129293	169012_s_at
ENSMUSG00000053819	ENSMUST00000106401	169012_s_at
ENSMUSG00000053819	ENSMUST00000198487	169012_s_at
ENSMUSG00000053819	ENSMUST00000167985	169012_s_at
ENSMUSG00000053819	ENSMUST00000167417	169012_s_at
ENSMUSG00000053819	ENSMUST00000066452	169012_s_at
ENSMUSG00000036687	ENSMUST00000110832	168067_i_at
ENSMUSG00000036687	ENSMUST00000044002	168067_i_at
ENSMUSG00000038902	ENSMUST00000107270	134148_at
ENSMUSG00000038902	ENSMUST00000107269	134148_at
ENSMUSG00000085977	ENSMUST00000131638	137251_f_at
ENSMUSG00000043384	ENSMUST00000149595	168082_at
ENSMUSG00000034997	ENSMUST00000036653	135279_at
ENSMUSG00000022680	ENSMUST00000023361	137213_at
ENSMUSG00000022680	ENSMUST00000150435	137213_at
ENSMUSG00000022680	ENSMUST00000127432	137213_at
ENSMUSG00000022680	ENSMUST00000152450	137213_at
ENSMUSG00000040838	ENSMUST00000212287	165526_i_at
ENSMUSG00000031250	ENSMUST00000033602	165912_f_at
ENSMUSG00000051403	ENSMUST00000209190	130936_f_at
ENSMUSG00000051403	ENSMUST00000058444	130936_f_at
ENSMUSG00000051403	ENSMUST00000208678	130936_f_at
ENSMUSG00000020690	ENSMUST00000021029	165526_i_at
ENSMUSG00000020690	ENSMUST00000154543	165526_i_at
ENSMUSG00000038240	ENSMUST00000160108	168310_r_at
ENSMUSG00000038240	ENSMUST00000162758	168310_r_at
ENSMUSG00000033717	ENSMUST00000036700	131189_f_at
ENSMUSG00000033717	ENSMUST00000237285	131189_f_at
ENSMUSG00000032334	ENSMUST00000061799	170492_at
ENSMUSG00000117081	ENSMUST00000113795	128582_at
ENSMUSG00000061298	ENSMUST00000136433	136450_at
ENSMUSG00000000159	ENSMUST00000113794	128582_at
ENSMUSG00000000159	ENSMUST00000000163	128582_at
ENSMUSG00000000159	ENSMUST00000081093	128582_at
ENSMUSG00000000159	ENSMUST00000136292	128582_at
ENSMUSG00000091462	ENSMUST00000163843	130183_at
ENSMUSG00000099696	ENSMUST00000191603	168021_at
ENSMUSG00000099696	ENSMUST00000185568	168021_at
ENSMUSG00000099696	ENSMUST00000189828	168021_at
ENSMUSG00000031933	ENSMUST00000034409	168033_f_at
ENSMUSG00000031933	ENSMUST00000034409	166766_f_at
ENSMUSG00000031933	ENSMUST00000121116	168033_f_at
ENSMUSG00000031933	ENSMUST00000121116	166766_f_at
ENSMUSG00000031933	ENSMUST00000148155	168033_f_at
ENSMUSG00000031933	ENSMUST00000148155	166766_f_at
ENSMUSG00000075254	ENSMUST00000152782	166768_at
ENSMUSG00000021747	ENSMUST00000102996	167727_r_at
ENSMUSG00000050321	ENSMUST00000058829	138036_at
ENSMUSG00000050321	ENSMUST00000235167	138036_at
ENSMUSG00000044573	ENSMUST00000062740	169347_at
ENSMUSG00000044573	ENSMUST00000074038	169347_at
ENSMUSG00000021476	ENSMUST00000221904	139224_at
ENSMUSG00000021476	ENSMUST00000021929	139224_at
ENSMUSG00000021476	ENSMUST00000221264	139224_at
ENSMUSG00000021476	ENSMUST00000223328	139224_at
ENSMUSG00000091972	ENSMUST00000231658	135138_at
ENSMUSG00000025140	ENSMUST00000026133	165691_at
ENSMUSG00000025140	ENSMUST00000141254	165691_at
ENSMUSG00000025140	ENSMUST00000151876	165691_at
ENSMUSG00000021587	ENSMUST00000022075	170227_at
ENSMUSG00000021408	ENSMUST00000167374	130183_at
ENSMUSG00000023968	ENSMUST00000113465	129339_at
ENSMUSG00000023968	ENSMUST00000164180	129339_at
ENSMUSG00000023968	ENSMUST00000024764	129339_at
ENSMUSG00000023968	ENSMUST00000165993	129339_at
ENSMUSG00000023968	ENSMUST00000165811	129339_at
ENSMUSG00000023968	ENSMUST00000169441	129339_at
ENSMUSG00000023968	ENSMUST00000165750	129339_at
ENSMUSG00000047583	ENSMUST00000052774	131868_at
ENSMUSG00000047583	ENSMUST00000148680	131868_at
ENSMUSG00000047583	ENSMUST00000170461	131868_at
ENSMUSG00000025512	ENSMUST00000153191	139585_at
ENSMUSG00000025512	ENSMUST00000118694	139585_at
ENSMUSG00000025512	ENSMUST00000209452	139585_at
ENSMUSG00000025512	ENSMUST00000147610	139585_at
ENSMUSG00000025512	ENSMUST00000064642	139585_at
ENSMUSG00000025512	ENSMUST00000166082	139585_at
ENSMUSG00000025512	ENSMUST00000026586	139585_at
ENSMUSG00000034472	ENSMUST00000139848	131405_at
ENSMUSG00000035273	ENSMUST00000045617	131004_r_at
ENSMUSG00000035273	ENSMUST00000112908	131004_r_at
ENSMUSG00000041633	ENSMUST00000039424	133763_at
ENSMUSG00000041633	ENSMUST00000112572	133763_at
ENSMUSG00000040121	ENSMUST00000036194	167153_r_at
ENSMUSG00000024542	ENSMUST00000025425	133270_at
ENSMUSG00000024542	ENSMUST00000225077	133270_at
ENSMUSG00000027506	ENSMUST00000120143	130178_at
ENSMUSG00000027506	ENSMUST00000091355	130178_at
ENSMUSG00000027506	ENSMUST00000091354	130178_at
ENSMUSG00000026755	ENSMUST00000141467	165760_f_at
ENSMUSG00000026755	ENSMUST00000112862	165760_f_at
ENSMUSG00000026755	ENSMUST00000090993	165760_f_at
ENSMUSG00000026755	ENSMUST00000135049	165760_f_at
ENSMUSG00000034807	ENSMUST00000047903	167552_r_at
ENSMUSG00000034807	ENSMUST00000212216	167552_r_at
ENSMUSG00000034807	ENSMUST00000212706	167552_r_at
ENSMUSG00000034807	ENSMUST00000212706	135593_at
ENSMUSG00000057615	ENSMUST00000075983	166638_at
ENSMUSG00000024672	ENSMUST00000025574	139422_at
ENSMUSG00000024672	ENSMUST00000067532	139422_at
ENSMUSG00000024672	ENSMUST00000056035	139422_at
ENSMUSG00000024672	ENSMUST00000159269	139422_at
ENSMUSG00000024672	ENSMUST00000162785	139422_at
ENSMUSG00000060429	ENSMUST00000039769	168007_f_at
ENSMUSG00000031214	ENSMUST00000033560	134674_at
ENSMUSG00000019927	ENSMUST00000020085	165448_i_at
ENSMUSG00000019927	ENSMUST00000144636	165448_i_at
ENSMUSG00000026018	ENSMUST00000185891	129113_at
ENSMUSG00000026018	ENSMUST00000027172	129113_at
ENSMUSG00000026018	ENSMUST00000191251	129113_at
ENSMUSG00000026018	ENSMUST00000189776	129113_at
ENSMUSG00000017652	ENSMUST00000153105	137328_at
ENSMUSG00000039714	ENSMUST00000045068	136140_at
ENSMUSG00000097428	ENSMUST00000181406	129275_at
ENSMUSG00000097428	ENSMUST00000180555	129275_at
ENSMUSG00000109864	ENSMUST00000211623	165516_i_at
ENSMUSG00000109864	ENSMUST00000211623	170454_at
ENSMUSG00000025366	ENSMUST00000218092	135271_at
ENSMUSG00000025366	ENSMUST00000220045	135271_at
ENSMUSG00000004562	ENSMUST00000182905	139502_at
ENSMUSG00000004562	ENSMUST00000093813	139502_at
ENSMUSG00000004562	ENSMUST00000182740	139502_at
ENSMUSG00000004562	ENSMUST00000100639	139502_at
ENSMUSG00000004562	ENSMUST00000183208	139502_at
ENSMUSG00000004562	ENSMUST00000182909	139502_at
ENSMUSG00000004562	ENSMUST00000182760	139502_at
ENSMUSG00000004562	ENSMUST00000182338	139502_at
ENSMUSG00000004562	ENSMUST00000182061	139502_at
ENSMUSG00000004562	ENSMUST00000182961	139502_at
ENSMUSG00000004562	ENSMUST00000182193	139502_at
ENSMUSG00000031620	ENSMUST00000034033	167540_at
ENSMUSG00000031620	ENSMUST00000212704	167540_at
ENSMUSG00000031620	ENSMUST00000121983	167540_at
ENSMUSG00000036244	ENSMUST00000040217	166388_at
ENSMUSG00000036244	ENSMUST00000213847	166388_at
ENSMUSG00000057068	ENSMUST00000149617	131854_at
ENSMUSG00000057068	ENSMUST00000176621	131854_at
ENSMUSG00000057068	ENSMUST00000175974	131854_at
ENSMUSG00000057068	ENSMUST00000131166	131854_at
ENSMUSG00000060969	ENSMUST00000077337	130122_f_at
ENSMUSG00000060969	ENSMUST00000223460	130122_f_at
ENSMUSG00000015962	ENSMUST00000016106	167939_s_at
ENSMUSG00000066129	ENSMUST00000154782	167630_f_at
ENSMUSG00000066129	ENSMUST00000154782	166904_at
ENSMUSG00000066129	ENSMUST00000156941	167630_f_at
ENSMUSG00000066129	ENSMUST00000156941	166904_at
ENSMUSG00000066129	ENSMUST00000053445	167630_f_at
ENSMUSG00000066129	ENSMUST00000053445	166904_at
ENSMUSG00000028795	ENSMUST00000126777	139246_at
ENSMUSG00000028795	ENSMUST00000141361	139246_at
ENSMUSG00000028795	ENSMUST00000124630	139246_at
ENSMUSG00000055489	ENSMUST00000043944	130599_at
ENSMUSG00000022435	ENSMUST00000023070	165910_f_at
ENSMUSG00000027525	ENSMUST00000108917	138057_at
ENSMUSG00000027525	ENSMUST00000108916	138057_at
ENSMUSG00000027525	ENSMUST00000103066	138057_at
ENSMUSG00000027525	ENSMUST00000108915	138057_at
ENSMUSG00000027525	ENSMUST00000103065	138057_at
ENSMUSG00000054827	ENSMUST00000124391	132101_at
ENSMUSG00000055817	ENSMUST00000177069	135770_at
ENSMUSG00000026224	ENSMUST00000027426	129895_at
ENSMUSG00000026224	ENSMUST00000188949	129895_at
ENSMUSG00000033671	ENSMUST00000138762	167948_f_at
ENSMUSG00000033671	ENSMUST00000132189	167948_f_at
ENSMUSG00000024472	ENSMUST00000025350	135023_at
ENSMUSG00000055602	ENSMUST00000233962	137662_at
ENSMUSG00000114244	ENSMUST00000224870	130606_at
ENSMUSG00000015599	ENSMUST00000047034	134294_at
ENSMUSG00000015599	ENSMUST00000225808	138020_at
ENSMUSG00000033439	ENSMUST00000041524	134722_r_at
ENSMUSG00000033439	ENSMUST00000184963	134722_r_at
ENSMUSG00000033439	ENSMUST00000183638	134722_r_at
ENSMUSG00000033439	ENSMUST00000199439	134722_r_at
ENSMUSG00000031934	ENSMUST00000164273	167895_f_at
ENSMUSG00000031934	ENSMUST00000164273	168122_i_at
ENSMUSG00000102483	ENSMUST00000194528	167323_r_at
ENSMUSG00000034361	ENSMUST00000048653	165583_i_at
ENSMUSG00000034361	ENSMUST00000109537	165583_i_at
ENSMUSG00000034361	ENSMUST00000156377	165583_i_at
ENSMUSG00000022022	ENSMUST00000022600	134301_at
ENSMUSG00000022022	ENSMUST00000227610	134301_at
ENSMUSG00000040795	ENSMUST00000046675	139246_at
ENSMUSG00000040795	ENSMUST00000131559	139246_at
ENSMUSG00000040795	ENSMUST00000121442	139246_at
ENSMUSG00000040795	ENSMUST00000146378	139246_at
ENSMUSG00000086539	ENSMUST00000191455	135050_at
ENSMUSG00000027961	ENSMUST00000029573	131559_at
ENSMUSG00000044339	ENSMUST00000053657	133844_at
ENSMUSG00000044339	ENSMUST00000112279	133844_at
ENSMUSG00000046699	ENSMUST00000069926	133718_at
ENSMUSG00000047025	ENSMUST00000060703	166108_r_at
ENSMUSG00000029592	ENSMUST00000031588	135925_at
ENSMUSG00000029592	ENSMUST00000031588	166233_at
ENSMUSG00000029592	ENSMUST00000200119	135925_at
ENSMUSG00000022269	ENSMUST00000140840	166050_f_at
ENSMUSG00000022269	ENSMUST00000140840	168057_f_at
ENSMUSG00000022269	ENSMUST00000152841	166050_f_at
ENSMUSG00000022269	ENSMUST00000152841	168057_f_at
ENSMUSG00000022269	ENSMUST00000155819	166050_f_at
ENSMUSG00000022269	ENSMUST00000155819	168057_f_at
ENSMUSG00000022179	ENSMUST00000022786	166256_f_at
ENSMUSG00000022179	ENSMUST00000228422	166256_f_at
ENSMUSG00000055109	ENSMUST00000112542	136219_r_at
ENSMUSG00000099863	ENSMUST00000188072	168139_i_at
ENSMUSG00000099863	ENSMUST00000185410	168139_i_at
ENSMUSG00000099863	ENSMUST00000185607	168139_i_at
ENSMUSG00000099863	ENSMUST00000186079	168139_i_at
ENSMUSG00000090015	ENSMUST00000112544	140565_f_at
ENSMUSG00000090015	ENSMUST00000146564	140565_f_at
ENSMUSG00000090015	ENSMUST00000170826	140565_f_at
ENSMUSG00000057457	ENSMUST00000135713	130146_f_at
ENSMUSG00000057457	ENSMUST00000135713	130145_i_at
ENSMUSG00000057457	ENSMUST00000079945	130146_f_at
ENSMUSG00000057457	ENSMUST00000079945	130145_i_at
ENSMUSG00000116426	ENSMUST00000229201	133807_at
ENSMUSG00000029123	ENSMUST00000094836	131549_at
ENSMUSG00000075502	ENSMUST00000226192	168250_f_at
ENSMUSG00000075502	ENSMUST00000100359	168250_f_at
ENSMUSG00000043004	ENSMUST00000160013	134039_at
ENSMUSG00000024647	ENSMUST00000068423	128577_s_at
ENSMUSG00000024647	ENSMUST00000122464	128577_s_at
ENSMUSG00000024647	ENSMUST00000122079	128577_s_at
ENSMUSG00000024647	ENSMUST00000169470	128577_s_at
ENSMUSG00000031181	ENSMUST00000033524	167114_at
ENSMUSG00000057835	ENSMUST00000079642	132134_at
ENSMUSG00000021948	ENSMUST00000140701	137540_at
ENSMUSG00000021948	ENSMUST00000130736	137540_at
ENSMUSG00000025898	ENSMUST00000027027	165825_r_at
ENSMUSG00000050050	ENSMUST00000060930	167793_i_at
ENSMUSG00000033044	ENSMUST00000123862	166607_at
ENSMUSG00000094500	ENSMUST00000179364	130687_at
