Gene stable ID	Transcript stable ID	AFFY RAE230A probe
ENSRNOG00000001010	ENSRNOT00000092700	1375656_at
ENSRNOG00000001010	ENSRNOT00000092700	1373112_at
ENSRNOG00000001010	ENSRNOT00000092331	1375656_at
ENSRNOG00000001010	ENSRNOT00000092331	1373112_at
ENSRNOG00000001480	ENSRNOT00000002028	1387413_at
ENSRNOG00000053893	ENSRNOT00000091315	1374302_at
ENSRNOG00000001480	ENSRNOT00000076916	1387413_at
ENSRNOG00000016110	ENSRNOT00000021570	1387477_at
ENSRNOG00000012183	ENSRNOT00000016372	1386908_at
ENSRNOG00000012183	ENSRNOT00000016372	1367705_at
ENSRNOG00000021713	ENSRNOT00000032339	1372903_at
ENSRNOG00000014289	ENSRNOT00000078317	1371511_at
ENSRNOG00000014289	ENSRNOT00000078317	1375137_at
ENSRNOG00000021713	ENSRNOT00000084128	1372903_at
ENSRNOG00000014289	ENSRNOT00000088246	1375137_at
ENSRNOG00000014289	ENSRNOT00000084682	1371511_at
ENSRNOG00000014289	ENSRNOT00000084682	1375137_at
ENSRNOG00000028641	ENSRNOT00000042143	1377093_at
ENSRNOG00000014289	ENSRNOT00000084309	1371511_at
ENSRNOG00000014289	ENSRNOT00000084309	1375137_at
ENSRNOG00000014289	ENSRNOT00000077285	1371511_at
ENSRNOG00000014289	ENSRNOT00000085124	1371511_at
ENSRNOG00000014289	ENSRNOT00000019265	1371511_at
ENSRNOG00000014289	ENSRNOT00000019265	1375137_at
ENSRNOG00000000421	ENSRNOT00000000481	1399112_at
ENSRNOG00000019207	ENSRNOT00000026100	1387192_at
ENSRNOG00000019207	ENSRNOT00000026100	1368445_at
ENSRNOG00000019207	ENSRNOT00000092327	1387192_at
ENSRNOG00000019207	ENSRNOT00000092327	1368445_at
ENSRNOG00000019207	ENSRNOT00000044257	1387192_at
ENSRNOG00000019207	ENSRNOT00000044257	1368445_at
ENSRNOG00000026236	ENSRNOT00000076473	1390142_at
ENSRNOG00000026236	ENSRNOT00000064751	1390142_at
ENSRNOG00000052296	ENSRNOT00000092672	1367658_at
ENSRNOG00000052296	ENSRNOT00000092299	1367658_at
ENSRNOG00000052296	ENSRNOT00000092535	1367658_at
ENSRNOG00000052296	ENSRNOT00000085191	1367658_at
ENSRNOG00000019629	ENSRNOT00000026580	1368504_at
ENSRNOG00000019629	ENSRNOT00000026580	1398816_at
ENSRNOG00000019648	ENSRNOT00000077924	1389966_at
ENSRNOG00000019629	ENSRNOT00000092552	1398816_at
ENSRNOG00000019648	ENSRNOT00000026719	1389966_at
ENSRNOG00000019648	ENSRNOT00000087595	1389966_at
ENSRNOG00000019648	ENSRNOT00000081301	1389966_at
ENSRNOG00000020173	ENSRNOT00000093097	1389324_at
ENSRNOG00000019648	ENSRNOT00000026707	1389966_at
ENSRNOG00000020173	ENSRNOT00000027414	1389324_at
ENSRNOG00000020173	ENSRNOT00000093122	1389324_at
ENSRNOG00000000519	ENSRNOT00000092489	1390488_a_at
ENSRNOG00000000519	ENSRNOT00000092400	1390488_a_at
ENSRNOG00000048472	ENSRNOT00000072536	1387137_at
ENSRNOG00000057321	ENSRNOT00000087976	1390163_at
ENSRNOG00000022857	ENSRNOT00000029980	1390163_at
ENSRNOG00000023373	ENSRNOT00000038509	1389455_at
ENSRNOG00000000464	ENSRNOT00000041613	1389051_at
ENSRNOG00000043210	ENSRNOT00000067846	1372982_at
ENSRNOG00000043210	ENSRNOT00000067846	1369152_at
ENSRNOG00000043210	ENSRNOT00000031275	1369152_at
ENSRNOG00000000464	ENSRNOT00000084638	1389051_at
ENSRNOG00000000464	ENSRNOT00000087895	1389051_at
ENSRNOG00000011953	ENSRNOT00000016288	1398980_at
ENSRNOG00000000464	ENSRNOT00000086978	1389051_at
ENSRNOG00000029876	ENSRNOT00000046058	1368974_at
ENSRNOG00000051280	ENSRNOT00000072892	1389961_at
ENSRNOG00000051280	ENSRNOT00000072892	1371706_at
ENSRNOG00000000804	ENSRNOT00000001058	1371809_at
ENSRNOG00000000520	ENSRNOT00000092645	1374063_at
ENSRNOG00000000804	ENSRNOT00000087613	1371809_at
ENSRNOG00000000520	ENSRNOT00000092663	1374063_at
ENSRNOG00000000520	ENSRNOT00000092663	1376252_at
ENSRNOG00000000804	ENSRNOT00000089978	1371809_at
ENSRNOG00000000804	ENSRNOT00000091461	1371809_at
ENSRNOG00000000520	ENSRNOT00000000627	1374063_at
ENSRNOG00000000520	ENSRNOT00000000627	1376252_at
ENSRNOG00000027194	ENSRNOT00000034298	1388768_at
ENSRNOG00000027194	ENSRNOT00000092314	1388768_at
ENSRNOG00000027194	ENSRNOT00000092328	1388768_at
ENSRNOG00000051245	ENSRNOT00000075848	1390182_at
ENSRNOG00000009466	ENSRNOT00000076973	1377271_at
ENSRNOG00000009466	ENSRNOT00000064625	1377271_at
ENSRNOG00000012609	ENSRNOT00000090388	1370738_a_at
ENSRNOG00000012609	ENSRNOT00000090388	1370198_at
ENSRNOG00000012609	ENSRNOT00000093030	1370738_a_at
ENSRNOG00000012609	ENSRNOT00000092757	1370738_a_at
ENSRNOG00000012609	ENSRNOT00000092757	1370739_x_at
ENSRNOG00000012609	ENSRNOT00000042072	1370738_a_at
ENSRNOG00000016396	ENSRNOT00000021998	1376587_at
ENSRNOG00000016396	ENSRNOT00000093590	1376587_at
ENSRNOG00000000523	ENSRNOT00000093253	1372517_at
ENSRNOG00000000523	ENSRNOT00000068527	1372517_at
ENSRNOG00000025864	ENSRNOT00000035819	1399136_at
ENSRNOG00000025155	ENSRNOT00000046381	1374641_at
ENSRNOG00000010023	ENSRNOT00000076880	1370134_at
ENSRNOG00000010023	ENSRNOT00000013392	1370134_at
ENSRNOG00000000487	ENSRNOT00000093633	1368690_a_at
ENSRNOG00000000487	ENSRNOT00000083426	1368690_a_at
ENSRNOG00000000487	ENSRNOT00000066115	1368690_a_at
ENSRNOG00000021719	ENSRNOT00000076133	1388880_at
ENSRNOG00000050700	ENSRNOT00000074085	1373961_at
ENSRNOG00000029986	ENSRNOT00000041155	1369051_at
ENSRNOG00000029986	ENSRNOT00000041155	1381336_at
ENSRNOG00000029986	ENSRNOT00000067448	1369051_at
ENSRNOG00000000419	ENSRNOT00000075928	1389470_at
ENSRNOG00000052572	ENSRNOT00000087617	1376350_at
ENSRNOG00000052572	ENSRNOT00000087990	1376350_at
ENSRNOG00000000419	ENSRNOT00000086140	1389470_at
ENSRNOG00000000419	ENSRNOT00000065044	1389470_at
ENSRNOG00000000419	ENSRNOT00000092698	1389470_at
ENSRNOG00000008117	ENSRNOT00000078077	1374624_at
ENSRNOG00000008117	ENSRNOT00000011814	1374624_at
ENSRNOG00000051158	ENSRNOT00000000477	1389470_at
ENSRNOG00000055562	ENSRNOT00000079862	1368649_at
ENSRNOG00000013313	ENSRNOT00000017805	1374265_at
ENSRNOG00000055562	ENSRNOT00000089847	1368649_at
ENSRNOG00000008837	ENSRNOT00000093365	1370964_at
ENSRNOG00000008837	ENSRNOT00000012075	1370964_at
ENSRNOG00000051391	ENSRNOT00000080722	1394206_s_at
ENSRNOG00000051305	ENSRNOT00000075407	1389961_at
ENSRNOG00000051305	ENSRNOT00000075407	1371706_at
ENSRNOG00000051391	ENSRNOT00000087649	1394206_s_at
ENSRNOG00000051391	ENSRNOT00000087649	1386416_at
ENSRNOG00000033133	ENSRNOT00000076948	1387055_at
ENSRNOG00000000420	ENSRNOT00000076352	1372290_at
ENSRNOG00000015195	ENSRNOT00000020380	1373963_at
ENSRNOG00000000420	ENSRNOT00000000478	1372290_at
ENSRNOG00000033133	ENSRNOT00000048221	1387055_at
ENSRNOG00000000420	ENSRNOT00000075925	1372290_at
ENSRNOG00000062126	ENSRNOT00000093111	1388279_at
ENSRNOG00000000524	ENSRNOT00000000631	1389481_at
ENSRNOG00000000524	ENSRNOT00000000631	1386574_at
ENSRNOG00000000524	ENSRNOT00000000631	1375893_a_at
ENSRNOG00000000524	ENSRNOT00000000631	1386573_a_at
ENSRNOG00000051298	ENSRNOT00000076301	1390182_at
ENSRNOG00000002953	ENSRNOT00000045907	1369812_at
ENSRNOG00000000524	ENSRNOT00000086330	1389481_at
ENSRNOG00000049092	ENSRNOT00000071544	1370645_at
ENSRNOG00000019649	ENSRNOT00000026653	1372400_at
ENSRNOG00000000525	ENSRNOT00000093373	1372640_at
ENSRNOG00000000525	ENSRNOT00000093209	1372640_at
ENSRNOG00000000525	ENSRNOT00000093658	1372640_at
ENSRNOG00000000525	ENSRNOT00000000632	1372640_at
ENSRNOG00000002904	ENSRNOT00000076671	1371082_at
ENSRNOG00000000527	ENSRNOT00000000635	1371474_at
ENSRNOG00000000527	ENSRNOT00000093172	1371474_at
ENSRNOG00000030639	ENSRNOT00000048030	1390339_at
ENSRNOG00000054549	ENSRNOT00000084053	1372973_at
ENSRNOG00000054549	ENSRNOT00000084053	1368086_a_at
ENSRNOG00000054549	ENSRNOT00000078412	1372973_at
ENSRNOG00000054549	ENSRNOT00000078412	1368086_a_at
ENSRNOG00000051950	ENSRNOT00000085720	1387496_a_at
ENSRNOG00000005133	ENSRNOT00000006947	1368138_at
ENSRNOG00000005133	ENSRNOT00000006947	1387071_a_at
ENSRNOG00000005133	ENSRNOT00000006947	1368137_at
ENSRNOG00000000918	ENSRNOT00000001220	1371312_at
ENSRNOG00000051950	ENSRNOT00000081651	1387496_a_at
ENSRNOG00000051950	ENSRNOT00000081250	1387496_a_at
ENSRNOG00000005133	ENSRNOT00000045127	1387071_a_at
ENSRNOG00000051950	ENSRNOT00000084742	1387496_a_at
ENSRNOG00000005133	ENSRNOT00000050070	1387071_a_at
ENSRNOG00000051286	ENSRNOT00000071424	1371312_at
ENSRNOG00000051286	ENSRNOT00000080892	1371312_at
ENSRNOG00000005133	ENSRNOT00000042984	1368138_at
ENSRNOG00000005133	ENSRNOT00000042984	1387071_a_at
ENSRNOG00000062049	ENSRNOT00000092342	1374148_at
ENSRNOG00000014797	ENSRNOT00000019848	1376102_at
ENSRNOG00000001239	ENSRNOT00000001664	1367793_at
ENSRNOG00000001239	ENSRNOT00000093597	1367793_at
ENSRNOG00000014399	ENSRNOT00000019497	1398975_at
ENSRNOG00000014399	ENSRNOT00000085901	1398975_at
ENSRNOG00000014399	ENSRNOT00000089354	1398975_at
ENSRNOG00000014806	ENSRNOT00000074131	1372109_at
ENSRNOG00000005982	ENSRNOT00000008057	1377731_at
ENSRNOG00000014806	ENSRNOT00000090383	1373312_at
ENSRNOG00000051180	ENSRNOT00000071817	1371312_at
ENSRNOG00000006104	ENSRNOT00000009240	1369744_at
ENSRNOG00000006104	ENSRNOT00000009240	1370764_a_at
ENSRNOG00000006104	ENSRNOT00000077382	1369744_at
ENSRNOG00000006104	ENSRNOT00000077382	1370764_a_at
ENSRNOG00000014806	ENSRNOT00000020049	1373312_at
ENSRNOG00000014806	ENSRNOT00000046229	1373312_at
ENSRNOG00000000763	ENSRNOT00000000990	1387205_at
ENSRNOG00000006104	ENSRNOT00000083264	1370764_a_at
ENSRNOG00000015206	ENSRNOT00000077013	1367720_at
ENSRNOG00000002813	ENSRNOT00000003828	1376135_at
ENSRNOG00000056714	ENSRNOT00000093672	1379766_at
ENSRNOG00000062252	ENSRNOT00000093281	1390236_at
ENSRNOG00000056714	ENSRNOT00000093310	1379766_at
ENSRNOG00000015206	ENSRNOT00000020625	1367720_at
ENSRNOG00000001237	ENSRNOT00000093157	1370368_at
ENSRNOG00000015206	ENSRNOT00000075916	1367720_at
ENSRNOG00000001237	ENSRNOT00000093229	1370368_at
ENSRNOG00000001237	ENSRNOT00000001659	1370368_at
ENSRNOG00000001031	ENSRNOT00000092601	1370477_at
ENSRNOG00000001031	ENSRNOT00000043439	1370477_at
ENSRNOG00000001034	ENSRNOT00000001367	1376290_at
ENSRNOG00000004629	ENSRNOT00000006531	1388882_at
ENSRNOG00000001034	ENSRNOT00000079918	1376290_at
ENSRNOG00000057028	ENSRNOT00000078328	1371554_at
ENSRNOG00000012368	ENSRNOT00000016692	1374291_at
ENSRNOG00000007346	ENSRNOT00000009979	1370723_at
ENSRNOG00000007346	ENSRNOT00000088730	1370723_at
ENSRNOG00000054648	ENSRNOT00000083382	1370626_at
ENSRNOG00000054648	ENSRNOT00000077988	1370626_at
ENSRNOG00000005310	ENSRNOT00000007620	1388855_at
ENSRNOG00000005310	ENSRNOT00000085805	1388855_at
ENSRNOG00000018304	ENSRNOT00000025284	1374118_at
ENSRNOG00000000920	ENSRNOT00000001222	1387445_at
ENSRNOG00000051964	ENSRNOT00000093643	1368325_at
ENSRNOG00000051964	ENSRNOT00000093512	1368325_at
ENSRNOG00000051382	ENSRNOT00000093629	1372364_a_at
ENSRNOG00000051382	ENSRNOT00000093598	1372364_a_at
ENSRNOG00000051382	ENSRNOT00000093456	1372364_a_at
ENSRNOG00000051382	ENSRNOT00000088075	1372364_a_at
ENSRNOG00000051382	ENSRNOT00000077695	1372364_a_at
ENSRNOG00000001032	ENSRNOT00000092587	1367551_a_at
ENSRNOG00000001032	ENSRNOT00000001365	1367551_a_at
ENSRNOG00000001032	ENSRNOT00000092412	1367551_a_at
ENSRNOG00000051964	ENSRNOT00000080235	1368325_at
ENSRNOG00000062185	ENSRNOT00000093166	1384028_at
ENSRNOG00000062185	ENSRNOT00000093166	1384027_a_at
ENSRNOG00000020259	ENSRNOT00000092813	1374478_at
ENSRNOG00000020259	ENSRNOT00000027432	1374478_at
ENSRNOG00000002838	ENSRNOT00000076812	1371950_at
ENSRNOG00000002838	ENSRNOT00000076824	1371950_at
ENSRNOG00000002838	ENSRNOT00000076360	1371950_at
ENSRNOG00000002838	ENSRNOT00000076110	1371950_at
ENSRNOG00000008946	ENSRNOT00000011839	1387388_at
ENSRNOG00000008946	ENSRNOT00000011839	1371469_at
ENSRNOG00000050410	ENSRNOT00000075517	1371848_at
ENSRNOG00000002838	ENSRNOT00000003872	1371950_at
ENSRNOG00000010676	ENSRNOT00000086103	1372938_at
ENSRNOG00000010676	ENSRNOT00000080836	1372938_at
ENSRNOG00000051238	ENSRNOT00000028145	1376676_a_at
ENSRNOG00000010676	ENSRNOT00000014230	1372938_at
ENSRNOG00000010676	ENSRNOT00000083233	1372938_at
ENSRNOG00000033346	ENSRNOT00000041470	1367542_at
ENSRNOG00000033346	ENSRNOT00000076177	1367542_at
ENSRNOG00000051196	ENSRNOT00000076030	1376810_at
ENSRNOG00000051063	ENSRNOT00000076534	1398794_at
ENSRNOG00000051196	ENSRNOT00000076266	1376810_at
ENSRNOG00000050846	ENSRNOT00000075892	1368977_a_at
ENSRNOG00000050846	ENSRNOT00000076631	1368977_a_at
ENSRNOG00000019536	ENSRNOT00000026426	1370408_at
ENSRNOG00000000596	ENSRNOT00000000733	1373683_at
ENSRNOG00000000596	ENSRNOT00000000733	1369103_at
ENSRNOG00000000596	ENSRNOT00000076859	1369103_at
ENSRNOG00000013953	ENSRNOT00000018961	1369000_at
ENSRNOG00000000596	ENSRNOT00000085987	1373683_at
ENSRNOG00000000596	ENSRNOT00000085987	1369103_at
ENSRNOG00000016336	ENSRNOT00000022008	1367542_at
ENSRNOG00000050220	ENSRNOT00000092255	1369404_a_at
ENSRNOG00000050220	ENSRNOT00000071402	1369404_a_at
ENSRNOG00000029148	ENSRNOT00000049325	1370727_at
ENSRNOG00000000304	ENSRNOT00000076522	1386886_at
ENSRNOG00000000304	ENSRNOT00000000334	1386886_at
ENSRNOG00000029148	ENSRNOT00000076529	1370727_at
ENSRNOG00000029148	ENSRNOT00000076748	1370727_at
ENSRNOG00000018426	ENSRNOT00000046169	1368587_at
ENSRNOG00000018426	ENSRNOT00000091647	1368587_at
ENSRNOG00000000299	ENSRNOT00000000327	1376210_at
ENSRNOG00000000299	ENSRNOT00000076818	1376210_at
ENSRNOG00000046705	ENSRNOT00000075924	1375296_at
ENSRNOG00000038035	ENSRNOT00000003789	1379479_at
ENSRNOG00000038035	ENSRNOT00000078233	1379479_at
ENSRNOG00000046705	ENSRNOT00000074532	1375296_at
ENSRNOG00000025222	ENSRNOT00000044085	1399139_at
ENSRNOG00000007433	ENSRNOT00000009778	1398383_at
ENSRNOG00000000323	ENSRNOT00000048270	1390221_at
ENSRNOG00000010466	ENSRNOT00000014082	1389889_at
ENSRNOG00000000323	ENSRNOT00000076541	1390221_at
ENSRNOG00000025791	ENSRNOT00000076604	1368402_at
ENSRNOG00000011613	ENSRNOT00000076729	1372563_at
ENSRNOG00000011613	ENSRNOT00000072791	1372563_at
ENSRNOG00000025791	ENSRNOT00000034472	1368402_at
ENSRNOG00000062090	ENSRNOT00000092902	1388279_at
ENSRNOG00000000463	ENSRNOT00000045533	1389891_at
ENSRNOG00000000463	ENSRNOT00000085547	1389891_at
ENSRNOG00000051061	ENSRNOT00000076640	1368234_at
ENSRNOG00000062272	ENSRNOT00000093460	1367640_at
ENSRNOG00000051061	ENSRNOT00000091456	1368234_at
ENSRNOG00000047951	ENSRNOT00000074167	1370969_at
ENSRNOG00000007851	ENSRNOT00000010753	1368508_at
ENSRNOG00000007851	ENSRNOT00000010753	1368507_at
ENSRNOG00000007607	ENSRNOT00000010171	1386935_at
ENSRNOG00000062030	ENSRNOT00000092417	1377506_at
ENSRNOG00000053562	ENSRNOT00000091240	1390045_at
ENSRNOG00000020142	ENSRNOT00000027275	1377506_at
ENSRNOG00000053562	ENSRNOT00000089828	1376748_at
ENSRNOG00000053562	ENSRNOT00000083362	1376748_at
ENSRNOG00000053562	ENSRNOT00000083362	1390045_at
ENSRNOG00000003041	ENSRNOT00000004058	1374639_at
ENSRNOG00000003041	ENSRNOT00000092241	1374639_at
ENSRNOG00000007092	ENSRNOT00000040708	1370511_at
ENSRNOG00000007092	ENSRNOT00000009813	1370511_at
ENSRNOG00000050287	ENSRNOT00000075464	1388397_at
ENSRNOG00000008761	ENSRNOT00000011648	1387685_at
ENSRNOG00000008761	ENSRNOT00000011648	1374103_at
ENSRNOG00000050287	ENSRNOT00000076895	1388397_at
ENSRNOG00000002991	ENSRNOT00000046110	1390131_at
ENSRNOG00000002991	ENSRNOT00000092338	1390131_at
ENSRNOG00000020595	ENSRNOT00000093220	1367630_at
ENSRNOG00000020595	ENSRNOT00000066328	1367630_at
ENSRNOG00000002980	ENSRNOT00000003992	1375895_at
ENSRNOG00000000368	ENSRNOT00000076234	1369036_at
ENSRNOG00000011677	ENSRNOT00000016262	1373677_at
ENSRNOG00000002980	ENSRNOT00000092464	1375895_at
ENSRNOG00000002980	ENSRNOT00000092475	1375895_at
ENSRNOG00000000368	ENSRNOT00000076805	1369036_at
ENSRNOG00000000368	ENSRNOT00000037559	1369036_at
ENSRNOG00000061146	ENSRNOT00000078074	1374857_at
ENSRNOG00000061146	ENSRNOT00000093472	1374857_at
ENSRNOG00000023387	ENSRNOT00000076091	1370006_at
ENSRNOG00000023387	ENSRNOT00000028988	1370006_at
ENSRNOG00000023387	ENSRNOT00000076399	1370006_at
ENSRNOG00000007756	ENSRNOT00000087415	1372026_at
ENSRNOG00000007756	ENSRNOT00000010194	1372026_at
ENSRNOG00000057702	ENSRNOT00000080693	1388065_at
ENSRNOG00000057702	ENSRNOT00000080693	1369515_s_at
ENSRNOG00000050252	ENSRNOT00000091106	1398398_at
ENSRNOG00000057702	ENSRNOT00000093009	1388065_at
ENSRNOG00000057702	ENSRNOT00000093009	1369514_at
ENSRNOG00000057702	ENSRNOT00000093009	1369515_s_at
ENSRNOG00000018766	ENSRNOT00000025651	1376681_at
ENSRNOG00000018766	ENSRNOT00000076100	1376681_at
ENSRNOG00000005175	ENSRNOT00000006913	1373874_at
ENSRNOG00000000923	ENSRNOT00000001227	1398960_at
ENSRNOG00000013322	ENSRNOT00000075997	1376611_at
ENSRNOG00000058975	ENSRNOT00000085263	1374658_at
ENSRNOG00000058975	ENSRNOT00000078210	1374658_at
ENSRNOG00000058975	ENSRNOT00000080331	1374658_at
ENSRNOG00000058975	ENSRNOT00000078824	1374218_at
ENSRNOG00000012091	ENSRNOT00000016195	1377576_at
ENSRNOG00000012091	ENSRNOT00000076152	1377576_at
ENSRNOG00000000894	ENSRNOT00000076483	1377011_at
ENSRNOG00000000894	ENSRNOT00000076483	1390712_at
ENSRNOG00000032398	ENSRNOT00000045749	1373049_at
ENSRNOG00000000894	ENSRNOT00000041365	1377011_at
ENSRNOG00000000894	ENSRNOT00000041365	1390712_at
ENSRNOG00000010609	ENSRNOT00000076339	1389608_at
ENSRNOG00000010609	ENSRNOT00000076418	1389608_at
ENSRNOG00000010609	ENSRNOT00000075906	1389608_at
ENSRNOG00000000894	ENSRNOT00000077167	1377011_at
ENSRNOG00000000894	ENSRNOT00000077167	1390712_at
ENSRNOG00000010609	ENSRNOT00000076051	1389608_at
ENSRNOG00000010609	ENSRNOT00000088399	1389608_at
ENSRNOG00000020618	ENSRNOT00000093559	1367588_a_at
ENSRNOG00000010609	ENSRNOT00000014718	1389608_at
ENSRNOG00000057650	ENSRNOT00000036394	1398398_at
ENSRNOG00000057650	ENSRNOT00000091073	1398398_at
ENSRNOG00000002896	ENSRNOT00000034583	1367969_at
ENSRNOG00000002896	ENSRNOT00000076989	1367969_at
ENSRNOG00000049394	ENSRNOT00000072206	1370006_at
ENSRNOG00000056212	ENSRNOT00000093729	1384883_at
ENSRNOG00000049394	ENSRNOT00000075959	1370006_at
ENSRNOG00000056212	ENSRNOT00000082283	1384883_at
ENSRNOG00000049394	ENSRNOT00000076142	1370006_at
ENSRNOG00000062298	ENSRNOT00000027976	1367588_a_at
ENSRNOG00000057092	ENSRNOT00000079325	1387134_at
ENSRNOG00000057092	ENSRNOT00000078046	1387134_at
ENSRNOG00000046675	ENSRNOT00000076891	1367542_at
ENSRNOG00000046675	ENSRNOT00000075582	1367542_at
ENSRNOG00000062298	ENSRNOT00000093210	1367588_a_at
ENSRNOG00000062298	ENSRNOT00000093433	1367588_a_at
ENSRNOG00000062298	ENSRNOT00000093537	1367588_a_at
ENSRNOG00000062298	ENSRNOT00000093428	1367588_a_at
ENSRNOG00000062298	ENSRNOT00000093139	1367588_a_at
ENSRNOG00000062298	ENSRNOT00000093642	1367588_a_at
ENSRNOG00000013461	ENSRNOT00000035606	1368218_at
ENSRNOG00000013461	ENSRNOT00000035606	1368217_at
ENSRNOG00000013461	ENSRNOT00000084884	1368218_at
ENSRNOG00000013461	ENSRNOT00000084884	1368217_at
ENSRNOG00000025994	ENSRNOT00000029697	1388921_at
ENSRNOG00000007078	ENSRNOT00000093628	1370221_at
ENSRNOG00000007078	ENSRNOT00000009673	1370221_at
ENSRNOG00000060266	ENSRNOT00000092101	1368225_at
ENSRNOG00000006655	ENSRNOT00000009113	1387823_at
ENSRNOG00000052343	ENSRNOT00000090526	1398799_at
ENSRNOG00000052343	ENSRNOT00000090526	1377261_at
ENSRNOG00000052343	ENSRNOT00000090526	1386997_at
ENSRNOG00000060266	ENSRNOT00000090706	1368225_at
ENSRNOG00000052343	ENSRNOT00000089744	1398799_at
ENSRNOG00000060266	ENSRNOT00000077110	1368225_at
ENSRNOG00000052343	ENSRNOT00000093355	1398799_at
ENSRNOG00000038436	ENSRNOT00000075947	1389476_at
ENSRNOG00000006486	ENSRNOT00000057869	1368629_at
ENSRNOG00000038436	ENSRNOT00000023150	1389476_at
ENSRNOG00000038436	ENSRNOT00000058552	1389476_at
ENSRNOG00000045760	ENSRNOT00000072245	1388397_at
ENSRNOG00000000925	ENSRNOT00000001228	1375964_at
ENSRNOG00000045760	ENSRNOT00000076672	1388397_at
ENSRNOG00000000925	ENSRNOT00000093331	1375964_at
ENSRNOG00000043105	ENSRNOT00000065926	1373194_at
ENSRNOG00000043105	ENSRNOT00000065926	1373440_at
ENSRNOG00000019879	ENSRNOT00000026907	1370837_at
ENSRNOG00000020178	ENSRNOT00000092425	1371802_at
ENSRNOG00000020178	ENSRNOT00000027381	1371802_at
ENSRNOG00000020178	ENSRNOT00000092381	1371802_at
ENSRNOG00000020178	ENSRNOT00000092706	1371802_at
ENSRNOG00000002618	ENSRNOT00000003558	1389521_at
ENSRNOG00000002618	ENSRNOT00000087997	1389521_at
ENSRNOG00000002618	ENSRNOT00000083301	1389521_at
ENSRNOG00000000768	ENSRNOT00000000995	1368762_at
ENSRNOG00000000768	ENSRNOT00000079061	1368762_at
ENSRNOG00000002618	ENSRNOT00000085906	1389521_at
ENSRNOG00000048874	ENSRNOT00000073228	1387203_at
ENSRNOG00000048874	ENSRNOT00000076268	1387203_at
ENSRNOG00000026917	ENSRNOT00000036680	1371327_a_at
ENSRNOG00000023589	ENSRNOT00000037742	1399145_at
ENSRNOG00000023589	ENSRNOT00000093451	1399145_at
ENSRNOG00000008057	ENSRNOT00000010660	1373900_at
ENSRNOG00000008057	ENSRNOT00000087481	1373900_at
ENSRNOG00000013844	ENSRNOT00000041541	1375176_at
ENSRNOG00000000818	ENSRNOT00000089257	1390469_at
ENSRNOG00000000818	ENSRNOT00000078451	1390469_at
ENSRNOG00000000818	ENSRNOT00000001085	1390469_at
ENSRNOG00000007110	ENSRNOT00000065912	1377046_at
ENSRNOG00000000812	ENSRNOT00000001077	1388423_at
ENSRNOG00000007110	ENSRNOT00000088179	1377046_at
ENSRNOG00000007110	ENSRNOT00000081748	1377046_at
ENSRNOG00000000812	ENSRNOT00000082425	1388423_at
ENSRNOG00000000812	ENSRNOT00000084723	1388423_at
ENSRNOG00000000812	ENSRNOT00000091149	1388423_at
ENSRNOG00000062149	ENSRNOT00000092957	1388279_at
ENSRNOG00000030157	ENSRNOT00000080770	1399084_at
ENSRNOG00000030157	ENSRNOT00000065025	1399084_at
ENSRNOG00000000816	ENSRNOT00000082999	1373262_at
ENSRNOG00000000816	ENSRNOT00000001084	1373262_at
ENSRNOG00000015189	ENSRNOT00000092845	1389434_at
ENSRNOG00000015189	ENSRNOT00000020481	1389434_at
ENSRNOG00000002767	ENSRNOT00000045082	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000045082	1387393_at
ENSRNOG00000002767	ENSRNOT00000045082	1372041_at
ENSRNOG00000010303	ENSRNOT00000013675	1389163_at
ENSRNOG00000002767	ENSRNOT00000003741	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000003741	1387393_at
ENSRNOG00000002767	ENSRNOT00000076079	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000076079	1387393_at
ENSRNOG00000002767	ENSRNOT00000076079	1372041_at
ENSRNOG00000002767	ENSRNOT00000076450	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000076450	1387393_at
ENSRNOG00000002767	ENSRNOT00000076450	1372041_at
ENSRNOG00000002767	ENSRNOT00000076503	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000076503	1387393_at
ENSRNOG00000002767	ENSRNOT00000076503	1372041_at
ENSRNOG00000016483	ENSRNOT00000022742	1388040_a_at
ENSRNOG00000016483	ENSRNOT00000022742	1370478_at
ENSRNOG00000002767	ENSRNOT00000076057	1387393_at
ENSRNOG00000002767	ENSRNOT00000076057	1372041_at
ENSRNOG00000002767	ENSRNOT00000088114	1388280_a_at
ENSRNOG00000002767	ENSRNOT00000088114	1387393_at
ENSRNOG00000016483	ENSRNOT00000076341	1388040_a_at
ENSRNOG00000002968	ENSRNOT00000003969	1369481_at
