Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000041459	ENSMUST00000147391	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000190552	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000140897	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000191378	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000191450	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000190287	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000105699	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000105699	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000186711	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000186711	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000190630	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000190630	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000189048	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000095719	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000185824	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000190696	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000190696	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000186947	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000186947	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000165113	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000165113	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000172073	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000172073	aa000380_s_at
ENSMUSG00000041459	ENSMUST00000105702	aa120443_s_at
ENSMUSG00000041459	ENSMUST00000105702	aa000380_s_at
ENSMUSG00000068877	ENSMUST00000090848	M32032_s_at
ENSMUSG00000068877	ENSMUST00000173849	M32032_s_at
ENSMUSG00000068877	ENSMUST00000174377	M32032_s_at
ENSMUSG00000074647	ENSMUST00000029143	aa122622_s_at
ENSMUSG00000020357	ENSMUST00000020617	L07296_s_at
ENSMUSG00000031885	ENSMUST00000052209	l03279_s_at
ENSMUSG00000031885	ENSMUST00000109392	l03279_s_at
ENSMUSG00000031885	ENSMUST00000109395	l03279_s_at
ENSMUSG00000031885	ENSMUST00000109394	l03279_s_at
ENSMUSG00000032085	ENSMUST00000034590	l41154_s_at
ENSMUSG00000032085	ENSMUST00000216035	l41154_s_at
ENSMUSG00000032085	ENSMUST00000215509	l41154_s_at
ENSMUSG00000027613	ENSMUST00000029142	aa122622_s_at
ENSMUSG00000027613	ENSMUST00000109638	aa122622_s_at
ENSMUSG00000027613	ENSMUST00000138962	aa122622_s_at
ENSMUSG00000049672	ENSMUST00000112674	L15325_s_at
ENSMUSG00000049672	ENSMUST00000112674	aa162785_s_at
ENSMUSG00000049672	ENSMUST00000062369	L15325_s_at
ENSMUSG00000049672	ENSMUST00000062369	aa162785_s_at
ENSMUSG00000049672	ENSMUST00000112676	L15325_s_at
ENSMUSG00000049672	ENSMUST00000112676	aa162785_s_at
ENSMUSG00000032745	ENSMUST00000047627	aa692309_at
ENSMUSG00000032745	ENSMUST00000091236	aa692309_at
ENSMUSG00000032745	ENSMUST00000136471	aa692309_at
ENSMUSG00000005687	ENSMUST00000005830	C80030_rc_at
ENSMUSG00000005687	ENSMUST00000136937	C80030_rc_at
ENSMUSG00000005687	ENSMUST00000139489	C80030_rc_at
ENSMUSG00000005687	ENSMUST00000155520	C80030_rc_at
ENSMUSG00000005687	ENSMUST00000135017	C80030_rc_at
ENSMUSG00000026535	ENSMUST00000000266	M31418_at
ENSMUSG00000024078	ENSMUST00000024882	AA189337_s_at
ENSMUSG00000024078	ENSMUST00000234568	AA189337_s_at
ENSMUSG00000024078	ENSMUST00000234705	AA189337_s_at
ENSMUSG00000024078	ENSMUST00000234628	AA189337_s_at
ENSMUSG00000024078	ENSMUST00000234264	AA189337_s_at
ENSMUSG00000016257	ENSMUST00000016401	aa407013_rc_at
ENSMUSG00000046836	ENSMUST00000057062	aa216813_s_at
ENSMUSG00000046836	ENSMUST00000163528	aa216813_s_at
ENSMUSG00000046836	ENSMUST00000194327	aa216813_s_at
ENSMUSG00000031928	ENSMUST00000034405	u58987_s_at
ENSMUSG00000031928	ENSMUST00000115632	u58987_s_at
ENSMUSG00000051256	ENSMUST00000101070	aa422542_s_at
ENSMUSG00000051256	ENSMUST00000204254	aa422542_s_at
ENSMUSG00000031134	ENSMUST00000140384	aa163256_s_at
ENSMUSG00000052504	ENSMUST00000064405	m68513_s_at
ENSMUSG00000052504	ENSMUST00000232049	m68513_s_at
ENSMUSG00000002010	ENSMUST00000052761	U68564_s_at
ENSMUSG00000002010	ENSMUST00000156299	U68564_s_at
ENSMUSG00000002010	ENSMUST00000129070	U68564_s_at
ENSMUSG00000002010	ENSMUST00000148419	U68564_s_at
ENSMUSG00000002010	ENSMUST00000130119	U68564_s_at
ENSMUSG00000002010	ENSMUST00000140944	U68564_s_at
ENSMUSG00000002010	ENSMUST00000142707	U68564_s_at
ENSMUSG00000002010	ENSMUST00000129367	U68564_s_at
ENSMUSG00000026824	ENSMUST00000067101	D45022_s_at
ENSMUSG00000026824	ENSMUST00000112632	D45022_s_at
ENSMUSG00000026824	ENSMUST00000112633	D45022_s_at
ENSMUSG00000028161	ENSMUST00000070198	j05479_s_at
ENSMUSG00000028161	ENSMUST00000056758	j05479_s_at
ENSMUSG00000033105	ENSMUST00000048678	aa670835_at
ENSMUSG00000033105	ENSMUST00000048678	aa670835_g_at
ENSMUSG00000033105	ENSMUST00000160671	aa670835_at
ENSMUSG00000033105	ENSMUST00000160671	aa670835_g_at
ENSMUSG00000033105	ENSMUST00000162848	aa670835_at
ENSMUSG00000033105	ENSMUST00000162848	aa670835_g_at
ENSMUSG00000033105	ENSMUST00000162282	aa670835_at
ENSMUSG00000033105	ENSMUST00000162282	aa670835_g_at
ENSMUSG00000027434	ENSMUST00000067075	U31566_s_at
ENSMUSG00000033066	ENSMUST00000041611	U19860_s_at
ENSMUSG00000033066	ENSMUST00000140863	U19860_s_at
ENSMUSG00000033066	ENSMUST00000133367	U19860_s_at
ENSMUSG00000033066	ENSMUST00000108682	U19860_s_at
ENSMUSG00000022682	ENSMUST00000023363	aa466709_s_at
ENSMUSG00000003882	ENSMUST00000228782	M29697_s_at
ENSMUSG00000003882	ENSMUST00000003981	M29697_s_at
ENSMUSG00000025935	ENSMUST00000027068	aa390043_at
ENSMUSG00000025935	ENSMUST00000027068	aa390043_g_at
ENSMUSG00000021978	ENSMUST00000225633	aa030551_s_at
ENSMUSG00000021978	ENSMUST00000022550	aa030551_s_at
ENSMUSG00000003123	ENSMUST00000003207	u08188_s_at
ENSMUSG00000003123	ENSMUST00000054301	u08188_s_at
ENSMUSG00000003123	ENSMUST00000206861	u08188_s_at
ENSMUSG00000003123	ENSMUST00000149349	u08188_s_at
ENSMUSG00000041309	ENSMUST00000097974	L08074_at
ENSMUSG00000041309	ENSMUST00000106095	L08074_at
ENSMUSG00000015766	ENSMUST00000058210	L21671_s_at
ENSMUSG00000015766	ENSMUST00000100841	L21671_s_at
ENSMUSG00000015766	ENSMUST00000111878	L21671_s_at
ENSMUSG00000021264	ENSMUST00000021692	AA137984_at
ENSMUSG00000021264	ENSMUST00000021692	m73963_s_at
ENSMUSG00000021264	ENSMUST00000126912	m73963_s_at
ENSMUSG00000031770	ENSMUST00000161576	aa254963_s_at
ENSMUSG00000031770	ENSMUST00000034220	aa254963_s_at
ENSMUSG00000031770	ENSMUST00000211982	aa254963_s_at
ENSMUSG00000031770	ENSMUST00000160866	aa254963_s_at
ENSMUSG00000000530	ENSMUST00000000542	l48015_s_at
ENSMUSG00000000530	ENSMUST00000120028	l48015_s_at
ENSMUSG00000000530	ENSMUST00000117984	l48015_s_at
ENSMUSG00000000530	ENSMUST00000119063	l48015_s_at
ENSMUSG00000000530	ENSMUST00000121718	l48015_s_at
ENSMUSG00000000530	ENSMUST00000120754	l48015_s_at
ENSMUSG00000000530	ENSMUST00000128525	l48015_s_at
ENSMUSG00000059327	ENSMUST00000113779	AF004435_at
ENSMUSG00000059327	ENSMUST00000113776	AF004435_at
ENSMUSG00000059327	ENSMUST00000113775	AF004435_at
ENSMUSG00000059327	ENSMUST00000113780	AF004435_at
ENSMUSG00000059327	ENSMUST00000113778	AF004435_at
ENSMUSG00000059327	ENSMUST00000113781	AF004435_at
ENSMUSG00000059327	ENSMUST00000113783	AF004435_at
ENSMUSG00000059327	ENSMUST00000113777	AF004435_at
ENSMUSG00000059327	ENSMUST00000071453	AF004435_at
ENSMUSG00000023830	ENSMUST00000024599	u04710_s_at
ENSMUSG00000031701	ENSMUST00000034138	aa608174_s_at
ENSMUSG00000061838	ENSMUST00000204224	aa500353_at
ENSMUSG00000061838	ENSMUST00000204224	aa500353_g_at
ENSMUSG00000061838	ENSMUST00000079847	aa500353_at
ENSMUSG00000061838	ENSMUST00000079847	aa500353_g_at
ENSMUSG00000075602	ENSMUST00000189068	m18184_s_at
ENSMUSG00000075602	ENSMUST00000187994	m18184_s_at
ENSMUSG00000075602	ENSMUST00000186526	m18184_s_at
ENSMUSG00000075602	ENSMUST00000187171	m18184_s_at
ENSMUSG00000075602	ENSMUST00000190188	m18184_s_at
ENSMUSG00000075602	ENSMUST00000023248	m18184_s_at
ENSMUSG00000036932	ENSMUST00000143466	aa138875_s_at
ENSMUSG00000036932	ENSMUST00000114945	aa138875_s_at
ENSMUSG00000036932	ENSMUST00000037349	aa138875_s_at
ENSMUSG00000036932	ENSMUST00000156795	aa138875_s_at
ENSMUSG00000032078	ENSMUST00000156440	U41287_s_at
ENSMUSG00000032078	ENSMUST00000114552	U41287_s_at
ENSMUSG00000021900	ENSMUST00000128014	AA734444_f_at
ENSMUSG00000021900	ENSMUST00000090147	AA734444_f_at
ENSMUSG00000038975	ENSMUST00000197438	U12922_s_at
ENSMUSG00000038975	ENSMUST00000167111	U12922_s_at
ENSMUSG00000038975	ENSMUST00000089950	U12922_s_at
ENSMUSG00000038975	ENSMUST00000198350	U12922_s_at
ENSMUSG00000038975	ENSMUST00000196565	U12922_s_at
ENSMUSG00000038975	ENSMUST00000196266	U12922_s_at
ENSMUSG00000038975	ENSMUST00000196956	U12922_s_at
ENSMUSG00000038975	ENSMUST00000200209	U12922_s_at
ENSMUSG00000038975	ENSMUST00000200631	U12922_s_at
ENSMUSG00000038975	ENSMUST00000197829	U12922_s_at
ENSMUSG00000041733	ENSMUST00000040421	c76718_rc_s_at
ENSMUSG00000041733	ENSMUST00000129024	c76718_rc_s_at
ENSMUSG00000026628	ENSMUST00000027941	u19118_s_at
ENSMUSG00000026628	ENSMUST00000195117	u19118_s_at
ENSMUSG00000026628	ENSMUST00000131854	u19118_s_at
ENSMUSG00000030166	ENSMUST00000162461	u06837_s_at
ENSMUSG00000030166	ENSMUST00000161045	u06837_s_at
ENSMUSG00000030166	ENSMUST00000161816	u06837_s_at
ENSMUSG00000030166	ENSMUST00000162590	u06837_s_at
ENSMUSG00000030166	ENSMUST00000032269	u06837_s_at
ENSMUSG00000030166	ENSMUST00000204319	u06837_s_at
ENSMUSG00000030187	ENSMUST00000032306	U10304_s_at
ENSMUSG00000030187	ENSMUST00000088867	U10304_s_at
ENSMUSG00000031010	ENSMUST00000089302	aa207655_at
ENSMUSG00000031010	ENSMUST00000089302	U67874_s_at
ENSMUSG00000027893	ENSMUST00000138091	aa414901_rc_s_at
ENSMUSG00000027893	ENSMUST00000029490	aa414901_rc_s_at
ENSMUSG00000027893	ENSMUST00000153530	aa414901_rc_s_at
ENSMUSG00000027893	ENSMUST00000144864	aa414901_rc_s_at
ENSMUSG00000041523	ENSMUST00000047740	u08030_s_at
ENSMUSG00000035382	ENSMUST00000039059	U48830_s_at
ENSMUSG00000035382	ENSMUST00000215189	U48830_s_at
ENSMUSG00000035382	ENSMUST00000216672	U48830_s_at
ENSMUSG00000035382	ENSMUST00000214425	U48830_s_at
ENSMUSG00000028581	ENSMUST00000151698	u29539_s_at
ENSMUSG00000063972	ENSMUST00000112877	u14666_s_at
ENSMUSG00000063972	ENSMUST00000168098	u14666_s_at
ENSMUSG00000063972	ENSMUST00000076275	u14666_s_at
ENSMUSG00000024601	ENSMUST00000025503	aa170779_s_at
ENSMUSG00000033014	ENSMUST00000029444	AA048029_at
ENSMUSG00000033014	ENSMUST00000106860	AA048029_at
ENSMUSG00000033014	ENSMUST00000198706	AA048029_at
ENSMUSG00000017428	ENSMUST00000017572	aa185018_s_at
ENSMUSG00000017428	ENSMUST00000147898	aa185018_s_at
ENSMUSG00000017428	ENSMUST00000173797	aa185018_s_at
ENSMUSG00000101597	ENSMUST00000187303	m93980_f_at
ENSMUSG00000038900	ENSMUST00000126610	L04280_f_at
ENSMUSG00000038900	ENSMUST00000134912	L04280_f_at
ENSMUSG00000038900	ENSMUST00000154340	L04280_f_at
ENSMUSG00000038900	ENSMUST00000133842	L04280_f_at
ENSMUSG00000038900	ENSMUST00000125415	L04280_f_at
ENSMUSG00000038900	ENSMUST00000102811	L04280_f_at
ENSMUSG00000038900	ENSMUST00000144644	L04280_f_at
ENSMUSG00000055540	ENSMUST00000068860	U58332_s_at
ENSMUSG00000030603	ENSMUST00000032824	l76223_s_at
ENSMUSG00000030603	ENSMUST00000138512	l76223_s_at
ENSMUSG00000030603	ENSMUST00000135482	l76223_s_at
ENSMUSG00000030603	ENSMUST00000140053	l76223_s_at
ENSMUSG00000030603	ENSMUST00000134486	l76223_s_at
ENSMUSG00000094437	ENSMUST00000178509	aa163363_s_at
ENSMUSG00000005882	ENSMUST00000136933	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000152818	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000151078	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000109632	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000109636	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000161484	aa222499_s_at
ENSMUSG00000005882	ENSMUST00000139232	aa222499_s_at
ENSMUSG00000033208	ENSMUST00000036387	L22144_s_at
ENSMUSG00000057021	ENSMUST00000189559	af011411_f_at
ENSMUSG00000057021	ENSMUST00000074107	af011411_f_at
ENSMUSG00000057021	ENSMUST00000096792	af011411_f_at
ENSMUSG00000021440	ENSMUST00000224773	aa408952_rc_at
ENSMUSG00000021440	ENSMUST00000224986	aa408952_rc_at
ENSMUSG00000021440	ENSMUST00000021892	aa408952_rc_at
ENSMUSG00000003283	ENSMUST00000109799	j03023_s_at
ENSMUSG00000003283	ENSMUST00000003370	j03023_s_at
ENSMUSG00000003283	ENSMUST00000189688	j03023_s_at
ENSMUSG00000021012	ENSMUST00000110104	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000222461	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000057000	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000110105	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000221532	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000021399	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000222146	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000222632	aa420226_s_at
ENSMUSG00000021012	ENSMUST00000220660	aa420226_s_at
ENSMUSG00000096042	ENSMUST00000096794	af011411_f_at
ENSMUSG00000018169	ENSMUST00000018313	u94349_s_at
ENSMUSG00000027298	ENSMUST00000110783	u05683_s_at
ENSMUSG00000027298	ENSMUST00000028763	u05683_s_at
ENSMUSG00000027298	ENSMUST00000147761	u05683_s_at
ENSMUSG00000026469	ENSMUST00000027741	c76099_rc_at
ENSMUSG00000028012	ENSMUST00000196317	AF012271_at
ENSMUSG00000028012	ENSMUST00000200079	AF012271_at
ENSMUSG00000028012	ENSMUST00000029648	AF012271_at
ENSMUSG00000028012	ENSMUST00000196902	AF012271_at
ENSMUSG00000028012	ENSMUST00000197535	AF012271_at
ENSMUSG00000028012	ENSMUST00000171313	AF012271_at
ENSMUSG00000058729	ENSMUST00000192561	aa619814_at
ENSMUSG00000058729	ENSMUST00000192725	aa619814_at
ENSMUSG00000058729	ENSMUST00000193892	aa619814_at
ENSMUSG00000058729	ENSMUST00000193162	aa619814_at
ENSMUSG00000058729	ENSMUST00000194847	aa619814_at
ENSMUSG00000018362	ENSMUST00000145331	d55720_s_at
ENSMUSG00000018362	ENSMUST00000145331	C79184_rc_s_at
ENSMUSG00000018362	ENSMUST00000018506	d55720_s_at
ENSMUSG00000018362	ENSMUST00000018506	C79184_rc_s_at
ENSMUSG00000084323	ENSMUST00000121572	C78229_rc_f_at
ENSMUSG00000000568	ENSMUST00000172361	U11274_s_at
ENSMUSG00000000568	ENSMUST00000019128	U11274_s_at
ENSMUSG00000000568	ENSMUST00000112939	U11274_s_at
ENSMUSG00000000568	ENSMUST00000072750	U11274_s_at
ENSMUSG00000000568	ENSMUST00000171106	U11274_s_at
ENSMUSG00000000568	ENSMUST00000171640	U11274_s_at
ENSMUSG00000000568	ENSMUST00000164833	U11274_s_at
ENSMUSG00000000568	ENSMUST00000168396	U11274_s_at
ENSMUSG00000000568	ENSMUST00000170654	U11274_s_at
ENSMUSG00000078899	ENSMUST00000121393	aa462416_f_at
ENSMUSG00000035469	ENSMUST00000043227	aa689761_at
ENSMUSG00000035469	ENSMUST00000022551	aa689761_at
ENSMUSG00000035469	ENSMUST00000174830	aa689761_at
ENSMUSG00000032056	ENSMUST00000214452	aa619728_s_at
ENSMUSG00000032056	ENSMUST00000213680	aa619728_s_at
ENSMUSG00000032056	ENSMUST00000114431	aa416450_rc_s_at
ENSMUSG00000032056	ENSMUST00000114431	aa619728_s_at
ENSMUSG00000032056	ENSMUST00000213117	aa619728_s_at
ENSMUSG00000058600	ENSMUST00000142643	K02928_f_at
ENSMUSG00000058600	ENSMUST00000135417	K02928_f_at
ENSMUSG00000058600	ENSMUST00000079735	K02928_f_at
ENSMUSG00000058600	ENSMUST00000009039	K02928_f_at
ENSMUSG00000058600	ENSMUST00000140527	K02928_f_at
ENSMUSG00000033430	ENSMUST00000052138	AA267728_at
ENSMUSG00000037034	ENSMUST00000109968	M69222_s_at
ENSMUSG00000053907	ENSMUST00000205335	aa571570_s_at
ENSMUSG00000053907	ENSMUST00000059472	aa571570_s_at
ENSMUSG00000053907	ENSMUST00000205823	aa571570_s_at
ENSMUSG00000047832	ENSMUST00000062092	aa409089_rc_s_at
ENSMUSG00000047832	ENSMUST00000220899	aa409089_rc_s_at
ENSMUSG00000031808	ENSMUST00000212889	af023258_s_at
ENSMUSG00000031808	ENSMUST00000034267	af023258_s_at
ENSMUSG00000031808	ENSMUST00000212211	af023258_s_at
ENSMUSG00000031808	ENSMUST00000211811	af023258_s_at
ENSMUSG00000007989	ENSMUST00000131309	U43205_s_at
ENSMUSG00000040843	ENSMUST00000043235	aa624026_at
ENSMUSG00000040843	ENSMUST00000192726	aa624026_at
ENSMUSG00000040843	ENSMUST00000192436	aa624026_at
ENSMUSG00000074129	ENSMUST00000150350	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000210931	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000209812	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000210073	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000210792	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000209967	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000209626	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000209815	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000210918	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000211494	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000211438	AA408475_rc_s_at
ENSMUSG00000074129	ENSMUST00000210134	AA408475_rc_s_at
ENSMUSG00000026626	ENSMUST00000067976	aa189372_s_at
ENSMUSG00000090841	ENSMUST00000164181	U04443_f_at
ENSMUSG00000090841	ENSMUST00000219554	U04443_f_at
ENSMUSG00000090841	ENSMUST00000217733	U04443_f_at
ENSMUSG00000090841	ENSMUST00000218127	U04443_f_at
ENSMUSG00000090841	ENSMUST00000218813	U04443_f_at
ENSMUSG00000090841	ENSMUST00000219236	U04443_f_at
ENSMUSG00000090841	ENSMUST00000217776	U04443_f_at
ENSMUSG00000090841	ENSMUST00000220427	U04443_f_at
ENSMUSG00000090841	ENSMUST00000218170	U04443_f_at
ENSMUSG00000090841	ENSMUST00000219100	U04443_f_at
ENSMUSG00000090841	ENSMUST00000217913	U04443_f_at
ENSMUSG00000022216	ENSMUST00000174484	d87909_s_at
ENSMUSG00000022216	ENSMUST00000174259	d87909_s_at
ENSMUSG00000022216	ENSMUST00000172941	d87909_s_at
ENSMUSG00000022216	ENSMUST00000173544	d87909_s_at
ENSMUSG00000022216	ENSMUST00000174791	d87909_s_at
ENSMUSG00000022216	ENSMUST00000228834	d87909_s_at
ENSMUSG00000022216	ENSMUST00000173388	d87909_s_at
ENSMUSG00000022216	ENSMUST00000174563	d87909_s_at
ENSMUSG00000022216	ENSMUST00000172738	d87909_s_at
ENSMUSG00000022216	ENSMUST00000089619	d87909_s_at
ENSMUSG00000022216	ENSMUST00000174148	d87909_s_at
ENSMUSG00000022216	ENSMUST00000173113	d87909_s_at
ENSMUSG00000022216	ENSMUST00000174419	d87909_s_at
ENSMUSG00000026421	ENSMUST00000097561	D88793_s_at
ENSMUSG00000026421	ENSMUST00000027677	D88793_s_at
ENSMUSG00000025971	ENSMUST00000027114	aa285453_s_at
ENSMUSG00000025971	ENSMUST00000185709	aa285453_s_at
ENSMUSG00000074797	ENSMUST00000103193	aa028812_f_at
ENSMUSG00000074797	ENSMUST00000126714	aa028812_f_at
ENSMUSG00000035476	ENSMUST00000048250	C78586_rc_at
ENSMUSG00000021908	ENSMUST00000022467	aa217659_s_at
ENSMUSG00000111661	ENSMUST00000213332	U93863_s_at
ENSMUSG00000038872	ENSMUST00000220518	D26046_s_at
ENSMUSG00000038872	ENSMUST00000043896	D26046_s_at
ENSMUSG00000078652	ENSMUST00000019470	d87911_s_at
ENSMUSG00000078652	ENSMUST00000131170	d87911_s_at
ENSMUSG00000022607	ENSMUST00000226988	M95408_s_at
ENSMUSG00000022607	ENSMUST00000239146	M95408_s_at
ENSMUSG00000022607	ENSMUST00000110036	M95408_s_at
ENSMUSG00000022607	ENSMUST00000226454	M95408_s_at
ENSMUSG00000037060	ENSMUST00000047040	aa021812_s_at
ENSMUSG00000083481	ENSMUST00000118709	C78229_rc_f_at
ENSMUSG00000024975	ENSMUST00000074371	d86344_s_at
ENSMUSG00000024975	ENSMUST00000025931	d86344_s_at
ENSMUSG00000024975	ENSMUST00000237060	d86344_s_at
ENSMUSG00000058076	ENSMUST00000111336	aa592394_s_at
ENSMUSG00000058076	ENSMUST00000081560	aa592394_s_at
ENSMUSG00000032245	ENSMUST00000034776	aa590212_s_at
ENSMUSG00000024225	ENSMUST00000025062	aa611440_at
ENSMUSG00000024225	ENSMUST00000114785	aa611440_at
ENSMUSG00000007739	ENSMUST00000173867	l25913_f_at
ENSMUSG00000007739	ENSMUST00000020562	l25913_f_at
ENSMUSG00000007739	ENSMUST00000174746	C79518_rc_at
ENSMUSG00000007739	ENSMUST00000145912	l25913_f_at
ENSMUSG00000007739	ENSMUST00000174689	l25913_f_at
ENSMUSG00000028158	ENSMUST00000029805	L47970_s_at
ENSMUSG00000028158	ENSMUST00000098580	L47970_s_at
ENSMUSG00000032246	ENSMUST00000213643	aa709719_at
ENSMUSG00000032246	ENSMUST00000034777	aa709719_at
ENSMUSG00000032246	ENSMUST00000163820	aa709719_at
ENSMUSG00000027804	ENSMUST00000161460	aa407024_f_at
ENSMUSG00000027804	ENSMUST00000029382	aa407024_f_at
ENSMUSG00000027804	ENSMUST00000162690	aa407024_f_at
ENSMUSG00000027804	ENSMUST00000159505	aa407024_f_at
ENSMUSG00000076928	ENSMUST00000198398	TCRa_at
ENSMUSG00000076928	ENSMUST00000103740	TCRa_at
ENSMUSG00000083061	ENSMUST00000118307	K02928_f_at
ENSMUSG00000058952	ENSMUST00000077918	U47810_s_at
ENSMUSG00000024539	ENSMUST00000120934	m81477_s_at
ENSMUSG00000024539	ENSMUST00000025420	m81477_s_at
ENSMUSG00000025510	ENSMUST00000106000	D89290_s_at
ENSMUSG00000025510	ENSMUST00000209892	D89290_s_at
ENSMUSG00000025510	ENSMUST00000177840	D89290_s_at
ENSMUSG00000025510	ENSMUST00000209698	D89290_s_at
ENSMUSG00000025510	ENSMUST00000209988	D89290_s_at
ENSMUSG00000025510	ENSMUST00000211071	D89290_s_at
ENSMUSG00000025510	ENSMUST00000058746	D89290_s_at
ENSMUSG00000025510	ENSMUST00000210058	D89290_s_at
ENSMUSG00000061518	ENSMUST00000081180	m77040_f_at
ENSMUSG00000061518	ENSMUST00000193210	m77040_f_at
ENSMUSG00000061518	ENSMUST00000195151	m77040_f_at
ENSMUSG00000061518	ENSMUST00000191790	m77040_f_at
ENSMUSG00000061518	ENSMUST00000192859	m77040_f_at
ENSMUSG00000061518	ENSMUST00000193235	m77040_f_at
ENSMUSG00000083847	ENSMUST00000121687	L22977_s_at
ENSMUSG00000118161	ENSMUST00000236305	M20632_f_at
ENSMUSG00000031104	ENSMUST00000033430	d83277_at
ENSMUSG00000031104	ENSMUST00000033430	d83277_g_at
ENSMUSG00000022174	ENSMUST00000022781	u84211_s_at
ENSMUSG00000110206	ENSMUST00000211429	u29875_s_at
ENSMUSG00000110206	ENSMUST00000209238	u29875_s_at
ENSMUSG00000110206	ENSMUST00000210083	u29875_s_at
ENSMUSG00000110206	ENSMUST00000210197	u29875_s_at
ENSMUSG00000020828	ENSMUST00000018429	U87557_s_at
ENSMUSG00000020828	ENSMUST00000108557	U87557_s_at
ENSMUSG00000020828	ENSMUST00000179806	U87557_s_at
ENSMUSG00000020828	ENSMUST00000146248	U87557_s_at
ENSMUSG00000023039	ENSMUST00000068904	aa014127_at
ENSMUSG00000023039	ENSMUST00000131069	aa014127_at
ENSMUSG00000040533	ENSMUST00000102576	U35035_s_at
ENSMUSG00000047730	ENSMUST00000138392	aa674984_s_at
ENSMUSG00000047730	ENSMUST00000148946	aa674984_s_at
ENSMUSG00000047730	ENSMUST00000154481	aa674984_s_at
ENSMUSG00000047730	ENSMUST00000131090	aa674984_s_at
ENSMUSG00000047730	ENSMUST00000076648	aa674984_s_at
ENSMUSG00000026177	ENSMUST00000187516	l13732_s_at
ENSMUSG00000026177	ENSMUST00000147233	l13732_s_at
ENSMUSG00000026177	ENSMUST00000027368	l13732_s_at
ENSMUSG00000026177	ENSMUST00000131511	l13732_s_at
ENSMUSG00000026177	ENSMUST00000133896	l13732_s_at
ENSMUSG00000026177	ENSMUST00000149166	l13732_s_at
ENSMUSG00000026177	ENSMUST00000134189	l13732_s_at
ENSMUSG00000059277	ENSMUST00000133630	R74862_rc_at
ENSMUSG00000059277	ENSMUST00000155952	R74862_rc_at
ENSMUSG00000059277	ENSMUST00000131129	R74862_rc_at
ENSMUSG00000037025	ENSMUST00000109964	l10409_s_at
ENSMUSG00000037025	ENSMUST00000047315	l10409_s_at
ENSMUSG00000037025	ENSMUST00000172928	l10409_s_at
ENSMUSG00000037025	ENSMUST00000146242	l10409_s_at
ENSMUSG00000031221	ENSMUST00000033570	aa475426_at
ENSMUSG00000091896	ENSMUST00000170693	U62483_s_at
ENSMUSG00000091896	ENSMUST00000235516	U62483_s_at
ENSMUSG00000091896	ENSMUST00000236235	U62483_s_at
ENSMUSG00000091896	ENSMUST00000235170	U62483_s_at
