Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000024672	ENSMUST00000067532	139422_at
ENSMUSG00000024672	ENSMUST00000056035	139422_at
ENSMUSG00000024672	ENSMUST00000159269	139422_at
ENSMUSG00000024672	ENSMUST00000162785	139422_at
ENSMUSG00000031214	ENSMUST00000033560	134674_at
ENSMUSG00000026018	ENSMUST00000185891	129113_at
ENSMUSG00000026018	ENSMUST00000027172	129113_at
ENSMUSG00000026018	ENSMUST00000191251	129113_at
ENSMUSG00000026018	ENSMUST00000189776	129113_at
ENSMUSG00000017652	ENSMUST00000153105	137328_at
ENSMUSG00000039714	ENSMUST00000045068	136140_at
ENSMUSG00000097428	ENSMUST00000181406	129275_at
ENSMUSG00000097428	ENSMUST00000180555	129275_at
ENSMUSG00000025366	ENSMUST00000218092	135271_at
ENSMUSG00000025366	ENSMUST00000220045	135271_at
ENSMUSG00000004562	ENSMUST00000182905	139502_at
ENSMUSG00000004562	ENSMUST00000093813	139502_at
ENSMUSG00000004562	ENSMUST00000182740	139502_at
ENSMUSG00000004562	ENSMUST00000100639	139502_at
ENSMUSG00000004562	ENSMUST00000183208	139502_at
ENSMUSG00000004562	ENSMUST00000182909	139502_at
ENSMUSG00000004562	ENSMUST00000182760	139502_at
ENSMUSG00000004562	ENSMUST00000182338	139502_at
ENSMUSG00000004562	ENSMUST00000182061	139502_at
ENSMUSG00000004562	ENSMUST00000182961	139502_at
ENSMUSG00000004562	ENSMUST00000182193	139502_at
ENSMUSG00000057068	ENSMUST00000149617	131854_at
ENSMUSG00000057068	ENSMUST00000176621	131854_at
ENSMUSG00000057068	ENSMUST00000175974	131854_at
ENSMUSG00000057068	ENSMUST00000131166	131854_at
ENSMUSG00000060969	ENSMUST00000077337	130122_f_at
ENSMUSG00000060969	ENSMUST00000223460	130122_f_at
ENSMUSG00000028795	ENSMUST00000126777	139246_at
ENSMUSG00000028795	ENSMUST00000141361	139246_at
ENSMUSG00000028795	ENSMUST00000124630	139246_at
ENSMUSG00000055489	ENSMUST00000043944	130599_at
ENSMUSG00000027525	ENSMUST00000108917	138057_at
ENSMUSG00000027525	ENSMUST00000108916	138057_at
ENSMUSG00000027525	ENSMUST00000103066	138057_at
ENSMUSG00000027525	ENSMUST00000108915	138057_at
ENSMUSG00000027525	ENSMUST00000103065	138057_at
ENSMUSG00000054827	ENSMUST00000124391	132101_at
ENSMUSG00000055817	ENSMUST00000177069	135770_at
ENSMUSG00000053931	ENSMUST00000199188	135187_at
ENSMUSG00000026224	ENSMUST00000027426	129895_at
ENSMUSG00000026224	ENSMUST00000188949	129895_at
ENSMUSG00000024472	ENSMUST00000025350	135023_at
ENSMUSG00000055602	ENSMUST00000233962	137662_at
ENSMUSG00000114244	ENSMUST00000224870	130606_at
ENSMUSG00000015599	ENSMUST00000047034	134294_at
ENSMUSG00000015599	ENSMUST00000225808	138020_at
ENSMUSG00000033439	ENSMUST00000041524	134722_r_at
ENSMUSG00000033439	ENSMUST00000184963	134722_r_at
ENSMUSG00000033439	ENSMUST00000183638	134722_r_at
ENSMUSG00000033439	ENSMUST00000199439	134722_r_at
ENSMUSG00000022022	ENSMUST00000022600	134301_at
ENSMUSG00000022022	ENSMUST00000227610	134301_at
ENSMUSG00000117987	ENSMUST00000237479	134865_s_at
ENSMUSG00000040795	ENSMUST00000046675	139246_at
ENSMUSG00000040795	ENSMUST00000131559	139246_at
ENSMUSG00000040795	ENSMUST00000121442	139246_at
ENSMUSG00000040795	ENSMUST00000146378	139246_at
ENSMUSG00000086539	ENSMUST00000191455	135050_at
ENSMUSG00000027961	ENSMUST00000029573	131559_at
ENSMUSG00000044339	ENSMUST00000053657	133844_at
ENSMUSG00000044339	ENSMUST00000112279	133844_at
ENSMUSG00000046699	ENSMUST00000069926	133718_at
ENSMUSG00000029592	ENSMUST00000031588	135925_at
ENSMUSG00000029592	ENSMUST00000200119	135925_at
ENSMUSG00000055109	ENSMUST00000112542	136219_r_at
ENSMUSG00000090015	ENSMUST00000112544	140565_f_at
ENSMUSG00000090015	ENSMUST00000146564	140565_f_at
ENSMUSG00000090015	ENSMUST00000170826	140565_f_at
ENSMUSG00000057457	ENSMUST00000135713	130146_f_at
ENSMUSG00000057457	ENSMUST00000135713	130145_i_at
ENSMUSG00000057457	ENSMUST00000079945	130146_f_at
ENSMUSG00000057457	ENSMUST00000079945	130145_i_at
ENSMUSG00000116426	ENSMUST00000229201	133807_at
ENSMUSG00000029123	ENSMUST00000094836	131549_at
ENSMUSG00000043004	ENSMUST00000160013	134039_at
ENSMUSG00000024647	ENSMUST00000068423	128577_s_at
ENSMUSG00000024647	ENSMUST00000122464	128577_s_at
ENSMUSG00000024647	ENSMUST00000122079	128577_s_at
ENSMUSG00000024647	ENSMUST00000169470	128577_s_at
ENSMUSG00000057835	ENSMUST00000079642	132134_at
ENSMUSG00000021948	ENSMUST00000140701	137540_at
ENSMUSG00000021948	ENSMUST00000130736	137540_at
ENSMUSG00000094500	ENSMUST00000179364	130687_at
ENSMUSG00000035200	ENSMUST00000034854	135123_at
ENSMUSG00000117147	ENSMUST00000233183	130174_at
ENSMUSG00000031012	ENSMUST00000115438	129195_at
ENSMUSG00000031012	ENSMUST00000156096	129195_at
ENSMUSG00000031012	ENSMUST00000115436	129195_at
ENSMUSG00000002458	ENSMUST00000002532	129800_f_at
ENSMUSG00000002458	ENSMUST00000108769	129800_f_at
ENSMUSG00000002458	ENSMUST00000108778	129800_f_at
ENSMUSG00000002458	ENSMUST00000124776	129800_f_at
ENSMUSG00000002458	ENSMUST00000143510	129800_f_at
ENSMUSG00000002458	ENSMUST00000130712	129800_f_at
ENSMUSG00000002458	ENSMUST00000165416	129800_f_at
ENSMUSG00000084847	ENSMUST00000140263	135524_at
ENSMUSG00000084847	ENSMUST00000140958	135524_at
ENSMUSG00000066613	ENSMUST00000112540	140565_f_at
ENSMUSG00000066613	ENSMUST00000125213	140565_f_at
ENSMUSG00000066613	ENSMUST00000143639	140565_f_at
ENSMUSG00000066613	ENSMUST00000112536	140565_f_at
ENSMUSG00000066613	ENSMUST00000187241	140565_f_at
ENSMUSG00000024544	ENSMUST00000063775	138076_at
ENSMUSG00000022032	ENSMUST00000022610	136545_at
ENSMUSG00000055884	ENSMUST00000222540	132816_at
ENSMUSG00000110205	ENSMUST00000209502	136757_at
ENSMUSG00000031636	ENSMUST00000209216	130806_at
ENSMUSG00000022024	ENSMUST00000054908	129996_i_at
ENSMUSG00000022024	ENSMUST00000054908	129997_f_at
ENSMUSG00000022024	ENSMUST00000054908	135233_at
ENSMUSG00000021936	ENSMUST00000111945	136056_at
ENSMUSG00000021936	ENSMUST00000111945	138042_at
ENSMUSG00000055228	ENSMUST00000076195	141162_f_at
ENSMUSG00000055228	ENSMUST00000076195	141163_r_at
ENSMUSG00000113450	ENSMUST00000221747	141162_f_at
ENSMUSG00000113450	ENSMUST00000221747	141163_r_at
ENSMUSG00000113450	ENSMUST00000223247	141162_f_at
ENSMUSG00000113450	ENSMUST00000223247	141163_r_at
ENSMUSG00000113450	ENSMUST00000221951	141162_f_at
ENSMUSG00000113450	ENSMUST00000221951	141163_r_at
ENSMUSG00000113428	ENSMUST00000221988	130531_at
ENSMUSG00000002718	ENSMUST00000169290	138954_f_at
ENSMUSG00000002031	ENSMUST00000002099	130513_at
ENSMUSG00000002031	ENSMUST00000239014	130513_at
ENSMUSG00000110071	ENSMUST00000210432	130806_at
ENSMUSG00000085314	ENSMUST00000149206	130466_at
ENSMUSG00000097209	ENSMUST00000180441	130652_at
ENSMUSG00000109644	ENSMUST00000210383	132869_f_at
ENSMUSG00000109644	ENSMUST00000210383	131951_f_at
ENSMUSG00000109644	ENSMUST00000210569	132869_f_at
ENSMUSG00000109644	ENSMUST00000210569	131951_f_at
ENSMUSG00000109644	ENSMUST00000209416	132869_f_at
ENSMUSG00000109644	ENSMUST00000209416	131951_f_at
ENSMUSG00000109644	ENSMUST00000211209	132869_f_at
ENSMUSG00000109644	ENSMUST00000211209	131951_f_at
ENSMUSG00000109644	ENSMUST00000209910	132869_f_at
ENSMUSG00000109644	ENSMUST00000209910	131951_f_at
ENSMUSG00000109644	ENSMUST00000209510	132869_f_at
ENSMUSG00000109644	ENSMUST00000209510	131951_f_at
ENSMUSG00000109644	ENSMUST00000210866	135073_at
ENSMUSG00000109644	ENSMUST00000211521	135073_at
ENSMUSG00000109644	ENSMUST00000210623	135073_at
ENSMUSG00000109644	ENSMUST00000211530	135073_at
ENSMUSG00000032307	ENSMUST00000059555	134083_at
ENSMUSG00000032307	ENSMUST00000121677	134083_at
ENSMUSG00000032307	ENSMUST00000122441	134083_at
ENSMUSG00000032307	ENSMUST00000148468	134083_at
ENSMUSG00000031887	ENSMUST00000034359	136534_at
ENSMUSG00000031887	ENSMUST00000136239	136534_at
ENSMUSG00000031887	ENSMUST00000147670	136534_at
ENSMUSG00000106718	ENSMUST00000200831	129357_at
ENSMUSG00000106718	ENSMUST00000202451	129357_at
ENSMUSG00000106718	ENSMUST00000202443	129357_at
ENSMUSG00000106718	ENSMUST00000201327	129357_at
ENSMUSG00000097365	ENSMUST00000180874	133453_at
ENSMUSG00000097365	ENSMUST00000181331	133453_at
ENSMUSG00000097365	ENSMUST00000181331	133120_at
ENSMUSG00000087013	ENSMUST00000136117	133834_at
ENSMUSG00000087013	ENSMUST00000128213	133834_at
ENSMUSG00000031936	ENSMUST00000159985	134633_at
ENSMUSG00000049537	ENSMUST00000053543	131866_at
ENSMUSG00000058248	ENSMUST00000078470	138138_at
ENSMUSG00000058248	ENSMUST00000078470	134378_at
ENSMUSG00000058248	ENSMUST00000110844	138138_at
ENSMUSG00000058248	ENSMUST00000110844	134378_at
ENSMUSG00000058248	ENSMUST00000151152	138138_at
ENSMUSG00000058248	ENSMUST00000151152	134378_at
ENSMUSG00000021266	ENSMUST00000162748	134284_at
ENSMUSG00000025058	ENSMUST00000113976	137515_at
ENSMUSG00000107552	ENSMUST00000203171	136566_at
ENSMUSG00000103041	ENSMUST00000195714	128828_at
ENSMUSG00000026227	ENSMUST00000027429	131707_at
ENSMUSG00000026227	ENSMUST00000165824	133845_at
ENSMUSG00000026227	ENSMUST00000165824	131707_at
ENSMUSG00000032593	ENSMUST00000085060	129171_at
ENSMUSG00000002957	ENSMUST00000201320	141027_at
ENSMUSG00000059674	ENSMUST00000067784	133508_at
ENSMUSG00000059674	ENSMUST00000227124	133508_at
ENSMUSG00000015133	ENSMUST00000015277	130928_s_at
ENSMUSG00000015133	ENSMUST00000137181	130928_s_at
ENSMUSG00000015133	ENSMUST00000145954	130928_s_at
ENSMUSG00000031309	ENSMUST00000033671	132772_at
ENSMUSG00000031309	ENSMUST00000112493	132772_at
ENSMUSG00000031309	ENSMUST00000149939	132772_at
ENSMUSG00000031309	ENSMUST00000142668	132772_at
ENSMUSG00000031309	ENSMUST00000112492	136147_r_at
ENSMUSG00000031309	ENSMUST00000148570	136147_r_at
ENSMUSG00000055044	ENSMUST00000068439	129126_at
ENSMUSG00000055044	ENSMUST00000182540	129126_at
ENSMUSG00000055044	ENSMUST00000182813	129126_at
ENSMUSG00000055897	ENSMUST00000153162	131006_r_at
ENSMUSG00000055897	ENSMUST00000154908	131006_r_at
ENSMUSG00000040327	ENSMUST00000182668	141072_f_at
ENSMUSG00000040327	ENSMUST00000182668	141071_i_at
ENSMUSG00000040327	ENSMUST00000183016	141072_f_at
ENSMUSG00000040327	ENSMUST00000183016	141071_i_at
ENSMUSG00000040327	ENSMUST00000182799	141072_f_at
ENSMUSG00000040327	ENSMUST00000182799	141071_i_at
ENSMUSG00000093456	ENSMUST00000176454	130609_at
ENSMUSG00000022514	ENSMUST00000174202	133805_at
ENSMUSG00000057637	ENSMUST00000105778	137101_at
ENSMUSG00000115529	ENSMUST00000228857	132025_r_at
ENSMUSG00000115529	ENSMUST00000228857	132024_f_at
ENSMUSG00000115529	ENSMUST00000228125	132025_r_at
ENSMUSG00000115529	ENSMUST00000228125	132024_f_at
ENSMUSG00000115529	ENSMUST00000226704	132025_r_at
ENSMUSG00000115529	ENSMUST00000226704	132024_f_at
ENSMUSG00000115529	ENSMUST00000226618	132025_r_at
ENSMUSG00000115529	ENSMUST00000226618	132024_f_at
ENSMUSG00000115529	ENSMUST00000226890	132025_r_at
ENSMUSG00000115529	ENSMUST00000226890	132024_f_at
ENSMUSG00000035566	ENSMUST00000071370	137049_at
ENSMUSG00000035566	ENSMUST00000071370	129896_at
ENSMUSG00000030757	ENSMUST00000042470	134816_at
ENSMUSG00000098129	ENSMUST00000181984	140710_at
ENSMUSG00000044378	ENSMUST00000111873	131816_at
ENSMUSG00000044378	ENSMUST00000150278	131816_at
ENSMUSG00000047295	ENSMUST00000109277	131555_at
ENSMUSG00000047295	ENSMUST00000109276	131555_at
ENSMUSG00000047295	ENSMUST00000088555	131555_at
ENSMUSG00000047295	ENSMUST00000100293	131555_at
ENSMUSG00000047295	ENSMUST00000130014	131555_at
ENSMUSG00000047295	ENSMUST00000136172	131555_at
ENSMUSG00000047295	ENSMUST00000132674	131555_at
ENSMUSG00000109446	ENSMUST00000208955	129074_at
ENSMUSG00000027223	ENSMUST00000111279	128705_f_at
ENSMUSG00000027223	ENSMUST00000111279	128706_at
ENSMUSG00000027223	ENSMUST00000050312	128705_f_at
ENSMUSG00000027223	ENSMUST00000050312	128706_at
ENSMUSG00000028494	ENSMUST00000000466	135341_r_at
ENSMUSG00000028494	ENSMUST00000138605	135341_r_at
ENSMUSG00000028494	ENSMUST00000134437	135341_r_at
ENSMUSG00000030061	ENSMUST00000204917	137915_at
ENSMUSG00000026135	ENSMUST00000113737	131447_at
ENSMUSG00000026135	ENSMUST00000156613	131447_at
ENSMUSG00000026135	ENSMUST00000127921	131447_at
ENSMUSG00000026502	ENSMUST00000027783	135703_at
ENSMUSG00000026502	ENSMUST00000069568	135703_at
ENSMUSG00000022762	ENSMUST00000067602	131850_at
ENSMUSG00000084946	ENSMUST00000140271	139985_at
ENSMUSG00000035944	ENSMUST00000146088	130670_at
ENSMUSG00000035944	ENSMUST00000146088	130671_s_at
ENSMUSG00000035944	ENSMUST00000133158	130670_at
ENSMUSG00000035944	ENSMUST00000133158	130671_s_at
ENSMUSG00000053483	ENSMUST00000126557	137510_at
ENSMUSG00000053483	ENSMUST00000127101	137510_at
ENSMUSG00000053483	ENSMUST00000153164	137510_at
ENSMUSG00000053483	ENSMUST00000174720	137510_at
ENSMUSG00000092545	ENSMUST00000172522	134007_at
ENSMUSG00000092545	ENSMUST00000174385	134007_at
ENSMUSG00000092545	ENSMUST00000173291	139717_r_at
ENSMUSG00000027508	ENSMUST00000159497	133713_at
ENSMUSG00000022708	ENSMUST00000114694	136442_at
ENSMUSG00000036957	ENSMUST00000046351	131226_at
ENSMUSG00000026830	ENSMUST00000090940	136184_at
ENSMUSG00000033590	ENSMUST00000036555	133055_at
ENSMUSG00000033590	ENSMUST00000215620	133055_at
ENSMUSG00000033364	ENSMUST00000044260	138564_at
ENSMUSG00000033364	ENSMUST00000189257	138564_at
ENSMUSG00000033364	ENSMUST00000188012	138564_at
ENSMUSG00000043411	ENSMUST00000055131	140860_at
ENSMUSG00000043411	ENSMUST00000105840	140860_at
ENSMUSG00000043411	ENSMUST00000105839	140860_at
ENSMUSG00000043411	ENSMUST00000105837	140860_at
ENSMUSG00000043411	ENSMUST00000105838	140860_at
ENSMUSG00000043411	ENSMUST00000138599	140860_at
ENSMUSG00000043411	ENSMUST00000154395	140860_at
ENSMUSG00000034612	ENSMUST00000040110	130507_at
ENSMUSG00000062590	ENSMUST00000135973	128580_at
ENSMUSG00000062590	ENSMUST00000113309	128580_at
ENSMUSG00000062590	ENSMUST00000027434	128580_at
ENSMUSG00000062590	ENSMUST00000126579	128580_at
ENSMUSG00000084845	ENSMUST00000176526	138985_r_at
ENSMUSG00000084845	ENSMUST00000127188	138985_r_at
ENSMUSG00000111348	ENSMUST00000216737	138118_f_at
ENSMUSG00000021996	ENSMUST00000022573	137533_f_at
ENSMUSG00000078137	ENSMUST00000104937	135767_at
ENSMUSG00000074899	ENSMUST00000156159	134587_s_at
ENSMUSG00000061731	ENSMUST00000077273	141160_f_at
ENSMUSG00000061731	ENSMUST00000077273	133682_at
ENSMUSG00000061731	ENSMUST00000133362	141160_f_at
ENSMUSG00000083906	ENSMUST00000119345	133894_at
ENSMUSG00000038116	ENSMUST00000037401	139533_at
ENSMUSG00000038116	ENSMUST00000152617	139533_at
ENSMUSG00000038116	ENSMUST00000147234	139533_at
ENSMUSG00000042487	ENSMUST00000213767	134020_at
ENSMUSG00000042487	ENSMUST00000048937	134020_at
ENSMUSG00000042487	ENSMUST00000213248	135602_at
ENSMUSG00000116093	ENSMUST00000230077	138393_at
ENSMUSG00000041124	ENSMUST00000212075	138978_at
ENSMUSG00000041124	ENSMUST00000047173	138978_at
ENSMUSG00000033981	ENSMUST00000075316	136771_at
ENSMUSG00000106106	ENSMUST00000198477	AFFX-18SRNAMur/X00686_M_at
ENSMUSG00000106106	ENSMUST00000198477	AFFX-18SRNAMur/X00686_3_at
ENSMUSG00000106106	ENSMUST00000198477	AFFX-18SRNAMur/X00686_5_at
ENSMUSG00000035234	ENSMUST00000153302	130960_at
ENSMUSG00000035234	ENSMUST00000200657	130960_at
ENSMUSG00000035234	ENSMUST00000044535	130960_at
ENSMUSG00000035234	ENSMUST00000055245	130960_at
ENSMUSG00000035234	ENSMUST00000145429	130960_at
ENSMUSG00000035234	ENSMUST00000117364	130960_at
ENSMUSG00000039630	ENSMUST00000037748	134097_at
ENSMUSG00000032589	ENSMUST00000035208	138484_f_at
ENSMUSG00000032589	ENSMUST00000124763	138484_f_at
ENSMUSG00000045842	ENSMUST00000061746	134234_at
ENSMUSG00000045842	ENSMUST00000233313	134234_at
ENSMUSG00000105755	ENSMUST00000198852	133839_at
ENSMUSG00000005774	ENSMUST00000137088	129298_at
ENSMUSG00000005774	ENSMUST00000144132	129298_at
ENSMUSG00000005774	ENSMUST00000107254	129298_at
ENSMUSG00000005774	ENSMUST00000148803	129298_at
ENSMUSG00000005774	ENSMUST00000107253	129298_at
ENSMUSG00000005774	ENSMUST00000029772	129298_at
ENSMUSG00000021612	ENSMUST00000109679	135395_at
ENSMUSG00000021612	ENSMUST00000109680	135395_at
ENSMUSG00000021612	ENSMUST00000022105	135395_at
ENSMUSG00000005813	ENSMUST00000197531	133903_at
ENSMUSG00000109632	ENSMUST00000209936	132537_at
ENSMUSG00000114172	ENSMUST00000223394	141163_r_at
ENSMUSG00000034463	ENSMUST00000042046	139184_at
ENSMUSG00000026110	ENSMUST00000151952	140657_at
ENSMUSG00000026110	ENSMUST00000154819	140657_at
ENSMUSG00000026110	ENSMUST00000143636	140657_at
ENSMUSG00000026110	ENSMUST00000042161	140657_at
ENSMUSG00000041298	ENSMUST00000047257	134971_f_at
ENSMUSG00000041298	ENSMUST00000139269	134971_f_at
ENSMUSG00000108207	ENSMUST00000203249	137567_at
ENSMUSG00000108207	ENSMUST00000203736	137567_at
ENSMUSG00000105586	ENSMUST00000199979	138193_at
ENSMUSG00000037270	ENSMUST00000196036	136106_at
ENSMUSG00000085237	ENSMUST00000202229	137567_at
ENSMUSG00000106951	ENSMUST00000145042	134285_at
ENSMUSG00000106951	ENSMUST00000152575	134285_at
ENSMUSG00000034839	ENSMUST00000038407	139238_at
ENSMUSG00000028354	ENSMUST00000030039	131407_r_at
ENSMUSG00000028354	ENSMUST00000030039	131428_f_at
ENSMUSG00000028354	ENSMUST00000030039	138565_at
ENSMUSG00000028354	ENSMUST00000193905	131407_r_at
ENSMUSG00000028354	ENSMUST00000193905	131428_f_at
ENSMUSG00000028354	ENSMUST00000193905	138565_at
ENSMUSG00000032595	ENSMUST00000177173	130609_at
ENSMUSG00000032595	ENSMUST00000177173	131156_f_at
ENSMUSG00000032595	ENSMUST00000176196	130609_at
ENSMUSG00000032595	ENSMUST00000177093	130609_at
ENSMUSG00000032595	ENSMUST00000035215	131156_f_at
ENSMUSG00000032595	ENSMUST00000176919	130609_at
ENSMUSG00000032595	ENSMUST00000175759	131156_f_at
ENSMUSG00000032595	ENSMUST00000177516	130609_at
ENSMUSG00000032595	ENSMUST00000176334	130609_at
ENSMUSG00000032595	ENSMUST00000176334	131156_f_at
ENSMUSG00000032595	ENSMUST00000177508	131156_f_at
ENSMUSG00000032595	ENSMUST00000176373	131156_f_at
ENSMUSG00000117218	ENSMUST00000233831	130174_at
ENSMUSG00000117092	ENSMUST00000233244	130174_at
ENSMUSG00000016024	ENSMUST00000016168	140588_at
ENSMUSG00000022021	ENSMUST00000168889	140999_at
ENSMUSG00000022021	ENSMUST00000227638	140999_at
ENSMUSG00000022021	ENSMUST00000022599	140999_at
ENSMUSG00000032186	ENSMUST00000098552	136200_at
ENSMUSG00000032186	ENSMUST00000064433	136200_at
ENSMUSG00000030226	ENSMUST00000162772	139285_f_at
ENSMUSG00000030226	ENSMUST00000162772	138511_at
ENSMUSG00000030226	ENSMUST00000163065	139285_f_at
ENSMUSG00000030226	ENSMUST00000163065	138511_at
ENSMUSG00000030226	ENSMUST00000160050	138511_at
ENSMUSG00000030226	ENSMUST00000163024	138511_at
ENSMUSG00000030226	ENSMUST00000161450	138511_at
ENSMUSG00000020721	ENSMUST00000106746	130911_at
ENSMUSG00000045569	ENSMUST00000052347	135817_at
ENSMUSG00000060733	ENSMUST00000079252	137541_at
ENSMUSG00000060733	ENSMUST00000079252	129042_at
ENSMUSG00000016346	ENSMUST00000149964	138084_at
ENSMUSG00000016346	ENSMUST00000197015	138084_at
ENSMUSG00000012126	ENSMUST00000142442	140678_f_at
ENSMUSG00000012126	ENSMUST00000070246	140678_f_at
ENSMUSG00000012126	ENSMUST00000156323	140678_f_at
ENSMUSG00000012126	ENSMUST00000139616	140678_f_at
ENSMUSG00000012126	ENSMUST00000151113	140678_f_at
ENSMUSG00000012126	ENSMUST00000151407	140678_f_at
ENSMUSG00000024251	ENSMUST00000047524	134630_at
ENSMUSG00000024251	ENSMUST00000234547	134630_at
ENSMUSG00000011589	ENSMUST00000011733	137983_at
ENSMUSG00000011589	ENSMUST00000233973	140377_f_at
ENSMUSG00000011589	ENSMUST00000233973	137983_at
ENSMUSG00000011589	ENSMUST00000233361	140377_f_at
ENSMUSG00000011589	ENSMUST00000233361	137983_at
ENSMUSG00000049760	ENSMUST00000233103	138512_at
ENSMUSG00000049760	ENSMUST00000233299	138512_at
ENSMUSG00000049760	ENSMUST00000233235	138512_at
ENSMUSG00000049760	ENSMUST00000233386	138512_at
ENSMUSG00000042258	ENSMUST00000176444	134273_at
ENSMUSG00000099083	ENSMUST00000184616	134261_at
ENSMUSG00000099083	ENSMUST00000096143	134261_at
ENSMUSG00000022948	ENSMUST00000233912	129004_at
ENSMUSG00000022948	ENSMUST00000233969	129004_at
ENSMUSG00000026754	ENSMUST00000039165	129959_f_at
ENSMUSG00000026754	ENSMUST00000039165	130538_s_at
ENSMUSG00000026754	ENSMUST00000112850	129959_f_at
ENSMUSG00000026754	ENSMUST00000112850	130538_s_at
ENSMUSG00000026754	ENSMUST00000153914	129959_f_at
ENSMUSG00000026754	ENSMUST00000153914	130538_s_at
ENSMUSG00000026754	ENSMUST00000124463	129959_f_at
ENSMUSG00000026754	ENSMUST00000124463	130538_s_at
ENSMUSG00000117250	ENSMUST00000233078	134372_f_at
ENSMUSG00000069835	ENSMUST00000151255	139520_r_at
ENSMUSG00000049985	ENSMUST00000165593	133987_at
ENSMUSG00000049985	ENSMUST00000022275	133987_at
ENSMUSG00000032311	ENSMUST00000139261	135190_at
ENSMUSG00000032311	ENSMUST00000144939	135190_at
ENSMUSG00000032311	ENSMUST00000126368	135190_at
ENSMUSG00000032311	ENSMUST00000164721	135190_at
ENSMUSG00000101609	ENSMUST00000185789	130605_r_at
ENSMUSG00000029088	ENSMUST00000166924	132967_f_at
ENSMUSG00000029088	ENSMUST00000172363	132967_f_at
ENSMUSG00000029088	ENSMUST00000176978	132967_f_at
ENSMUSG00000029088	ENSMUST00000087395	132967_f_at
ENSMUSG00000029088	ENSMUST00000101215	132967_f_at
ENSMUSG00000029088	ENSMUST00000176191	132967_f_at
ENSMUSG00000029088	ENSMUST00000175660	132967_f_at
ENSMUSG00000000365	ENSMUST00000225361	130798_at
ENSMUSG00000038347	ENSMUST00000143162	136122_at
ENSMUSG00000038347	ENSMUST00000053376	136122_at
ENSMUSG00000038347	ENSMUST00000142863	136122_at
ENSMUSG00000068015	ENSMUST00000088970	140891_at
ENSMUSG00000105700	ENSMUST00000199945	136695_at
ENSMUSG00000032179	ENSMUST00000012281	135769_at
ENSMUSG00000068036	ENSMUST00000133422	137354_at
ENSMUSG00000002324	ENSMUST00000002395	131599_at
ENSMUSG00000002324	ENSMUST00000227922	131599_at
ENSMUSG00000002324	ENSMUST00000141425	131599_at
ENSMUSG00000002324	ENSMUST00000155193	131599_at
ENSMUSG00000072663	ENSMUST00000160236	129243_at
