Gene stable ID	Transcript stable ID	AFFY C elegans probe
WBGene00000170	C01G6.1a.2	171910_x_at
WBGene00000170	C01G6.1a.3	192699_s_at
WBGene00000170	C01G6.1a.3	171910_x_at
WBGene00000170	C01G6.1b.1	192699_s_at
WBGene00000170	C01G6.1b.1	171910_x_at
WBGene00000170	C01G6.1b.2	192699_s_at
WBGene00000170	C01G6.1b.2	171910_x_at
WBGene00000171	Y69E1A.7a.1	190707_at
WBGene00000171	Y69E1A.7b.1	190707_at
WBGene00000171	Y69E1A.7c.1	190707_at
WBGene00000172	F40F9.9.1	190837_at
WBGene00000173	C35A5.1.1	190939_at
WBGene00000174	C32C4.2a.1	188721_at
WBGene00000174	C32C4.2b.1	188721_at
WBGene00000174	C32C4.2c.1	188721_at
WBGene00000175	M02F4.8.1	189807_at
WBGene00000175	M02F4.8.2	189807_at
WBGene00000176	K02G10.7a.1	192076_at
WBGene00000176	K02G10.7b.1	192076_at
WBGene00000176	K02G10.7c.1	192076_at
WBGene00000176	K02G10.7d.1	192076_at
WBGene00000178	ZK1321.3.1	187469_s_at
WBGene00000179	ZK525.2.1	177482_at
WBGene00000180	ZK1320.6.1	194111_at
WBGene00000181	F01G4.2a.1	193427_at
WBGene00000181	F01G4.2b.1	193427_at
WBGene00000181	F01G4.2b.1	173009_s_at
WBGene00000181	F01G4.2b.2	193427_at
WBGene00000182	B0336.2.1	174944_s_at
WBGene00000182	B0336.2.1	174943_at
WBGene00000182	B0336.2.1	187865_at
WBGene00000182	B0336.2.2	174944_s_at
WBGene00000182	B0336.2.2	174943_at
WBGene00000182	B0336.2.2	187865_at
WBGene00000182	B0336.2.3	174944_s_at
WBGene00000182	B0336.2.3	174943_at
WBGene00000182	B0336.2.3	187865_at
WBGene00000183	F57H12.1.1	192156_at
WBGene00000183	F57H12.1.1	175058_at
WBGene00000184	Y116A8C.12.1	186857_at
WBGene00000185	F31A9.3a.1	187872_at
WBGene00000185	F31A9.3b.1	187872_at
WBGene00000186	C01C7.1a.1	174026_at
WBGene00000186	C01C7.1a.1	194031_at
WBGene00000186	C01C7.1b.1	174026_at
WBGene00000186	C01C7.1b.1	194031_at
WBGene00000187	F54C9.10.1	193053_at
WBGene00000187	F54C9.10.1	175319_at
WBGene00000187	F54C9.10.2	193053_at
WBGene00000187	F54C9.10.2	175319_at
WBGene00000188	F19H8.3.1	194037_at
WBGene00000189	ZK632.8.1	192764_at
WBGene00000190	F45E4.1.1	190776_at
WBGene00000190	F45E4.1.1	192459_s_at
WBGene00000191	F20D1.5	192459_s_at
WBGene00000192	Y57G11C.13.1	175174_s_at
WBGene00000192	Y57G11C.13.1	191182_at
WBGene00000193	C38D4.8.1	192373_at
WBGene00000195	F53H8.2.1	189562_at
WBGene00000196	W02B12.6a.1	190533_s_at
WBGene00000196	W02B12.6a.1	172036_x_at
WBGene00000196	W02B12.6b	190533_s_at
WBGene00000196	W02B12.6b	172036_x_at
WBGene00000197	F28H1.3.1	175645_s_at
WBGene00000197	F28H1.3.1	191028_at
WBGene00000197	F28H1.3.2	175645_s_at
WBGene00000197	F28H1.3.2	191028_at
WBGene00000197	F28H1.3.3	175645_s_at
WBGene00000197	F28H1.3.3	191028_at
WBGene00000197	F28H1.3.4	175645_s_at
WBGene00000197	F28H1.3.4	191028_at
WBGene00000198	C15F1.6.1	173972_s_at
WBGene00000199	Y71F9AL.16.1	188492_s_at
WBGene00000200	K07C5.1.1	174363_at
WBGene00000200	K07C5.1.1	173624_at
WBGene00000200	K07C5.1.1	188285_s_at
WBGene00000201	Y79H2A.6a.1	173554_at
WBGene00000201	Y79H2A.6a.1	181000_s_at
WBGene00000201	Y79H2A.6b.1	173554_at
WBGene00000201	Y79H2A.6b.1	181000_s_at
WBGene00000203	Y37D8A.1.1	187442_s_at
WBGene00000205	M01B12.3.1	173552_s_at
WBGene00000206	F35G12.10.1	190337_s_at
WBGene00000206	F35G12.10.2	190337_s_at
WBGene00000207	F02E8.1.1	190242_at
WBGene00000207	F02E8.1.2	190242_at
WBGene00000207	F02E8.1.3	190242_at
WBGene00000208	Y53F4B.15.1	184727_s_at
WBGene00000209	K07A12.3.1	191144_s_at
WBGene00000209	K07A12.3.1	191143_at
WBGene00000210	C53B7.4.1	189436_at
WBGene00000211	B0252.2.1	192104_at
WBGene00000211	B0252.2.2	192104_at
WBGene00000212	ZK455.4.1	192144_s_at
WBGene00000213	W03G1.7a.1	192194_s_at
WBGene00000213	W03G1.7b.1	192194_s_at
WBGene00000214	Y39B6A.20.1	183470_at
WBGene00000214	Y39B6A.20.2	183470_at
WBGene00000215	T18H9.2.1	189862_at
WBGene00000216	H22K11.1.1	191956_at
WBGene00000217	R12H7.2.1	173148_s_at
WBGene00000217	R12H7.2.1	191607_s_at
WBGene00000218	F21F8.3.1	174352_s_at
WBGene00000218	F21F8.3.1	190096_at
WBGene00000218	F21F8.3.2	174352_s_at
WBGene00000218	F21F8.3.2	190096_at
WBGene00000219	F21F8.7.1	173989_s_at
WBGene00000219	F21F8.7.1	173036_s_at
WBGene00000220	K08F8.2.1	189943_at
WBGene00000221	T04C10.4.1	192027_s_at
WBGene00000221	T04C10.4.2	192027_s_at
WBGene00000222	F45E6.2.1	188462_at
WBGene00000222	F45E6.2.1	174669_s_at
WBGene00000223	C07G2.2a.1	191216_s_at
WBGene00000223	C07G2.2a.1	173892_s_at
WBGene00000223	C07G2.2a.1	172407_x_at
WBGene00000223	C07G2.2b.1	191216_s_at
WBGene00000223	C07G2.2b.1	173892_s_at
WBGene00000223	C07G2.2b.1	172407_x_at
WBGene00000223	C07G2.2c.1	191216_s_at
WBGene00000223	C07G2.2c.1	173892_s_at
WBGene00000223	C07G2.2c.1	172407_x_at
WBGene00000223	C07G2.2c.2	191216_s_at
WBGene00000223	C07G2.2c.2	173892_s_at
WBGene00000223	C07G2.2c.2	172407_x_at
WBGene00000223	C07G2.2d.1	191216_s_at
WBGene00000223	C07G2.2d.1	173892_s_at
WBGene00000223	C07G2.2d.1	172407_x_at
WBGene00000224	F26D10.9a.1	192037_at
WBGene00000224	F26D10.9b.1	192037_at
WBGene00000225	C38C6.2a.1	188953_s_at
WBGene00000225	C38C6.2b.1	188953_s_at
WBGene00000225	C38C6.2c.1	188953_s_at
WBGene00000225	C38C6.2c.2	188953_s_at
WBGene00000226	T06E4.3a.1	172042_x_at
WBGene00000226	T06E4.3a.1	189704_s_at
WBGene00000226	T06E4.3b.1	172042_x_at
WBGene00000226	T06E4.3b.1	189704_s_at
WBGene00000226	T06E4.3b.2	172042_x_at
WBGene00000226	T06E4.3b.2	189704_s_at
WBGene00000226	T06E4.3c.1	172042_x_at
WBGene00000226	T06E4.3c.1	189704_s_at
WBGene00000227	Y48G1BL.2a.1	180941_at
WBGene00000227	Y48G1BL.2b.1	180941_at
WBGene00000228	W04D2.1a.1	189086_s_at
WBGene00000228	W04D2.1b.1	189086_s_at
WBGene00000228	W04D2.1c.1	189086_s_at
WBGene00000228	W04D2.1d.1	189086_s_at
WBGene00000229	C34E10.6.1	191573_s_at
WBGene00000229	C34E10.6.2	191573_s_at
WBGene00000229	C34E10.6.3	191573_s_at
WBGene00000230	F27C1.7a.1	188137_s_at
WBGene00000230	F27C1.7a.2	188137_s_at
WBGene00000230	F27C1.7a.3	188137_s_at
WBGene00000230	F27C1.7a.4	188137_s_at
WBGene00000230	F27C1.7a.5	188137_s_at
WBGene00000230	F27C1.7b.1	188137_s_at
WBGene00000231	D2045.1a.1	174702_at
WBGene00000231	D2045.1a.1	178504_at
WBGene00000231	D2045.1b.1	174702_at
WBGene00000231	D2045.1b.1	178504_at
WBGene00000231	D2045.1c.1	174702_at
WBGene00000231	D2045.1c.1	178504_at
WBGene00000231	D2045.1d.1	174702_at
WBGene00000231	D2045.1d.1	178504_at
WBGene00000232	B0207.12a.1	194145_x_at
WBGene00000232	B0207.12a.1	176660_s_at
WBGene00000232	B0207.12a.2	194145_x_at
WBGene00000232	B0207.12a.2	176660_s_at
WBGene00000232	B0207.12b.1	176660_s_at
WBGene00000232	B0207.12c.1	194145_x_at
WBGene00000233	R11G10.1a.1	193518_s_at
WBGene00000233	R11G10.1b.1	193518_s_at
WBGene00000233	R11G10.1b.2	193518_s_at
WBGene00000233	R11G10.1c.1	193518_s_at
WBGene00000235	B0464.7.1	192752_at
WBGene00000236	F57B10.11.1	186704_s_at
WBGene00000237	Y71F9AR.1.1	176397_at
WBGene00000237	Y71F9AR.1.1	174470_at
WBGene00000238	C54D1.6.1	190689_s_at
WBGene00000239	C05D2.4a.1	192695_at
WBGene00000239	C05D2.4b.1	192695_at
WBGene00000240	K08F8.4a.1	193649_s_at
WBGene00000240	K08F8.4b.1	193649_s_at
WBGene00000241	Y105E8A.5.1	175867_at
WBGene00000242	F20D12.3.1	184942_at
WBGene00000244	T25F10.5.1	186256_at
WBGene00000245	T13C5.5.1	189710_at
WBGene00000245	T13C5.5.2	189710_at
WBGene00000246	M7.3.1	192902_at
WBGene00000246	M7.3.1	185341_s_at
WBGene00000246	M7.3.1	185400_at
WBGene00000246	M7.3.1	185549_at
WBGene00000247	T19E7.3a.1	181053_s_at
WBGene00000247	T19E7.3b.1	181053_s_at
WBGene00000248	C54C6.2.1	189648_at
WBGene00000248	C54C6.2.1	174883_s_at
WBGene00000249	T27F2.3.1	193166_at
WBGene00000250	C50B8.2.1	193216_at
WBGene00000251	C09G5.6.1	190348_at
WBGene00000251	C09G5.6.1	174152_s_at
WBGene00000251	C09G5.6.2	190348_at
WBGene00000251	C09G5.6.2	174152_s_at
WBGene00000252	F59E12.12.1	188391_at
WBGene00000253	F56C11.1.1	175657_s_at
WBGene00000254	K04F10.4a.1	172870_x_at
WBGene00000254	K04F10.4a.1	175669_at
WBGene00000254	K04F10.4a.1	191212_s_at
WBGene00000254	K04F10.4a.1	172869_x_at
WBGene00000254	K04F10.4a.1	194220_x_at
WBGene00000254	K04F10.4a.2	172870_x_at
WBGene00000254	K04F10.4a.2	175669_at
WBGene00000254	K04F10.4a.2	191212_s_at
WBGene00000254	K04F10.4a.2	172869_x_at
WBGene00000254	K04F10.4a.2	194220_x_at
WBGene00000254	K04F10.4b.1	175666_s_at
WBGene00000254	K04F10.4b.1	172870_x_at
WBGene00000254	K04F10.4b.1	191212_s_at
WBGene00000254	K04F10.4b.1	172869_x_at
WBGene00000254	K04F10.4b.1	194220_x_at
WBGene00000254	K04F10.4b.2	175666_s_at
WBGene00000254	K04F10.4b.2	172870_x_at
WBGene00000254	K04F10.4b.2	191212_s_at
WBGene00000254	K04F10.4b.2	172869_x_at
WBGene00000254	K04F10.4b.2	194220_x_at
WBGene00000254	K04F10.4c.1	191062_s_at
WBGene00000254	K04F10.4c.1	172006_x_at
WBGene00000254	K04F10.4c.1	172870_x_at
WBGene00000254	K04F10.4c.1	191212_s_at
WBGene00000254	K04F10.4c.1	172869_x_at
WBGene00000254	K04F10.4c.1	194220_x_at
WBGene00000254	K04F10.4c.1	191107_s_at
WBGene00000254	K04F10.4c.2	191062_s_at
WBGene00000254	K04F10.4c.2	172006_x_at
WBGene00000254	K04F10.4c.2	172870_x_at
WBGene00000254	K04F10.4c.2	191212_s_at
WBGene00000254	K04F10.4c.2	172869_x_at
WBGene00000254	K04F10.4c.2	194220_x_at
WBGene00000254	K04F10.4c.2	191107_s_at
WBGene00000254	K04F10.4d.1	191062_s_at
WBGene00000254	K04F10.4d.1	172006_x_at
WBGene00000254	K04F10.4d.1	172870_x_at
WBGene00000254	K04F10.4d.1	191212_s_at
WBGene00000254	K04F10.4d.1	172869_x_at
WBGene00000254	K04F10.4d.1	194220_x_at
WBGene00000254	K04F10.4d.1	191107_s_at
WBGene00000254	K04F10.4d.2	191062_s_at
WBGene00000254	K04F10.4d.2	172006_x_at
WBGene00000254	K04F10.4d.2	172870_x_at
WBGene00000254	K04F10.4d.2	191212_s_at
WBGene00000254	K04F10.4d.2	172869_x_at
WBGene00000254	K04F10.4d.2	194220_x_at
WBGene00000254	K04F10.4d.2	191107_s_at
WBGene00000254	K04F10.4e.1	172870_x_at
WBGene00000254	K04F10.4e.1	191212_s_at
WBGene00000254	K04F10.4e.1	172869_x_at
WBGene00000254	K04F10.4e.1	194220_x_at
WBGene00000254	K04F10.4e.2	172870_x_at
WBGene00000254	K04F10.4e.2	191212_s_at
WBGene00000254	K04F10.4e.2	172869_x_at
WBGene00000254	K04F10.4e.2	194220_x_at
WBGene00000254	K04F10.4f.1	172870_x_at
WBGene00000254	K04F10.4f.1	191212_s_at
WBGene00000254	K04F10.4f.1	172869_x_at
WBGene00000254	K04F10.4f.1	194220_x_at
WBGene00000254	K04F10.4f.2	172870_x_at
WBGene00000254	K04F10.4f.2	191212_s_at
WBGene00000254	K04F10.4f.2	172869_x_at
WBGene00000254	K04F10.4f.2	194220_x_at
WBGene00000254	K04F10.4g.1	172870_x_at
WBGene00000254	K04F10.4g.1	191212_s_at
WBGene00000254	K04F10.4g.1	172869_x_at
WBGene00000254	K04F10.4g.1	194220_x_at
WBGene00000254	K04F10.4g.2	172870_x_at
WBGene00000254	K04F10.4g.2	191212_s_at
WBGene00000254	K04F10.4g.2	172869_x_at
WBGene00000254	K04F10.4g.2	194220_x_at
WBGene00000254	K04F10.4h.1	172870_x_at
WBGene00000254	K04F10.4h.1	191212_s_at
WBGene00000254	K04F10.4h.1	172869_x_at
WBGene00000254	K04F10.4h.1	194220_x_at
WBGene00000254	K04F10.4h.2	172870_x_at
WBGene00000254	K04F10.4h.2	191212_s_at
WBGene00000254	K04F10.4h.2	172869_x_at
WBGene00000254	K04F10.4h.2	194220_x_at
WBGene00000254	K04F10.4i.1	172870_x_at
WBGene00000254	K04F10.4i.1	191212_s_at
WBGene00000254	K04F10.4i.1	172869_x_at
WBGene00000254	K04F10.4i.1	194220_x_at
WBGene00000254	K04F10.4i.2	172870_x_at
WBGene00000254	K04F10.4i.2	191212_s_at
WBGene00000254	K04F10.4i.2	172869_x_at
WBGene00000254	K04F10.4i.2	194220_x_at
WBGene00000254	K04F10.4j.1	172870_x_at
WBGene00000254	K04F10.4j.1	191212_s_at
WBGene00000254	K04F10.4j.1	172869_x_at
WBGene00000254	K04F10.4j.1	194220_x_at
WBGene00000254	K04F10.4j.2	172870_x_at
WBGene00000254	K04F10.4j.2	191212_s_at
WBGene00000254	K04F10.4j.2	172869_x_at
WBGene00000254	K04F10.4j.2	194220_x_at
WBGene00000255	F45G2.5.1	177581_at
WBGene00000257	F23B12.8a.1	192364_s_at
WBGene00000257	F23B12.8a.1	173162_s_at
WBGene00000257	F23B12.8a.2	192364_s_at
WBGene00000257	F23B12.8a.2	173162_s_at
WBGene00000257	F23B12.8b.1	192364_s_at
WBGene00000257	F23B12.8b.1	173162_s_at
WBGene00000257	F23B12.8b.2	192364_s_at
WBGene00000257	F23B12.8b.2	173162_s_at
WBGene00000259	F13H8.10a.1	192207_at
WBGene00000259	F13H8.10b.1	192207_at
WBGene00000259	F13H8.10c.1	192207_at
WBGene00000259	F13H8.10c.2	192207_at
WBGene00000262	F54B11.6.1	180601_s_at
WBGene00000263	F23H11.5.1	172599_x_at
WBGene00000264	C36A4.8a.1	172909_x_at
WBGene00000264	C36A4.8a.1	173968_s_at
WBGene00000264	C36A4.8b.1	172909_x_at
WBGene00000264	C36A4.8b.1	173968_s_at
WBGene00000265	K04C2.4.1	179791_s_at
WBGene00000265	K04C2.4.2	179791_s_at
WBGene00000266	C53B4.7a.1	190917_at
WBGene00000266	C53B4.7a.2	190917_at
WBGene00000266	C53B4.7b.1	190917_at
WBGene00000266	C53B4.7c.1	190917_at
WBGene00000266	C53B4.7c.2	190917_at
WBGene00000266	C53B4.7d.1	190917_at
WBGene00000266	C53B4.7e.1	190917_at
WBGene00000267	Y39E4B.9a.1	179949_at
WBGene00000267	Y39E4B.9b.1	179949_at
WBGene00000267	Y39E4B.9c.1	179949_at
WBGene00000267	Y39E4B.9d.1	179949_at
WBGene00000268	B0464.4a.1	188054_at
WBGene00000268	B0464.4a.2	188054_at
WBGene00000268	B0464.4b	188054_at
WBGene00000269	Y73E7A.7a.1	176901_at
WBGene00000269	Y73E7A.7a.2	176901_at
WBGene00000269	Y73E7A.7b.1	176901_at
WBGene00000269	Y73E7A.7b.2	176901_at
WBGene00000271	F45E12.2a.1	193633_s_at
WBGene00000271	F45E12.2b.1	193633_s_at
WBGene00000273	Y79H2A.1a.1	180489_at
WBGene00000273	Y79H2A.1b.1	180489_at
WBGene00000273	Y79H2A.1c.1	180489_at
WBGene00000273	Y79H2A.1d.1	180489_at
WBGene00000273	Y79H2A.1e.1	180489_at
WBGene00000274	F15D4.1.1	188338_at
WBGene00000275	R06C7.8.1	192167_at
WBGene00000276	F57B9.5.1	172013_x_at
WBGene00000276	F57B9.5.1	187141_at
WBGene00000277	C23H4.1.1	186773_s_at
WBGene00000277	C23H4.1.1	173438_at
WBGene00000277	C23H4.1.2	186773_s_at
WBGene00000277	C23H4.1.2	173438_at
WBGene00000277	C23H4.1.3	186773_s_at
WBGene00000277	C23H4.1.3	173438_at
WBGene00000277	C23H4.1.4	186773_s_at
WBGene00000277	C23H4.1.4	173438_at
WBGene00000279	F54D8.4a.1	190238_at
WBGene00000279	F54D8.4b.1	190238_at
WBGene00000280	D1022.8.1	189709_at
WBGene00000280	D1022.8.1	175329_s_at
WBGene00000281	K05G3.3.1	189796_s_at
WBGene00000281	K05G3.3.1	173294_at
WBGene00000282	R01E6.3a.1	189628_at
WBGene00000282	R01E6.3b.1	189628_at
WBGene00000283	R173.1.1	190282_at
WBGene00000284	T28F2.3.1	189711_at
WBGene00000285	C13C12.1a.1	192983_at
WBGene00000285	C13C12.1b.1	192983_at
WBGene00000286	C18E9.1.1	188630_at
WBGene00000287	M02B7.6a.1	190642_s_at
WBGene00000287	M02B7.6b.1	190642_s_at
WBGene00000288	T07G12.1a.1	188689_at
WBGene00000288	T07G12.1b.1	188689_at
WBGene00000288	T07G12.1c.1	188689_at
WBGene00000289	C01G6.8a.1	174771_at
WBGene00000289	C01G6.8a.1	193362_at
WBGene00000289	C01G6.8b.1	174771_at
WBGene00000289	C01G6.8b.1	193362_at
WBGene00000289	C01G6.8c.1	174771_at
WBGene00000289	C01G6.8c.1	193362_at
WBGene00000292	D2024.6.1	188551_s_at
WBGene00000292	D2024.6.1	172010_x_at
WBGene00000292	D2024.6.2	188551_s_at
WBGene00000292	D2024.6.2	172010_x_at
WBGene00000293	M106.5.1	193666_at
WBGene00000293	M106.5.1	174042_at
WBGene00000294	F41G4.2a.1	190392_s_at
WBGene00000294	F41G4.2b.1	190392_s_at
WBGene00000294	F41G4.2b.2	190392_s_at
WBGene00000295	W01C8.6a.1	193560_s_at
WBGene00000295	W01C8.6b.1	193560_s_at
WBGene00000296	B0432.5a.1	192414_at
WBGene00000296	B0432.5b.1	192414_at
WBGene00000296	B0432.5c.1	192414_at
WBGene00000298	F32G8.6.1	190591_at
WBGene00000301	T13F2.8a.1	173403_s_at
WBGene00000301	T13F2.8a.1	190296_at
WBGene00000301	T13F2.8b.1	173403_s_at
WBGene00000301	T13F2.8b.1	190296_at
WBGene00000302	C56A3.7a.1	190439_s_at
WBGene00000302	C56A3.7b.1	190439_s_at
WBGene00000302	C56A3.7c.1	190439_s_at
WBGene00000302	C56A3.7d.1	190439_s_at
WBGene00000366	R10E11.1a.1	173017_at
WBGene00000366	R10E11.1a.1	191123_s_at
WBGene00000366	R10E11.1b.1	173017_at
WBGene00000366	R10E11.1b.1	191123_s_at
WBGene00000366	R10E11.1c.1	173017_at
WBGene00000366	R10E11.1c.1	191123_s_at
WBGene00000366	R10E11.1c.2	173017_at
WBGene00000366	R10E11.1c.2	191123_s_at
WBGene00000367	C54D2.5a.1	193918_at
WBGene00000367	C54D2.5a.2	193918_at
WBGene00000367	C54D2.5a.3	193918_at
WBGene00000367	C54D2.5c.1	193918_at
WBGene00000367	C54D2.5c.2	193918_at
WBGene00000367	C54D2.5c.3	193918_at
WBGene00000367	C54D2.5d.1	193918_at
WBGene00000367	C54D2.5d.2	193918_at
WBGene00000367	C54D2.5d.3	193918_at
WBGene00000367	C54D2.5e.1	193918_at
WBGene00000367	C54D2.5e.2	193918_at
WBGene00000367	C54D2.5e.3	193918_at
WBGene00000367	C54D2.5g.1	193918_at
WBGene00000367	C54D2.5g.2	193918_at
WBGene00000367	C54D2.5g.3	193918_at
WBGene00000368	T28F2.5.1	192518_at
WBGene00000369	Y56A3A.20.1	173744_at
WBGene00000369	Y56A3A.20.1	187619_s_at
WBGene00000370	Y73F8A.6.1	184071_s_at
WBGene00000371	F26E4.9.1	189990_at
WBGene00000371	F26E4.9.2	189990_at
WBGene00000371	F26E4.9.3	189990_at
WBGene00000372	T10B9.10.1	189815_at
WBGene00000373	F08F3.7.1	189344_s_at
WBGene00000374	C01F6.3	189117_s_at
WBGene00000375	ZK177.5.1	189444_at
WBGene00000375	ZK177.5.2	189444_at
WBGene00000376	ZC518.3a.1	193716_s_at
WBGene00000376	ZC518.3a.1	174257_at
WBGene00000376	ZC518.3b.1	193716_s_at
WBGene00000376	ZC518.3b.1	174257_at
WBGene00000376	ZC518.3c.1	193716_s_at
WBGene00000376	ZC518.3c.1	174257_at
WBGene00000376	ZC518.3c.2	193716_s_at
WBGene00000376	ZC518.3d.1	193716_s_at
WBGene00000376	ZC518.3d.1	174257_at
WBGene00000376	ZC518.3e.1	193716_s_at
WBGene00000376	ZC518.3e.1	174257_at
WBGene00000377	T05C12.7.1	173382_s_at
WBGene00000377	T05C12.7.1	173381_at
WBGene00000377	T05C12.7.1	192243_at
WBGene00000378	T21B10.7.1	175118_s_at
WBGene00000378	T21B10.7.1	189974_s_at
WBGene00000378	T21B10.7.2	175118_s_at
WBGene00000378	T21B10.7.2	189974_s_at
WBGene00000378	T21B10.7.3	175118_s_at
WBGene00000378	T21B10.7.3	189974_s_at
WBGene00000379	K01C8.10.1	192169_s_at
WBGene00000379	K01C8.10.1	194250_x_at
WBGene00000379	K01C8.10.2	192169_s_at
WBGene00000379	K01C8.10.2	194250_x_at
WBGene00000380	C07G2.3a.1	192602_s_at
WBGene00000380	C07G2.3a.1	174676_at
WBGene00000380	C07G2.3a.2	192602_s_at
WBGene00000380	C07G2.3a.2	174676_at
WBGene00000380	C07G2.3b.1	192602_s_at
WBGene00000380	C07G2.3b.1	174676_at
WBGene00000380	C07G2.3b.2	192602_s_at
WBGene00000380	C07G2.3b.2	174676_at
WBGene00000380	C07G2.3b.3	192602_s_at
WBGene00000380	C07G2.3b.3	174676_at
WBGene00000380	C07G2.3b.4	192602_s_at
WBGene00000380	C07G2.3b.4	174676_at
WBGene00000380	C07G2.3b.5	192602_s_at
WBGene00000380	C07G2.3b.5	174676_at
WBGene00000381	F01F1.8a.1	171963_x_at
WBGene00000381	F01F1.8a.1	188482_s_at
WBGene00000381	F01F1.8a.2	171963_x_at
WBGene00000381	F01F1.8a.2	188482_s_at
WBGene00000381	F01F1.8b.1	171963_x_at
WBGene00000381	F01F1.8b.1	188482_s_at
WBGene00000381	F01F1.8b.2	171963_x_at
WBGene00000381	F01F1.8b.2	188482_s_at
WBGene00000382	C43E11.10.1	186879_s_at
WBGene00000383	C17G10.4a.1	186610_s_at
WBGene00000383	C17G10.4a.1	173747_at
WBGene00000383	C17G10.4a.2	186610_s_at
WBGene00000383	C17G10.4a.2	173747_at
WBGene00000383	C17G10.4c.1	186698_s_at
WBGene00000383	C17G10.4c.1	186610_s_at
WBGene00000383	C17G10.4c.1	174820_s_at
WBGene00000383	C17G10.4c.2	186698_s_at
WBGene00000383	C17G10.4c.2	186610_s_at
WBGene00000383	C17G10.4c.2	174820_s_at
WBGene00000383	C17G10.4d.1	186610_s_at
WBGene00000383	C17G10.4d.1	173747_at
WBGene00000383	C17G10.4e.1	186610_s_at
WBGene00000383	C17G10.4e.1	173747_at
WBGene00000383	C17G10.4e.2	186610_s_at
WBGene00000383	C17G10.4e.2	173747_at
WBGene00000383	C17G10.4g.1	186698_s_at
WBGene00000383	C17G10.4g.1	186610_s_at
WBGene00000383	C17G10.4g.1	174820_s_at
WBGene00000383	C17G10.4h.1	186610_s_at
WBGene00000383	C17G10.4h.1	173747_at
WBGene00000386	K06A5.7.1	171724_x_at
WBGene00000386	K06A5.7.1	190107_at
WBGene00000386	K06A5.7.2	171724_x_at
WBGene00000386	K06A5.7.2	190107_at
WBGene00000387	F16B4.8a.1	193325_at
WBGene00000387	F16B4.8a.1	183018_at
WBGene00000387	F16B4.8a.1	174914_at
WBGene00000387	F16B4.8b.1	193325_at
WBGene00000387	F16B4.8b.1	183018_at
WBGene00000387	F16B4.8b.1	174914_at
WBGene00000387	F16B4.8c.1	193325_at
WBGene00000387	F16B4.8c.1	183018_at
WBGene00000387	F16B4.8c.1	174914_at
WBGene00000387	F16B4.8d	193325_at
WBGene00000387	F16B4.8d	174914_at
WBGene00000388	ZK637.11.1	173943_s_at
WBGene00000389	R05H5.2.1	193217_at
WBGene00000390	R07G3.1.1	188912_s_at
WBGene00000390	R07G3.1.1	175783_s_at
WBGene00000391	C47D2.2.1	189851_at
WBGene00000392	F49E8.4.1	189699_at
WBGene00000393	C15B12.7a.1	193718_at
WBGene00000393	C15B12.7a.1	174150_at
WBGene00000393	C15B12.7b.1	193718_at
WBGene00000393	C15B12.7b.1	174150_at
WBGene00000393	C15B12.7c.1	193718_at
WBGene00000393	C15B12.7c.1	174150_at
WBGene00000395	ZK112.7.1	179837_s_at
WBGene00000396	F25F2.2.1	194029_s_at
WBGene00000397	F08B4.2a.1	174613_at
WBGene00000397	F08B4.2b.1	174613_at
WBGene00000397	F08B4.2c.1	174613_at
WBGene00000397	F08B4.2d.1	174613_at
WBGene00000399	R05H10.6.1	190177_at
WBGene00000401	F59C12.1.1	190326_at
WBGene00000402	C45G7.5.1	181015_at
WBGene00000402	C45G7.5.1	180954_at
WBGene00000402	C45G7.5.2	181015_at
WBGene00000402	C45G7.5.2	180954_at
WBGene00000403	B0034.3a.1	174826_at
WBGene00000403	B0034.3a.1	187795_at
WBGene00000403	B0034.3b.1	174826_at
WBGene00000403	B0034.3b.1	187795_at
WBGene00000403	B0034.3c.1	174826_at
WBGene00000403	B0034.3c.1	187795_at
WBGene00000405	T05G5.3.1	193939_at
WBGene00000405	T05G5.3.2	193939_at
WBGene00000406	F18H3.5a.1	173429_at
WBGene00000406	F18H3.5a.1	193858_s_at
WBGene00000406	F18H3.5b.1	173429_at
WBGene00000406	F18H3.5b.1	193858_s_at
WBGene00000407	T27E9.3.1	173139_s_at
WBGene00000407	T27E9.3.1	193875_s_at
WBGene00000408	Y39G10AL.3.1	176484_s_at
WBGene00000408	Y39G10AL.3.1	177297_s_at
WBGene00000408	Y39G10AL.3.1	172068_x_at
WBGene00000408	Y39G10AL.3.2	176484_s_at
WBGene00000408	Y39G10AL.3.2	177297_s_at
WBGene00000408	Y39G10AL.3.2	172068_x_at
WBGene00000408	Y39G10AL.3.3	176484_s_at
WBGene00000408	Y39G10AL.3.3	177297_s_at
WBGene00000408	Y39G10AL.3.3	172068_x_at
WBGene00000409	F39H11.3.1	190709_at
WBGene00000410	H25P06.2a.1	193890_s_at
WBGene00000410	H25P06.2b.1	193890_s_at
WBGene00000411	R06F6.1.1	188316_s_at
WBGene00000411	R06F6.1.1	187447_at
WBGene00000412	F35E8.11.1	191611_at
WBGene00000413	Y54E10A.15.1	187198_s_at
WBGene00000414	ZK1236.2.1	173863_s_at
WBGene00000415	Y47H9C.4a.1	173720_at
WBGene00000415	Y47H9C.4a.1	189327_s_at
WBGene00000415	Y47H9C.4b.1	173720_at
WBGene00000415	Y47H9C.4b.1	189327_s_at
WBGene00000415	Y47H9C.4c.1	173720_at
WBGene00000415	Y47H9C.4c.1	189327_s_at
