Paper	PMID	GSE	Platform	Experiment	Type	GSM	Tissue	Life_stage	Genotype	Species
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577df50_2	microarray	N.A.	N.A.	N.A.	glp-4(bn2) daf-16(mgdf50); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577df50_3	microarray	N.A.	N.A.	N.A.	glp-4(bn2) daf-16(mgdf50); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577df50_4	microarray	N.A.	N.A.	N.A.	glp-4(bn2) daf-16(mgdf50); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577df50_5	microarray	N.A.	N.A.	N.A.	glp-4(bn2) daf-16(mgdf50); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577_1	microarray	N.A.	N.A.	N.A.	glp-4(bn2); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577_2	microarray	N.A.	N.A.	N.A.	glp-4(bn2); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577_3	microarray	N.A.	N.A.	N.A.	glp-4(bn2); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577_4	microarray	N.A.	N.A.	N.A.	glp-4(bn2); daf-2(m577)	Caenorhabditis elegans
WBPaper00024278	15308663	GSE1762	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00024278:m577_5	microarray	N.A.	N.A.	N.A.	glp-4(bn2); daf-2(m577)	Caenorhabditis elegans
WBPaper00024375	15361934	GSE2963	GPL2646,GPL2647(SMD2)	WBPaper00024375:hif-1_vs_hif-1_vhl-1	microarray	N.A.	N.A. vs. N.A.	N.A. vs. N.A.	hif-1(ia4)V vs. hif-1(ia4)V; vhl-1(ok161)X	Caenorhabditis elegans
WBPaper00024375	15361934	GSE2963	GPL2646,GPL2647(SMD2)	WBPaper00024375:N2_vs_vhl-1	microarray	N.A.	N.A. vs. N.A.	N.A. vs. N.A.	N2 vs. vhl-1(ok161)X	Caenorhabditis elegans
WBPaper00024393	15380030	GSE4164	GPL2646,GPL2653,GPL2754,GPL3178(SMD2)	WBPaper00024393:daf-7_vs_WT	microarray	N.A.	N.A. vs. N.A.	WBls:0000032(dauer larva Ce) vs. WBls:0000032(dauer larva Ce)	daf-7(e1372)III. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024393	15380030	GSE4164	GPL2646,GPL2653,GPL2754,GPL3178(SMD2)	WBPaper00024393:daf-8_vs_WT	microarray	N.A.	N.A. vs. N.A.	WBls:0000032(dauer larva Ce) vs. WBls:0000032(dauer larva Ce)	daf-8(e1393)I. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024393	15380030	GSE4164	GPL2646,GPL2653,GPL2754,GPL3178(SMD2)	WBPaper00024393:daf-14_vs_WT	microarray	N.A.	N.A. vs. N.A.	WBls:0000032(dauer larva Ce) vs. WBls:0000032(dauer larva Ce)	daf-14(m77)IV. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024532	15340492	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024532:elo-5_RNAi_1	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024532	15340492	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024532:elo-5_RNAi_2	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024532	15340492	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024532:N2_1	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024532	15340492	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024532:N2_2	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_ife-4(k320)_1	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_ife-4(k320)_2	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_ife-4(k320)_3	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_N2_1	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_N2_2	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Heavy_polysomes_N2_3	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_ife-4(k320)_1	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_ife-4(k320)_2	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_ife-4(k320)_3	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_N2_1	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_N2_2	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Light_polysomes_N2_3	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_ife-4(k320)_1	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_ife-4(k320)_2	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_ife-4(k320)_3	microarray	N.A.	N.A.	N.A.	ife-4(k320)	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_N2_1	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_N2_2	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024654	15601834	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024654:Total_RNA_N2_3	microarray	N.A.	N.A.	N.A.	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AFD_1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AFD_2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AFD_3	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AFD_4	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AWB_1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AWB_2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AWB_3	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:AWB_4	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:unsorted_1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:unsorted_2	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00024671	15620651	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00024671:unsorted_3	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N.A.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_0_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_23_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_41_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_53_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_66_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_83_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_101_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_122_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_143_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:mex-3_skn-1_186_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ518 [mex-3(zu155) dpy-5(e61)/hT1; I]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_0_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_23_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_41_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_53_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_66_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_83_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_101_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_122_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_143_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:N2_186_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_0_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_23_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_41_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_53_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_66_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_83_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_101_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_122_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_143_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025032	15772128	GSE2180	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025032:pie-1_186_min	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	JJ532 [pie-1(zu154) unc-25(e156)/qC1[dpy-19(e1259) glp-1(q239)]; III]	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DM39_unc-4::GFP_1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	unc-4::GFP	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DM51_unc-4::GFP_2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	unc-4::GFP	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DM59_unc-4::GFP_3	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	unc-4::GFP	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DMR28_N2_1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DMR30_N2_2	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DMR32_N2_3	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025141	15780142	GSE8159	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00025040:DMR34_N2_4	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:AB1-1_B_vs_CB4856-1_A	microarray	GEO record: GSM94449	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:AB1-2_B_vs_CB4856-2_A	microarray	GEO record: GSM94462	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:AB1-3_A_vs_PB306-3_B	microarray	GEO record: GSM94447	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:AB1_vs_PB306-1	microarray	GEO record: GSM94470	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:CB4856-2_B_vs_N2-2_A	microarray	GEO record: GSM94451	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:CB4856-3_A_vs_AB1-3_B	microarray	GEO record: GSM94433	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:CB4856-4_A_vs_AB1-4_B	microarray	GEO record: GSM94434	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:CB4856_vs_N2	microarray	GEO record: GSM94474	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA24-1_B_no_selection_vs_MA41-1_A_no_selection	microarray	GEO record: GSM94444	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA24 vs. MA41	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA24-2_B_no_selection_vs_MA41-2_A_no_selection	microarray	GEO record: GSM94443	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA24 vs. MA41	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA24-3_A_vs_N2-3_B	microarray	GEO record: GSM94440	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA24 vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA24-4_A_vs_N2-4_B	microarray	GEO record: GSM94471	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA24 vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA41-1_B_vs_MA83-1_A	microarray	GEO record: GSM94457	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA41 vs. MA83	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA41-3_A_no_selection_vs_MA24-3_B_no_selection	microarray	GEO record: GSM94432	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA41 vs. MA24	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA41-4_A_no_selection_vs_MA24-4_B_no_selection	microarray	GEO record: GSM94431	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA41 vs. MA24	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA41_vs_MA83	microarray	GEO record: GSM94475	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA41 vs. MA83	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA83-1_B_vs_MA99-1_A	microarray	GEO record: GSM94450	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA83 vs. MA99	Caenorhabditis elegans
WBPaper00025099	15852004	GSE4123	GPL2646,GPL2766,GPL3096,GPL3097,GPL3098,GPL3178,GPL3399(SMD2)	WBPaper00025099:MA83-2_B_vs_MA99-2_A	microarray	GEO record: GSM94448	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	MA83 vs. MA99	Caenorhabditis elegans
