ID	ENSEMBL_ID	NAME	DESCRIPTION	SPECIES_ID
552562	ENSOCUG00000000304	AP4M1	adaptor related protein complex 4, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:574]	9986
552563	ENSOCUG00000000305	RASGRP4	RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]	9986
552564	ENSOCUG00000000306	CNPY4	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]	9986
552565	ENSOCUG00000000307	PPP2R3B	protein phosphatase 2 regulatory subunit B'', beta [Source:HGNC Symbol;Acc:HGNC:13417]	9986
552566	ENSOCUG00000000308			9986
552567	ENSOCUG00000000309	MSGN1	mesogenin 1 [Source:HGNC Symbol;Acc:HGNC:14907]	9986
552568	ENSOCUG00000000310	IGDCC3	immunoglobulin superfamily, DCC subclass, member 3 [Source:HGNC Symbol;Acc:HGNC:9700]	9986
552569	ENSOCUG00000000312	IGDCC4	immunoglobulin superfamily, DCC subclass, member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	9986
552570	ENSOCUG00000000313		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD17]	9986
552571	ENSOCUG00000000315	GRIA3	glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]	9986
552572	ENSOCUG00000000318	FAM168A	family with sequence similarity 168 member A [Source:HGNC Symbol;Acc:HGNC:28999]	9986
552573	ENSOCUG00000000319			9986
552574	ENSOCUG00000000320	FAM110C	family with sequence similarity 110 member C [Source:HGNC Symbol;Acc:HGNC:33340]	9986
552575	ENSOCUG00000000321	DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	9986
552576	ENSOCUG00000000322	PARN	poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]	9986
552577	ENSOCUG00000000323			9986
552578	ENSOCUG00000000324	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	9986
552579	ENSOCUG00000000325	GJA4	gap junction protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:4278]	9986
552580	ENSOCUG00000000326	DDHD1	DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]	9986
552581	ENSOCUG00000000328	SH3GLB2	SH3-domain GRB2-like endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]	9986
552582	ENSOCUG00000000329	IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]	9986
552583	ENSOCUG00000000330	R3HDML	R3H domain containing-like [Source:HGNC Symbol;Acc:HGNC:16249]	9986
552584	ENSOCUG00000000331	RAB2B	RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]	9986
552585	ENSOCUG00000000333	THAP9	THAP domain containing 9 [Source:HGNC Symbol;Acc:HGNC:23192]	9986
552586	ENSOCUG00000000334	TOX4	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161]	9986
552587	ENSOCUG00000000336	METTL3	methyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:17563]	9986
552588	ENSOCUG00000000338	ATP1B3	sodium/potassium-transporting ATPase subunit beta-3 [Source:RefSeq peptide;Acc:NP_001075560]	9986
552589	ENSOCUG00000000339	HNRNPC	Heterogeneous nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:O77768]	9986
552590	ENSOCUG00000000341	RGS6	regulator of G-protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]	9986
552591	ENSOCUG00000000342	CEP126	centrosomal protein 126kDa [Source:HGNC Symbol;Acc:HGNC:29264]	9986
552592	ENSOCUG00000000343	SAMD4B	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]	9986
552593	ENSOCUG00000000344	STAM2	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]	9986
552594	ENSOCUG00000000345	C8orf46	chromosome 8 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:28498]	9986
552595	ENSOCUG00000000346	HERPUD2	HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915]	9986
552596	ENSOCUG00000000347		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD41]	9986
552597	ENSOCUG00000000348	GPLD1	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]	9986
552598	ENSOCUG00000000349	TRIM46	tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]	9986
552599	ENSOCUG00000000350	OR10J1	olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175]	9986
552600	ENSOCUG00000000353	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]	9986
552601	ENSOCUG00000000354	RPP40	ribonuclease P/MRP 40kDa subunit [Source:HGNC Symbol;Acc:HGNC:20992]	9986
552602	ENSOCUG00000000355	CNTFR	ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]	9986
552603	ENSOCUG00000000356	GBA	glucosidase, beta, acid [Source:HGNC Symbol;Acc:HGNC:4177]	9986
552604	ENSOCUG00000000357	RPP25L	ribonuclease P/MRP 25kDa subunit-like [Source:HGNC Symbol;Acc:HGNC:19909]	9986
552605	ENSOCUG00000000358	DCTN3	dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]	9986
552606	ENSOCUG00000000359	CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]	9986
552607	ENSOCUG00000000360	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney) [Source:HGNC Symbol;Acc:HGNC:1765]	9986
552608	ENSOCUG00000000361	ARID3C	AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]	9986
552609	ENSOCUG00000000363		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SRU8]	9986
552610	ENSOCUG00000000364	SIGMAR1	sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]	9986
552611	ENSOCUG00000000365	RCHY1	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:17479]	9986
552612	ENSOCUG00000000367	DROSHA	drosha, ribonuclease type III [Source:HGNC Symbol;Acc:HGNC:17904]	9986
552613	ENSOCUG00000000368	THAP6	THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]	9986
552614	ENSOCUG00000000370	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]	9986
552615	ENSOCUG00000000371		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD60]	9986
552616	ENSOCUG00000000373	OLFR604	olfactory receptor 604 [Source:RefSeq peptide;Acc:NP_001164914]	9986
552617	ENSOCUG00000000374	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]	9986
552618	ENSOCUG00000000375	C5orf22	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]	9986
552619	ENSOCUG00000000377	GTSE1	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]	9986
552620	ENSOCUG00000000378	SPO11	SPO11 meiotic protein covalently bound to DSB [Source:HGNC Symbol;Acc:HGNC:11250]	9986
552621	ENSOCUG00000000379		Dimethylaniline monooxygenase [N-oxide-forming] [Source:UniProtKB/TrEMBL;Acc:G1SD65]	9986
552622	ENSOCUG00000000380	WNT5A	wingless-type MMTV integration site family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	9986
552623	ENSOCUG00000000381	NIPAL3	NIPA-like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	9986
552624	ENSOCUG00000000382	SLC12A9	solute carrier family 12, member 9 [Source:HGNC Symbol;Acc:HGNC:17435]	9986
552625	ENSOCUG00000000383	PLA2G4E	phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]	9986
552626	ENSOCUG00000000384	DCC	DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]	9986
552627	ENSOCUG00000000385	DYRK1B	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1B [Source:HGNC Symbol;Acc:HGNC:3092]	9986
552628	ENSOCUG00000000386	RCAN3	RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]	9986
552629	ENSOCUG00000000387		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD71]	9986
552630	ENSOCUG00000000388	LYPLAL1	lysophospholipase-like 1 [Source:HGNC Symbol;Acc:HGNC:20440]	9986
552631	ENSOCUG00000000389	PRSS58	protease, serine 58 [Source:HGNC Symbol;Acc:HGNC:39125]	9986
552632	ENSOCUG00000000391	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]	9986
552633	ENSOCUG00000000392	ARMC1	armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]	9986
552634	ENSOCUG00000000393		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD76]	9986
552635	ENSOCUG00000000397	KALRN	kalirin, RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]	9986
552636	ENSOCUG00000000398	UNC5A	unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]	9986
552637	ENSOCUG00000000399			9986
552638	ENSOCUG00000000401	HK3	hexokinase 3 (white cell) [Source:HGNC Symbol;Acc:HGNC:4925]	9986
552639	ENSOCUG00000000402	AGR3	anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]	9986
552640	ENSOCUG00000000403	ITGA6	integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]	9986
552641	ENSOCUG00000000404	CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	9986
552642	ENSOCUG00000000405	S100PBP	S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]	9986
552643	ENSOCUG00000000406	UIMC1	ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298]	9986
552644	ENSOCUG00000000407	DCT	dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]	9986
552645	ENSOCUG00000000408		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SD87]	9986
552646	ENSOCUG00000000409	COL6A2	collagen, type VI, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2212]	9986
552647	ENSOCUG00000000410	SLC39A11	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]	9986
552648	ENSOCUG00000000412	UMPS	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]	9986
552649	ENSOCUG00000000416	ARMCX2	armadillo repeat containing, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]	9986
552650	ENSOCUG00000000417			9986
552651	ENSOCUG00000000418	P2RY13	purinergic receptor P2Y, G-protein coupled, 13 [Source:HGNC Symbol;Acc:HGNC:4537]	9986
552652	ENSOCUG00000000421	GALR2	galanin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4133]	9986
552653	ENSOCUG00000000422	ZACN	zinc activated ligand-gated ion channel [Source:HGNC Symbol;Acc:HGNC:29504]	9986
552654	ENSOCUG00000000423		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDA0]	9986
552655	ENSOCUG00000000425	PRPF4B	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]	9986
552656	ENSOCUG00000000426	RAB29	RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]	9986
552657	ENSOCUG00000000427	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]	9986
552658	ENSOCUG00000000429	MPHOSPH8	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]	9986
552659	ENSOCUG00000000431	CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]	9986
552660	ENSOCUG00000000432	COPB1	coatomer protein complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	9986
552661	ENSOCUG00000000435	DAPK2	death-associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	9986
552662	ENSOCUG00000000436		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDA3]	9986
552663	ENSOCUG00000000437	DTL	denticleless E3 ubiquitin protein ligase homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30288]	9986
552664	ENSOCUG00000000438		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDA6]	9986
552665	ENSOCUG00000000439		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDA8]	9986
552666	ENSOCUG00000000440	CYP7B1	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]	9986
552667	ENSOCUG00000000441	SULT2A1	Oryctolagus cuniculus sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 (SULT2A1), mRNA [Source:RefSeq mRNA;Acc:NM_001081987]	9986
552668	ENSOCUG00000000442	ERCC6L2	excision repair cross-complementation group 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922]	9986
552669	ENSOCUG00000000444	ACP6	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	9986
552670	ENSOCUG00000000445	BEX4	brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]	9986
552671	ENSOCUG00000000446	HSD17B14	hydroxysteroid (17-beta) dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:23238]	9986
552672	ENSOCUG00000000448	LRRC55	leucine rich repeat containing 55 [Source:HGNC Symbol;Acc:HGNC:32324]	9986
552673	ENSOCUG00000000451	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	9986
552674	ENSOCUG00000000454		Histone H2A [Source:UniProtKB/TrEMBL;Acc:G1TPD1]	9986
552675	ENSOCUG00000000455	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]	9986
552676	ENSOCUG00000000457		Oryctolagus cuniculus lipophilin AS (LOC100008793), mRNA [Source:RefSeq mRNA;Acc:NM_001082093]	9986
552677	ENSOCUG00000000459	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:17256]	9986
552678	ENSOCUG00000000460	NLRP14	NLR family, pyrin domain containing 14 [Source:HGNC Symbol;Acc:HGNC:22939]	9986
552679	ENSOCUG00000000461	RA_m005_jsm24C07r	uncharacterized protein LOC100328921 [Source:RefSeq peptide;Acc:NP_001164971]	9986
552680	ENSOCUG00000000462	OXR1	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	9986
552681	ENSOCUG00000000463	GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	9986
552682	ENSOCUG00000000464			9986
552683	ENSOCUG00000000466	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:21905]	9986
552684	ENSOCUG00000000467	RPA3	replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291]	9986
552685	ENSOCUG00000000468			9986
552686	ENSOCUG00000000470	FUOM	fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]	9986
552687	ENSOCUG00000000471	ARHGAP15	Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]	9986
552688	ENSOCUG00000000472	COG2	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]	9986
552689	ENSOCUG00000000473	ECHS1	enoyl-CoA hydratase, short chain, 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:3151]	9986
552690	ENSOCUG00000000474			9986
552691	ENSOCUG00000000475	KCTD10	potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]	9986
552692	ENSOCUG00000000476	FGF2	fibroblast growth factor 2 (basic) [Source:HGNC Symbol;Acc:HGNC:3676]	9986
552693	ENSOCUG00000000477	RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	9986
552694	ENSOCUG00000000478	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:HGNC Symbol;Acc:HGNC:333]	9986
552695	ENSOCUG00000000479	PAOX	polyamine oxidase (exo-N4-amino) [Source:HGNC Symbol;Acc:HGNC:20837]	9986
552696	ENSOCUG00000000481	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:P41035]	9986
552697	ENSOCUG00000000482	NUDT6	nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]	9986
552698	ENSOCUG00000000483	CAPN9	calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]	9986
552699	ENSOCUG00000000484		Mitochondrial GTPase 1 [Source:UniProtKB/TrEMBL;Acc:G1SDE1]	9986
552700	ENSOCUG00000000485	NAF1	nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]	9986
552701	ENSOCUG00000000486	SPATA5	spermatogenesis associated 5 [Source:HGNC Symbol;Acc:HGNC:18119]	9986
552702	ENSOCUG00000000487	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25823]	9986
552703	ENSOCUG00000000488	FAM83C	uncharacterized protein LOC100328918 [Source:RefSeq peptide;Acc:NP_001164968]	9986
552704	ENSOCUG00000000489	TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]	9986
552705	ENSOCUG00000000490		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDE5]	9986
552706	ENSOCUG00000000491	TDRD5	tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]	9986
552707	ENSOCUG00000000493	PITPNM2	phosphatidylinositol transfer protein, membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]	9986
552708	ENSOCUG00000000494	ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]	9986
552709	ENSOCUG00000000495	IL26	interleukin 26 [Source:HGNC Symbol;Acc:HGNC:17119]	9986
552710	ENSOCUG00000000498			9986
552711	ENSOCUG00000000499	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	9986
552712	ENSOCUG00000000500	TSSC1	tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:HGNC:12383]	9986
552713	ENSOCUG00000000501	KRT82	keratin 82, type II [Source:HGNC Symbol;Acc:HGNC:6459]	9986
552714	ENSOCUG00000000502	LRP11	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	9986
552715	ENSOCUG00000000503	TRAPPC12	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284]	9986
552716	ENSOCUG00000000504	PGC	progastricsin (pepsinogen C) [Source:HGNC Symbol;Acc:HGNC:8890]	9986
552717	ENSOCUG00000000506		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDF8]	9986
552718	ENSOCUG00000000507	FRS3	fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]	9986
552719	ENSOCUG00000000508	OLFM3	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]	9986
552720	ENSOCUG00000000509		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDG1]	9986
552721	ENSOCUG00000000510	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]	9986
552722	ENSOCUG00000000511	PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]	9986
552723	ENSOCUG00000000512	USP22	ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]	9986
552724	ENSOCUG00000000513	VIP	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693]	9986
552725	ENSOCUG00000000515	LGALS4	lectin, galactoside-binding, soluble, 4 [Source:HGNC Symbol;Acc:HGNC:6565]	9986
552726	ENSOCUG00000000516		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDG8]	9986
552727	ENSOCUG00000000517		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1SDG7]	9986
552728	ENSOCUG00000000518		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:U3KLV6]	9986
552729	ENSOCUG00000000520	CNIH4	cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]	9986
552730	ENSOCUG00000000521	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]	9986
552731	ENSOCUG00000000522		Phospholipase A(2) [Source:UniProtKB/TrEMBL;Acc:G1SDH1]	9986
552732	ENSOCUG00000000524			9986
552733	ENSOCUG00000000525		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDH2]	9986
552734	ENSOCUG00000000526	PRCP	prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]	9986
552735	ENSOCUG00000000527	DPYSL4	dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]	9986
552736	ENSOCUG00000000528	TCF15	transcription factor 15 (basic helix-loop-helix) [Source:HGNC Symbol;Acc:HGNC:11627]	9986
552737	ENSOCUG00000000530	ADI1	Oryctolagus cuniculus acireductone dioxygenase 1 (ADI1), mRNA [Source:RefSeq mRNA;Acc:NM_001285837]	9986
552738	ENSOCUG00000000531	TLE1	transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]	9986
552739	ENSOCUG00000000532	WLS	wntless Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	9986
552740	ENSOCUG00000000533	RPP25	ribonuclease P/MRP 25kDa subunit [Source:HGNC Symbol;Acc:HGNC:30361]	9986
552741	ENSOCUG00000000534	LCP2	lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]	9986
552742	ENSOCUG00000000535	ADTRP	androgen-dependent TFPI-regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]	9986
552743	ENSOCUG00000000536	IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	9986
552744	ENSOCUG00000000539	KCNMB1	Calcium-activated potassium channel subunit beta-1 [Source:UniProtKB/Swiss-Prot;Acc:O46372]	9986
552745	ENSOCUG00000000540	KCNIP1	Kv channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521]	9986
552746	ENSOCUG00000000541	SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	9986
552747	ENSOCUG00000000543	RNF144B	ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]	9986
552748	ENSOCUG00000000544		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TIY3]	9986
552749	ENSOCUG00000000545	CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	9986
552750	ENSOCUG00000000547	SGOL2	shugoshin-like 2 (S. pombe) [Source:HGNC Symbol;Acc:HGNC:30812]	9986
552751	ENSOCUG00000000548	CCNDBP1	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	9986
552752	ENSOCUG00000000551	TGM5	transglutaminase 5 [Source:HGNC Symbol;Acc:HGNC:11781]	9986
552753	ENSOCUG00000000552		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDJ0]	9986
552754	ENSOCUG00000000553	TCEAL1	transcription elongation factor A (SII)-like 1 [Source:HGNC Symbol;Acc:HGNC:11616]	9986
552755	ENSOCUG00000000554	NME6	NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]	9986
552756	ENSOCUG00000000555	PRAM1	PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091]	9986
552757	ENSOCUG00000000557	NLRC5	NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]	9986
552758	ENSOCUG00000000558	MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	9986
552759	ENSOCUG00000000559	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:30889]	9986
552760	ENSOCUG00000000560	HEYL	hes-related family bHLH transcription factor with YRPW motif-like [Source:HGNC Symbol;Acc:HGNC:4882]	9986
552761	ENSOCUG00000000561		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDJ6]	9986
552762	ENSOCUG00000000562	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form) [Source:HGNC Symbol;Acc:HGNC:8557]	9986
552763	ENSOCUG00000000563	QRFPR	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	9986
552764	ENSOCUG00000000564	CPNE2	copine II [Source:HGNC Symbol;Acc:HGNC:2315]	9986
552765	ENSOCUG00000000565		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SDK3]	9986
552766	ENSOCUG00000000566	XPR1	xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]	9986
552767	ENSOCUG00000000567	OR52Z1	olfactory receptor family 52 subfamily Z member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19596]	9986
552768	ENSOCUG00000000568	HBB2		9986
552769	ENSOCUG00000000569	CCDC79	coiled-coil domain containing 79 [Source:HGNC Symbol;Acc:HGNC:26675]	9986
552770	ENSOCUG00000000570	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:HGNC:17889]	9986
552771	ENSOCUG00000000572	FAM192A	family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]	9986
